Date,SAUDI ARABIA DOMESTIC
2005-05-31,696.2953217087507
2005-06-01,722.0072775193509
2005-06-02,727.0014053172013
2005-06-03,727.6427585178718
2005-06-06,747.9960746782006
2005-06-07,758.038442307856
2005-06-08,757.9018647645983
2005-06-09,764.8929614436538
2005-06-10,769.3097490123118
2005-06-13,787.4481058057653
2005-06-14,791.0603687772486
2005-06-15,781.5061011879804
2005-06-16,788.6697097709172
2005-06-17,779.2550678816605
2005-06-20,815.0563660708287
2005-06-21,811.3618782068235
2005-06-22,788.5000108164928
2005-06-23,813.0064668998256
2005-06-24,810.5839953117595
2005-06-27,800.2287144607163
2005-06-28,810.8162721114286
2005-06-29,796.1858453513897
2005-06-30,793.5668183583571
2005-07-01,802.7625240455566
2005-07-04,797.1500328237728
2005-07-05,783.6679146269452
2005-07-06,771.4336696408255
2005-07-07,765.5581262851649
2005-07-08,766.5902179524445
2005-07-11,730.0145961838089
2005-07-12,710.2942068132669
2005-07-13,745.4461046971097
2005-07-14,739.3968909773617
2005-07-15,743.1224112514884
2005-07-18,683.9187508205954
2005-07-19,717.3949272231806
2005-07-20,728.6101872431889
2005-07-21,721.431163448096
2005-07-22,721.7289186849806
2005-07-25,745.7629571557043
2005-07-26,756.5750163029237
2005-07-27,761.4128928003031
2005-07-28,761.296925009364
2005-07-29,757.3483220146256
2005-08-01,779.4600167504157
2005-08-02,794.3769182893557
2005-08-03,792.0006178628017
2005-08-04,790.686392687558
2005-08-05,792.7477797052481
2005-08-08,804.3425868466379
2005-08-09,802.8994225304662
2005-08-10,800.5130198684325
2005-08-11,803.4422388049554
2005-08-12,803.96995240598
2005-08-15,823.9678493462962
2005-08-16,822.089379553109
2005-08-17,823.6584147636069
2005-08-18,839.3056912014251
2005-08-19,841.4482758291884
2005-08-22,856.5468003455832
2005-08-23,849.2231706462245
2005-08-24,850.8944702303544
2005-08-25,857.8526589189241
2005-08-26,854.8271312394112
2005-08-29,857.1184331178938
2005-08-30,859.2248518782922
2005-08-31,852.2501672964509
2005-09-01,839.840210328685
2005-09-02,834.4520222067662
2005-09-05,818.081573018787
2005-09-06,804.9460456882466
2005-09-07,811.6035995127415
2005-09-08,812.6598851509727
2005-09-09,811.6136962977389
2005-09-12,850.7303499428058
2005-09-13,852.5005593970882
2005-09-14,851.7119054628795
2005-09-15,864.6964197325187
2005-09-16,864.8133175702942
2005-09-19,874.790085473867
2005-09-20,873.2740510990019
2005-09-21,870.7040095166278
2005-09-22,877.2667970547074
2005-09-23,882.839169776224
2005-09-26,872.4470964778664
2005-09-27,883.1459880166395
2005-09-28,881.9807689051671
2005-09-29,887.6430695935435
2005-09-30,884.3300070852113
2005-10-03,884.1202691759352
2005-10-04,881.5264200216039
2005-10-05,848.8817129877116
2005-10-06,850.645111360815
2005-10-07,851.9202690571086
2005-10-10,876.3940162378263
2005-10-11,886.347497612488
2005-10-12,885.6223712996382
2005-10-13,891.1575701628047
2005-10-14,880.9460524522864
2005-10-17,864.091359712968
2005-10-18,879.6807964745358
2005-10-19,885.2147940150152
2005-10-20,884.9895474653688
2005-10-21,882.4469479271356
2005-10-24,876.0614865222045
2005-10-25,875.8816888158353
2005-10-26,874.9096877815622
2005-10-27,875.296425311502
2005-10-28,878.5515254428204
2005-10-31,926.9182459920432
2005-11-01,925.9132889679078
2005-11-02,920.1577465807219
2005-11-03,924.7949430545356
2005-11-04,939.8111761333683
2005-11-07,941.300037421654
2005-11-08,961.4448483483818
2005-11-09,974.7691386735585
2005-11-10,979.5612763589365
2005-11-11,982.9529985820296
2005-11-14,982.1612228205271
2005-11-15,982.284568246143
2005-11-16,987.1761110377535
2005-11-17,987.4349977913358
2005-11-18,989.1219836501172
2005-11-21,973.5768065613099
2005-11-22,981.8563103679542
2005-11-23,981.7062367208666
2005-11-24,999.4562427341461
2005-11-25,1004.1683013844533
2005-11-28,1005.1684874530038
2005-11-29,1005.286235856493
2005-11-30,1000.0
2005-12-01,1007.8278869612171
2005-12-02,1009.3094984561703
2005-12-05,1015.8220021346109
2005-12-06,1022.1384757626313
2005-12-07,1031.2885399408556
2005-12-08,1021.3258226818547
2005-12-09,1020.9007366896074
2005-12-12,1005.350526517326
2005-12-13,1014.5706788580757
2005-12-14,1004.5772832501727
2005-12-15,1022.790681030619
2005-12-16,1022.5812565527078
2005-12-19,1012.9340228485498
2005-12-20,1005.9116729769817
2005-12-21,1021.0568989952272
2005-12-22,1026.4470171053501
2005-12-23,1024.681313427088
2005-12-26,1018.3867107220985
2005-12-27,1022.3620687649017
2005-12-28,1020.0164801876834
2005-12-29,1029.031729474416
2005-12-30,1033.6896138896557
2006-01-02,1053.1869826180937
2006-01-03,1037.0463940892162
2006-01-04,1043.3572344393156
2006-01-05,1045.0558337362488
2006-01-06,1044.4602872326734
2006-01-09,1061.7131353617228
2006-01-10,1062.2692592483177
2006-01-11,1059.7088806877036
2006-01-12,1064.9194919528934
2006-01-13,1061.741445447192
2006-01-16,1054.9578658444038
2006-01-17,1056.3669039549882
2006-01-18,1055.6113367234811
2006-01-19,1055.839679194561
2006-01-20,1057.7025871388628
2006-01-23,1093.0533116117756
2006-01-24,1103.4534410221038
2006-01-25,1107.4158447949726
2006-01-26,1109.0017750335992
2006-01-27,1119.2817321622013
2006-01-30,1129.57637873603
2006-01-31,1121.0281852397814
2006-02-01,1135.607910716939
