Date,SAUDI ARABIA
2014-08-29,947.8730338911913
2014-09-01,954.0664683719893
2014-09-02,950.6905160338391
2014-09-03,952.1735104271321
2014-09-04,962.8210393350107
2014-09-05,963.4154421065259
2014-09-08,968.0256475917097
2014-09-09,969.9950969803172
2014-09-10,966.4974195535821
2014-09-11,957.0238445663917
2014-09-12,957.2457545628131
2014-09-15,947.1624426871709
2014-09-16,952.7821432206089
2014-09-17,960.0575058159432
2014-09-18,962.7405692762047
2014-09-19,968.8511846257635
2014-09-22,955.357550634027
2014-09-23,952.3496615835601
2014-09-24,944.8500602532554
2014-09-25,949.5273173237495
2014-09-26,953.3408508728235
2014-09-29,949.8643396826361
2014-09-30,960.1873147766627
2014-10-01,962.6911298223991
2014-10-02,957.3766738378608
2014-10-03,968.2295720925538
2014-10-06,963.7873215345708
2014-10-07,959.2851049275857
2014-10-08,955.064557660627
2014-10-09,953.0858204281516
2014-10-10,959.6153565810928
2014-10-13,917.8098750115582
2014-10-14,894.8537502762409
2014-10-15,861.4447649506003
2014-10-16,829.0043606605223
2014-10-17,829.8374007746379
2014-10-20,856.4513594006168
2014-10-21,883.4074240962453
2014-10-22,895.9741366378489
2014-10-23,892.454595734753
2014-10-24,891.1287885096674
2014-10-27,890.9677268389084
2014-10-28,887.7355678549962
2014-10-29,879.9345319487411
2014-10-30,884.566567571107
2014-10-31,891.0734575746212
2014-11-03,901.0359126902023
2014-11-04,858.3969603702266
2014-11-05,844.7345882467484
2014-11-06,851.323666257912
2014-11-07,852.8098364593963
2014-11-10,857.8399424135148
2014-11-11,853.799110949471
2014-11-12,851.7495109786744
2014-11-13,842.3927968292573
2014-11-14,842.0440655216695
2014-11-17,814.766787820662
2014-11-18,821.0504168736371
2014-11-19,821.6167926624806
2014-11-20,822.9654694027305
2014-11-21,831.374231359345
2014-11-24,831.622532215846
2014-11-25,810.4832388068028
2014-11-26,794.2910255099586
2014-11-27,797.7860562198287
2014-11-28,798.6076352738459
2014-12-01,763.3117128845054
2014-12-02,768.7192515508068
2014-12-03,778.8661694419686
2014-12-04,787.7507659958233
2014-12-05,796.7298356056829
2014-12-08,776.9516984875853
2014-12-09,752.4663933519083
2014-12-10,729.9504359857864
2014-12-11,731.866300985028
2014-12-12,727.2071254080804
2014-12-15,691.9921472333056
2014-12-16,642.4713458386066
2014-12-17,683.7006010980538
2014-12-18,752.1666583819992
2014-12-19,753.067751682975
2014-12-22,775.9747019409393
2014-12-23,777.3113401014057
2014-12-24,787.1320562372562
2014-12-25,787.6753461273861
2014-12-26,788.9680931960705
2014-12-29,791.7843764732412
2014-12-30,762.9358454632629
2014-12-31,750.634223965727
2015-01-01,758.1356122190967
2015-01-02,762.1304987226978
2015-01-05,741.6202449708812
2015-01-06,731.3921453852419
2015-01-07,749.5597700050455
2015-01-08,763.9517189590351
2015-01-09,761.240495654605
2015-01-12,772.2743541494457
2015-01-13,778.4011652390029
2015-01-14,785.2256690027175
2015-01-15,793.4767323665945
2015-01-16,799.4536128014743
2015-01-19,790.3615099625375
2015-01-20,789.4495636112712
2015-01-21,779.6827139460381
2015-01-22,792.1619499429104
2015-01-23,803.9751786959325
2015-01-26,806.7383192780378
2015-01-27,820.6973131834353
2015-01-28,851.4904423048009
2015-01-29,841.6759451730941
2015-01-30,845.385224279197
2015-02-02,878.7648836511977
2015-02-03,875.6687652633663
2015-02-04,871.1350945137285
2015-02-05,871.5589037545155
2015-02-06,878.2829924228791
2015-02-09,905.2397609398453
2015-02-10,896.5552049118322
2015-02-11,881.9390835706356
2015-02-12,885.924147366097
2015-02-13,883.5344043675165
2015-02-16,901.233780138711
2015-02-17,903.6311417932576
2015-02-18,902.2078897723183
2015-02-19,889.4322183791279
2015-02-20,891.1890553125304
2015-02-23,878.9972382849636
2015-02-24,887.675499308537
2015-02-25,891.4637690961242
2015-02-26,903.1601647145875
2015-02-27,902.9547170224414
2015-03-02,909.2947187388844
2015-03-03,919.8626214753516
2015-03-04,928.6758063876705
2015-03-05,938.1602545213921
2015-03-06,952.6712265565246
2015-03-09,963.583013784895
2015-03-10,975.3587299799149
2015-03-11,988.9302261952436
2015-03-12,988.9528502866046
2015-03-13,997.8556290179439
2015-03-16,956.9341005798234
2015-03-17,938.1387971253944
2015-03-18,915.2078092487533
2015-03-19,922.8817469510443
2015-03-20,908.2377912638423
2015-03-23,910.9994269957422
2015-03-24,915.2950871534267
2015-03-25,873.6452453798877
2015-03-26,880.8128126617368
2015-03-27,883.1716009142256
2015-03-30,889.5144344810377
2015-03-31,875.4540102748845
2015-04-01,879.3803689729328
2015-04-02,864.0589496930467
2015-04-03,864.0589496930467
2015-04-06,844.0739849160656
2015-04-07,872.3208455283336
2015-04-08,888.8501126242321
2015-04-09,909.7931893151047
2015-04-10,914.2023879458606
2015-04-13,936.6050352633059
2015-04-14,921.6239069192247
2015-04-15,944.6758617307192
2015-04-16,948.3567547106096
2015-04-17,941.767912847433
2015-04-20,995.0773993150874
2015-04-21,991.6415064216986
2015-04-22,992.4324648045279
2015-04-23,990.0811379640456
2015-04-24,984.2493591384329
2015-04-27,999.516070040661
2015-04-28,991.2185216477059
2015-04-29,996.597959857772
2015-04-30,997.7412987676018
2015-05-01,996.2299062900747
2015-05-04,997.0620495168782
2015-05-05,989.6686393151252
2015-05-06,977.538042499114
2015-05-07,978.4300990812103
2015-05-08,982.2065679056416
2015-05-11,969.7011153199325
2015-05-12,967.0166395302368
2015-05-13,966.5857409723759
2015-05-14,977.3015468323683
2015-05-15,972.0649454004266
2015-05-18,983.8233062094896
2015-05-19,1002.7285683876444
2015-05-20,992.4078651500673
2015-05-21,992.3416072070165
2015-05-22,1001.1102320691313
2015-05-25,996.7004656184467
2015-05-26,1015.8303220622142
2015-05-27,1012.0822618147262
2015-05-28,1004.2151632550261
2015-05-29,1000.0
2015-06-01,1001.8829872099972
2015-06-02,982.6840626399867
2015-06-03,966.684263298193
2015-06-04,963.106155602649
2015-06-05,978.0605470551409
2015-06-08,955.9407503489883
2015-06-09,951.9587812551129
2015-06-10,953.0377538496041
2015-06-11,954.6842790607932
2015-06-12,951.8037478908889
2015-06-15,959.8088349820928
2015-06-16,958.1181008037084
2015-06-17,958.2158618321536
2015-06-18,939.6491909821815
2015-06-19,945.7995043890191
2015-06-22,914.8967096908392
2015-06-23,933.7753212813845
2015-06-24,939.0650142473962
2015-06-25,943.917543264744
2015-06-26,948.3234238131726
2015-06-29,911.3585698889518
2015-06-30,910.7146604773225
2015-07-01,922.252296453269
2015-07-02,925.6231981386719
2015-07-03,925.8703287637657
2015-07-06,930.8237826847381
2015-07-07,932.4492935857692
2015-07-08,919.4437603443525
2015-07-09,957.6227524379527
2015-07-10,946.6317940739729
2015-07-13,958.5224527858982
2015-07-14,962.4945181388829
2015-07-15,977.8845585893545
2015-07-16,982.6902862785867
2015-07-17,987.1778691698437
2015-07-20,986.2823071472421
2015-07-21,979.9939211083889
2015-07-22,984.8889223476457
2015-07-23,974.858873484142
2015-07-24,976.0276168779226
2015-07-27,932.303885194177
2015-07-28,942.72744731879
2015-07-29,947.1483523483664
2015-07-30,956.0760977261298
2015-07-31,945.3332196088361
2015-08-03,928.9753289881446
2015-08-04,923.321650739913
2015-08-05,933.9202659161418
2015-08-06,914.1375313588021
2015-08-07,911.9474279624143
2015-08-10,925.1348939041521
2015-08-11,913.0160701007466
2015-08-12,896.9688453441939
2015-08-13,901.1477453461356
2015-08-14,902.4979916253096
2015-08-17,885.1942296381854
2015-08-18,867.3563471382816
2015-08-19,853.1535336760223
2015-08-20,833.8356684513592
2015-08-21,825.4114049769391
2015-08-24,712.6987394493281
2015-08-25,786.0565307538005
2015-08-26,770.7030039920103
2015-08-27,805.8122262059344
2015-08-28,805.3706327659614
2015-08-31,798.807735874198
2015-09-01,788.6705214573709
2015-09-02,780.1909721244763
2015-09-03,792.276552834445
2015-09-04,790.8168680745163
2015-09-07,797.3922357289433
2015-09-08,803.1550588126371
2015-09-09,819.8934580420895
2015-09-10,812.1041833134049
2015-09-11,807.4310899002477
2015-09-14,788.7935287408617
2015-09-15,789.8356235790486
2015-09-16,785.448074924556
2015-09-17,779.6616860459924
2015-09-18,775.5156429761339
2015-09-21,787.8720394312926
2015-09-22,792.2558285367169
2015-09-23,791.3961321230062
2015-09-24,781.3775317370366
2015-09-25,789.4196327930852
2015-09-28,786.9335837526114
2015-09-29,775.060191301792
2015-09-30,787.1123989287256
2015-10-01,777.5092890966374
2015-10-02,772.5789610251188
2015-10-05,788.8940359459884
2015-10-06,786.5770070041259
2015-10-07,802.9316251151747
2015-10-08,813.6072231558038
2015-10-09,808.0897845910939
2015-10-12,820.9360342189025
2015-10-13,820.8622190604942
2015-10-14,817.8268830837392
2015-10-15,814.203489970229
2015-10-16,814.9159590207289
2015-10-19,832.2171515463647
2015-10-20,822.3444020458707
2015-10-21,795.19137844186
2015-10-22,800.7024060455045
2015-10-23,809.9598252586181
2015-10-26,803.1144599974517
2015-10-27,780.5631661643654
2015-10-28,783.381372281654
2015-10-29,794.5493804651428
2015-10-30,788.3530878216384
2015-11-02,780.1043342922508
2015-11-03,773.3791649642408
2015-11-04,787.4062467215645
2015-11-05,778.157192657893
2015-11-06,786.9848677072341
2015-11-09,787.5094674621884
2015-11-10,789.7279832383701
2015-11-11,809.9218678715594
2015-11-12,806.9939201196378
2015-11-13,808.7234882287327
2015-11-16,797.7393902043611
2015-11-17,801.4357967182539
2015-11-18,808.4980404037804
2015-11-19,814.388440924998
2015-11-20,819.4531322720653
2015-11-23,837.0229161508337
2015-11-24,840.663766529858
2015-11-25,845.0592800583725
2015-11-26,845.3389181394384
2015-11-27,847.4066640402629
2015-11-30,848.4626996809701
2015-12-01,849.0426882552391
2015-12-02,854.8520882627604
2015-12-03,822.9125488911205
2015-12-04,820.116225769573
2015-12-07,816.6133672636176
2015-12-08,798.7759252741943
2015-12-09,796.6711527053778
2015-12-10,795.8011054985677
2015-12-11,791.4697353411158
2015-12-14,762.6716345208455
2015-12-15,776.4939074526663
2015-12-16,786.1308607912438
2015-12-17,816.6517478554904
2015-12-18,815.9045416203154
2015-12-21,793.5042572251115
2015-12-22,800.6116510004562
2015-12-23,790.471244797855
2015-12-24,782.235055023675
2015-12-25,782.235055023675
2015-12-28,791.438663317128
2015-12-29,780.7723046539154
2015-12-30,776.5672090276785
2015-12-31,781.327516365002
2016-01-01,781.3275163650022
2016-01-04,775.0600314503101
2016-01-05,771.761552419022
2016-01-06,745.89764939027
2016-01-07,708.7647472670725
2016-01-08,704.0528638892482
2016-01-11,708.6242780102234
2016-01-12,694.3199186192694
2016-01-13,691.7392015959002
2016-01-14,675.7441190042572
2016-01-15,669.2309867821672
2016-01-18,647.6229547303976
2016-01-19,663.2974771533746
2016-01-20,631.0215846297345
2016-01-21,630.602697030677
2016-01-22,630.888912620918
2016-01-25,648.190512127626
2016-01-26,648.546083914548
2016-01-27,656.600466293619
2016-01-28,671.4996652637211
2016-01-29,678.8845791000854
2016-02-01,685.8861297979985
2016-02-02,672.8905928080901
2016-02-03,668.3347204772207
2016-02-04,665.8020661102836
2016-02-05,667.3853886527454
