Date,CHINA
2000-12-29,100.00000000000001
2001-01-01,100.00000000000001
2001-01-02,98.10961063100459
2001-01-03,95.48501492641002
2001-01-04,100.30352694335996
2001-01-05,100.53564924104957
2001-01-08,103.39361501230965
2001-01-09,105.03731310714687
2001-01-10,106.52438253664542
2001-01-11,102.04527929108508
2001-01-12,104.6518821600956
2001-01-15,108.07470787858648
2001-01-16,108.63570036005142
2001-01-17,107.9514244695613
2001-01-18,108.84619719570705
2001-01-19,113.6563681412977
2001-01-22,114.85978636398815
2001-01-23,114.19348681815545
2001-01-24,116.2235667838717
2001-01-25,116.5653477452984
2001-01-26,116.33627907582024
2001-01-29,116.94483419817325
2001-01-30,114.54763765113614
2001-01-31,115.5957981522888
2001-02-01,114.9092072608903
2001-02-02,115.44736608220411
2001-02-05,111.58162846852167
2001-02-06,112.99981728037463
2001-02-07,113.9010613616564
2001-02-08,114.49524713801367
2001-02-09,114.41204275060483
2001-02-12,112.45571454638281
2001-02-13,113.56712015505725
2001-02-14,113.39451136784581
2001-02-15,114.7378117792084
2001-02-16,111.94523359608917
2001-02-19,109.77286817183885
2001-02-20,112.61061355070879
2001-02-21,108.75914643312414
2001-02-22,106.7337206682021
2001-02-23,108.84357848416421
2001-02-26,107.36769710791549
2001-02-27,106.80567276899093
2001-02-28,106.23248615420599
2001-03-01,99.80715405829841
2001-03-02,92.12244808055635
2001-03-05,96.22296293357232
2001-03-06,97.81942028832573
2001-03-07,95.80151652364873
2001-03-08,95.3409109250761
2001-03-09,94.76432343044834
2001-03-12,92.51678072602868
2001-03-13,92.72792442709316
2001-03-14,93.00448489419014
2001-03-15,95.72677720833718
2001-03-16,97.98685984219273
2001-03-19,97.31890207913622
2001-03-20,93.98000323376677
2001-03-21,94.8457820109173
2001-03-22,91.01586846614121
2001-03-23,89.03723602390481
2001-03-26,93.23531765156021
2001-03-27,89.73625163994969
2001-03-28,92.40093141727216
2001-03-29,91.99158576128603
2001-03-30,92.5763809428725
2001-04-02,92.74010409429756
2001-04-03,89.38937063851975
2001-04-04,81.46774015426692
2001-04-05,82.06095275951583
2001-04-06,86.52778231758056
2001-04-09,85.13379122320563
2001-04-10,88.17453060412421
2001-04-11,94.04271143699711
2001-04-12,94.95828368054966
2001-04-13,94.95953780736654
2001-04-16,95.96731743553853
2001-04-17,92.33142255850237
2001-04-18,99.03453727226295
2001-04-19,101.10081299845638
2001-04-20,97.41976246939386
2001-04-23,97.84269516110719
