Date,INDIA
2000-12-29,100.0
2001-01-01,99.52785477526908
2001-01-02,100.09925786060155
2001-01-03,100.994914327432
2001-01-04,102.98207345572183
2001-01-05,104.41506431583602
2001-01-08,102.47426801011454
2001-01-09,103.77310004184636
2001-01-10,102.10753493639564
2001-01-11,99.90518555738119
2001-01-12,100.36369986277714
2001-01-15,101.29753066042647
2001-01-16,101.8418357880559
2001-01-17,103.36007538748402
2001-01-18,103.03109859042134
2001-01-19,106.9056163294085
2001-01-22,108.28863978266449
2001-01-23,107.80799765082237
2001-01-24,110.63473309989104
2001-01-25,110.85454557981535
2001-01-26,110.66191837127862
2001-01-29,108.8804165415978
2001-01-30,111.54695328303539
2001-01-31,109.83428792733515
2001-02-01,107.23268266528667
2001-02-02,109.73167920410803
2001-02-05,109.65252514927002
2001-02-06,111.16883502775717
2001-02-07,109.01793534617815
2001-02-08,112.82804834221693
2001-02-09,112.3676240883817
2001-02-12,111.84558762061891
2001-02-13,111.48653983021744
2001-02-14,111.52953892705754
2001-02-15,115.60681022860109
2001-02-16,111.10938395748461
2001-02-19,111.12548800574135
2001-02-20,112.50971336239883
2001-02-21,110.27030645699797
2001-02-22,109.48318080197251
2001-02-23,105.2297859972026
2001-02-26,104.86489249277885
2001-02-27,102.20004161750258
2001-02-28,107.02886705888695
2001-03-01,106.27104554073678
2001-03-02,100.87842646596648
2001-03-05,98.72290558067701
2001-03-06,98.66710900884942
2001-03-07,99.9795010503492
2001-03-08,99.42889608020477
2001-03-09,94.59035942731263
2001-03-12,91.31413069951714
2001-03-13,86.99155517151097
2001-03-14,91.65037891627524
2001-03-15,94.60679950819556
2001-03-16,94.21579467895529
2001-03-19,93.58475325329293
2001-03-20,91.87085733300025
2001-03-21,94.93506416590841
2001-03-22,94.58589270885844
2001-03-23,91.36494190296861
2001-03-26,91.36875386146718
2001-03-27,92.7906944743096
2001-03-28,96.17641007248301
2001-03-29,95.8539886175738
2001-03-30,91.70588745451754
2001-04-02,90.43498222342156
2001-04-03,91.13519142357744
2001-04-04,88.3903988446628
2001-04-05,89.00161953709745
2001-04-06,88.51309865928043
2001-04-09,87.56012203848222
2001-04-10,86.76732640100646
2001-04-11,83.43664036435862
2001-04-12,79.0889150517443
2001-04-13,79.0889150517443
2001-04-16,81.65783939428064
2001-04-17,84.01417905231759
2001-04-18,88.81330457709171
2001-04-19,90.08611711681866
2001-04-20,89.62735271124649
2001-04-23,90.08937074614272
2001-04-24,90.88269987500607
2001-04-25,90.94760806503494
2001-04-26,88.74721041643143
2001-04-27,86.19153383723281
2001-04-30,89.37356359645281
2001-05-01,88.9022527982443
2001-05-02,89.6690164536853
2001-05-03,88.83892038253242
2001-05-04,89.67225250738873
2001-05-07,91.12086169399733
2001-05-08,92.7929132347534
2001-05-09,92.27117532191257
2001-05-10,91.94915104315356
2001-05-11,92.26331501529376
2001-05-14,92.52640498997907
2001-05-15,92.16820893343882
2001-05-16,91.89049976267191
2001-05-17,94.06075148531527
2001-05-18,94.2305837451893
2001-05-21,93.98748262846074
2001-05-22,95.1191052808607
2001-05-23,96.85432983371877
2001-05-24,97.41204514907895
2001-05-25,96.99773035151486
2001-05-28,98.16686385624426
2001-05-29,99.5321989285224
2001-05-30,96.95452948692048
2001-05-31,97.17650517230042
2001-06-01,95.48699975719205
2001-06-04,93.7756249427618
2001-06-05,92.74002645475093
2001-06-06,93.10183297463496
2001-06-07,92.56302292161715
2001-06-08,93.80212995990313
2001-06-11,94.99916439891457
2001-06-12,93.89033741331518
2001-06-13,93.73615360059911
2001-06-14,91.70909274627772
2001-06-15,89.11012523810294
2001-06-18,88.6942562754364
2001-06-19,90.46524908001618
2001-06-20,90.98069378279236
2001-06-21,90.7062390287091
2001-06-22,89.76787146704713
2001-06-25,86.93256924983008
2001-06-26,89.37172537490494
2001-06-27,89.70905927130275
2001-06-28,90.60890798846877
2001-06-29,92.20182066483521
2001-07-02,91.17343954010347
2001-07-03,88.34934295325081
2001-07-04,88.35832387055189
2001-07-05,89.42970418843866
2001-07-06,88.17949749550124
2001-07-09,87.3555279515738
2001-07-10,87.52059466830602
2001-07-11,88.0219610344516
2001-07-12,91.08566286225877
2001-07-13,91.02912412289568
2001-07-16,90.39297599199105
2001-07-17,90.606543957932
2001-07-18,87.63340456326559
2001-07-19,87.51619055708925
2001-07-20,86.46971928678924
2001-07-23,86.6689987776383
2001-07-24,85.95162152695158
2001-07-25,84.76882334775189
2001-07-26,84.32950967223351
2001-07-27,84.49034801516613
2001-07-30,85.16319105888738
2001-07-31,86.20203899699484
2001-08-01,84.72309738577488
2001-08-02,84.96944536043858
2001-08-03,85.34555803559661
2001-08-06,85.8691857264989
2001-08-07,86.07695468801725
2001-08-08,85.83439827649278
2001-08-09,84.99235660077021
2001-08-10,83.95857941258242
2001-08-13,82.89039966748268
2001-08-14,84.17004384970168
2001-08-15,82.91759690048953
2001-08-16,83.07493506204192
2001-08-17,81.97419007206886
2001-08-20,82.01920387053049
2001-08-21,82.38719339535676
2001-08-22,81.63573845804095
2001-08-23,82.70511841501374
2001-08-24,82.66504681380876
2001-08-27,83.30510982798948
2001-08-28,83.39860683773394
2001-08-29,83.17956792034664
2001-08-30,82.93970528646638
2001-08-31,81.7960384133771
2001-09-03,81.47168588518878
2001-09-04,83.13229982247186
2001-09-05,83.33451182387412
2001-09-06,82.53042772134957
2001-09-07,81.28379741257312
2001-09-10,81.40017311197983
2001-09-11,79.92026243270769
2001-09-12,77.22190047535918
2001-09-13,75.80937918848039
2001-09-14,70.51976665803546
2001-09-17,66.70028114195453
2001-09-18,68.37322689515405
2001-09-19,68.49556384679256
2001-09-20,67.57532752614638
2001-09-21,64.7873729987156
2001-09-24,66.5296146023509
2001-09-25,65.44589691442405
2001-09-26,66.71398885206023
2001-09-27,67.49552066413055
2001-09-28,70.21191542876848
2001-10-01,69.50439672795233
2001-10-02,69.4740487761008
2001-10-03,68.25389620025572
2001-10-04,69.5736699582416
2001-10-05,69.49687839540576
