Date,UNITED ARAB EMIRATES DOMESTIC
2005-05-31,750.0458307002025
2005-06-01,759.1138760182703
2005-06-02,753.0518835789157
2005-06-03,753.7782109496271
2005-06-06,780.3119036294809
2005-06-07,788.8985316276637
2005-06-08,780.5216150639575
2005-06-09,807.5051996350583
2005-06-10,812.1680467354464
2005-06-13,849.6463814703178
2005-06-14,830.5684832074094
2005-06-15,834.3261268766174
2005-06-16,902.442667312036
2005-06-17,891.6698755678261
2005-06-20,909.7430711961563
2005-06-21,908.1194312406939
2005-06-22,913.7469788732865
2005-06-23,916.9217198213415
2005-06-24,914.1779421769771
2005-06-27,928.7116844394401
2005-06-28,931.3918768683847
2005-06-29,910.2030432263037
2005-06-30,922.7707763322966
2005-07-01,933.4885651695798
2005-07-04,946.6750564807375
2005-07-05,903.9543502718203
2005-07-06,877.8256962519971
2005-07-07,888.4368964955821
2005-07-08,889.7769781260273
2005-07-11,798.3498619270081
2005-07-12,832.0081535184967
2005-07-13,857.0894419528344
2005-07-14,854.5536731135703
2005-07-15,858.8823236479219
2005-07-18,809.2695674974872
2005-07-19,839.8866020957089
2005-07-20,831.7246500235109
2005-07-21,803.9123864956764
2005-07-22,804.2222880927935
2005-07-25,735.432656434553
2005-07-26,768.1949544136744
2005-07-27,781.1165800979398
2005-07-28,776.9677177867753
2005-07-29,772.9588799619314
2005-08-01,743.963900060249
2005-08-02,735.0911898612565
2005-08-03,742.6128075521046
2005-08-04,760.2404577096245
2005-08-05,762.2123073263788
2005-08-08,787.1671404135701
2005-08-09,783.3833508346374
2005-08-10,782.5434415947549
2005-08-11,792.8585008790442
2005-08-12,793.3794858536052
2005-08-15,841.3144722249515
2005-08-16,849.6363207766113
2005-08-17,868.5172940132757
2005-08-18,880.0854905514723
2005-08-19,882.3201672433523
2005-08-22,912.9615730236376
2005-08-23,910.196929938993
2005-08-24,904.3165674129715
2005-08-25,904.5500188764861
2005-08-26,901.3958485961723
2005-08-29,917.6170761771627
2005-08-30,912.8767145515768
2005-08-31,904.9344607436313
2005-09-01,884.2475319273414
2005-09-02,878.5632192758079
2005-09-05,890.2416916501417
2005-09-06,899.7560482659536
2005-09-07,922.781129283065
2005-09-08,939.2154922178408
2005-09-09,929.9642187302891
2005-09-12,927.8492769776913
2005-09-13,949.3090383040521
2005-09-14,960.1207764503638
2005-09-15,968.4861551691015
2005-09-16,968.2885445583022
2005-09-19,999.7353235196542
2005-09-20,1003.3052473395768
2005-09-21,996.3944682703963
2005-09-22,1000.8492039616318
2005-09-23,1007.1794290574197
2005-09-26,964.4431127797989
2005-09-27,981.8633549953225
2005-09-28,990.0400423009118
2005-09-29,982.8008326303124
2005-09-30,979.225317974578
2005-10-03,955.2196999565809
2005-10-04,934.8973546767244
2005-10-05,937.1617686733697
2005-10-06,940.6632289498124
2005-10-07,942.0351241563534
2005-10-10,982.1305096351446
2005-10-11,979.1126274388728
2005-10-12,956.0075298271395
2005-10-13,983.6453511662322
2005-10-14,972.3999648303081
2005-10-17,988.4748305794504
2005-10-18,999.9772035198474
