Date,KUWAIT
2005-05-31,676.4926471747195
2005-06-01,693.4009723565888
2005-06-02,692.2155750577051
2005-06-03,692.6891552627409
2005-06-06,749.1826813981313
2005-06-07,754.0853950466076
2005-06-08,754.9632742498114
2005-06-09,763.3844352338567
2005-06-10,767.7925119891771
2005-06-13,757.9789082422263
2005-06-14,758.5564681860735
2005-06-15,757.3281665490358
2005-06-16,758.8949011399353
2005-06-17,749.7073174539797
2005-06-20,762.2264988170468
2005-06-21,758.0583823645351
2005-06-22,767.7124750356479
2005-06-23,772.7400711437992
2005-06-24,770.5386832701852
2005-06-27,746.8983706182996
2005-06-28,741.7487580307051
2005-06-29,742.6040689282178
2005-06-30,740.2731760508982
2005-07-01,748.8712935751157
2005-07-04,757.0731532825096
2005-07-05,769.5898369859542
2005-07-06,782.6380989865015
2005-07-07,781.0664707912396
2005-07-08,782.2445992928727
2005-07-11,754.7235685457719
2005-07-12,740.2909196860978
2005-07-13,746.6976198130038
2005-07-14,746.0190000899531
2005-07-15,749.7978798080754
2005-07-18,738.0906448091761
2005-07-19,761.362536318135
2005-07-20,761.8920431916717
2005-07-21,755.357675641689
2005-07-22,755.6694333187047
2005-07-25,744.1029756223571
2005-07-26,780.0545703872365
2005-07-27,782.3467077998712
2005-07-28,779.4331809367112
2005-07-29,775.3905109989503
2005-08-01,776.2929779245853
2005-08-02,782.6001208394642
2005-08-03,775.5637232861282
2005-08-04,772.1084292964267
2005-08-05,774.1110610887254
2005-08-08,768.5180485262707
2005-08-09,773.2682403801442
2005-08-10,779.6567937065937
2005-08-11,776.053219442044
2005-08-12,776.685561439851
2005-08-15,784.3144515670992
2005-08-16,779.2305065920901
2005-08-17,769.2112446320493
2005-08-18,777.2918281948416
2005-08-19,779.4095408716638
2005-08-22,786.5612199462046
2005-08-23,780.9474958668948
2005-08-24,784.6490161120249
2005-08-25,782.4141855335231
2005-08-26,779.5524181308639
2005-08-29,786.521600995611
2005-08-30,791.4869309651928
2005-08-31,785.1575558267837
2005-09-01,774.5766815333654
2005-09-02,769.7082021996532
2005-09-05,762.1499687830543
2005-09-06,766.2647187631815
2005-09-07,776.5453904390721
2005-09-08,778.8683901776112
2005-09-09,777.865703269067
2005-09-12,804.6534259313036
2005-09-13,811.7350719296762
2005-09-14,811.651285643033
2005-09-15,817.4310001387107
2005-09-16,817.4979121839069
2005-09-19,843.3175160323193
2005-09-20,844.7965786924625
2005-09-21,835.6855586855478
2005-09-22,841.2588599290971
2005-09-23,846.7361886150633
2005-09-26,836.2276193637451
2005-09-27,841.7497117588279
2005-09-28,840.9808275234042
2005-09-29,840.6268407971068
2005-09-30,837.6326684622236
2005-10-03,871.6585421712456
2005-10-04,865.7267174733652
2005-10-05,864.2233849491321
2005-10-06,851.4738909114764
2005-10-07,852.5929334275969
2005-10-10,861.5012698450247
2005-10-11,863.465302125101
2005-10-12,861.5681064989357
2005-10-13,868.611960196564
2005-10-14,858.6816768308838
2005-10-17,870.3043561394613
2005-10-18,887.6424874260175
2005-10-19,883.5578795155409
2005-10-20,883.8528781815451
2005-10-21,881.1274221093419
2005-10-24,887.4352155026961
2005-10-25,884.3121431254514
2005-10-26,877.009421694159
2005-10-27,872.0221273939935
2005-10-28,875.2650508874633
2005-10-31,891.1335108413273
2005-11-01,894.5947127377588
2005-11-02,904.4132143046537
2005-11-03,908.971065155585
2005-11-04,923.547588078008
2005-11-07,941.9296509986348
2005-11-08,952.3647303557042
2005-11-09,962.4529501084585
2005-11-10,962.6913303808154
2005-11-11,967.5370294471187
2005-11-14,1001.8258722547364
2005-11-15,993.0228297331477
2005-11-16,964.7540998654747
2005-11-17,959.4887383005243
2005-11-18,961.1279793004823
2005-11-21,949.7390636164486
2005-11-22,956.0813651467166
2005-11-23,961.9872216034643
2005-11-24,962.148913626371
2005-11-25,966.824830474089
2005-11-28,987.081248880964
2005-11-29,999.8077269207309
2005-11-30,1000.0
2005-12-01,1006.5312046444121
2005-12-02,1008.123292334162
2005-12-05,990.3272051788103
2005-12-06,983.375407066034
2005-12-07,975.8437611085285
2005-12-08,967.5098117390096
2005-12-09,966.8557298111006
2005-12-12,922.5256570173908
2005-12-13,924.7571737422294
2005-12-14,903.4874549083811
2005-12-15,909.6500885088357
2005-12-16,905.3312300652054
2005-12-19,893.7317666755146
2005-12-20,918.1866248549882
2005-12-21,930.5902007053974
2005-12-22,926.472718463854
2005-12-23,926.2385340129636
2005-12-26,934.3503951706424
2005-12-27,930.9995213550845
2005-12-28,932.5405287070632
2005-12-29,937.2375746979441
2005-12-30,942.1889157630119
2006-01-02,946.6875145893528
2006-01-03,931.9672308490441
2006-01-04,919.4699114029123
2006-01-05,919.0084014351592
2006-01-06,915.0794075654802
2006-01-09,938.7914098193177
2006-01-10,939.2581025952335
2006-01-11,937.006709036093
2006-01-12,941.6767595026929
2006-01-13,938.7914098193177
2006-01-16,937.1683720587238
2006-01-17,942.61810042847
2006-01-18,939.8916318102314
2006-01-19,938.7279675390785
2006-01-20,940.3967827616756
2006-01-23,905.3122559112776
2006-01-24,928.3655613104283
2006-01-25,932.6279474342201
2006-01-26,933.7319645162513
2006-01-27,942.2259354003917
2006-01-30,928.5687004325819
2006-01-31,927.9205029383594
2006-02-01,944.3020117755917
2006-02-02,945.2394780954515
2006-02-03,952.0921787824483
