Date,MEXICO
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,96.89613029519747
2001-01-03,100.80412098459507
2001-01-04,105.96960219605334
2001-01-05,102.15223941904972
2001-01-08,103.3198753524368
2001-01-09,103.56781884188594
2001-01-10,100.82706439343373
2001-01-11,101.69148146599899
2001-01-12,102.099601883028
2001-01-15,102.90729023959682
2001-01-16,102.58161300443356
2001-01-17,105.51445008792508
2001-01-18,106.17370009712897
2001-01-19,109.58120329033434
2001-01-22,109.2017035644694
2001-01-23,111.24044653567111
2001-01-24,112.8347546046522
2001-01-25,112.58312840924606
2001-01-26,114.77478142834053
2001-01-29,115.69563511347279
2001-01-30,116.66934143063799
2001-01-31,116.18285300440326
2001-02-01,114.81417993236765
2001-02-02,114.6893951851593
2001-02-05,113.61014892780857
2001-02-06,114.54650792806765
2001-02-07,112.91991881694449
2001-02-08,115.58681241504205
2001-02-09,114.71709047058833
2001-02-12,115.08648129698622
2001-02-13,114.6832146227516
2001-02-14,114.54409562707322
2001-02-15,117.64735633275276
2001-02-16,115.41367723315628
2001-02-19,115.21839048115218
2001-02-20,114.61785541552453
2001-02-21,109.62066161080683
2001-02-22,110.13611785652263
2001-02-23,109.38834456664154
2001-02-26,111.41928101616911
2001-02-27,110.26756688912958
2001-02-28,109.46194190225509
2001-03-01,109.15630523724766
2001-03-02,109.79229460045109
2001-03-05,110.65197845275588
2001-03-06,112.84099555998714
2001-03-07,114.17953914282957
2001-03-08,114.6750402453447
2001-03-09,113.14903145125686
2001-03-12,108.29888343844377
2001-03-13,110.40683097857156
2001-03-14,108.66443508082493
2001-03-15,108.7147509425792
2001-03-16,110.87780326036304
2001-03-19,112.53913846745185
2001-03-20,109.32099717356691
2001-03-21,110.1752440744657
2001-03-22,108.5290680902958
2001-03-23,105.81264555252856
2001-03-26,107.31126954284426
2001-03-27,109.65619441446228
2001-03-28,108.71827469313112
2001-03-29,108.70735975723204
2001-03-30,110.20438979621801
2001-04-02,110.60023831889895
2001-04-03,107.89495614826545
2001-04-04,105.62820647690552
2001-04-05,109.07063618095894
2001-04-06,108.80719673272525
2001-04-09,110.92193780330248
2001-04-10,116.5016415317239
2001-04-11,118.18107650517855
2001-04-12,116.64059434339562
2001-04-13,116.64059434339562
2001-04-16,116.60916195639335
2001-04-17,119.94535710253325
2001-04-18,124.13483431238807
2001-04-19,117.763524285202
2001-04-20,114.73070335549635
2001-04-23,113.5093684503675
2001-04-24,115.59692253943797
2001-04-25,115.5671055684372
2001-04-26,118.0231935537368
2001-04-27,118.50001512185123
2001-04-30,120.40104164264736
2001-05-01,119.7272730130393
2001-05-02,121.54997661015175
2001-05-03,121.3053485012611
2001-05-04,121.56708896234393
2001-05-07,120.87983868984033
2001-05-08,120.84784361988866
