Date,CHINA 50
2006-11-30,695.8015320285098
2006-12-01,687.9708843059312
2006-12-04,688.9006988438862
2006-12-05,704.0123066118475
2006-12-06,708.2816292680033
2006-12-07,703.3945983516442
2006-12-08,695.9113792966136
2006-12-11,711.1014233344339
2006-12-12,710.9298826535379
2006-12-13,703.7566554192516
2006-12-14,717.743385559628
2006-12-15,730.431797727684
2006-12-18,746.8933713140606
2006-12-19,731.7385310564841
2006-12-20,748.6201344162879
2006-12-21,751.0951056619518
2006-12-22,757.7476009623986
2006-12-25,757.7476009623986
2006-12-26,758.7448532800839
2006-12-27,803.1187975057127
2006-12-28,811.4132436202891
2006-12-29,806.9265453145548
2007-01-01,806.9265453145548
2007-01-02,823.7059884795829
2007-01-03,838.5938714130897
2007-01-04,815.5238383203233
2007-01-05,816.2041245893281
2007-01-08,800.9828481544711
2007-01-09,791.0575470210092
2007-01-10,773.6627391432223
2007-01-11,766.8046784145336
2007-01-12,777.2355840470095
2007-01-15,800.8546860321003
2007-01-16,802.8767348502026
2007-01-17,794.5805321579512
2007-01-18,800.287932160783
2007-01-19,796.2234386927763
2007-01-22,814.8248568712738
2007-01-23,807.528671469224
2007-01-24,819.7934755642693
2007-01-25,807.2982500970039
2007-01-26,789.9034390677276
2007-01-29,787.5443798403618
2007-01-30,796.0063215719188
2007-01-31,780.1213009897865
2007-02-01,780.683584049248
2007-02-02,786.0212486392625
2007-02-05,787.7697544925545
2007-02-06,789.4658057152245
2007-02-07,797.0220883215662
2007-02-08,804.8521621354619
2007-02-09,804.1231510401155
2007-02-12,805.9683295864293
2007-02-13,784.0361980791898
2007-02-14,780.5970638931764
2007-02-15,792.936252213149
2007-02-16,799.2198718846877
2007-02-19,798.1557368570748
2007-02-20,797.2954646992633
2007-02-21,804.9874650044895
2007-02-22,810.2647536766988
2007-02-23,802.7056399857566
2007-02-26,794.9220402811691
2007-02-27,770.9803305004507
2007-02-28,748.0409710056593
2007-03-01,732.6221185618091
2007-03-02,731.0683580994672
2007-03-05,695.4145132188172
2007-03-06,716.7708274814305
2007-03-07,714.4789545280167
2007-03-08,737.1612077908862
2007-03-09,737.1500480702907
2007-03-12,748.1035562655837
2007-03-13,740.998742867935
2007-03-14,719.5344341769419
2007-03-15,727.7696193266157
2007-03-16,727.366113489742
2007-03-19,739.5764329749154
2007-03-20,744.1493752427216
2007-03-21,749.1126855689305
2007-03-22,752.4725789001042
2007-03-23,759.2929748073386
2007-03-26,762.7220980646485
2007-03-27,760.7769226835264
2007-03-28,754.3195491774078
2007-03-29,767.7147389293489
2007-03-30,769.8192949247012
2007-04-02,765.7577522391521
2007-04-03,772.4656460750882
2007-04-04,785.542668782501
2007-04-05,781.9179416984751
2007-04-06,781.9179416984751
2007-04-09,785.8720614693177
2007-04-10,790.3224352219872
2007-04-11,799.3173291782554
2007-04-12,795.8990565892522
2007-04-13,794.8819916655668
2007-04-16,811.0465961103565
2007-04-17,812.6072607566122
2007-04-18,811.111119460304
2007-04-19,783.0982940584004
2007-04-20,795.1953732945485
2007-04-23,796.9880317879114
2007-04-24,794.9155784951805
2007-04-25,786.8424837887967
2007-04-26,796.4814367381493
2007-04-27,783.7484066325213
2007-04-30,776.665795628772
2007-05-01,779.4594510576778
2007-05-02,776.7704837241797
2007-05-03,791.834436257116
2007-05-04,806.3763681630988
2007-05-07,811.8178258875344
2007-05-08,811.654669030985
2007-05-09,815.7431929407277
2007-05-10,823.6972846501089
2007-05-11,809.4324339940067
2007-05-14,848.3970967435253
2007-05-15,838.9749644235334
2007-05-16,846.5083508579789
2007-05-17,851.466296753018
2007-05-18,847.0264792220931
2007-05-21,852.0452911258665
2007-05-22,850.1226681522286
2007-05-23,850.4382986155023
2007-05-24,853.829098197095
2007-05-25,834.6863093924044
2007-05-28,835.7972304566381
2007-05-29,832.4144745185995
2007-05-30,821.4248131311006
2007-05-31,845.0156632842649
2007-06-01,856.8026533903894
2007-06-04,858.3643289154169
2007-06-05,863.218548771066
2007-06-06,866.2230267162746
2007-06-07,865.9040549710254
2007-06-08,860.4959001120365
2007-06-11,868.0755556184861
2007-06-12,872.4292247602419
2007-06-13,872.3817568424947
2007-06-14,892.0126906555519
2007-06-15,904.4785328488583
2007-06-18,940.8111873072618
2007-06-19,939.9230845172335
2007-06-20,944.41339707579
2007-06-21,964.8916730776297
2007-06-22,968.6664330444255
2007-06-25,956.2971195073995
2007-06-26,947.2530618324172
2007-06-27,942.7909729611456
2007-06-28,954.1822594274039
2007-06-29,947.3143406034128
2007-07-02,939.0469051197647
2007-07-03,971.8509478320805
2007-07-04,974.9476095786285
2007-07-05,980.8424762489476
2007-07-06,983.4465109847195
2007-07-09,1007.1995321064107
2007-07-10,1010.3774123975849
2007-07-11,990.0656489050601
2007-07-12,998.5505805651677
2007-07-13,1014.154328391273
2007-07-16,1004.9440799372417
2007-07-17,1007.8390654783743
2007-07-18,988.3920489235464
2007-07-19,992.9442654879838
2007-07-20,1017.0534690296901
2007-07-23,1030.3878031940412
2007-07-24,1039.9060548142065
2007-07-25,1041.9896783152162
2007-07-26,1035.2154052014737
2007-07-27,1005.0131446574236
2007-07-30,1011.7032496835728
2007-07-31,1035.2343335585344
2007-08-01,995.9197233873381
2007-08-02,989.1307427273767
2007-08-03,988.9002720073272
2007-08-06,948.4652539559378
2007-08-07,942.2376088148834
2007-08-08,977.0928978979858
2007-08-09,987.9993753966148
2007-08-10,953.646274014346
2007-08-13,962.8534389132095
2007-08-14,971.2643561791042
2007-08-15,945.7007382840131
2007-08-16,900.047280297616
2007-08-17,868.9764435635094
2007-08-20,944.6454904311972
2007-08-21,969.6081545202081
2007-08-22,1000.0857811521132
2007-08-23,1029.5190022325673
2007-08-24,1032.9667628874797
2007-08-27,1094.4772275473758
2007-08-28,1087.2472826583223
2007-08-29,1063.497162179856
2007-08-30,1085.8335892408957
2007-08-31,1114.6783524921734
2007-09-03,1118.0432655552888
2007-09-04,1119.8112563156358
2007-09-05,1117.5162851403486
2007-09-06,1117.1884949605203
2007-09-07,1111.235042660865
2007-09-10,1108.9645858428028
2007-09-11,1100.190362585556
2007-09-12,1108.885322833713
2007-09-13,1113.8286729617764
2007-09-14,1139.5157246529154
2007-09-17,1135.3096954076655
2007-09-18,1137.7315000542503
2007-09-19,1179.5154121173262
2007-09-20,1185.8609787336472
2007-09-21,1191.319361188506
2007-09-24,1246.304401538841
2007-09-25,1243.4517208661584
2007-09-26,1243.9400463389768
2007-09-27,1279.289136224634
2007-09-28,1289.566460286276
2007-10-01,1287.4910302990468
2007-10-02,1366.0997643314054
2007-10-03,1319.8275012602344
2007-10-04,1274.902039393613
2007-10-05,1330.2870996218332
2007-10-08,1331.5494701060506
2007-10-09,1346.887956693737
2007-10-10,1371.0171469631748
2007-10-11,1424.0884528221936
2007-10-12,1416.4913580251587
2007-10-15,1466.1581052150473
2007-10-16,1455.6555453110054
2007-10-17,1460.8285603096867
2007-10-18,1462.9741285851526
2007-10-19,1465.9229341152043
2007-10-22,1414.7141710154976
2007-10-23,1459.4284098229064
2007-10-24,1458.5194342667087
2007-10-25,1454.5355421748259
2007-10-26,1456.191367981262
2007-10-29,1502.9772638065272
2007-10-30,1511.5431158422477
2007-10-31,1488.4207667309765
2007-11-01,1503.336850636912
2007-11-02,1452.4802956700232
2007-11-05,1362.630974210701
2007-11-06,1363.1806915368463
2007-11-07,1364.598080768455
2007-11-08,1304.1813264295017
2007-11-09,1296.3482797605802
2007-11-12,1230.8519961308618
2007-11-13,1221.567077869503
2007-11-14,1299.3008594166236
2007-11-15,1285.4005264912812
2007-11-16,1229.524313356799
2007-11-19,1214.108223359354
2007-11-20,1229.6911832804935
2007-11-21,1167.4679191651535
2007-11-22,1135.2129276829335
2007-11-23,1154.2259267563243
2007-11-26,1208.5367789929385
2007-11-27,1189.4181398331402
2007-11-28,1205.3259995497453
2007-11-29,1256.5643052218786
2007-11-30,1278.1006547585243
2007-12-03,1277.5322539682843
2007-12-04,1272.5833502086487
2007-12-05,1308.3316529326742
2007-12-06,1322.0716745217542
2007-12-07,1299.3758392700515
2007-12-10,1266.5843132830248
2007-12-11,1295.092167886291
2007-12-12,1259.9734761091331
2007-12-13,1218.8534008809916
2007-12-14,1210.204179902524
2007-12-17,1174.9428542612782
2007-12-18,1174.9777323842793
2007-12-19,1197.527666353819
2007-12-20,1203.033250801161
2007-12-21,1224.3787730347713
2007-12-24,1253.615952585462
2007-12-25,1253.615952585462
2007-12-26,1244.6356628372955
2007-12-27,1232.807982270913
2007-12-28,1193.7392224787802
2007-12-31,1216.7580085793475
2008-01-01,1216.7580085793475
2008-01-02,1195.3463570691322
2008-01-03,1159.3855823293338
2008-01-04,1188.3885965321451
2008-01-07,1168.5297067222464
2008-01-08,1170.5279835955905
2008-01-09,1202.9379438688568
2008-01-10,1191.3537993956224
2008-01-11,1175.2614732845186
2008-01-14,1139.4230769933467
2008-01-15,1105.232396907928
2008-01-16,1048.4905991566116
2008-01-17,1075.410620101199
2008-01-18,1082.589476433391
2008-01-21,1022.8197044237819
2008-01-22,906.7596453576926
2008-01-23,1010.7741404178751
2008-01-24,975.1810720715471
2008-01-25,1052.473429766414
2008-01-28,993.9754435305133
2008-01-29,1000.1458769380407
2008-01-30,956.673361061247
2008-01-31,946.4712154128233
2008-02-01,998.2296984808224
2008-02-04,1056.251835096083
2008-02-05,1068.499938978912
2008-02-06,999.9084183805257
2008-02-07,1010.6745412629778
2008-02-08,1011.2014582846274
2008-02-11,970.3011815430845
2008-02-12,980.3204256209608
2008-02-13,997.7685911142353
2008-02-14,1036.941307523405
2008-02-15,1051.1545240388045
2008-02-18,1038.1116495546855
2008-02-19,1052.0423965879302
2008-02-20,1030.0798436882685
2008-02-21,1023.3356999097749
2008-02-22,1006.0564742775837
2008-02-25,997.9128473416073
2008-02-26,1004.1832171953938
2008-02-27,1028.4120366306618
2008-02-28,1030.2171770162713
2008-02-29,1023.0896861317211
2008-03-03,984.9257298928645
2008-03-04,951.3344478488358
2008-03-05,941.2105144219345
2008-03-06,950.0290650328229
2008-03-07,916.9278723408128
2008-03-10,913.0956383085703
2008-03-11,920.7324578070211
2008-03-12,929.1744115837079
2008-03-13,867.5761257028361
2008-03-14,855.6066913695402
2008-03-17,791.0284150553
2008-03-18,791.6264083186429
2008-03-19,827.4281664783309
2008-03-20,795.2252622487368
2008-03-21,795.2252622487368
2008-03-24,796.203027672589
2008-03-25,849.2180572103437
2008-03-26,850.3788399119186
2008-03-27,851.9232556259768
2008-03-28,891.9071435085552
2008-03-31,865.4807192667114
2008-04-01,888.1297091264269
2008-04-02,923.4825780602577
2008-04-03,942.9972768530063
2008-04-04,936.6179872756056
2008-04-07,963.0187682020575
2008-04-08,946.9193036785202
2008-04-09,920.7383898206455
2008-04-10,930.3880973343246
2008-04-11,953.7368783524978
2008-04-14,907.5597308967646
2008-04-15,912.0263126864918
2008-04-16,903.2309017754635
2008-04-17,926.8788707040806
2008-04-18,933.2639573440591
2008-04-21,943.6100278441165
2008-04-22,956.3260878544296
2008-04-23,988.4181856801606
2008-04-24,1032.0660345576384
2008-04-25,1019.3244921870929
2008-04-28,1022.6462894885832
2008-04-29,1032.3943576418842
2008-04-30,1025.349416146481
2008-05-01,1033.3924724198773
2008-05-02,1061.9800403968736
2008-05-05,1054.5420983703557
2008-05-06,1055.9616059860423
2008-05-07,1031.5136051724432
2008-05-08,1016.7259788985814
