Date,CHINA A INCLUSION
2017-08-31,1000.0
2017-09-01,1007.731720628953
2017-09-04,1014.3307545360813
2017-09-05,1014.0848755872332
2017-09-06,1012.3407274991125
2017-09-07,1008.1254846540069
2017-09-08,1002.5592058702765
2017-09-11,1003.4123363577501
2017-09-12,1007.874837384175
2017-09-13,1012.0581127681133
2017-09-14,1010.0761725886565
2017-09-15,1004.0104804531586
2017-09-18,1004.2375280476496
2017-09-19,998.2961934820974
2017-09-20,1002.4226518246877
2017-09-21,1004.7437808321528
2017-09-22,1002.4633233472781
2017-09-25,1000.5362577492618
2017-09-26,1006.7354118909662
2017-09-27,1008.8038097055819
2017-09-28,1002.0005157853828
2017-09-29,1003.5147160645447
2017-10-02,1007.4732513027263
2017-10-03,1006.5214679784405
2017-10-04,1008.7449883654172
2017-10-05,1012.8607705640339
2017-10-06,1010.9113671995033
2017-10-09,1025.9546559778776
2017-10-10,1030.1523666310725
2017-10-11,1029.8691468996913
2017-10-12,1031.5013217851663
2017-10-13,1035.8281141949126
2017-10-16,1037.9297750930314
2017-10-17,1035.1293467219962
2017-10-18,1039.79150028451
2017-10-19,1032.488738510939
2017-10-20,1036.0846260804672
2017-10-23,1035.9924546953614
2017-10-24,1042.4960905969695
2017-10-25,1042.439872124003
2017-10-26,1056.1415667048448
2017-10-27,1074.263898658459
2017-10-30,1067.7543475784155
2017-10-31,1066.5938178915246
2017-11-01,1071.5612326789826
2017-11-02,1066.5256061450086
2017-11-03,1066.524772202547
2017-11-06,1076.3430695514946
2017-11-07,1084.040477036219
2017-11-08,1082.9889203837076
2017-11-09,1081.1319163210985
2017-11-10,1084.9767859542314
2017-11-13,1089.2921756150984
2017-11-14,1075.0626223434544
2017-11-15,1066.383006257234
2017-11-16,1075.495100987974
2017-11-17,1078.8200977920433
2017-11-20,1086.1686986867269
2017-11-21,1108.7977952684334
2017-11-22,1110.0686653298337
2017-11-23,1077.7128181169319
2017-11-24,1068.3993140312102
2017-11-27,1055.571162085635
2017-11-28,1060.7926827120352
2017-11-29,1060.3879191454196
2017-11-30,1036.1427173423233
2017-12-01,1039.1342337910007
2017-12-04,1045.8943050051328
2017-12-05,1050.1043760760388
2017-12-06,1047.6742352239048
2017-12-07,1036.1123321956718
2017-12-08,1045.8369681236104
2017-12-11,1059.7788099041293
2017-12-12,1050.4109127077338
2017-12-13,1058.5854930248245
2017-12-14,1049.5432629112954
2017-12-15,1039.704957552799
2017-12-18,1036.6004715883148
2017-12-19,1049.8242087965843
2017-12-20,1048.819648675153
2017-12-21,1060.825510935752
2017-12-22,1060.1947311848562
2017-12-25,1057.3134228986264
2017-12-26,1062.1435795680527
2017-12-27,1041.9056121217366
2017-12-28,1050.2078827275704
2017-12-29,1050.7090963843443
2018-01-01,1050.7090963843443
2018-01-02,1064.6917300359207
2018-01-03,1072.6076443488062
2018-01-04,1073.8515704516806
2018-01-05,1080.5065263063982
2018-01-08,1089.4562763638828
2018-01-09,1094.9691896187517
2018-01-10,1098.6193956795876
2018-01-11,1095.565531541649
2018-01-12,1096.1671768188762
2018-01-15,1090.6816723152713
2018-01-16,1102.447986237681
2018-01-17,1099.9186751056152
2018-01-18,1109.1074494147056
2018-01-19,1116.8102869720951
2018-01-22,1126.3013331386094
2018-01-23,1135.2594863330473
2018-01-24,1136.028072604008
2018-01-25,1129.3707580564117
2018-01-26,1135.4600922514696
2018-01-29,1118.7544475613317
2018-01-30,1104.047489815749
2018-01-31,1112.817221512962
2018-02-01,1103.7129045269878
2018-02-02,1109.9984617154125
2018-02-05,1117.2005893755234
2018-02-06,1091.6448888882512
2018-02-07,1068.8304546964464
2018-02-08,1047.9982106419804
2018-02-09,1011.4105436979592
2018-02-12,1019.2141806043237
2018-02-13,1024.7149685158984
2018-02-14,1030.4146929722397
2018-02-15,1029.234495431089
2018-02-16,1031.477634827288
2018-02-19,1032.537222322514
2018-02-20,1032.1418847045113
2018-02-21,1035.0533751046173
2018-02-22,1052.3611913604304
2018-02-23,1060.4611472293611
2018-02-26,1075.947540963843
2018-02-27,1062.3211691981953
2018-02-28,1054.7776632252642
2018-03-01,1057.295128782094
2018-03-02,1039.8077912503243
2018-03-05,1038.8802429472246
2018-03-06,1048.7867736033963
2018-03-07,1038.5003040140946
2018-03-08,1051.155387597591
2018-03-09,1063.0596357783902
2018-03-12,1066.8830674014725
2018-03-13,1052.3482097772485
2018-03-14,1053.1811526157348
2018-03-15,1059.3148211820967
2018-03-16,1052.1384819734892
2018-03-19,1052.5637314217586
2018-03-20,1057.0804536029075
2018-03-21,1055.9444275437543
2018-03-22,1039.0039715093403
2018-03-23,1011.3658011438728
2018-03-26,1004.5796864520614
2018-03-27,1013.7997191232782
2018-03-28,997.984754092247
2018-03-29,1015.4546750926456
2018-03-30,1014.9538131114634
2018-04-02,1013.2998735266328
2018-04-03,1009.2686892786185
2018-04-04,998.3333285309966
2018-04-05,1003.5472918568312
2018-04-06,999.4667909849396
2018-04-09,995.2549823922544
2018-04-10,1016.3939377740005
2018-04-11,1018.6633201022753
2018-04-12,1011.552052040041
2018-04-13,1004.6220554851557
2018-04-16,985.53471810906
2018-04-17,969.9844266821827
2018-04-18,972.9190905028223
2018-04-19,985.7857827364132
2018-04-20,976.4039402316356
2018-04-23,979.5318816529903
2018-04-24,1001.2366628417324
2018-04-25,996.6746770468668
2018-04-26,983.9994491549867
2018-04-27,986.4088234165724
2018-04-30,989.2204103130867
2018-05-01,993.6758621233032
2018-05-02,994.8597001813301
2018-05-03,1004.0125251965849
2018-05-04,1001.0184010412897
2018-05-07,1018.6111570972201
2018-05-08,1035.5194718378523
2018-05-09,1033.7891639178256
2018-05-10,1041.6311370718377
2018-05-11,1034.0451347356648
2018-05-14,1041.9935606897864
2018-05-15,1050.5361210596068
2018-05-16,1048.8347693938395
2018-05-17,1041.4949949005536
2018-05-18,1052.9741647656583
2018-05-21,1058.0718514209973
2018-05-22,1054.9543236985867
2018-05-23,1043.3302893087277
2018-05-24,1033.7798730917345
2018-05-25,1037.5640901331012
2018-05-28,1044.1882786607034
2018-05-29,1038.1130210786143
2018-05-30,1013.8403039726988
2018-05-31,1012.3790179498059
2018-06-01,1003.8227491639395
2018-06-04,1012.6331000137125
2018-06-05,1024.397300773369
2018-06-06,1016.5092761718638
2018-06-07,1010.9166218618736
2018-06-08,1000.0410074456186
2018-06-11,997.1616202967163
2018-06-12,1011.5830754234386
