Date,HUNGARY
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,96.5369239662402
2001-01-03,94.73125181402665
2001-01-04,100.3829658607334
2001-01-05,100.87583119516717
2001-01-08,101.60384975029858
2001-01-09,102.52273287008374
2001-01-10,100.4590364760548
2001-01-11,99.84911067948666
2001-01-12,102.42889910400433
2001-01-15,103.78744745577211
2001-01-16,104.31419777048193
2001-01-17,106.30405052774223
2001-01-18,105.11577051502414
2001-01-19,106.62368982590358
2001-01-22,105.1743779962211
2001-01-23,103.02289911126185
2001-01-24,104.66050598677512
2001-01-25,104.04206751861093
2001-01-26,102.39812507766898
2001-01-29,104.19723655667403
2001-01-30,105.62991069606015
2001-01-31,106.51874108017546
2001-02-01,104.29227628420783
2001-02-02,103.9484335552355
2001-02-05,101.45189830439615
2001-02-06,101.11682357862685
2001-02-07,99.54532773754987
2001-02-08,100.1997781720133
2001-02-09,97.78042121204209
2001-02-12,97.76002879591022
2001-02-13,97.90982088612355
2001-02-14,95.64705568751043
2001-02-15,95.75830850562616
2001-02-16,90.77965834198025
2001-02-19,90.93640674832994
2001-02-20,92.29096591107273
2001-02-21,88.97753508033142
2001-02-22,87.54742390636397
2001-02-23,88.10948283330559
2001-02-26,89.4120245665427
2001-02-27,89.19647350301109
2001-02-28,88.3398773329469
2001-03-01,87.81734449482272
2001-03-02,87.36972416827042
2001-03-05,89.20486987891881
2001-03-06,89.91134764582863
2001-03-07,90.09237748454947
2001-03-08,88.47484921545136
2001-03-09,87.3419659766592
2001-03-12,85.27396544206053
2001-03-13,86.15203120804335
2001-03-14,82.67454588262403
2001-03-15,82.66612573848899
2001-03-16,82.71625539633166
2001-03-19,83.51772182763614
2001-03-20,84.37363538537728
2001-03-21,81.7091926873952
2001-03-22,79.64325019859155
2001-03-23,82.43461513178134
2001-03-26,85.06199893702022
2001-03-27,83.71201442709757
2001-03-28,82.39998346031886
2001-03-29,81.10017072550932
2001-03-30,81.2892743586337
2001-04-02,80.118216012878
2001-04-03,77.761155185922
2001-04-04,77.47156973576269
2001-04-05,82.2162589436544
2001-04-06,82.321956270712
2001-04-09,81.55617671157104
2001-04-10,83.92226317692014
2001-04-11,84.97985164481939
2001-04-12,84.93333188788162
2001-04-13,85.55845790501178
2001-04-16,85.54045667960176
2001-04-17,85.26316447004086
2001-04-18,87.4028056796771
2001-04-19,86.8393382559917
2001-04-20,86.59312481723296
2001-04-23,85.03397625714796
2001-04-24,85.82129061665971
2001-04-25,85.63526536441535
2001-04-26,85.572746063562
2001-04-27,85.55603238956313
2001-04-30,85.55075852057294
2001-05-01,85.53656114449365
2001-05-02,86.99407497506421
2001-05-03,87.69322016990472
2001-05-04,91.58739373191733
2001-05-07,91.67660849161734
2001-05-08,91.31123288117692
