Date,BRAZIL
2000-12-29,99.99999999999999
2001-01-01,99.99999999999999
2001-01-02,100.13802969022403
2001-01-03,106.52392710572964
2001-01-04,107.19621832430371
2001-01-05,104.38724663153855
2001-01-08,104.49011515241504
2001-01-09,108.57770953955416
2001-01-10,107.76396975955736
2001-01-11,107.02119071071304
2001-01-12,106.78973034005178
2001-01-15,108.33431521833184
2001-01-16,107.64899655152544
2001-01-17,110.92928767143043
2001-01-18,111.79091270311622
2001-01-19,113.14193255920135
2001-01-22,112.41085801588945
2001-01-23,113.98251603570658
2001-01-24,115.12462764469262
2001-01-25,114.67380036726905
2001-01-26,114.9204225767572
2001-01-29,115.90412567410253
2001-01-30,114.63308240673709
2001-01-31,114.3685389720392
2001-02-01,109.70896878821608
2001-02-02,109.07081863613341
2001-02-05,107.08398294936306
2001-02-06,109.55254623307505
2001-02-07,107.92388969630869
2001-02-08,112.356469822161
2001-02-09,110.88067120207279
2001-02-12,109.80922698357277
2001-02-13,112.06292824434887
2001-02-14,112.46889864568772
2001-02-15,113.78857247966718
2001-02-16,107.44750315532862
2001-02-19,105.45462252847726
2001-02-20,106.43727483325365
2001-02-21,103.80150128881078
2001-02-22,104.88023049154756
2001-02-23,105.52464798964392
2001-02-26,106.19914133166891
2001-02-27,104.95175555750991
2001-02-28,103.75297350834556
2001-03-01,104.76087444030188
2001-03-02,105.84629756496824
2001-03-05,106.69427648047281
2001-03-06,105.68747463681952
2001-03-07,105.26695782020535
2001-03-08,105.63176524705862
2001-03-09,104.81332781180684
2001-03-12,101.07511028001854
2001-03-13,102.79239856635623
2001-03-14,100.8762811757951
2001-03-15,99.16317392506441
2001-03-16,99.26658329976148
2001-03-19,95.23128781717085
2001-03-20,98.35830743571776
2001-03-21,99.17293828365969
2001-03-22,93.9076421415455
2001-03-23,93.31032532339788
2001-03-26,96.12749337911076
2001-03-27,97.64020600851498
2001-03-28,97.75441803068387
2001-03-29,95.84350427813956
2001-03-30,95.6928733406629
2001-04-02,94.04706450428053
2001-04-03,91.35336679453488
2001-04-04,90.85281306098325
2001-04-05,94.47862616101835
2001-04-06,95.82439037663225
2001-04-09,96.31426784287075
2001-04-10,100.3238742686796
2001-04-11,98.98918033069764
2001-04-12,97.7395249215055
2001-04-13,97.7395249215055
2001-04-16,95.57075685305618
2001-04-17,95.32457083271345
2001-04-18,100.11678374501089
2001-04-19,95.25694478702547
2001-04-20,88.34189525302412
2001-04-23,89.14164911896468
2001-04-24,90.99183153659014
2001-04-25,90.35376820562756
2001-04-26,93.9641206475867
2001-04-27,97.75170425924817
2001-04-30,100.30240101579625
2001-05-01,98.93502466534241
2001-05-02,98.1205747182627
2001-05-03,97.81920465360045
2001-05-04,98.65451752197639
2001-05-07,98.4170038991211
2001-05-08,97.06595163689546
2001-05-09,97.22972126734209
2001-05-10,98.67849166021091
2001-05-11,96.7849011499464
2001-05-14,94.59908271875467
2001-05-15,93.56039966410921
2001-05-16,95.33130075771312
2001-05-17,97.336454901398
2001-05-18,98.49175996425119
2001-05-21,98.48659179082966
2001-05-22,100.332996720824
2001-05-23,98.74285963463696
2001-05-24,97.79034549681036
2001-05-25,95.95090784938165
2001-05-28,96.90459400246301
2001-05-29,97.91107368895088
2001-05-30,96.85336894414375
2001-05-31,99.48341323720187
2001-06-01,100.72693675460935
2001-06-04,101.8746117613087
2001-06-05,101.26257744981343
2001-06-06,100.75809899620603
2001-06-07,100.4070057962528
2001-06-08,100.7250017879628
2001-06-11,100.76910870691553
2001-06-12,98.63562858935913
2001-06-13,98.51626197081757
2001-06-14,97.09443019612829
2001-06-15,95.13690722701271
2001-06-18,90.3732387435553
2001-06-19,91.04674613810161
2001-06-20,92.37750250627437
2001-06-21,94.66538438580038
2001-06-22,97.11095433010607
2001-06-25,96.48994474762543
2001-06-26,95.6586990726713
2001-06-27,93.80705616804569
2001-06-28,97.09074267538494
2001-06-29,98.14163398944576
2001-07-02,97.47103735913218
2001-07-03,94.82517368531516
2001-07-04,91.78960703171471
2001-07-05,92.01851435758311
2001-07-06,87.89705491424424
2001-07-09,89.24531585272399
2001-07-10,85.43582885774758
2001-07-11,84.13582842274865
2001-07-12,85.8013077820947
2001-07-13,86.27980899921263
2001-07-16,83.07941925120254
2001-07-17,86.72173111386398
2001-07-18,85.62260404200786
2001-07-19,84.42863467983847
2001-07-20,86.63280600445823
2001-07-23,89.51468660723343
2001-07-24,87.40568235293333
2001-07-25,85.44114172154326
2001-07-26,85.27990821335571
2001-07-27,85.95857910365015
2001-07-30,86.87000802597798
2001-07-31,88.16801306980719
2001-08-01,84.84024199885621
2001-08-02,84.66423398435596
2001-08-03,84.6555787857456
2001-08-06,87.08280540571822
2001-08-07,88.33509270219317
2001-08-08,87.08185773410817
2001-08-09,85.45820781630157
2001-08-10,85.00343352321427
2001-08-13,83.96882292781274
2001-08-14,83.6439239687707
2001-08-15,82.4060980680232
2001-08-16,81.97140085677795
2001-08-17,78.1842320682421
2001-08-20,78.29957480432361
2001-08-21,77.63234595897657
2001-08-22,77.48230903474939
2001-08-23,77.28305726712642
2001-08-24,78.05366651528969
2001-08-27,78.20447014660257
2001-08-28,78.18668477406963
2001-08-29,78.82989662898277
2001-08-30,78.0626650798096
2001-08-31,77.685672176103
2001-09-03,76.57377397090353
2001-09-04,78.52676751378206
2001-09-05,78.95077578529047
2001-09-06,76.31289718311838
2001-09-07,75.57568923415307
2001-09-10,74.2259269955744
2001-09-11,67.13906394337889
2001-09-12,68.46584352409599
2001-09-13,61.93513182239646
2001-09-14,60.783925384125276
2001-09-17,66.07236497541378
2001-09-18,66.13313332543163
2001-09-19,65.13090595342311
2001-09-20,62.66463231091717
2001-09-21,61.80351441149976
2001-09-24,62.32331530974293
2001-09-25,61.76725371047263
2001-09-26,60.071493327549355
2001-09-27,61.80269079358241
2001-09-28,64.5598332722728
2001-10-01,62.904417170991906
2001-10-02,61.836830328345805
2001-10-03,60.56854935844512
2001-10-04,61.041722259196575
2001-10-05,60.70350803119554
2001-10-08,59.668079540301456
2001-10-09,60.99300570620155
2001-10-10,62.97652322202261
2001-10-11,65.2108065419243
2001-10-12,64.87617802557156
2001-10-15,67.11137404411232
2001-10-16,66.4081925722629
2001-10-17,67.95611562148169
2001-10-18,66.45121515344344
2001-10-19,67.21449210708312
2001-10-22,70.24183574796604
2001-10-23,70.28906373447435
2001-10-24,69.02594642035147
2001-10-25,68.99393112183758
2001-10-26,70.318845986837
2001-10-29,68.05521941498799
2001-10-30,66.09121906638988
2001-10-31,68.88536270458141
2001-11-01,68.52047245920528
2001-11-02,69.29871496266725
2001-11-05,74.35337244535039
2001-11-06,75.35117796757432
2001-11-07,75.34732408055964
2001-11-08,76.92662535394538
2001-11-09,77.98984752797075
2001-11-12,75.99263802893691
2001-11-13,79.25748831455873
2001-11-14,78.16786445598468
2001-11-15,78.10582237158062
2001-11-16,77.39913144008827
2001-11-19,79.60515092181735
2001-11-20,77.71686657759128
2001-11-21,78.94380073107011
2001-11-22,79.85617616783377
2001-11-23,81.2312514214155
2001-11-26,82.8846356544877
2001-11-27,82.78110910072674
2001-11-28,78.88338083506072
2001-11-29,77.5556065203205
2001-11-30,76.23947913114768
2001-12-03,80.86631187875793
2001-12-04,81.28865461104543
2001-12-05,83.08287267717658
2001-12-06,83.06266042139704
2001-12-07,83.29480192886604
2001-12-10,85.04551915316854
2001-12-11,84.94651309685621
2001-12-12,83.75552613661885
2001-12-13,80.97919742663946
2001-12-14,79.75458407528362
2001-12-17,80.00927175873898
2001-12-18,82.85758371817732
2001-12-19,84.50605588571453
2001-12-20,82.59863393198245
2001-12-21,84.36031010302678
2001-12-24,85.57523522881425
2001-12-25,85.57523522881425
2001-12-26,86.23640859587034
2001-12-27,87.44817633279945
2001-12-28,87.92273865011853
2001-12-31,87.52576194794489
2002-01-01,87.52576194794489
2002-01-02,87.85389720398301
2002-01-03,91.08986318429446
2002-01-04,90.6325480663118
