Date,SAUDI ARABIA IMI QUALITY
2015-05-29,1000.0
2015-06-01,1006.0381770435943
2015-06-02,985.6118204685503
2015-06-03,971.1989928969766
2015-06-04,972.3113261736808
2015-06-05,987.4086486242826
2015-06-08,962.2875807911622
2015-06-09,958.7207080180185
2015-06-10,958.9532774475813
2015-06-11,962.7568127146875
2015-06-12,959.8519246078143
2015-06-15,968.231561190317
2015-06-16,969.6443865386892
2015-06-17,971.4227841539733
2015-06-18,950.227747544232
2015-06-19,956.4473010875729
2015-06-22,929.1605582957208
2015-06-23,946.307142570228
2015-06-24,948.8129559407824
2015-06-25,953.8925815588409
2015-06-26,958.3450221352118
2015-06-29,937.3930024775453
2015-06-30,939.4249743684404
2015-07-01,948.9497178067038
2015-07-02,948.7159818940805
2015-07-03,948.9692780237723
2015-07-06,948.8248102192126
2015-07-07,955.7962696260145
2015-07-08,946.4382585180028
2015-07-09,961.9398108709595
2015-07-10,950.8993041755821
2015-07-13,969.2976290745856
2015-07-14,978.7628976181696
2015-07-15,994.628391155818
2015-07-16,999.5164049381087
2015-07-17,1004.0808264867507
2015-07-20,1003.1699301995596
2015-07-21,996.7738712436706
2015-07-22,1008.4741371207176
2015-07-23,1003.2578262790768
2015-07-24,1004.4606167430258
2015-07-27,965.3894319670019
2015-07-28,973.2531416005711
2015-07-29,981.283235961102
2015-07-30,979.780439168494
2015-07-31,968.7712089777922
2015-08-03,951.2978640317548
2015-08-04,947.4232332599547
2015-08-05,960.234668376449
2015-08-06,944.36706199739
2015-08-07,942.1045342715648
2015-08-10,956.1025684398666
2015-08-11,941.0419225653095
2015-08-12,923.5280626251158
2015-08-13,927.6414046898474
2015-08-14,929.0313480832128
2015-08-17,906.9992067613043
2015-08-18,883.4092569648659
2015-08-19,860.7848398296819
2015-08-20,845.4747565175336
2015-08-21,836.9329030332572
2015-08-24,723.5713192549578
2015-08-25,793.8640513400978
2015-08-26,777.4779320413254
2015-08-27,810.678039509562
2015-08-28,810.2337795535378
2015-08-31,798.4186213952507
2015-09-01,784.1907700694179
2015-09-02,779.0084679284819
2015-09-03,792.3552980663428
2015-09-04,790.8954682267516
2015-09-07,801.8578187176435
2015-09-08,805.8889226385012
2015-09-09,822.7548784481173
2015-09-10,814.5040083704001
2015-09-11,809.8171056370877
2015-09-14,795.3605368770384
2015-09-15,800.5039338782692
