Date,KOREA IMI QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1044.8704596566479
1999-01-05,1084.1791756850375
1999-01-06,1115.8260003540975
1999-01-07,1163.2342871565436
1999-01-08,1122.154918126283
1999-01-11,1130.873573478251
1999-01-12,1108.4894733318586
1999-01-13,1095.4721840448935
1999-01-14,1038.5831518867406
1999-01-15,1061.4738823432758
1999-01-18,1081.1358697966273
1999-01-19,1079.1716239530808
1999-01-20,1102.7692039738524
1999-01-21,1054.7541553011179
1999-01-22,986.7411267114272
1999-01-25,970.7061177043028
1999-01-26,966.6970778500333
1999-01-27,1021.0959047226418
1999-01-28,1038.4916223073803
1999-01-29,1040.539470018277
1999-02-01,1057.7641444815283
1999-02-02,1028.7102937219229
1999-02-03,1007.4421086741132
1999-02-04,1006.8958239804989
1999-02-05,1007.4932953798423
1999-02-08,1004.9336285056031
1999-02-09,969.5581136175338
1999-02-10,972.1536420647565
1999-02-11,966.628146030049
1999-02-12,1013.3068232335892
1999-02-15,1017.0492904755413
1999-02-16,1022.6675906822392
1999-02-17,1017.8423986314818
1999-02-18,982.4227905606595
1999-02-19,946.0859147256042
1999-02-22,930.862989674966
1999-02-23,932.7644602001423
1999-02-24,937.8210381022113
1999-02-25,934.6115985779275
1999-02-26,965.817096149605
1999-03-01,973.2835725278126
1999-03-02,996.1159853737934
1999-03-03,991.7973672149608
1999-03-04,987.892097577707
1999-03-05,995.4102932140295
1999-03-08,1035.2480705874427
1999-03-09,1040.7183444806833
1999-03-10,1021.7077763256133
1999-03-11,1043.5079116941347
1999-03-12,1051.2058966882917
1999-03-15,1056.7507679176235
1999-03-16,1074.824406455882
1999-03-17,1057.5557158220108
1999-03-18,1042.9178318750915
1999-03-19,1087.667059571485
1999-03-22,1102.9013374346378
1999-03-23,1114.8264412144572
1999-03-24,1111.6606281545912
1999-03-25,1121.568299858206
1999-03-26,1144.023166909624
1999-03-29,1141.851801050797
1999-03-30,1181.0891800807483
1999-03-31,1161.593165987595
1999-04-01,1195.5069875862175
1999-04-02,1210.2315287409356
1999-04-05,1216.036332344636
1999-04-06,1245.5810558084395
1999-04-07,1260.9355993379154
1999-04-08,1260.3877841656783
1999-04-09,1263.4266948661982
1999-04-12,1247.0472912264156
1999-04-13,1252.8499345869443
1999-04-14,1264.1560945992799
1999-04-15,1326.559636210805
1999-04-16,1374.8998590029012
1999-04-19,1510.8316861889973
1999-04-20,1536.5323344616315
1999-04-21,1478.4154817485337
1999-04-22,1466.9180728864562
1999-04-23,1475.6214328419894
1999-04-26,1526.2157595353428
1999-04-27,1567.670011791765
1999-04-28,1581.664713880637
1999-04-29,1509.2803061038423
1999-04-30,1485.384953081964
1999-05-03,1503.2062650811965
1999-05-04,1533.4454263444075
1999-05-05,1521.803825004504
1999-05-06,1617.2048565080838
1999-05-07,1592.289818229402
1999-05-10,1615.3200228884755
1999-05-11,1562.8589213433022
1999-05-12,1545.2180507180774
1999-05-13,1498.6083306213652
1999-05-14,1482.7570580456672
1999-05-17,1455.6127493590138
1999-05-18,1498.274022918497
1999-05-19,1536.6088598131678
1999-05-20,1522.605735520102
1999-05-21,1541.5094644678659
1999-05-24,1512.0575705966883
1999-05-25,1525.8297405480625
1999-05-26,1567.3357766552522
1999-05-27,1594.2252027407287
1999-05-28,1613.6449501019388
1999-05-31,1633.9398583229208
1999-06-01,1679.0424527361295
1999-06-02,1729.68293004564
1999-06-03,1732.3961490413476
1999-06-04,1802.617090719502
1999-06-07,1881.52900977927
1999-06-08,1853.4912353889642
1999-06-09,1759.9798260798555
1999-06-10,1840.8144398206236
1999-06-11,1819.1847240282661
1999-06-14,1752.9872545891733
1999-06-15,1759.8929104722495
1999-06-16,1836.841987695138
1999-06-17,1860.323166522008
1999-06-18,1879.3335131160102
1999-06-21,1976.2799265663762
1999-06-22,1993.7322798293708
1999-06-23,2002.4955506738715
1999-06-24,1965.144337626279
1999-06-25,1978.9077368231353
1999-06-28,2058.731968034354
1999-06-29,2067.4691326460097
1999-06-30,2062.679931086505
1999-07-01,2148.4019834286382
1999-07-02,2179.0629633451317
1999-07-05,2224.1427629628374
1999-07-06,2245.4285955824084
1999-07-07,2261.3231915857
1999-07-08,2200.3910298711216
1999-07-09,2239.3597145062245
1999-07-12,2168.408096559648
1999-07-13,2135.9235965449893
1999-07-14,2043.5575775058255
1999-07-15,2078.9518688107273
1999-07-16,2155.5630723199447
1999-07-19,2154.018070537016
1999-07-20,2050.110486492244
1999-07-21,1945.9491108589966
1999-07-22,1956.0504755031034
1999-07-23,1843.7495804046227
1999-07-26,1782.6399852768552
1999-07-27,1875.5998029842187
1999-07-28,1911.738564892391
1999-07-29,1988.2732515505122
1999-07-30,1925.896361673992
1999-08-02,1896.0968288424795
1999-08-03,1957.8253737428024
1999-08-04,1925.9656689724434
