Date,BRAZIL IMI QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,997.7490099433419
1999-01-05,996.2982911339083
1999-01-06,1017.3000037163231
1999-01-07,987.1898707979827
1999-01-08,988.2276228512409
1999-01-11,954.8253088280546
1999-01-12,907.3273714564182
1999-01-13,790.2296250231544
1999-01-14,737.0557120007667
1999-01-15,808.9761700948325
1999-01-18,746.9445071550848
1999-01-19,769.8505393284298
1999-01-20,796.3944114807575
1999-01-21,716.2675894794265
1999-01-22,697.6561861897285
1999-01-25,667.6288946862396
1999-01-26,685.5643531372357
1999-01-27,669.3041772951811
1999-01-28,672.7256771217393
1999-01-29,664.1907903038506
1999-02-01,762.5240472823039
1999-02-02,820.5915037594076
1999-02-03,802.1095788997393
1999-02-04,792.5090489587925
1999-02-05,772.2452657924758
1999-02-08,752.9598927229454
1999-02-09,746.4363756770135
1999-02-10,754.6928169427533
1999-02-11,755.2528430602033
1999-02-12,767.8128278419362
1999-02-15,770.6486069862817
1999-02-16,774.5432086226615
1999-02-17,760.8160905120642
1999-02-18,751.4959443704477
1999-02-19,758.3625071342672
1999-02-22,749.3098922519094
1999-02-23,733.2845878771983
1999-02-24,725.3068570790471
1999-02-25,709.1654198623003
1999-02-26,731.7910089858864
1999-03-01,705.6526114414875
1999-03-02,699.0269285786802
1999-03-03,711.0628009508148
1999-03-04,762.3771129067857
1999-03-05,798.1984346667692
1999-03-08,808.7037694523597
1999-03-09,845.155076134099
1999-03-10,859.8911195884777
1999-03-11,841.4943694219601
1999-03-12,825.3132445522109
1999-03-15,877.2908866623702
1999-03-16,895.1622511407651
1999-03-17,880.4644809177123
1999-03-18,917.0655563688216
1999-03-19,931.7190967162677
1999-03-22,915.081954839994
1999-03-23,905.2760590026103
1999-03-24,904.4261028431862
1999-03-25,965.570652510359
1999-03-26,995.902821515459
1999-03-29,1008.4761983651244
1999-03-30,1029.658930680233
1999-03-31,1041.6947312150116
1999-04-01,1040.201296600589
1999-04-02,1042.51553355247
1999-04-05,1057.6448213821493
1999-04-06,1074.660239784632
1999-04-07,1089.6603352276525
1999-04-08,1092.424485183506
1999-04-09,1092.2448029107177
1999-04-12,1093.7119737171956
1999-04-13,1107.7032965215174
1999-04-14,1108.7711720638545
1999-04-15,1139.8240356026524
1999-04-16,1149.8203048759603
1999-04-19,1135.189629408624
1999-04-20,1082.3190962530857
1999-04-21,1087.3187319557867
1999-04-22,1109.5798475412635
1999-04-23,1114.0026087414942
1999-04-26,1099.3727329035075
1999-04-27,1087.8709280328155
1999-04-28,1133.7473865411152
1999-04-29,1159.5800043976435
1999-04-30,1180.5419658952549
1999-05-03,1182.6843432116673
1999-05-04,1159.1330770390512
1999-05-05,1183.311548632298
1999-05-06,1199.5239857521372
1999-05-07,1235.1447308476013
1999-05-10,1254.9983354903918
1999-05-11,1251.3141420609838
1999-05-12,1245.4664254020038
1999-05-13,1283.1244033167645
1999-05-14,1275.3359798590755
1999-05-17,1249.3936182804873
1999-05-18,1271.4950366770422
1999-05-19,1270.3174008539797
1999-05-20,1252.454995617219
1999-05-21,1220.7758695034784
1999-05-24,1154.9987725418841
1999-05-25,1100.482250012048
1999-05-26,1176.7029602346502
1999-05-27,1153.0689011211025
1999-05-28,1156.436421054925
1999-05-31,1174.3501915216266
1999-06-01,1150.8094736623689
1999-06-02,1164.1827469051814
1999-06-03,1164.801215475449
1999-06-04,1196.723590251186
1999-06-07,1182.591723645245
1999-06-08,1157.2893591976551
1999-06-09,1149.4955541519669
1999-06-10,1148.619387953002
1999-06-11,1147.3781547690319
1999-06-14,1140.4527718727948
1999-06-15,1156.0162265839435
1999-06-16,1211.2160533996926
1999-06-17,1218.7658732900607
1999-06-18,1223.783773134049
1999-06-21,1229.0686425653753
1999-06-22,1219.991384776583
1999-06-23,1197.2619107553883
1999-06-24,1162.3891579267718
1999-06-25,1140.7434589954341
1999-06-28,1163.4754622373887
1999-06-29,1181.078234096847
1999-06-30,1220.6180329391425
1999-07-01,1222.8262623754147
1999-07-02,1254.2742966424294
1999-07-05,1256.6016378211773
1999-07-06,1239.5739486376829
1999-07-07,1251.1578109231693
1999-07-08,1210.7510493633283
1999-07-09,1212.2537226129466
1999-07-12,1170.2721292923047
1999-07-13,1178.2380602845626
1999-07-14,1182.4939938777288
1999-07-15,1190.4963562957519
1999-07-16,1207.9998153309275
1999-07-19,1235.112202778024
1999-07-20,1176.690436682828
1999-07-21,1175.9960754138067
1999-07-22,1173.7589778932208
1999-07-23,1157.2590150347328
1999-07-26,1107.6339925604448
1999-07-27,1112.6506797751967
1999-07-28,1127.569471233361
1999-07-29,1109.0171117873958
1999-07-30,1090.490801528381
1999-08-02,1071.2517856642714
1999-08-03,1068.8981862450182
1999-08-04,1046.5774517511018
1999-08-05,1031.1799819064533
1999-08-06,1024.2537852130906
