Date,ETH
2019-05-10,173.99
2019-05-11,173.99
2019-05-12,173.99
2019-05-13,199
2019-05-14,204.34
2019-05-15,239.61
2019-05-16,254.4
2019-05-17,233.13
2019-05-18,233.13
2019-05-19,233.13
2019-05-20,254.49
2019-05-21,262.38
2019-05-22,247.66
2019-05-23,244.98
2019-05-24,253.87
2019-05-25,253.87
2019-05-26,253.87
2019-05-27,267.11
2019-05-28,272.41
2019-05-29,270.59
2019-05-30,263.32
2019-05-31,261.83
2019-06-01,261.83
2019-06-02,261.83
2019-06-03,261.18
2019-06-04,239.36
2019-06-05,244.16
2019-06-06,241.36
2019-06-07,247.82
2019-06-08,247.82
2019-06-09,247.82
2019-06-10,244.33
2019-06-11,244.31
2019-06-12,255.88
2019-06-13,258.92
2019-06-14,257.69
2019-06-15,257.69
2019-06-16,257.69
2019-06-17,272.98
2019-06-18,263.7
2019-06-19,268.08
2019-06-20,272.54
2019-06-21,294
2019-06-22,294
2019-06-23,294
2019-06-24,307.12
2019-06-25,309.07
2019-06-26,337.47
2019-06-27,288.67
2019-06-28,306.66
2019-06-29,312.59
2019-06-30,303.44
2019-07-01,288.78
2019-07-02,287.94
2019-07-03,294.07
2019-07-04,291.13
2019-07-05,286.9
2019-07-06,291.84
2019-07-07,306.84
2019-07-08,311.38
2019-07-09,304.7
2019-07-10,287.44
2019-07-11,266.57
2019-07-12,277.24
2019-07-13,264.65
2019-07-14,235.08
2019-07-15,230.83
2019-07-16,203.13
2019-07-17,212.69
2019-07-18,224.94
2019-07-19,220.63
2019-07-20,231.55
2019-07-21,222.98
2019-07-22,217.93
2019-07-23,217.76
2019-07-24,215.11
2019-07-25,218.6
2019-07-26,218.68
2019-07-27,207.78
2019-07-28,207.69
2019-07-29,211.43
2019-07-30,209.27
2019-07-31,215.38
2019-08-01,217.72
2019-08-02,215.83
2019-08-03,222.21
2019-08-04,221.59
2019-08-05,231.88
2019-08-06,226.32
2019-08-07,225.02
2019-08-08,218.68
2019-08-09,209.41
2019-08-10,206.78
2019-08-11,215.22
2019-08-12,212.43
2019-08-13,208.18
2019-08-14,188.7
2019-08-15,187
2019-08-16,185.42
2019-08-17,182.93
2019-08-18,195.37
2019-08-19,198.49
2019-08-20,196.73
2019-08-21,185.67
2019-08-22,192.18
2019-08-23,192.87
2019-08-24,189.48
2019-08-25,184.46
2019-08-26,186.7
2019-08-27,186.91
2019-08-28,171.69
2019-08-29,169.55
2019-08-30,169.02
2019-08-31,166.75
2019-09-01,170.38
2019-09-02,179.96
2019-09-03,181.36
2019-09-04,176.45
2019-09-05,172.28
2019-09-06,168.81
2019-09-07,179.18
2019-09-08,180.34
2019-09-09,179.63
2019-09-10,178.03
2019-09-11,176.98
2019-09-12,179.99
2019-09-13,181.16
2019-09-14,189.4
2019-09-15,188.37
2019-09-16,199.3
2019-09-17,213.05
2019-09-18,211.21
2019-09-19,220.29
2019-09-20,216.27
2019-09-21,216.13
2019-09-22,208.23
2019-09-23,205.39
2019-09-24,165.24
2019-09-25,170.31
2019-09-26,164.05
2019-09-27,170.96
2019-09-28,174.14
2019-09-29,168.53
2019-09-30,177.01
2019-10-01,177.7
2019-10-02,177.61
2019-10-03,173.27
2019-10-04,177.3
2019-10-05,175.17
2019-10-06,170.68
2019-10-07,179.94
2019-10-08,178.33
2019-10-09,192.59
2019-10-10,192.42
2019-10-11,182.06
2019-10-12,180.66
2019-10-13,181.11
2019-10-14,187.42
2019-10-15,178.39
2019-10-16,174.52
2019-10-17,176.2
2019-10-18,174.11
2019-10-19,171.71
2019-10-20,175.58
2019-10-21,174.11
2019-10-22,172.48
2019-10-23,160.71
2019-10-24,161.04
2019-10-25,181.02
2019-10-26,179.3
2019-10-27,186.66
2019-10-28,184
2019-10-29,191.82
2019-10-30,183
2019-10-31,181.55
2019-11-01,184.35
2019-11-02,183.11
2019-11-03,181.16
2019-11-04,186.48
2019-11-05,190.65
2019-11-06,190.54
2019-11-07,186.3
2019-11-08,185.72
2019-11-09,184.43
2019-11-10,190.33
2019-11-11,186.6
2019-11-12,186.06
2019-11-13,187.39
2019-11-14,184.94
2019-11-15,179.47
2019-11-16,181.99
2019-11-17,184.27
2019-11-18,178.39
2019-11-19,174.4
2019-11-20,175.08
2019-11-21,159.43
2019-11-22,153.67
2019-11-23,151.26
2019-11-24,144.54
2019-11-25,147.84
2019-11-26,148.66
2019-11-27,154.13
2019-11-28,152.19
2019-11-29,152.49
2019-11-30,151
2019-12-01,150.15
2019-12-02,148.67
2019-12-03,147.83
2019-12-04,145.09
2019-12-05,148.66
2019-12-06,148.32
2019-12-07,147.46
2019-12-08,151.15
2019-12-09,147.48
2019-12-10,145.62
2019-12-11,143.35
2019-12-12,145.47
2019-12-13,144.16
2019-12-14,141.83
2019-12-15,143.44
2019-12-16,132.5
2019-12-17,122.96
2019-12-18,130.52
2019-12-19,127.18
2019-12-20,128.03
2019-12-21,126.97
2019-12-22,132.02
2019-12-23,127.1
2019-12-24,128.07
2019-12-25,125.81
2019-12-26,126.02
2019-12-27,126.26
2019-12-28,128.21
2019-12-29,134.64
2019-12-30,131.56
2019-12-31,128.33
2020-01-01,132.35
2020-01-02,128.25
2020-01-03,132.27
2020-01-04,133.92
2020-01-05,135.28
2020-01-06,141.67
2020-01-07,142.46
2020-01-08,139.06
2020-01-09,137.08
2020-01-10,142.83
2020-01-11,143.83
2020-01-12,144.41
2020-01-13,144.24
2020-01-14,164.15
2020-01-15,165.03
2020-01-16,163.21
2020-01-17,170.91
2020-01-18,176.34
2020-01-19,165.78
2020-01-20,167.05
2020-01-21,168.91
2020-01-22,167.46
2020-01-23,162.18
2020-01-24,163.26
2020-01-25,161.22
2020-01-26,167.03
2020-01-27,171.14
2020-01-28,171.84
2020-01-29,175.74
2020-01-30,184.93
2020-01-31,180.56
2020-02-01,182.45
2020-02-02,192.17
2020-02-03,189.46
2020-02-04,187.45
2020-02-05,206.62
2020-02-06,213.33
2020-02-07,219.36
2020-02-08,223.25
2020-02-09,225.62
2020-02-10,222.65
2020-02-11,237.52
2020-02-12,270.26
2020-02-13,262.74
2020-02-14,282.71
2020-02-15,268.38
2020-02-16,251.96
2020-02-17,260.19
2020-02-18,281.51
2020-02-19,262.39
2020-02-20,259.14
2020-02-21,262.88
2020-02-22,261.44
2020-02-23,271.75
2020-02-24,261.91
2020-02-25,250.54
2020-02-26,223.87
2020-02-27,226.53
2020-02-28,226.27
2020-02-29,223.6
2020-03-01,214.8
2020-03-02,233.08
2020-03-03,224.87
2020-03-04,223.11
2020-03-05,231.88
2020-03-06,241
2020-03-07,238.44
2020-03-08,209.95
2020-03-09,198.39
2020-03-10,203.05
2020-03-11,192.8
2020-03-12,128.53
2020-03-13,129.01
2020-03-14,126.56
2020-03-15,133.3
2020-03-16,109.51
2020-03-17,119.21
2020-03-18,116.49
2020-03-19,137.43
2020-03-20,125.4
2020-03-21,135.59
2020-03-22,124.46
2020-03-23,132.51
2020-03-24,139.91
2020-03-25,135.26
2020-03-26,136.77
2020-03-27,137.63
2020-03-28,131.06
2020-03-29,125.69
2020-03-30,134.09
2020-03-31,134.37
2020-04-01,132.09
2020-04-02,140.59
2020-04-03,140.74
2020-04-04,143.76
2020-04-05,142.6
2020-04-06,164.1
2020-04-07,163.4
2020-04-08,172.14
2020-04-09,170.48
2020-04-10,159.38
2020-04-11,154.99
2020-04-12,164.08
2020-04-13,156.55
2020-04-14,159.13
2020-04-15,157.66
2020-04-16,172.5
2020-04-17,170.88
2020-04-18,183.28
2020-04-19,181.38
2020-04-20,171.99
2020-04-21,172.89
2020-04-22,183.07
2020-04-23,189.03
2020-04-24,188.14
2020-04-25,194.27
2020-04-26,196.96
2020-04-27,193.66
2020-04-28,196.64
2020-04-29,216.91
2020-04-30,211.72
2020-05-01,209.82
2020-05-02,188.2
2020-05-03,212
2020-05-04,207.36
2020-05-05,205.09
2020-05-06,205.63
2020-05-07,211.95
2020-05-08,214.6
2020-05-09,212
2020-05-10,188.2
2020-05-11,186.83
2020-05-12,189.7
2020-05-13,198.58
2020-05-14,202.76
2020-05-15,193.4
2020-05-16,200.22
2020-05-17,207.75
2020-05-18,212.83
2020-05-19,212.5
2020-05-20,210.49
2020-05-21,198.95
2020-05-22,208.68
2020-05-23,208.03
2020-05-24,206.29
2020-05-25,204.9
2020-05-26,202.17
2020-05-27,206.73
2020-05-28,214.58
2020-05-29,220.4
2020-05-30,235.52
2020-05-31,235.48
2020-06-01,241.8
2020-06-02,236.38
2020-06-03,241.76
2020-06-04,241.66
2020-06-05,241.59
2020-06-06,242.05
2020-06-07,242.52
2020-06-08,242.44
2020-06-09,243.61
2020-06-10,247.83
2020-06-11,232.43
2020-06-12,237.5
2020-06-13,236.91
2020-06-14,234.13
2020-06-15,232.93
2020-06-16,233.8
2020-06-17,231.08
2020-06-18,229.1
2020-06-19,229.26
2020-06-20,227.64
2020-06-21,229.07
2020-06-22,244.84
2020-06-23,243.33
2020-06-24,234.99
2020-06-25,234.03
2020-06-26,230.06
2020-06-27,218.82
2020-06-28,224.85
2020-06-29,227.44
2020-06-30,225.49
2020-07-01,231.4
2020-07-02,226.32
2020-07-03,226.86
2020-07-04,229.05
2020-07-05,224.99
2020-07-06,238.33
2020-07-07,238.85
2020-07-08,246.34
2020-07-09,241.22
2020-07-10,239.21
2020-07-11,239.21
2020-07-12,238.71
2020-07-13,238.91
2020-07-14,241.69
2020-07-15,238.03
2020-07-16,232.69
2020-07-17,232.88
2020-07-18,236.59
2020-07-19,235.62
2020-07-20,236.5
2020-07-21,245.22
2020-07-22,245.85
2020-07-23,273.43
2020-07-24,286.18
2020-07-25,305.94
2020-07-26,310.79
2020-07-27,324.83
2020-07-28,319.92
2020-07-29,322.57
2020-07-30,338.8
2020-07-31,345.69
2020-08-01,387.01
2020-08-02,373.53
2020-08-03,390.03
2020-08-04,388.24
2020-08-05,400.74
2020-08-06,396.1
2020-08-07,377.78
2020-08-08,388.47
2020-08-09,377.78
2020-08-10,395.01
2020-08-11,373.28
2020-08-12,386.31
2020-08-13,410.46
2020-08-14,440.33
2020-08-15,432.28
2020-08-16,430.69
2020-08-17,438.88
2020-08-18,428.14
2020-08-19,404.34
2020-08-20,416.1
2020-08-21,395.23
2020-08-22,389.07
2020-08-23,392.48
2020-08-24,402.02
2020-08-25,377.57
2020-08-26,387.98
2020-08-27,379.68
2020-08-28,394.08
2020-08-29,406.09
2020-08-30,394.08
2020-08-31,432.58
2020-09-01,482.16
2020-09-02,436.24
2020-09-03,406.36
2020-09-04,391.71
2020-09-05,333.34
2020-09-06,350.77
2020-09-07,345.23
2020-09-08,335.74
2020-09-09,353.3
2020-09-10,365.73
2020-09-11,368.61
2020-09-12,383.73
2020-09-13,359.09
2020-09-14,376.31
2020-09-15,365.7
2020-09-16,365.8
2020-09-17,392.43
2020-09-18,380.19
2020-09-19,386.14
2020-09-20,372.35
2020-09-21,346.59
2020-09-22,344.65
2020-09-23,322.84
2020-09-24,345.71
2020-09-25,354.86
2020-09-26,353.55
2020-09-27,354.86
2020-09-28,362.9
2020-09-29,357.72
2020-09-30,356.73
2020-10-01,351.49
2020-10-02,346.57
2020-10-03,349.23
2020-10-04,346.98
2020-10-05,351.9
2020-10-06,337.55
2020-10-07,340.78
2020-10-08,351.77
2020-10-09,363.89
2020-10-10,374.81
2020-10-11,363.89
2020-10-12,387.5
2020-10-13,380.18
2020-10-14,376.89
2020-10-15,380.57
2020-10-16,366.65
2020-10-17,367.07
2020-10-18,366.65
2020-10-19,379.71
2020-10-20,368.42
2020-10-21,394.96
2020-10-22,418.27
2020-10-23,409.52
2020-10-24,411.96
2020-10-25,409.52
2020-10-26,392.79
2020-10-27,403.59
2020-10-28,385.37
2020-10-29,389.2
2020-10-30,384.25
2020-10-31,387.5
2020-11-01,384.25
2020-11-02,385.72
2020-11-03,383.52
2020-11-04,401.36
2020-11-05,414.14
2020-11-06,446.42
2020-11-07,436.03
2020-11-08,446.42
2020-11-09,447.79
2020-11-10,452.2
2020-11-11,467.17
2020-11-12,463.43
2020-11-13,472.57
2020-11-14,460.27
2020-11-15,472.57
2020-11-16,459.02
2020-11-17,480.96
2020-11-18,474.7
2020-11-19,473.02
2020-11-20,509.2
2020-11-21,544.2
2020-11-22,553.46
2020-11-23,606.28
2020-11-24,599.73
2020-11-25,579.15
2020-11-26,513.89
2020-11-27,515.83
2020-11-28,543.56
2020-11-29,515.83
2020-11-30,605.63
2020-12-01,595.32
2020-12-02,598.33
2020-12-03,615.53
2020-12-04,581.03
2020-12-05,592.37
2020-12-06,595.63
2020-12-07,588.68
2020-12-08,565.99
2020-12-09,575.97
2020-12-10,563.88
2020-12-11,549.36
2020-12-12,570.91
2020-12-13,549.36
2020-12-14,586.24
2020-12-15,588.99
2020-12-16,629.42
2020-12-17,640.97
2020-12-18,651.08
2020-12-19,651.08
2020-12-20,651.08
2020-12-21,618.56
2020-12-22,622.81
2020-12-23,596.84
2020-12-24,605.52
2020-12-25,618.74
2020-12-26,648.23
2020-12-27,688.73
2020-12-28,727.04
2020-12-29,724.61
2020-12-30,748.46
2020-12-31,739.11
2021-01-01,729.91
2021-01-02,769.22
2021-01-03,729.91
2021-01-04,1007.23
2021-01-05,1085.06
2021-01-06,1184.24
2021-01-07,1255.65
2021-01-08,1192.72
2021-01-09,1292.99
2021-01-10,1302.01
2021-01-11,1035.05
2021-01-12,1077.49
2021-01-13,1126.58
2021-01-14,1186.86
2021-01-15,1159.41
2021-01-16,1235.4
2021-01-17,1159.41
2021-01-18,1233.89
2021-01-19,1409.63
2021-01-20,1324.43
2021-01-21,1171.2
2021-01-22,1244.25
2021-01-23,1247.68
2021-01-24,1359.52
2021-01-25,1346.45
2021-01-26,1334.63
2021-01-27,1276.74
2021-01-28,1352.73
2021-01-29,1372.48
2021-01-30,1389
2021-01-31,1290.91
2021-02-01,1350.5
2021-02-02,1519.97
2021-02-03,1633.39
2021-02-04,1642.41
2021-02-05,1720.54
2021-02-06,1711.01
2021-02-07,1557.66
2021-02-08,1703.95
2021-02-09,1770.03
2021-02-10,1729.19
2021-02-11,1769.74
2021-02-12,1853.01
2021-02-13,1813.84
2021-02-14,1804.34
2021-02-15,1789.29
2021-02-16,1753.2
2021-02-17,1855.55
2021-02-18,1946.69
2021-02-19,1957.21
2021-02-20,1965.53
2021-02-21,1951.48
2021-02-22,1801.32
2021-02-23,1535.74
2021-02-24,1591.54
2021-02-25,1522.79
2021-02-26,1429.1
2021-02-27,1507.31
2021-02-28,1329.79
2021-03-01,1546.52
2021-03-02,1468.17
2021-03-03,1595.24
2021-03-04,1516.52
2021-03-05,1532.36
2021-03-06,1642.96
2021-03-07,1675.91
2021-03-08,1791.14
2021-03-09,1825.05
2021-03-10,1815.76
2021-03-11,1841.02
2021-03-12,1757.95
2021-03-13,1932.61
2021-03-14,1853.96
2021-03-15,1792.41
2021-03-16,1797.77
2021-03-17,1815.88
2021-03-18,1773.4
2021-03-19,1817.32
2021-03-20,1828.13
2021-03-21,1791.22
2021-03-22,1678.27
2021-03-23,1672.15
2021-03-24,1611.67
2021-03-25,1603.35
2021-03-26,1665.62
2021-03-27,1718.98
2021-03-28,1702.01
2021-03-29,1807.11
2021-03-30,1840.92
2021-03-31,1939.94
2021-04-01,1969.3
2021-04-02,2090.9
2021-04-03,2060.87
2021-04-04,2072.86
2021-04-05,2104.42
2021-04-06,2121.97
2021-04-07,1987.85
2021-04-08,2054
2021-04-09,2070.93
2021-04-10,2094.55
2021-04-11,2147.04
2021-04-12,2144.39
2021-04-13,2302.11
2021-04-14,2370.08
2021-04-15,2502.69
2021-04-16,2460.21
2021-04-17,2392.53
2021-04-18,2171.89
2021-04-19,2208.18
2021-04-20,2307.1
2021-04-21,2404.24
2021-04-22,2407.68
2021-04-23,2322.86
2021-04-24,2296.38
2021-04-25,2327.7
2021-04-26,2458.98
2021-04-27,2647.72
2021-04-28,2707.09
2021-04-29,2709.34
2021-04-30,2765.22
2021-05-01,2950.49
2021-05-02,2936.64
2021-05-03,3287.79
2021-05-04,3406.02
2021-05-05,3465.65
2021-05-06,3467.88
2021-05-07,3502.02
2021-05-08,3849.77
2021-05-09,3910.68
2021-05-10,3911.4
2021-05-11,4143.97
2021-05-12,4101.62
2021-05-13,3717.92
2021-05-14,3997.73
2021-05-15,3791.73
2021-05-16,3358.21
2021-05-17,3442.13
2021-05-18,3440.38
2021-05-19,2603.4
2021-05-20,2764.46
2021-05-21,2253.71
2021-05-22,2362.01
2021-05-23,1899.33
2021-05-24,2625.23
2021-05-25,2555.66
2021-05-26,2799.72
2021-05-27,2722.13
2021-05-28,2427.98
2021-05-29,2237.49
2021-05-30,2438.5
2021-05-31,2599.51
2021-06-01,2578.74
2021-06-02,2722.78
2021-06-03,2822.95
2021-06-04,2702.59
2021-06-05,2634.35
2021-06-06,2711.23
2021-06-07,2659.02
2021-06-08,2537.43
2021-06-09,2561.39
2021-06-10,2469.52
2021-06-11,2381.61
2021-06-12,2408.38
2021-06-13,2527.28
2021-06-14,2541.83
2021-06-15,2522.15
2021-06-16,2399.6
2021-06-17,2344.43
2021-06-18,2194.83
2021-06-19,2225.09
2021-06-20,2262.28
2021-06-21,1940.42
2021-06-22,1930.9
2021-06-23,1929.94
2021-06-24,2004.52
2021-06-25,1867.12
2021-06-26,1766.7
2021-06-27,1816.59
2021-06-28,2131.47
2021-06-29,2191.36
2021-06-30,2237.71
2021-07-01,2121.15
2021-07-02,2093.18
2021-07-03,2220.3
2021-07-04,2350.77
2021-07-05,2216.4
2021-07-06,2309.82
2021-07-07,2363.68
2021-07-08,2138.39
2021-07-09,2135.17
2021-07-10,2094.84
2021-07-11,2129.54
2021-07-12,2027.33
2021-07-13,1947.93
2021-07-14,1988.7
2021-07-15,1926.27
2021-07-16,1901.58
2021-07-17,1899.02
2021-07-18,1894.65
2021-07-19,1819.78
2021-07-20,1794.38
2021-07-21,1946.72
2021-07-22,2016.39
