Date,BTC
2015-05-30,234.2
2015-05-31,230.64
2015-06-01,226.21
2015-06-02,224.34
2015-06-03,225.14
2015-06-04,224.05
2015-06-05,223.7
2015-06-06,224.68
2015-06-07,223.8
2015-06-08,225.41
2015-06-09,228.44
2015-06-10,228.29
2015-06-11,228.51
2015-06-12,229.27
2015-06-13,230.65
2015-06-14,231.99
2015-06-15,234.05
2015-06-16,243.18
2015-06-17,249.08
2015-06-18,248.13
2015-06-19,246.1
2015-06-20,244.25
2015-06-21,244.2
2015-06-22,244.82
2015-06-23,244.93
2015-06-24,242.02
2015-06-25,241.14
2015-06-26,242.55
2015-06-27,247.15
2015-06-28,249.99
2015-06-29,252.37
2015-06-30,259.31
2015-07-01,260.1
2015-07-02,256.08
2015-07-03,255.3
2015-07-04,258.11
2015-07-05,265.83
2015-07-06,270.02
2015-07-07,267.1
2015-07-08,268.16
2015-07-09,269.83
2015-07-10,277.12
2015-07-11,288.67
2015-07-12,301.33
2015-07-13,301.62
2015-07-14,290.1
2015-07-15,286.59
2015-07-16,281.78
2015-07-17,278.66
2015-07-18,278.11
2015-07-19,275.99
2015-07-20,277.26
2015-07-21,278.14
2015-07-22,277.32
2015-07-23,277.15
2015-07-24,282.84
2015-07-25,289.02
2015-07-26,291.08
2015-07-27,293.74
2015-07-28,294.15
2015-07-29,291.93
2015-07-30,289.07
2015-07-31,286.49
2015-08-01,282.7
2015-08-02,281.63
2015-08-03,281.49
2015-08-04,282.72
2015-08-05,283.07
2015-08-06,279.31
2015-08-07,278.55
2015-08-08,270.91
2015-08-09,263.62
2015-08-10,264.67
2015-08-11,267.72
2015-08-12,269.44
2015-08-13,266.19
2015-08-14,265.11
2015-08-15,263.52
2015-08-16,258.79
2015-08-17,256.39
2015-08-18,240.73
2015-08-19,225.91
2015-08-20,231.28
2015-08-21,234.52
2015-08-22,232.29
2015-08-23,229.99
2015-08-24,219.6
2015-08-25,216.35
2015-08-26,224.09
2015-08-27,225.58
2015-08-28,228.58
2015-08-29,231.1
2015-08-30,229.73
2015-08-31,229.65
2015-09-01,229.11
2015-09-02,228.57
2015-09-03,228.22
2015-09-04,229
2015-09-05,233.23
2015-09-06,238.03
2015-09-07,240.42
2015-09-08,242.28
2015-09-09,241.2
2015-09-10,238.51
2015-09-11,239.33
2015-09-12,237.4
2015-09-13,232.42
2015-09-14,229.94
2015-09-15,229.93
2015-09-16,229.18
2015-09-17,230.37
2015-09-18,232.75
2015-09-19,231.68
2015-09-20,230.23
2015-09-21,228.18
2015-09-22,228.28
2015-09-23,229.92
2015-09-24,231.66
2015-09-25,234.45
2015-09-26,234.59
2015-09-27,233.29
2015-09-28,235.78
2015-09-29,237.97
2015-09-30,236.49
2015-10-01,236.67
2015-10-02,237.56
2015-10-03,238.65
2015-10-04,238.97
2015-10-05,239.73
2015-10-06,243.82
2015-10-07,245.13
2015-10-08,243.23
2015-10-09,243.74
2015-10-10,245.1
2015-10-11,246.88
2015-10-12,246.93
2015-10-13,247.89
2015-10-14,251.22
2015-10-15,253.48
2015-10-16,258.79
2015-10-17,266.98
2015-10-18,265.94
2015-10-19,262.64
2015-10-20,267.42
2015-10-21,269.23
2015-10-22,271.56
2015-10-23,276.91
2015-10-24,280.82
2015-10-25,283.5
2015-10-26,285.43
2015-10-27,291.21
2015-10-28,300.6
2015-10-29,310.31
2015-10-30,321.78
2015-10-31,319.84
2015-11-01,318.43
2015-11-02,343.76
2015-11-03,383.28
2015-11-04,406.41
2015-11-05,397.89
2015-11-06,381.67
2015-11-07,380.09
2015-11-08,378.74
2015-11-09,376.25
2015-11-10,358.15
2015-11-11,323.31
2015-11-12,323.57
2015-11-13,337.08
2015-11-14,335.39
2015-11-15,326.55
2015-11-16,325.07
2015-11-17,333.4
2015-11-18,335.81
2015-11-19,331.08
2015-11-20,324.28
2015-11-21,324.28
2015-11-22,325.53
2015-11-23,324.02
2015-11-24,321.59
2015-11-25,324.3
2015-11-26,341.52
2015-11-27,355.78
2015-11-28,357.19
2015-11-29,364.22
2015-11-30,374.25
2015-12-01,370.04
2015-12-02,361.08
2015-12-03,360.3
2015-12-04,362.55
2015-12-05,375.81
2015-12-06,388.28
2015-12-07,392.07
2015-12-08,406.74
2015-12-09,417.44
2015-12-10,416.28
2015-12-11,434.68
2015-12-12,444.94
2015-12-13,434.7
2015-12-14,438.34
2015-12-15,453.96
2015-12-16,460.24
2015-12-17,456.04
2015-12-18,459.74
2015-12-19,462.6
2015-12-20,452.22
2015-12-21,440.34
2015-12-22,436.95
2015-12-23,439.47
2015-12-24,449.09
2015-12-25,455.26
2015-12-26,436.96
2015-12-27,420.5
2015-12-28,422.03
2015-12-29,426.64
2015-12-30,429.1
2015-12-31,428.64
2016-01-01,432.87
2016-01-02,434.03
2016-01-03,432.12
2016-01-04,432.61
2016-01-05,433.31
2016-01-06,431.22
2016-01-07,443.5
2016-01-08,454.85
2016-01-09,450.77
2016-01-10,448.82
2016-01-11,448.4
2016-01-12,441.43
2016-01-13,433.75
2016-01-14,431.1
2016-01-15,395.09
2016-01-16,374.21
2016-01-17,383.98
2016-01-18,382.83
2016-01-19,381.38
2016-01-20,398.1
2016-01-21,414.26
2016-01-22,396.22
2016-01-23,384.61
2016-01-24,394.64
2016-01-25,396.51
2016-01-26,390.94
2016-01-27,393.34
2016-01-28,387.29
2016-01-29,379.02
2016-01-30,377.48
2016-01-31,372.54
2016-02-01,370.16
2016-02-02,372.44
2016-02-03,370.79
2016-02-04,378.26
2016-02-05,386.5
2016-02-06,380.49
2016-02-07,375.49
2016-02-08,373.25
2016-02-09,372.35
2016-02-10,376.27
2016-02-11,378.66
2016-02-12,380.63
2016-02-13,387.13
2016-02-14,398.28
2016-02-15,402.43
2016-02-16,403.41
2016-02-17,411.53
2016-02-18,418.37
2016-02-19,420.59
2016-02-20,427.31
2016-02-21,436.57
2016-02-22,438.39
2016-02-23,428.69
2016-02-24,421.45
2016-02-25,423.65
2016-02-26,427.76
2016-02-27,431.9
2016-02-28,431.71
2016-02-29,434.19
2016-03-01,435.04
2016-03-02,428.39
2016-03-03,421.87
2016-03-04,414.28
2016-03-05,404.03
2016-03-06,402.98
2016-03-07,410.11
2016-03-08,413.1
2016-03-09,412.57
2016-03-10,414.5
2016-03-11,418.04
2016-03-12,415.24
2016-03-13,411.73
2016-03-14,414.02
2016-03-15,415.42
2016-03-16,416.21
2016-03-17,417.53
2016-03-18,413.2
2016-03-19,408.48
2016-03-20,410.02
2016-03-21,411.2
2016-03-22,413.95
2016-03-23,417.18
2016-03-24,416.51
2016-03-25,415.58
2016-03-26,416.47
2016-03-27,420.97
2016-03-28,423.93
2016-03-29,419.41
2016-03-30,414.84
2016-03-31,414.2
2016-04-01,415.53
2016-04-02,417.88
2016-04-03,419.28
2016-04-04,419.31
2016-04-05,421.06
2016-04-06,422.17
2016-04-07,420.81
2016-04-08,418.97
2016-04-09,418.26
2016-04-10,419.6
2016-04-11,421.7
2016-04-12,424.17
2016-04-13,424.74
2016-04-14,424.39
2016-04-15,427.16
2016-04-16,430.09
2016-04-17,429.09
2016-04-18,427.82
2016-04-19,432
2016-04-20,438.99
2016-04-21,446.38
2016-04-22,449.17
2016-04-23,449.85
2016-04-24,456.01
2016-04-25,461.34
2016-04-26,465.02
2016-04-27,456.39
2016-04-28,447.67
2016-04-29,453.24
2016-04-30,452.47
2016-05-01,450.7
2016-05-02,448.53
2016-05-03,447.62
2016-05-04,449.27
2016-05-05,448.32
2016-05-06,454.13
2016-05-07,458.98
2016-05-08,458.6
2016-05-09,459.85
2016-05-10,456.54
2016-05-11,452.28
2016-05-12,454.08
2016-05-13,455.82
2016-05-14,456.37
2016-05-15,456.93
2016-05-16,455.85
2016-05-17,453.61
2016-05-18,452.98
2016-05-19,444.59
2016-05-20,439.52
2016-05-21,443.05
2016-05-22,441.08
2016-05-23,440.9
2016-05-24,444.15
2016-05-25,447.01
2016-05-26,450.54
2016-05-27,462.23
2016-05-28,497.55
2016-05-29,520.38
2016-05-30,522.68
2016-05-31,530.06
2016-06-01,534.71
2016-06-02,537.48
2016-06-03,553.97
2016-06-04,571.72
2016-06-05,573.66
2016-06-06,579.16
2016-06-07,581.01
2016-06-08,580.26
2016-06-09,579.67
2016-06-10,577.17
2016-06-11,593.01
2016-06-12,639.98
2016-06-13,688.22
2016-06-14,694.87
2016-06-15,690.13
2016-06-16,731.19
2016-06-17,756.19
2016-06-18,749.88
2016-06-19,758.3
2016-06-20,746.67
2016-06-21,698.6
2016-06-22,633.5
2016-06-23,613.27
2016-06-24,644.63
2016-06-25,662.21
2016-06-26,645.4
2016-06-27,643.94
2016-06-28,651.44
2016-06-29,640.66
2016-06-30,651.95
2016-07-01,671.28
2016-07-02,688.54
2016-07-03,681.42
2016-07-04,670.36
2016-07-05,674.73
2016-07-06,671.91
2016-07-07,657.34
2016-07-08,651.49
2016-07-09,658.5
2016-07-10,651.38
2016-07-11,649.04
2016-07-12,656.9
2016-07-13,659.76
2016-07-14,657.67
2016-07-15,662.45
2016-07-16,663.53
2016-07-17,671.03
2016-07-18,676.54
2016-07-19,674.15
2016-07-20,671.24
2016-07-21,665.82
2016-07-22,656.94
2016-07-23,652.7
2016-07-24,658.52
2016-07-25,658.25
2016-07-26,653.09
2016-07-27,653.21
2016-07-28,655.04
2016-07-29,654.88
2016-07-30,654.78
2016-07-31,639.21
2016-08-01,615.31
2016-08-02,573.9
2016-08-03,552.47
2016-08-04,571.07
2016-08-05,575.56
2016-08-06,581.23
2016-08-07,591.16
2016-08-08,592.34
2016-08-09,588.22
2016-08-10,588.05
2016-08-11,588.79
2016-08-12,585.78
2016-08-13,584.73
2016-08-14,576.38
2016-08-15,567.15
2016-08-16,570.26
2016-08-17,572.95
2016-08-18,571.2
2016-08-19,572.23
2016-08-20,576.33
2016-08-21,579.47
2016-08-22,581.02
2016-08-23,582.01
2016-08-24,579.99
2016-08-25,577.25
2016-08-26,577.34
2016-08-27,573.65
2016-08-28,570.79
2016-08-29,572.35
2016-08-30,573.72
2016-08-31,573.35
2016-09-01,571.18
2016-09-02,571.8
2016-09-03,584.13
2016-09-04,600.99
2016-09-05,605.36
2016-09-06,606.96
2016-09-07,611.69
2016-09-08,620.06
2016-09-09,623.84
2016-09-10,621.83
2016-09-11,614
2016-09-12,606.92
2016-09-13,608.17
2016-09-14,608.67
2016-09-15,607.6
2016-09-16,606.87
2016-09-17,605.52
2016-09-18,606
2016-09-19,608.36
2016-09-20,604.87
2016-09-21,598.24
2016-09-22,595.44
2016-09-23,598.42
2016-09-24,601.18
2016-09-25,599.95
2016-09-26,602.85
2016-09-27,605.9
2016-09-28,604.44
2016-09-29,604.71
2016-09-30,606.92
2016-10-01,610.61
2016-10-02,610.79
2016-10-03,610.72
2016-10-04,610.02
2016-10-05,607.84
2016-10-06,609.37
2016-10-07,612.47
2016-10-08,614.57
2016-10-09,613.76
2016-10-10,614.72
2016-10-11,627.69
2016-10-12,636.75
2016-10-13,634.84
2016-10-14,637.49
2016-10-15,638.51
2016-10-16,638.1
2016-10-17,637.94
2016-10-18,636.43
2016-10-19,631.97
2016-10-20,628.48
2016-10-21,628.99
2016-10-22,641.76
2016-10-23,652.16
2016-10-24,649.41
2016-10-25,650.5
2016-10-26,663.54
2016-10-27,680.25
2016-10-28,685.87
2016-10-29,699.33
2016-10-30,704.71
2016-10-31,697.07
2016-11-01,711.82
2016-11-02,734.3
2016-11-03,713.61
2016-11-04,694.09
2016-11-05,703.21
2016-11-06,706.73
2016-11-07,706.43
2016-11-08,706.09
2016-11-09,715.41
2016-11-10,717.99
2016-11-11,715.44
2016-11-12,709.25
2016-11-13,701.81
2016-11-14,703.25
2016-11-15,708.36
2016-11-16,725.72
2016-11-17,737.86
2016-11-18,742.49
2016-11-19,749.87
2016-11-20,738.92
2016-11-21,732
2016-11-22,743.06
2016-11-23,744.69
2016-11-24,737.91
2016-11-25,736.36
2016-11-26,733.52
2016-11-27,728.65
2016-11-28,729.16
2016-11-29,730.88
2016-11-30,736.41
2016-12-01,746.81
2016-12-02,761.25
2016-12-03,766.96
2016-12-04,762.49
2016-12-05,756.12
2016-12-06,754.61
2016-12-07,762.22
2016-12-08,766.15
2016-12-09,768.21
2016-12-10,770.93
2016-12-11,770.63
2016-12-12,773.49
2016-12-13,776.68
2016-12-14,776.22
2016-12-15,776.49
2016-12-16,778.61
2016-12-17,784.88
2016-12-18,788.55
2016-12-19,789.85
2016-12-20,794.93
2016-12-21,815.93
2016-12-22,846.5
2016-12-23,887.23
2016-12-24,903.55
2016-12-25,891.65
2016-12-26,894.83
2016-12-27,914.66
2016-12-28,953.41
2016-12-29,973.24
2016-12-30,964.77
2016-12-31,962.96
2017-01-01,982.06
2017-01-02,1004.95
2017-01-03,1023.94
2017-01-04,1075.32
2017-01-05,1059.83
2017-01-06,950.12
2017-01-07,900.85
2017-01-08,909.53
2017-01-09,904.51
2017-01-10,900.6
2017-01-11,841.94
2017-01-12,793.18
2017-01-13,817.38
2017-01-14,823.38
2017-01-15,820.88
2017-01-16,827.03
2017-01-17,869.4
2017-01-18,897.35
2017-01-19,894.98
2017-01-20,899.03
2017-01-21,908.89
2017-01-22,922.9
2017-01-23,919.41
2017-01-24,900.24
2017-01-25,889.45
2017-01-26,904.2
2017-01-27,916.49
2017-01-28,918.31
2017-01-29,915.86
2017-01-30,916.56
2017-01-31,942
2017-02-01,973.89
2017-02-02,996.47
2017-02-03,1013.07
2017-02-04,1025.58
2017-02-05,1022.62
2017-02-06,1017.54
2017-02-07,1038.24
2017-02-08,1052.11
2017-02-09,1018.87
2017-02-10,990.97
2017-02-11,1004.05
2017-02-12,1006.44
2017-02-13,1000.74
2017-02-14,1004.81
2017-02-15,1010.21
2017-02-16,1022.22
2017-02-17,1044.33
2017-02-18,1056.08
2017-02-19,1054.1
2017-02-20,1067.9
2017-02-21,1105.25
2017-02-22,1128.96
2017-02-23,1158.77
2017-02-24,1183.55
2017-02-25,1166.55
2017-02-26,1166.29
2017-02-27,1187.55
2017-02-28,1192.93
2017-03-01,1209.61
2017-03-02,1242.52
2017-03-03,1272.43
2017-03-04,1273.91
2017-03-05,1266.5
2017-03-06,1275.75
2017-03-07,1256.18
2017-03-08,1192.72
2017-03-09,1171.29
2017-03-10,1153.63
2017-03-11,1146.64
2017-03-12,1201.71
2017-03-13,1234.44
2017-03-14,1244.14
2017-03-15,1252.29
2017-03-16,1215.69
2017-03-17,1121.83
2017-03-18,1020.22
2017-03-19,993.64
2017-03-20,1027.88
2017-03-21,1076.14
2017-03-22,1076.19
2017-03-23,1034.2
2017-03-24,979.26
2017-03-25,942.06
2017-03-26,957.59
2017-03-27,999.12
2017-03-28,1041.54
2017-03-29,1040.64
2017-03-30,1035.49
2017-03-31,1052.51
2017-04-01,1078.17
2017-04-02,1081.5
2017-04-03,1112.15
2017-04-04,1144.64
2017-04-05,1138.93
2017-04-06,1162.81
2017-04-07,1190.71
2017-04-08,1187.83
2017-04-09,1195.68
2017-04-10,1208.18
2017-04-11,1214.49
2017-04-12,1215.58
2017-04-13,1192.37
2017-04-14,1171.45
2017-04-15,1171.05
2017-04-16,1167.03
2017-04-17,1169.86
2017-04-18,1189.97
2017-04-19,1203.26
2017-04-20,1219.46
2017-04-21,1239.27
2017-04-22,1238.41
2017-04-23,1237.6
2017-04-24,1247.79
2017-04-25,1262.48
2017-04-26,1279.62
2017-04-27,1309.66
2017-04-28,1332.69
2017-04-29,1335.35
2017-04-30,1343.49
2017-05-01,1371.6
2017-05-02,1420.37
2017-05-03,1476.37
2017-05-04,1522.29
2017-05-05,1528.7
2017-05-06,1537.92
2017-05-07,1556.2
2017-05-08,1601.96
2017-05-09,1684.91
2017-05-10,1747.4
2017-05-11,1802.65
2017-05-12,1760.65
2017-05-13,1733.66
2017-05-14,1780.4
2017-05-15,1744.74
2017-05-16,1702.93
2017-05-17,1741.68
2017-05-18,1830.99
2017-05-19,1920.11
2017-05-20,1990.91
2017-05-21,2021.3
2017-05-22,2060.99
2017-05-23,2182.94
2017-05-24,2343.1
2017-05-25,2356.41
2017-05-26,2286.63
2017-05-27,2161.81
2017-05-28,2110.85
2017-05-29,2235.18
2017-05-30,2252.31
2017-05-31,2257.6
2017-06-01,2357.85
2017-06-02,2451.26
2017-06-03,2514.94
2017-06-04,2535.6
2017-06-05,2614.14
2017-06-06,2789.37
2017-06-07,2781.95
2017-06-08,2745.54
2017-06-09,2815.74
2017-06-10,2861.78
2017-06-11,2927.48
2017-06-12,2807.45
2017-06-13,2682.96
2017-06-14,2578.71
2017-06-15,2438.16
2017-06-16,2454.79
2017-06-17,2558.62
2017-06-18,2574.77
2017-06-19,2557.83
2017-06-20,2669.34
2017-06-21,2699.34
2017-06-22,2686.08
2017-06-23,2699.27
2017-06-24,2621.36
2017-06-25,2532.74
2017-06-26,2461.41
2017-06-27,2490
2017-06-28,2562.49
2017-06-29,2549.86
2017-06-30,2502.62
2017-07-01,2443.38
2017-07-02,2466.06
2017-07-03,2530.71
2017-07-04,2574.73
2017-07-05,2600.9
2017-07-06,2603.78
2017-07-07,2553.83
2017-07-08,2526.57
2017-07-09,2528.51
2017-07-10,2416.5
2017-07-11,2316.05
2017-07-12,2346.99
2017-07-13,2364.01
2017-07-14,2277.76
2017-07-15,2094.49
2017-07-16,1949.16
2017-07-17,2075.64
2017-07-18,2267.62
2017-07-19,2289.37
2017-07-20,2574.96
2017-07-21,2775.47
2017-07-22,2751.82
2017-07-23,2794.78
2017-07-24,2758.4
2017-07-25,2662.37
2017-07-26,2544.89
2017-07-27,2595.66
2017-07-28,2725.07
2017-07-29,2732.18
2017-07-30,2713.16
2017-07-31,2800.79
2017-08-01,2793.91
2017-08-02,2719
2017-08-03,2749.63
2017-08-04,2824.14
2017-08-05,3059.26
2017-08-06,3242.76
2017-08-07,3304.78
2017-08-08,3400.88
2017-08-09,3378.6
2017-08-10,3381.02
2017-08-11,3535.41
2017-08-12,3758.28
2017-08-13,3959.33
2017-08-14,4187.41
2017-08-15,4237.98
2017-08-16,4266.91
2017-08-17,4329.69
2017-08-18,4190.28
2017-08-19,4099.77
2017-08-20,4079.1
2017-08-21,4025.95
2017-08-22,4041.23
2017-08-23,4105.5
2017-08-24,4215.25
2017-08-25,4332.35
2017-08-26,4344.68
2017-08-27,4335.52
2017-08-28,4361.33
2017-08-29,4481.91
2017-08-30,4576
2017-08-31,4653.72
2017-09-01,4828.03
2017-09-02,4760.85
2017-09-03,4603.08
2017-09-04,4444.4
2017-09-05,4340.07
2017-09-06,4501.71
2017-09-07,4610.4
2017-09-08,4471.24
2017-09-09,4324.98
2017-09-10,4274.34
2017-09-11,4216.78
2017-09-12,4189.85
2017-09-13,4017.13
2017-09-14,3549.12
2017-09-15,3468.17
2017-09-16,3690.79
2017-09-17,3672.29
2017-09-18,3882.3
2017-09-19,3995.21
2017-09-20,3881.63
2017-09-21,3746.91
2017-09-22,3613.84
2017-09-23,3694.73
2017-09-24,3722.67
2017-09-25,3792.43
2017-09-26,3904.33
2017-09-27,4047.49
2017-09-28,4195.9
2017-09-29,4173.44
2017-09-30,4245.78
2017-10-01,4353.37
2017-10-02,4384.32
2017-10-03,4353.63
2017-10-04,4267.66
2017-10-05,4266.25
2017-10-06,4337.97
2017-10-07,4392.87
2017-10-08,4510.39
2017-10-09,4681.34
2017-10-10,4756.99
2017-10-11,4786.43
2017-10-12,5134.29
2017-10-13,5549.3
2017-10-14,5727.44
2017-10-15,5742.61
2017-10-16,5714.82
2017-10-17,5668.85
2017-10-18,5582.31
2017-10-19,5636.51
2017-10-20,5842.57
2017-10-21,5999.22
2017-10-22,5991.34
2017-10-23,5919.48
2017-10-24,5696.62
2017-10-25,5629.53
2017-10-26,5812.89
2017-10-27,5831.51
2017-10-28,5753.82
2017-10-29,5936
2017-10-30,6128.63
2017-10-31,6277.05
2017-11-01,6587.15
2017-11-02,6885.05
2017-11-03,7100
2017-11-04,7279.42
2017-11-05,7381.07
2017-11-06,7170.49
2017-11-07,7048.98
2017-11-08,7297.67
2017-11-09,7306.53
2017-11-10,6869
2017-11-11,6472.57
2017-11-12,6112.75
2017-11-13,6201.14
2017-11-14,6570.45
2017-11-15,6951.62
2017-11-16,7570.6
2017-11-17,7760.98
2017-11-18,7725.28
2017-11-19,7896.08
2017-11-20,8121.41
2017-11-21,8160.72
2017-11-22,8154.95
2017-11-23,8101.83
2017-11-24,8094.46
2017-11-25,8458.97
2017-11-26,8998.48
2017-11-27,9493.51
2017-11-28,9793.04
2017-11-29,9855.86
2017-11-30,9884.36
2017-12-01,10387.73
2017-12-02,10858.07
2017-12-03,11062.84
2017-12-04,11431.54
2017-12-05,11645.03
2017-12-06,12650.25
2017-12-07,15111.75
2017-12-08,16200
2017-12-09,15203.72
2017-12-10,14649.22
2017-12-11,15580.5
2017-12-12,16560.01
