Date,FM LATIN AMERICA & CARIBBEAN INDEX
2009-05-29,1000.0
2009-06-01,1066.035568419108
2009-06-02,1097.6884822884242
2009-06-03,1089.6994880529032
2009-06-04,1109.997094887345
2009-06-05,1132.435885209176
2009-06-08,1125.2808255713267
2009-06-09,1111.6499609754978
2009-06-10,1111.1856474104409
2009-06-11,1111.2861195616954
2009-06-12,1110.0162958937183
2009-06-15,1125.1690761280893
2009-06-16,1096.9862652117667
2009-06-17,1100.0512939816474
2009-06-18,1086.2505402410993
2009-06-19,1114.6306957974803
2009-06-22,1110.2004793467945
2009-06-23,1092.9569155646764
2009-06-24,1095.6582640159772
2009-06-25,1132.7462570816792
2009-06-26,1113.2864920199443
2009-06-29,1148.5242955620006
2009-06-30,1175.371771177435
2009-07-01,1172.5714996557397
2009-07-02,1156.6192299696293
2009-07-03,1158.216912781358
2009-07-06,1177.2240234009907
2009-07-07,1177.566504240195
2009-07-08,1154.1637707581567
2009-07-09,1149.4671447358633
2009-07-10,1159.4181885489097
2009-07-13,1167.9247083595253
2009-07-14,1175.7182100310054
2009-07-15,1177.7190059695108
2009-07-16,1184.053095770126
2009-07-17,1179.5228002063332
2009-07-20,1191.3488102204237
2009-07-21,1185.2458807423423
2009-07-22,1198.2364949815558
2009-07-23,1204.4031300838753
2009-07-24,1197.505000541307
2009-07-27,1193.0466377602468
2009-07-28,1197.0238653671584
2009-07-29,1201.4471366474854
2009-07-30,1218.294688584119
2009-07-31,1223.3598107555144
2009-08-03,1229.0641486024836
2009-08-04,1237.5365232473805
2009-08-05,1237.5379860004246
2009-08-06,1229.4018675490825
2009-08-07,1250.5548098932686
2009-08-10,1263.1908711075844
2009-08-11,1250.2878974810321
2009-08-12,1244.4606070814975
2009-08-13,1257.405180685184
2009-08-14,1236.802749416183
2009-08-17,1210.9123981979185
2009-08-18,1226.016908709168
2009-08-19,1220.5273988021715
2009-08-20,1255.5016427355424
2009-08-21,1276.95654429173
2009-08-24,1306.2322219668745
2009-08-25,1306.9185474578005
2009-08-26,1308.6794049617827
2009-08-27,1303.8365807110356
2009-08-28,1323.443867729111
2009-08-31,1322.148077409082
2009-09-01,1313.1893709574729
2009-09-02,1311.2734685430178
2009-09-03,1317.5238247134023
2009-09-04,1328.3761391837927
2009-09-07,1317.1926519419058
2009-09-08,1322.4246762986875
2009-09-09,1331.5637661194671
2009-09-10,1326.1317921361365
2009-09-11,1324.3529280131204
2009-09-14,1324.2073231190598
2009-09-15,1331.9864359551304
2009-09-16,1348.1383148795508
2009-09-17,1334.313602388085
2009-09-18,1317.0263576992631
2009-09-21,1311.6377159364272
2009-09-22,1331.5751925847367
2009-09-23,1328.9811730768233
2009-09-24,1322.62845073317
2009-09-25,1312.3514243685913
2009-09-28,1336.4448417887847
2009-09-29,1347.4195780347777
2009-09-30,1342.4405340155797
2009-10-01,1326.1385773197158
2009-10-02,1321.3003839466678
2009-10-05,1357.6445056385867
2009-10-06,1372.9170115574902
2009-10-07,1365.5945622041936
2009-10-08,1388.5806268653412
2009-10-09,1413.2861328071053
2009-10-12,1436.982850585798
2009-10-13,1426.108103414109
2009-10-14,1424.432032935538
2009-10-15,1414.6388727692856
2009-10-16,1406.0250224773815
2009-10-19,1425.9797369333444
2009-10-20,1427.1046696870987
2009-10-21,1421.5280591600908
2009-10-22,1446.8482300321937
2009-10-23,1441.2622199043292
2009-10-26,1428.0963243196647
2009-10-27,1437.5404757252359
2009-10-28,1397.9657523512105
2009-10-29,1425.309543016438
2009-10-30,1401.275052846389
2009-11-02,1449.0541510656897
2009-11-03,1463.5667788077255
2009-11-04,1452.550021179535
2009-11-05,1451.3733946206075
2009-11-06,1467.9774771236418
2009-11-09,1465.8731965862196
2009-11-10,1454.5833236053143
2009-11-11,1440.225623566462
2009-11-12,1432.7851931409716
2009-11-13,1432.7976517284542
2009-11-16,1417.5315992340527
2009-11-17,1424.8972482081697
2009-11-18,1404.3899281654385
2009-11-19,1380.8319235353247
2009-11-20,1372.9810853242464
2009-11-23,1372.8664479183942
2009-11-24,1390.5335103671955
2009-11-25,1385.4911933012147
2009-11-26,1386.9205490461447
2009-11-27,1357.588296121214
2009-11-30,1333.1755936069658
2009-12-01,1356.7869134799685
2009-12-02,1361.7745702446775
2009-12-03,1356.567097819417
2009-12-04,1370.7921989750746
2009-12-07,1381.846774034058
2009-12-08,1376.3462147555294
