Date,FRONTIER MARKETS 100
2007-11-30,1823.565606
2007-12-03,1827.599452
2007-12-04,1842.901255
2007-12-05,1854.32119
2007-12-06,1874.151689
2007-12-07,1878.616319
2007-12-10,1892.064364
2007-12-11,1891.285198
2007-12-12,1882.033486
2007-12-13,1885.889501
2007-12-14,1883.16526
2007-12-17,1888.183416
2007-12-18,1892.115817
2007-12-19,1895.236279
2007-12-20,1894.078818
2007-12-21,1898.433856
2007-12-24,1925.28829
2007-12-25,1930.130483
2007-12-26,1927.592629
2007-12-27,1934.30982
2007-12-28,1940.844769
2007-12-31,1934.454601
2008-01-01,1934.95867
2008-01-02,1954.091323
2008-01-03,1970.253061
2008-01-04,1972.474287
2008-01-07,2010.424316
2008-01-08,2018.562794
2008-01-09,2017.393144
2008-01-10,2019.187944
2008-01-11,2021.842326
2008-01-14,2051.931565
2008-01-15,2075.594464
2008-01-16,2059.234783
2008-01-17,2043.620795
2008-01-18,2034.68094
2008-01-21,1942.809769
2008-01-22,1859.54564
2008-01-23,1920.961651
2008-01-24,1917.407728
2008-01-25,1924.484902
2008-01-28,1913.706309
2008-01-29,1913.36531
2008-01-30,1922.303578
2008-01-31,1922.193968
2008-02-01,1923.014594
2008-02-04,1983.018232
2008-02-05,1981.586708
2008-02-06,1958.459199
2008-02-07,1962.407442
2008-02-08,1959.588788
2008-02-11,1923.765932
2008-02-12,1922.899676
2008-02-13,1924.861983
2008-02-14,1936.198733
2008-02-15,1936.713484
2008-02-18,1934.443074
2008-02-19,1942.746087
2008-02-20,1962.229242
2008-02-21,1974.671732
2008-02-22,1972.727976
2008-02-25,1978.14613
2008-02-26,1984.452536
2008-02-27,1998.942563
2008-02-28,2008.396397
2008-02-29,2006.70813
2008-03-03,1986.420489
2008-03-04,2000.689302
2008-03-05,2001.750059
2008-03-06,2015.647058
2008-03-07,2012.889758
2008-03-10,1999.697595
2008-03-11,2008.870417
2008-03-12,2014.557903
2008-03-13,2014.821874
2008-03-14,2018.117603
2008-03-17,1977.790877
2008-03-18,1973.328808
2008-03-19,1988.962274
2008-03-20,1969.214907
2008-03-21,1966.26114
2008-03-24,1934.577088
2008-03-25,1922.42422
2008-03-26,1911.467559
2008-03-27,1915.655615
2008-03-28,1919.509021
2008-03-31,1887.611069
2008-04-01,1893.163951
2008-04-02,1911.344264
2008-04-03,1931.279411
2008-04-04,1931.27327
2008-04-07,1931.872507
2008-04-08,1939.629672
2008-04-09,1946.8613
2008-04-10,1963.879766
2008-04-11,1963.271928
2008-04-14,1951.477806
2008-04-15,1955.055083
2008-04-16,1974.063457
2008-04-17,1990.769482
2008-04-18,1990.648475
2008-04-21,2005.212654
2008-04-22,2006.068919
2008-04-23,2002.154087
2008-04-24,1987.823824
2008-04-25,1988.267859
2008-04-28,1973.66065
2008-04-29,1988.303755
2008-04-30,1980.07898
2008-05-01,1986.983411
2008-05-02,1986.453128
2008-05-05,2003.553943
2008-05-06,2019.917087
2008-05-07,2016.041505
2008-05-08,2012.727745
2008-05-09,2012.922416
2008-05-12,2007.28298
2008-05-13,1996.017425
2008-05-14,1995.639668
2008-05-15,1995.989654
2008-05-16,2002.490507
2008-05-19,2006.790975
2008-05-20,2011.325551
2008-05-21,2009.700534
2008-05-22,2009.283131
2008-05-23,2006.336017
2008-05-26,1997.383098
2008-05-27,1984.888203
2008-05-28,1975.54898
2008-05-29,1982.486075
2008-05-30,1987.816028
2008-06-02,2031.568008
2008-06-03,2034.574221
2008-06-04,2028.800555
2008-06-05,2031.01135
2008-06-06,2034.003422
2008-06-09,2024.328364
2008-06-10,2011.983114
2008-06-11,2024.740436
2008-06-12,2013.196349
2008-06-13,2011.682406
2008-06-16,2010.587299
2008-06-17,2003.496544
2008-06-18,1990.965116
2008-06-19,1970.133606
2008-06-20,1974.915381
2008-06-23,1973.568206
2008-06-24,1964.254719
2008-06-25,1953.364494
2008-06-26,1961.360358
2008-06-27,1969.546898
2008-06-30,1961.212579
2008-07-01,1975.017518
2008-07-02,1972.553061
2008-07-03,1954.142245
2008-07-04,1947.592628
2008-07-07,1923.472335
2008-07-08,1910.375262
2008-07-09,1896.392187
2008-07-10,1904.08619
2008-07-11,1905.991066
2008-07-14,1897.529612
2008-07-15,1885.020836
2008-07-16,1857.40062
2008-07-17,1864.928504
2008-07-18,1859.583493
2008-07-21,1894.488507
2008-07-22,1881.46058
2008-07-23,1893.655342
2008-07-24,1906.223066
2008-07-25,1906.550008
2008-07-28,1902.025368
2008-07-29,1888.720043
2008-07-30,1908.583579
2008-07-31,1910.378146
2008-08-01,1906.346774
2008-08-04,1896.717571
2008-08-05,1883.028316
2008-08-06,1874.310623
2008-08-07,1875.092585
2008-08-08,1866.673238
2008-08-11,1812.204082
2008-08-12,1783.140397
2008-08-13,1793.210896
2008-08-14,1805.480015
2008-08-15,1799.666398
2008-08-18,1794.51343
2008-08-19,1796.01707
2008-08-20,1783.489128
2008-08-21,1774.968439
2008-08-22,1769.102564
2008-08-25,1750.201858
2008-08-26,1727.198871
2008-08-27,1734.41177
2008-08-28,1746.800245
2008-08-29,1754.856383
2008-09-01,1735.638087
2008-09-02,1719.570987
2008-09-03,1721.729126
2008-09-04,1701.404933
2008-09-05,1692.408828
2008-09-08,1654.911653
2008-09-09,1661.231799
2008-09-10,1621.991946
2008-09-11,1590.987094
2008-09-12,1595.700022
2008-09-15,1497.662365
2008-09-16,1496.788766
2008-09-17,1534.371545
2008-09-18,1524.019459
2008-09-19,1536.537612
2008-09-22,1594.19513
2008-09-23,1559.806059
2008-09-24,1530.180748
2008-09-25,1510.309752
2008-09-26,1508.318793
2008-09-29,1531.430778
2008-09-30,1521.255848
2008-10-01,1522.743446
2008-10-02,1519.903349
2008-10-03,1507.614383
2008-10-06,1370.355879
2008-10-07,1317.364633
2008-10-08,1268.101079
2008-10-09,1312.804151
2008-10-10,1297.250509
2008-10-13,1343.8334
2008-10-14,1389.364754
2008-10-15,1373.060908
2008-10-16,1338.860923
2008-10-17,1337.529328
2008-10-20,1303.268263
2008-10-21,1330.473257
2008-10-22,1284.046031
2008-10-23,1244.78534
2008-10-24,1235.940197
2008-10-27,1137.630766
2008-10-28,1125.783604
2008-10-29,1140.959134
2008-10-30,1153.934576
2008-10-31,1141.671577
2008-11-03,1136.507082
2008-11-04,1141.145695
2008-11-05,1146.035925
2008-11-06,1123.001093
2008-11-07,1124.645684
2008-11-10,1076.998137
2008-11-11,1032.695552
2008-11-12,997.0038837
2008-11-13,976.2684717
2008-11-14,983.3806764
2008-11-17,959.5400971
2008-11-18,972.7451113
2008-11-19,994.3658687
2008-11-20,994.5481666
2008-11-21,990.5002974
2008-11-24,961.9057187
2008-11-25,978.1558369
2008-11-26,973.4669691
2008-11-27,997.5059403
2008-11-28,994.4355014
2008-12-01,1010.301652
2008-12-02,978.9175387
2008-12-03,987.9122258
2008-12-04,992.5756698
2008-12-05,991.8530451
2008-12-08,995.4926799
2008-12-09,996.5415023
2008-12-10,995.9081288
2008-12-11,988.2979666
2008-12-12,984.8748468
2008-12-15,987.0617865
2008-12-16,984.0732163
2008-12-17,985.6333542
2008-12-18,979.1992631
2008-12-19,976.4828457
2008-12-22,908.4530518
2008-12-23,925.263536
2008-12-24,927.0729253
2008-12-25,903.9887581
2008-12-26,905.1091427
2008-12-29,897.2923676
2008-12-30,899.2667131
2008-12-31,884.2403531
2009-01-01,884.2403531
2009-01-02,885.404841
2009-01-05,856.7844251
2009-01-06,860.7661532
2009-01-07,850.2631658
2009-01-08,841.2045942
2009-01-09,838.6698193
2009-01-12,822.1244228
