Date,FM GCC COUNTRIES
2014-05-30,1000.0
2014-06-02,997.0625901249958
2014-06-03,1002.1050375728507
2014-06-04,1001.6947775612791
2014-06-05,999.5912862121527
2014-06-06,999.7358038315494
2014-06-09,990.1931585068489
2014-06-10,993.8183243851533
2014-06-11,991.4418909236731
2014-06-12,988.2211611123512
2014-06-13,987.7930537478285
2014-06-16,976.7425514339886
2014-06-17,969.2703763515736
2014-06-18,963.0168447251109
2014-06-19,963.506872434293
2014-06-20,962.5393915476639
2014-06-23,958.3291013040675
2014-06-24,954.857652085333
2014-06-25,967.2881606234616
2014-06-26,955.0952551373687
2014-06-27,955.6431819493438
2014-06-30,955.837297437242
2014-07-01,959.2257770254563
2014-07-02,977.2048619687598
2014-07-03,968.8569154044649
2014-07-04,968.8569154044649
2014-07-07,959.8864624058459
2014-07-08,968.3550112926126
2014-07-09,969.9956295158449
2014-07-10,978.8036371483618
2014-07-11,978.6637419153358
2014-07-14,986.5898869727437
2014-07-15,978.7634495100284
2014-07-16,982.7134203329734
2014-07-17,974.6296939043222
2014-07-18,974.6296939043222
2014-07-21,978.9566632788793
2014-07-22,983.2367560599051
2014-07-23,979.4836245646914
2014-07-24,980.3037161576759
2014-07-25,979.7445956905158
2014-07-28,978.661656294261
2014-07-29,977.8238642880693
2014-07-30,976.9878456994246
2014-07-31,977.5035100166717
2014-08-01,977.7824695417938
2014-08-04,991.9614433803414
2014-08-05,995.1491040647936
2014-08-06,991.6169124713283
2014-08-07,1001.295221122933
2014-08-08,1001.8650587108957
2014-08-11,995.7900988442179
2014-08-12,995.8286554910604
2014-08-13,1001.8916159824561
2014-08-14,1003.0038446418973
2014-08-15,1003.0038446418973
2014-08-18,999.5740941995408
2014-08-19,1003.6254050768154
2014-08-20,1010.0797899766735
2014-08-21,1006.6915164755984
2014-08-22,1006.3998864883089
2014-08-25,994.150296822267
2014-08-26,995.5098388491974
2014-08-27,995.9989759506219
2014-08-28,991.8530505733756
2014-08-29,991.8530505733754
2014-09-01,993.0545352183677
2014-09-02,996.8864407177489
2014-09-03,1000.6043934736505
2014-09-04,998.6468812393327
2014-09-05,998.646881239333
2014-09-08,996.7641612873464
2014-09-09,998.0286494868582
2014-09-10,999.4127165130167
2014-09-11,995.2481802082815
2014-09-12,994.9692288479623
2014-09-15,996.9221409795001
2014-09-16,1000.4658787073869
2014-09-17,1005.2314299567055
2014-09-18,1003.1659531536435
2014-09-19,1002.0424714188445
2014-09-22,1005.4429202381308
2014-09-23,1001.8184635852288
2014-09-24,1000.1148765943454
2014-09-25,1002.2769330261441
2014-09-26,1001.5771017070283
2014-09-29,994.9480500432937
2014-09-30,993.2735123790413
2014-10-01,998.1796127853116
2014-10-02,1005.434370934524
2014-10-03,1002.6386330625334
2014-10-06,1003.6149409013109
2014-10-07,1005.1539249933959
2014-10-08,1005.2057654539323
2014-10-09,1004.1946349843513
2014-10-10,1002.9345940297136
2014-10-13,983.9447603234631
2014-10-14,982.2642742453039
2014-10-15,979.3556646251644
2014-10-16,975.8892362944813
2014-10-17,976.1641883906666
2014-10-20,967.1437614912778
2014-10-21,959.8757243781539
2014-10-22,954.9328004480361
2014-10-23,972.0914656397059
2014-10-24,972.0914656397059
2014-10-27,953.8115610860531
2014-10-28,952.9654735494073
2014-10-29,954.8213991875282
2014-10-30,953.4460329852914
2014-10-31,951.0622235959812
2014-11-03,955.4535279331218
2014-11-04,955.1588094533342
2014-11-05,943.4901999475375
2014-11-06,932.8821826146507
2014-11-07,931.8547251699131
2014-11-10,933.7931384952146
2014-11-11,941.1947367539838
2014-11-12,938.844464929607
2014-11-13,937.6299595329638
2014-11-14,937.3708442680775
2014-11-17,934.2199185138426
2014-11-18,933.6617699311767
2014-11-19,927.2786524080581
2014-11-20,924.4995395933374
2014-11-21,923.8650824326447
2014-11-24,928.5207549908843
2014-11-25,913.512056338426
2014-11-26,920.3000945658441
2014-11-27,911.6088430190492
2014-11-28,910.7332702686996
2014-12-01,890.9605334666261
2014-12-02,888.6986697217935
2014-12-03,892.1736645636081
2014-12-04,894.3999695602181
2014-12-05,892.4338370130031
2014-12-08,872.4546322545065
2014-12-09,858.6109518023001
2014-12-10,866.9592441184552
2014-12-11,840.8084660474564
2014-12-12,841.9840705604688
2014-12-15,799.8346775789654
2014-12-16,773.4581756544264
2014-12-17,761.7001587852652
2014-12-18,780.9895699118722
2014-12-19,780.7743375313681
2014-12-22,852.8645199526931
2014-12-23,858.5240927415709
2014-12-24,865.1830251849486
2014-12-25,856.4164570657733
2014-12-26,855.949211092569
2014-12-29,851.5486922450906
2014-12-30,845.6038734510898
2014-12-31,846.8297385134513
2015-01-01,846.9072178813224
2015-01-02,845.4030152392247
2015-01-05,840.0803633700373
2015-01-06,823.7001719909902
2015-01-07,818.9956477183032
2015-01-08,828.1979968381339
2015-01-09,829.1005146831963
2015-01-12,848.8887104593813
2015-01-13,850.2904650333907
2015-01-14,858.8131260538137
2015-01-15,858.2097189878768
2015-01-16,858.6765214447169
2015-01-19,859.730737912626
2015-01-20,855.0758609063746
2015-01-21,863.9125420200601
2015-01-22,865.6277504062256
2015-01-23,864.0734895797877
2015-01-26,861.1352778013439
2015-01-27,854.1491478218902
2015-01-28,856.9013581961592
2015-01-29,854.1505428100675
2015-01-30,853.4588365519418
2015-02-02,863.1780101330189
2015-02-03,860.5130095386422
2015-02-04,865.7599309482363
2015-02-05,865.5770050543885
2015-02-06,864.1796481694101
2015-02-09,868.034594541406
2015-02-10,872.1806008021415
2015-02-11,869.9363696483268
2015-02-12,871.9414876948464
2015-02-13,872.2951944480035
2015-02-16,872.3599338347125
2015-02-17,870.5037651135054
2015-02-18,874.0830170848219
2015-02-19,875.4484290702239
2015-02-20,875.4484290702236
2015-02-23,885.4556954544947
2015-02-24,886.5000155415127
2015-02-25,886.4086029390795
2015-02-26,884.3307869832587
2015-02-27,885.013563847831
2015-03-02,878.5289153219732
2015-03-03,878.3268809025814
2015-03-04,878.2392000233972
2015-03-05,873.7762770949759
2015-03-06,871.1976866268509
2015-03-09,868.2915423536652
2015-03-10,862.4702557178452
2015-03-11,863.7003323337144
2015-03-12,860.7703222870122
2015-03-13,859.3956710536094
2015-03-16,850.1634477051174
2015-03-17,844.5299964232612
2015-03-18,843.0181897752299
2015-03-19,841.6999161211476
2015-03-20,843.1625459378945
2015-03-23,840.5132627045073
2015-03-24,842.3113070387915
2015-03-25,834.7097917229255
2015-03-26,812.7346969825765
2015-03-27,812.5189556181073
2015-03-30,824.941622217946
2015-03-31,819.5340117123984
2015-04-01,816.6447839010809
2015-04-02,820.3856331356727
2015-04-03,820.385633135673
2015-04-06,823.8546300274177
2015-04-07,829.2983445242713
2015-04-08,830.8091558197426
2015-04-09,823.3818065012341
2015-04-10,823.3996813144272
2015-04-13,830.1973056234634
2015-04-14,834.2109315326621
2015-04-15,840.0189703271412
2015-04-16,849.6505866136374
2015-04-17,850.9965506145975
2015-04-20,847.061009590743
2015-04-21,842.5047600226442
2015-04-22,849.0991598504623
2015-04-23,849.7674954821047
2015-04-24,851.2400857666266
2015-04-27,849.2419696945525
2015-04-28,845.4375001076937
2015-04-29,847.939241037067
2015-04-30,851.7470804928184
2015-05-01,851.9897214566311
2015-05-04,845.9157377630759
2015-05-05,843.2335058770768
2015-05-06,843.9168796856048
2015-05-07,837.3776371954482
2015-05-08,837.3776371954482
2015-05-11,838.3838251110164
2015-05-12,838.1526573412822
2015-05-13,833.8591396138092
2015-05-14,835.3797824592375
2015-05-15,835.8181107131686
2015-05-18,837.1368780490691
2015-05-19,826.7539485957844
2015-05-20,821.9551957990948
2015-05-21,818.5181812613155
2015-05-22,817.6503961031093
2015-05-25,810.8459297480636
2015-05-26,808.4694287342419
2015-05-27,809.7827247961803
2015-05-28,811.1692307067683
2015-05-29,811.274050335712
2015-06-01,820.3751949112403
2015-06-02,829.8907194887262
2015-06-03,832.8815673178614
2015-06-04,824.8984617757035
2015-06-05,824.2708408776399
2015-06-08,818.6474404595589
2015-06-09,827.5615264353003
2015-06-10,832.3672692790856
2015-06-11,829.8217967433345
2015-06-12,830.1581095716891
2015-06-15,826.619115072588
2015-06-16,828.7517388209683
2015-06-17,823.4003749191085
2015-06-18,826.1079507727436
2015-06-19,825.5833668191573
2015-06-22,817.6231367523853
2015-06-23,823.7588487521336
2015-06-24,818.621260614964
2015-06-25,825.0840350136139
2015-06-26,825.3972033037041
2015-06-29,824.6103495907627
2015-06-30,820.5258256062226
2015-07-01,819.6648056551159
2015-07-02,818.507565605037
2015-07-03,818.9208834797633
2015-07-06,817.9675535310192
2015-07-07,811.6854893388642
2015-07-08,815.8243500585124
2015-07-09,817.7344185691798
2015-07-10,818.250366009665
2015-07-13,819.3947799216438
2015-07-14,825.0147631771137
2015-07-15,832.7711863697996
2015-07-16,824.8321782629499
2015-07-17,824.8321782629499
2015-07-20,824.6040534157376
2015-07-21,826.4961073680211
2015-07-22,826.2737677264541
2015-07-23,827.3800682225116
2015-07-24,826.8187354659776
2015-07-27,826.3340673697938
2015-07-28,818.6416974414243
2015-07-29,817.2176885887867
2015-07-30,816.2559722250063
2015-07-31,817.0752598962197
2015-08-03,808.2540611835801
2015-08-04,807.9105213265406
2015-08-05,808.1621546650714
2015-08-06,809.6587153544089
2015-08-07,809.6382436004102
2015-08-10,810.6750411018279
2015-08-11,814.3134978334788
2015-08-12,810.6560682666511
2015-08-13,803.7483179983258
