Date,FM GCC COUNTRIES DOMESTIC
2014-05-30,1000.0
2014-06-02,996.945327737709
2014-06-03,1002.1285915342589
2014-06-04,1001.4376229968622
2014-06-05,1000.0181048018815
2014-06-06,1000.1618453976853
2014-06-09,990.1093753821659
2014-06-10,992.834748150102
2014-06-11,991.6153440581248
2014-06-12,988.4958006173088
2014-06-13,988.070082355679
2014-06-16,977.1910900299184
2014-06-17,969.2085978900311
2014-06-18,963.9865590598462
2014-06-19,963.7370091130034
2014-06-20,962.7751784557706
2014-06-23,958.7118682213589
2014-06-24,954.8886197845128
2014-06-25,968.9011353098958
2014-06-26,956.0785229131833
2014-06-27,956.6237578881794
2014-06-30,956.8059267348804
2014-07-01,960.3040691846519
2014-07-02,977.652143611306
2014-07-03,970.573251070916
2014-07-04,970.5732510709158
2014-07-07,961.0488423829628
2014-07-08,970.0582526528225
2014-07-09,971.9535780427105
2014-07-10,980.5763861292068
2014-07-11,980.4370537750448
2014-07-14,988.1010564296479
2014-07-15,980.5519916356482
2014-07-16,984.0907886989469
2014-07-17,976.2816082995291
2014-07-18,976.2816082995291
2014-07-21,981.5051307491467
2014-07-22,985.3912120522547
2014-07-23,981.3245672303265
2014-07-24,982.667656420724
2014-07-25,982.11035567031
2014-07-28,980.9909627105516
2014-07-29,980.1558973871286
2014-07-30,979.3225997094773
2014-07-31,979.8353684229477
2014-08-01,980.1134221643017
2014-08-04,994.2406878032783
2014-08-05,997.4910551240339
2014-08-06,993.6348472146357
2014-08-07,1003.8927293586461
2014-08-08,1004.4608179942795
2014-08-11,997.1765494985356
2014-08-12,998.0061909617884
2014-08-13,1003.8185427157689
2014-08-14,1004.9598008241547
2014-08-15,1004.9598008241547
2014-08-18,1001.9283827050538
2014-08-19,1005.6317246614028
2014-08-20,1012.2630907349986
2014-08-21,1008.8034046409774
2014-08-22,1008.5126651537169
2014-08-25,995.3749720653493
2014-08-26,997.7794981611211
2014-08-27,998.7878152105712
2014-08-28,994.4964586913469
2014-08-29,994.4964586913469
2014-09-01,995.7415155128052
2014-09-02,999.9692395808613
2014-09-03,1003.5662840133413
2014-09-04,1001.573255161369
2014-09-05,1001.573255161369
2014-09-08,998.8836830894872
2014-09-09,1000.9463026292686
2014-09-10,1002.4236434092711
2014-09-11,998.0851978647167
2014-09-12,997.8070406766656
2014-09-15,1000.1378532097812
2014-09-16,1003.0468415210355
2014-09-17,1007.9904275565641
2014-09-18,1005.9160262144769
2014-09-19,1004.7958282456834
2014-09-22,1007.1440988046274
2014-09-23,1004.1015562537743
2014-09-24,1002.0562543815414
2014-09-25,1004.2873272074208
2014-09-26,1003.5901924616869
2014-09-29,997.255746396182
2014-09-30,995.2854903408779
2014-10-01,999.9305215811066
2014-10-02,1007.6791603144383
2014-10-03,1004.8933715618045
2014-10-06,1005.8662050393717
2014-10-07,1007.3997123889571
2014-10-08,1007.4404283933537
2014-10-09,1006.4112302416535
2014-10-10,1005.1556733618563
2014-10-13,985.7992918954847
2014-10-14,984.302390060165
2014-10-15,981.0168657910523
2014-10-16,977.5294171894775
2014-10-17,977.8032870160324
2014-10-20,968.9084434664002
2014-10-21,961.6894819449176
2014-10-22,956.1109908707147
2014-10-23,974.0947606810533
2014-10-24,974.0947606810532
2014-10-27,954.9440683461136
2014-10-28,954.0635689129666
2014-10-29,956.235637838755
2014-10-30,954.5895254589665
2014-10-31,952.2171010726057
2014-11-03,957.501510277855
