Date,FM ASIA INDEX
2009-05-29,1000.0
2009-06-01,1005.2515214909068
2009-06-02,1004.5052644745318
2009-06-03,989.7805107340885
2009-06-04,985.0851644027266
2009-06-05,1003.7386998013535
2009-06-08,1019.4932062351054
2009-06-09,1044.6859310407053
2009-06-10,1023.7010432968113
2009-06-11,1041.3451455114512
2009-06-12,1023.9688103543976
2009-06-15,998.9708112976994
2009-06-16,978.5123967526127
2009-06-17,1009.2816720006564
2009-06-18,1021.6402930090114
2009-06-19,1022.1164289941175
2009-06-22,1013.3876843261367
2009-06-23,997.7392988759991
2009-06-24,1009.3961730212907
2009-06-25,1022.3306291959597
2009-06-26,1033.4336199046327
2009-06-29,1033.7484286681977
2009-06-30,1015.6783673110245
2009-07-01,1010.3888582298374
2009-07-02,1038.38206321
2009-07-03,1041.35982921
2009-07-06,1065.5758974
2009-07-07,1057.73424455
2009-07-08,1044.73575744
2009-07-09,1037.374052019645
2009-07-10,1033.951791023108
2009-07-13,1042.3470849935093
2009-07-14,1036.6169403577728
2009-07-15,1048.374783599197
2009-07-16,1053.2832831859928
2009-07-17,1059.2453342724825
2009-07-20,1049.5664476237946
2009-07-21,1064.7425978807821
2009-07-22,1071.1392124105748
2009-07-23,1083.00532610451
2009-07-24,1096.237360583804
2009-07-27,1099.84729084382
2009-07-28,1080.961345004797
2009-07-29,1064.7376002159428
2009-07-30,1053.0294413228594
2009-07-31,1080.8721845338473
2009-08-03,1074.0971647269187
2009-08-04,1088.1793062834588
2009-08-05,1095.149466885696
2009-08-06,1099.4041359336154
2009-08-07,1106.8857575191664
2009-08-10,1131.4449363933263
2009-08-11,1132.7048321651373
2009-08-12,1134.8534865229074
2009-08-13,1133.5889088607782
2009-08-14,1133.6131435275774
2009-08-17,1124.6818154649868
2009-08-18,1139.7057043795116
2009-08-19,1137.9799082073002
2009-08-20,1146.5107306514499
2009-08-21,1158.9406147719258
2009-08-24,1187.8091481397555
2009-08-25,1190.121691629212
2009-08-26,1201.7610336359298
2009-08-27,1202.9366997960558
2009-08-28,1226.0238226468557
2009-08-31,1245.066600082232
2009-09-01,1255.6024112207388
2009-09-02,1265.910602008236
2009-09-03,1249.3307057483219
2009-09-04,1248.1837598696513
2009-09-07,1232.3826998190987
2009-09-08,1238.5042394043548
2009-09-09,1262.0870310572693
2009-09-10,1261.6513037741051
2009-09-11,1270.813783422538
2009-09-14,1278.4981887197234
2009-09-15,1272.3175019568837
2009-09-16,1282.912197085225
2009-09-17,1300.7072960296541
2009-09-18,1331.3368669414638
2009-09-21,1338.2156436869818
2009-09-22,1339.1245765414653
2009-09-23,1337.992405948578
2009-09-24,1347.8911107045194
2009-09-25,1345.0750396240878
2009-09-28,1314.7201548947162
2009-09-29,1327.9286694017906
2009-09-30,1315.7905861569147
2009-10-01,1306.3587163804089
2009-10-02,1304.1613263794338
2009-10-05,1306.2879509255777
2009-10-06,1315.8430142595116
2009-10-07,1343.2093969680377
2009-10-08,1340.8815271021936
2009-10-09,1353.9867702029396
2009-10-12,1355.7470929169688
2009-10-13,1354.398383782218
2009-10-14,1377.0985532706188
2009-10-15,1393.9108486978562
2009-10-16,1379.591532307848
2009-10-19,1346.7241121023376
2009-10-20,1364.577248585987
2009-10-21,1343.965681903888
2009-10-22,1344.026905116145
2009-10-23,1347.0912623348968
2009-10-26,1359.987357354662
