Date,FM (FRONTIER MARKETS)
2002-05-31,241.99710787958006
2002-06-03,246.9233033139875
2002-06-04,246.8751864103079
2002-06-05,247.03512404342297
2002-06-06,247.81742048361812
2002-06-07,248.25824261845116
2002-06-10,249.11141717547724
2002-06-11,248.87649044083017
2002-06-12,247.8306368566215
2002-06-13,248.38484193189927
2002-06-14,249.55219215719475
2002-06-17,247.4660784181392
2002-06-18,247.92740980905012
2002-06-19,247.2462548423626
2002-06-20,246.86018418141984
2002-06-21,247.11905108508574
2002-06-24,247.50715616047424
2002-06-25,246.75226660003165
2002-06-26,247.66351766827515
2002-06-27,247.07383602753632
2002-06-28,247.52963274650776
2002-07-01,247.88097064136133
2002-07-02,248.73802888016402
2002-07-03,249.15375256664788
2002-07-04,249.39863644163626
2002-07-05,249.51950744673817
2002-07-08,251.8317744124549
2002-07-09,253.05283227134456
2002-07-10,252.5972642054435
2002-07-11,251.46436905158816
2002-07-12,250.78878305948678
2002-07-15,250.5703113545146
2002-07-16,249.23009296400417
2002-07-17,249.72227073344482
2002-07-18,249.21029333312882
2002-07-19,249.40991126932917
2002-07-22,247.61887561966793
2002-07-23,246.36868534693042
2002-07-24,243.71643378443346
2002-07-25,245.16905014372568
2002-07-26,245.23059527116013
2002-07-29,241.3730825860317
2002-07-30,244.12680647116687
2002-07-31,243.74596785511392
2002-08-01,244.6903344415422
2002-08-02,246.06376068817016
2002-08-05,246.96453500596422
2002-08-06,244.78558841690867
2002-08-07,245.4651740523875
2002-08-08,245.28323121091404
2002-08-09,245.35739224638567
2002-08-12,245.0130312193448
2002-08-13,244.78874128005262
2002-08-14,244.81062432893427
2002-08-15,244.9130240809178
2002-08-16,244.8690700851996
2002-08-19,244.79296326437083
2002-08-20,243.4266915877255
2002-08-21,244.28212872591115
2002-08-22,246.40031026276287
2002-08-23,247.50810083867705
2002-08-26,250.3467519754428
2002-08-27,252.6165124402024
2002-08-28,252.0114407973177
2002-08-29,252.5191389694227
2002-08-30,252.02442681700916
2002-09-02,251.41121500567513
2002-09-03,250.59138293415248
2002-09-04,252.0733663611204
2002-09-05,252.45647503911673
2002-09-06,250.60738991677604
2002-09-09,249.4794186558721
2002-09-10,247.3948487536575
2002-09-11,248.5470917296244
2002-09-12,247.6190106326007
2002-09-13,247.71958242098995
2002-09-16,245.35504370117087
2002-09-17,246.74324717142935
2002-09-18,248.01783413017583
2002-09-19,247.43739592389986
2002-09-20,247.1487117382131
2002-09-23,245.73053639583168
2002-09-24,245.6253562099896
2002-09-25,244.88802299561513
2002-09-26,243.6169663661332
2002-09-27,243.45668616240357
2002-09-30,243.43716432795276
2002-10-01,239.01510959487027
2002-10-02,239.46283099242837
2002-10-03,239.91430947143837
2002-10-04,240.12148152640145
2002-10-07,241.15464269368002
2002-10-08,242.02791219414948
2002-10-09,242.84693507312863
2002-10-10,242.86530649697963
2002-10-11,243.2924434345835
2002-10-14,243.64372827225438
2002-10-15,243.1232710879108
2002-10-16,243.3862909713348
2002-10-17,242.90954648869777
2002-10-18,243.24365094760836
2002-10-21,246.0183650573308
2002-10-22,245.04902630184876
2002-10-23,245.49520509154894
2002-10-24,244.94113917620464
2002-10-25,245.81259186496882
2002-10-28,244.817073607996
2002-10-29,245.2662460966489
2002-10-30,245.04901521172
2002-10-31,245.47938990319474
2002-11-01,246.02311191563365
2002-11-04,248.3096633469242
2002-11-05,248.8454243500107
2002-11-06,247.89731065538098
2002-11-07,249.14156827895724
2002-11-08,250.11272205479614
2002-11-11,252.396379677667
2002-11-12,252.5069302070462
2002-11-13,252.21313351401525
2002-11-14,252.09538243578936
2002-11-15,252.52821516338955
2002-11-18,254.9420717311979
2002-11-19,255.8753802663579
2002-11-20,255.99983024536897
2002-11-21,255.84094023309868
2002-11-22,256.03196482351973
2002-11-25,257.70094621816344
2002-11-26,258.51536618190124
2002-11-27,258.1908991964152
2002-11-28,258.94099540810663
2002-11-29,259.3443262586415
2002-12-02,260.9352311299875
2002-12-03,260.16685126197814
2002-12-04,260.9791984132364
2002-12-05,261.6541099803052
2002-12-06,261.5047502447327
2002-12-09,261.46119403751294
2002-12-10,260.83864028294914
2002-12-11,262.7140271664003
2002-12-12,263.2274584747651
2002-12-13,263.2974712300313
2002-12-16,266.32042286857705
2002-12-17,266.7356554353931
2002-12-18,268.14323977572116
2002-12-19,267.954935258795
2002-12-20,268.73125914406745
2002-12-23,265.17892380339583
2002-12-24,267.0809447254592
2002-12-25,266.6296061055734
2002-12-26,266.7569293288795
2002-12-27,267.1734732529656
2002-12-30,267.2303074470387
2002-12-31,269.2446676098268
2003-01-01,269.2446676098268
2003-01-02,268.600950677422
2003-01-03,269.1400362149596
2003-01-06,272.3996199821909
2003-01-07,272.9805057850292
2003-01-08,272.7474736189446
2003-01-09,273.3732298522746
2003-01-10,274.4188226081201
2003-01-13,275.00350738975413
2003-01-14,276.79102222631246
2003-01-15,277.2989859850986
2003-01-16,277.1222729918439
2003-01-17,276.68822530525983
2003-01-20,276.14085439490145
2003-01-21,277.3489276514518
2003-01-22,277.20750348733867
2003-01-23,277.4869675758958
2003-01-24,277.7811408084567
2003-01-27,277.08122287554284
2003-01-28,275.86561373074767
2003-01-29,275.7194951548072
2003-01-30,275.34771080342534
2003-01-31,275.3641783550735
2003-02-03,274.3296411145089
2003-02-04,272.485627583411
2003-02-05,272.5714956208624
2003-02-06,272.36151980399984
2003-02-07,272.34229427212676
2003-02-10,269.32456288208874
2003-02-11,269.13281255071
2003-02-12,269.1282671653665
2003-02-13,269.9456216278987
2003-02-14,268.39292022009283
2003-02-17,273.98088636625977
2003-02-18,272.86590340428734
2003-02-19,273.90907254302533
2003-02-20,273.31100903876256
2003-02-21,273.0790607095637
2003-02-24,269.5095788739124
2003-02-25,268.41703988728665
2003-02-26,268.32425795355294
2003-02-27,267.92679471874516
2003-02-28,268.6355584302511
2003-03-03,271.70048387324823
2003-03-04,271.96469684614823
2003-03-05,272.24964953303663
2003-03-06,272.2600842556425
2003-03-07,272.0894104860821
2003-03-10,271.8011157224045
2003-03-11,271.62389792756767
2003-03-12,271.5751389894282
2003-03-13,271.51542113487756
2003-03-14,271.52083544318697
2003-03-17,270.3305836602498
2003-03-18,272.43172080914405
2003-03-19,274.4144525852901
2003-03-20,274.53569687397874
2003-03-21,274.4887407440695
2003-03-24,275.96113811373783
2003-03-25,275.09909508530103
2003-03-26,275.6690789832755
2003-03-27,277.00137465752834
2003-03-28,276.6818835048791
2003-03-31,276.90288306999804
2003-04-01,276.041886395846
2003-04-02,275.7565763047434
2003-04-03,275.84687660347686
2003-04-04,275.3321158049383
2003-04-07,283.01841915766653
2003-04-08,282.3961351394813
2003-04-09,285.3206980958889
2003-04-10,286.08735006661294
2003-04-11,287.15539405926967
2003-04-14,283.433122126999
2003-04-15,285.54533282308984
2003-04-16,288.31244118447904
2003-04-17,288.7886562369771
2003-04-18,288.6933169866069
2003-04-21,299.6639499251347
2003-04-22,299.3908976811482
2003-04-23,298.72210446827427
2003-04-24,298.6075610030291
2003-04-25,298.52751049113596
2003-04-28,300.2885494287856
2003-04-29,302.56865460406107
2003-04-30,304.39381178907286
2003-05-01,304.92930168980723
2003-05-02,304.2949124937954
2003-05-05,304.452304540616
2003-05-06,303.4513525568469
2003-05-07,304.1698837598542
2003-05-08,304.1595292463127
2003-05-09,305.1390715544008
2003-05-12,303.8107364966656
2003-05-13,302.2538210786978
2003-05-14,301.94402561048736
2003-05-15,301.8951700201678
2003-05-16,302.561085043144
2003-05-19,303.402148290843
2003-05-20,303.5123533546339
2003-05-21,306.07441931548846
2003-05-22,306.26180157118375
2003-05-23,306.5661195231481
2003-05-26,312.89475589556565
2003-05-27,314.271187883886
2003-05-28,314.4629274646066
2003-05-29,315.24946800159785
2003-05-30,314.3594050367783
2003-06-02,317.02383145407924
2003-06-03,315.07495066621374
2003-06-04,315.6044057413632
2003-06-05,316.68268241560406
2003-06-06,315.4528126213795
2003-06-09,314.98686231524994
2003-06-10,315.1964067679517
2003-06-11,319.4761991988629
2003-06-12,318.94353180970495
2003-06-13,319.3259021508391
2003-06-16,323.32387874415
2003-06-17,323.0131133057606
2003-06-18,323.15148184941717
2003-06-19,323.79335666771664
2003-06-20,323.11122629655625
2003-06-23,316.76045490302215
2003-06-24,311.70438203344446
2003-06-25,314.10172607016693
2003-06-26,313.47534710274846
2003-06-27,313.8581047943356
2003-06-30,310.6951883891887
2003-07-01,305.90607356992734
2003-07-02,311.31412824533726
2003-07-03,311.67342736568685
2003-07-04,315.8023915321855
2003-07-07,314.99616818544206
2003-07-08,317.4308983350876
2003-07-09,315.51388822915766
2003-07-10,316.0003655287553
2003-07-11,316.1187068863112
2003-07-14,319.17113431537956
2003-07-15,319.7614801112057
2003-07-16,318.3844353550786
2003-07-17,318.58001780272633
2003-07-18,318.2755000017673
2003-07-21,318.2719812599115
2003-07-22,318.7111810199599
2003-07-23,319.0229318383552
2003-07-24,319.06632133450375
2003-07-25,319.8656949973767
2003-07-28,322.2511951331221
2003-07-29,325.06375969163247
2003-07-30,323.589671545386
2003-07-31,323.21325989601905
2003-08-01,323.4548999380132
2003-08-04,325.10108498666614
2003-08-05,326.40659444874194
2003-08-06,326.33695041474834
2003-08-07,326.43912546184737
2003-08-08,326.716088050394
2003-08-11,330.6729573627799
2003-08-12,331.28096289432915
2003-08-13,334.3967003006563
2003-08-14,334.36393625251407
2003-08-15,334.50368075727806
2003-08-18,333.0016070856712
2003-08-19,332.46813629142247
2003-08-20,331.0529603460948
2003-08-21,331.59911332908285
2003-08-22,331.92609079589903
2003-08-25,330.7435679689104
2003-08-26,329.1485544761418
2003-08-27,328.0388790892574
2003-08-28,328.0450445787745
2003-08-29,328.06055689572173
2003-09-01,330.6122318440837
2003-09-02,332.44758237210254
2003-09-03,336.0647797645689
2003-09-04,337.1230554888455
2003-09-05,338.1266697288023
2003-09-08,339.92102787547697
2003-09-09,341.40579212276003
2003-09-10,342.836816121409
2003-09-11,342.51846609622805
2003-09-12,342.9431326615203
2003-09-15,345.2832857994948
2003-09-16,345.4932073159606
2003-09-17,345.85617004030456
2003-09-18,346.7295415206831
2003-09-19,347.3063548230353
2003-09-22,347.840705430163
2003-09-23,348.6666405654075
2003-09-24,348.86256589878485
2003-09-25,348.99286129051626
2003-09-26,349.1713873475257
2003-09-29,350.49378947502225
2003-09-30,351.49255839721303
2003-10-01,351.33305655049855
2003-10-02,350.4360783144977
2003-10-03,349.9287806131193
2003-10-06,352.40434670060006
2003-10-07,355.05089343977426
2003-10-08,357.9464322701115
2003-10-09,359.9895251873156
2003-10-10,360.8962041405209
2003-10-13,357.069558088066
2003-10-14,358.6350688787305
2003-10-15,357.3637765420203
2003-10-16,357.8120835040633
2003-10-17,356.50315447236704
2003-10-20,353.55309941911133
2003-10-21,354.437428934859
2003-10-22,356.89685140532464
2003-10-23,356.8178917629012
2003-10-24,357.56076900059327
2003-10-27,356.72878406530486
2003-10-28,359.81831751189054
2003-10-29,359.08062405085786
2003-10-30,359.1795164381273
2003-10-31,359.3460176021634
2003-11-03,361.94732440500474
2003-11-04,360.03001458507526
2003-11-05,359.78740600622626
2003-11-06,360.68705726915596
2003-11-07,363.13994556202965
2003-11-10,362.8043728766335
2003-11-11,362.1903460861187
2003-11-12,362.16744203522666
2003-11-13,362.5434961898446
2003-11-14,363.04538704241133
2003-11-17,365.0001358620562
2003-11-18,366.16230386002684
2003-11-19,367.2007552944348
2003-11-20,366.9709156265349
2003-11-21,367.30458725819756
2003-11-24,370.2721350405999
2003-11-25,371.1044311192681
2003-11-26,370.99361051453894
2003-11-27,370.45839751632343
2003-11-28,370.47160291857523
2003-12-01,370.22966953847344
2003-12-02,369.67598841638284
2003-12-03,371.9598593444782
2003-12-04,371.98608148322677
2003-12-05,373.2154502743905
2003-12-08,374.7801084451503
2003-12-09,374.05285771315073
2003-12-10,375.84980684319373
2003-12-11,375.63412508900626
2003-12-12,375.63124619866466
2003-12-15,380.15821889697435
2003-12-16,379.4185533165027
2003-12-17,379.32834382334045
2003-12-18,381.19947050199625
2003-12-19,381.43358267009256
2003-12-22,382.55970017388563
2003-12-23,381.6797274132258
2003-12-24,382.4994126672866
2003-12-25,382.5342286803954
2003-12-26,382.3326316584558
2003-12-29,386.92725021418994
2003-12-30,387.0708938528634
2003-12-31,386.2409461755161
2004-01-01,386.24192918424995
2004-01-02,386.5960783950008
2004-01-05,391.467073022711
2004-01-06,389.60671041288475
2004-01-07,391.8814797778483
2004-01-08,392.9737430602017
2004-01-09,393.46428543714194
2004-01-12,392.5679749669089
2004-01-13,392.2798796270961
2004-01-14,391.45761404858143
2004-01-15,391.73921779262616
2004-01-16,391.1758873703899
2004-01-19,393.01534892002263
2004-01-20,395.6506278830442
2004-01-21,395.8408998670459
2004-01-22,396.09606936358034
2004-01-23,397.0471144275281
2004-01-26,394.3245596840716
2004-01-27,394.12497748136695
2004-01-28,397.5103166732168
2004-01-29,396.8732380321777
2004-01-30,397.4575442412226
2004-02-02,397.62972531389545
2004-02-03,398.2165678238085
2004-02-04,398.1834969197977
2004-02-05,398.2538541660657
2004-02-06,399.1793178288399
2004-02-09,399.91006798052797
2004-02-10,403.8848965121602
2004-02-11,405.9019246725282
2004-02-12,407.8355750576219
2004-02-13,408.97366267156025
2004-02-16,413.9583243012698
2004-02-17,410.29451939210566
2004-02-18,408.48809533294923
2004-02-19,406.7979829413586
2004-02-20,405.791489004763
2004-02-23,400.7811138598139
2004-02-24,402.0452664681166
2004-02-25,402.52109075737445
