Date,FRONTIER EMERGING MARKETS
2002-11-29,1000.0
2002-12-02,1003.1581951714307
2002-12-03,1001.0029442964695
2002-12-04,1002.1005211813219
2002-12-05,1003.490864316788
2002-12-06,1005.1665801331756
2002-12-09,997.6682669926109
2002-12-10,1000.4467592542753
2002-12-11,997.2013648575276
2002-12-12,1005.4823717444334
2002-12-13,1004.7326649839036
2002-12-16,999.990004447149
2002-12-17,989.3562415008435
2002-12-18,989.6465563644613
2002-12-19,987.0197713679581
2002-12-20,991.0054442569204
2002-12-23,981.3042827408447
2002-12-24,980.8438788826428
2002-12-25,985.3155019969879
2002-12-26,982.2745816133983
2002-12-27,983.5453995891658
2002-12-30,982.7843479916014
2002-12-31,985.3503528368059
2003-01-01,985.004953046722
2003-01-02,978.3151332015206
2003-01-03,987.6748825548298
2003-01-06,990.9694697280457
2003-01-07,981.5605914240341
2003-01-08,984.4358826136931
2003-01-09,986.491926560961
2003-01-10,995.2428182349139
2003-01-13,1000.9211967612407
2003-01-14,1009.5622866642716
2003-01-15,1011.9584134751194
2003-01-16,1009.0401971126715
2003-01-17,1007.7629843845268
2003-01-20,1011.9220370754472
2003-01-21,1015.846460180008
2003-01-22,1014.1733754743099
2003-01-23,1020.4080412369278
2003-01-24,1019.2863665207343
2003-01-27,1013.7157805413814
2003-01-28,1012.4928481593861
2003-01-29,1006.3326385938673
2003-01-30,1010.0981963862902
2003-01-31,1007.3363698915246
2003-02-03,1010.2883644629901
2003-02-04,1003.7113258156153
2003-02-05,999.8958119245326
2003-02-06,1006.1162140156727
2003-02-07,1007.691472169907
2003-02-10,999.1664689822636
2003-02-11,999.5801366392586
2003-02-12,1000.440269990247
2003-02-13,998.5158623799641
2003-02-14,995.7929628975465
2003-02-17,1011.2000230893
2003-02-18,1017.540597789107
2003-02-19,1015.1725449306934
2003-02-20,1011.1434131783387
2003-02-21,1008.6601289339516
2003-02-24,1002.6981023376154
2003-02-25,994.3582328749154
2003-02-26,992.2863455407468
2003-02-27,996.6946748479857
2003-02-28,1001.0360351725478
