Date,NEXT 11 ex IRAN
2002-05-31,1000.0
2002-06-03,1011.140232565106
2002-06-04,1018.034325267961
2002-06-05,1015.8937671697483
2002-06-06,1007.8022722662292
2002-06-07,996.5887371473609
2002-06-10,1009.0201261125975
2002-06-11,1016.3421758234379
2002-06-12,1012.8137309847261
2002-06-13,1013.2557487615753
2002-06-14,1011.2436818158
2002-06-17,1005.9066493451263
2002-06-18,1005.3765373386951
2002-06-19,975.7944305783742
2002-06-20,969.6814909409511
2002-06-21,965.8375057157715
2002-06-24,957.4195074324043
2002-06-25,952.6626116517297
2002-06-26,897.3185173203578
2002-06-27,918.0140813253169
2002-06-28,946.3117038855625
2002-07-01,943.0115684633118
2002-07-02,939.0659304135447
2002-07-03,941.4723121761746
2002-07-04,963.7762271979436
2002-07-05,984.9352181317647
2002-07-08,988.7895353118857
2002-07-09,1005.3436237040743
2002-07-10,991.3903440276164
2002-07-11,963.2021558133412
2002-07-12,991.8412506607508
2002-07-15,985.3211213867429
2002-07-16,976.4557664382373
2002-07-17,982.790674945558
2002-07-18,986.0450186959307
2002-07-19,965.4572991882835
2002-07-22,933.1888070778768
2002-07-23,942.6348982867025
2002-07-24,922.2647133596712
2002-07-25,922.27018836355
2002-07-26,880.0324343578985
2002-07-29,885.9806285695511
2002-07-30,909.145933700715
2002-07-31,907.8342817345875
2002-08-01,890.804323601492
2002-08-02,877.555848541862
2002-08-05,841.6072770634605
2002-08-06,839.2663040286445
2002-08-07,854.5200842027515
2002-08-08,863.7334656086616
2002-08-09,868.334606277632
2002-08-12,871.8501469573496
2002-08-13,882.8099617025188
2002-08-14,898.1204161956211
2002-08-15,901.1949415485769
2002-08-16,910.4264049138595
2002-08-19,909.7141565673229
2002-08-20,927.8720111440691
2002-08-21,938.7386429521156
2002-08-22,934.4559900154838
2002-08-23,921.300246144918
2002-08-26,918.5166830858061
2002-08-27,906.0622217798385
2002-08-28,900.4472102155866
2002-08-29,902.1567752264637
2002-08-30,914.8137514453186
2002-09-02,926.966461569766
2002-09-03,912.8458282320898
2002-09-04,897.2631981624068
2002-09-05,894.096632093899
2002-09-06,885.1721710952024
2002-09-09,880.01764568916
2002-09-10,897.4459570806995
2002-09-11,906.8469332700976
2002-09-12,917.49305135503
2002-09-13,894.3094199609498
2002-09-16,871.9992585358775
2002-09-17,892.5559394713628
2002-09-18,871.8860973089637
2002-09-19,863.5754222436702
2002-09-20,864.6612388454103
2002-09-23,831.8691301601461
2002-09-24,822.2349579999875
2002-09-25,809.8480370109522
2002-09-26,818.9546526137883
2002-09-27,813.6893991524779
2002-09-30,796.5370656618625
2002-10-01,807.1925505137311
2002-10-02,802.2009438082666
2002-10-03,804.5122595072063
2002-10-04,806.4728411260267
2002-10-07,778.797551569769
2002-10-08,783.4463352813517
2002-10-09,767.6889761371184
2002-10-10,730.734942768683
2002-10-11,735.3920467311258
2002-10-14,757.9083114096222
2002-10-15,778.9565274784071
2002-10-16,790.2763612406043
2002-10-17,804.2367975649894
2002-10-18,827.5617722139968
2002-10-21,815.0181182999407
2002-10-22,799.7295266760943
2002-10-23,820.1696737537392
2002-10-24,819.1395275495405
2002-10-25,821.2456891705514
2002-10-28,844.2736866445624
2002-10-29,838.0332557286482
2002-10-30,821.3933782300551
2002-10-31,833.0704764560311
2002-11-01,821.6500471726458
2002-11-04,854.2518474347503
2002-11-05,849.1907012948565
2002-11-06,864.4453195765268
2002-11-07,867.130891558925
2002-11-08,864.5655653891552
2002-11-11,846.1153875259968
2002-11-12,837.2413192201246
2002-11-13,839.837599291071
2002-11-14,835.6729337799546
2002-11-15,858.6728765282932
2002-11-18,850.4709185928167
2002-11-19,849.970676732476
2002-11-20,855.6015479752208
2002-11-21,876.1892605743006
2002-11-22,879.0717570755575
2002-11-25,892.6833237840067
2002-11-26,893.136924805808
2002-11-27,904.8420304880244
2002-11-28,914.8192629075452
2002-11-29,925.9516828678653
2002-12-02,927.8672619608798
2002-12-03,933.7883868343002
2002-12-04,906.5882402901216
2002-12-05,906.490479317771
2002-12-06,904.1116933162593
2002-12-09,898.6794824675244
2002-12-10,891.0407716127722
2002-12-11,891.9376401510942
2002-12-12,906.199173591327
2002-12-13,901.4816275889372
2002-12-16,889.1498899355022
2002-12-17,903.0888852303787
2002-12-18,901.2353369949736
2002-12-19,902.9066925940755
2002-12-20,904.7506390535073
2002-12-23,886.283454829619
2002-12-24,874.1376540045826
2002-12-25,874.8679065869471
2002-12-26,869.8440554821041
2002-12-27,856.5968054150517
2002-12-30,826.817816943371
2002-12-31,829.5548488503813
2003-01-01,829.5020531760301
2003-01-02,839.7467771147805
2003-01-03,868.1027781061088
2003-01-06,880.7284362430623
2003-01-07,865.9665274927609
2003-01-08,864.2073935482264
2003-01-09,847.7140691094072
2003-01-10,848.9498893790866
2003-01-13,867.6801271161596
2003-01-14,872.2853070212002
2003-01-15,871.755137734145
2003-01-16,867.5279281166963
2003-01-17,849.7849742934824
2003-01-20,845.2403313243996
2003-01-21,838.9253202589553
2003-01-22,823.083315297701
2003-01-23,826.9185275127202
2003-01-24,813.3447872856582
2003-01-27,794.4390786447218
2003-01-28,800.1957211806965
2003-01-29,781.0647271280474
2003-01-30,788.4300205835523
2003-01-31,793.1901708637309
2003-02-03,798.0436476422658
2003-02-04,797.3269600292085
2003-02-05,797.1083958251869
2003-02-06,781.3571031123242
2003-02-07,764.0972303060951
2003-02-10,756.2204025368278
2003-02-11,752.6815081444176
2003-02-12,764.3426079685728
2003-02-13,753.3387599560378
