Date,EM IMI MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,994.2605154985114
2001-06-04,995.0411632869668
2001-06-05,997.4308509964177
2001-06-06,1000.00284122337
2001-06-07,996.8359957600793
2001-06-08,1002.2605098833521
2001-06-11,1000.9607944074753
2001-06-12,1000.1552791255203
2001-06-13,1001.6875732343449
2001-06-14,1000.087725400251
2001-06-15,1001.0208483981315
2001-06-18,991.5535298893207
2001-06-19,991.1038331335844
2001-06-20,987.2255959184072
2001-06-21,989.3133051589259
2001-06-22,991.8792971597543
2001-06-25,994.3894364791529
2001-06-26,991.3875059905384
2001-06-27,993.8591147151302
2001-06-28,990.5851251380597
2001-06-29,994.8580079150317
2001-07-02,994.9642143414646
2001-07-03,989.0871298061651
2001-07-04,981.4279262073421
2001-07-05,976.9667956029797
2001-07-06,972.1857290414443
2001-07-09,970.5006628422889
2001-07-10,968.270772220334
2001-07-11,954.9657422098749
2001-07-12,955.4944393080707
2001-07-13,953.8721092991628
2001-07-16,950.4422554748179
2001-07-17,956.6568534942271
2001-07-18,955.4976045760278
2001-07-19,952.5763421687221
2001-07-20,952.1565631910307
2001-07-23,951.3624418554908
2001-07-24,945.8770244654978
2001-07-25,945.0631185812241
2001-07-26,952.1617468218643
2001-07-27,952.6847425443713
2001-07-30,955.9019484483597
2001-07-31,954.4795106906548
2001-08-01,953.9161374268731
2001-08-02,961.1334979078872
2001-08-03,962.8297789775156
2001-08-06,959.0713785914573
2001-08-07,957.945537903211
2001-08-08,959.403415405607
2001-08-09,956.9177476463099
2001-08-10,956.169866569633
2001-08-13,957.9019379011135
2001-08-14,963.2720311150817
2001-08-15,965.5625124107592
2001-08-16,965.8244410027141
2001-08-17,962.5269430604161
2001-08-20,958.1649590760353
2001-08-21,959.0259711482131
2001-08-22,962.2515063999231
2001-08-23,962.3611543833906
2001-08-24,961.8084727717755
2001-08-27,966.3075172436857
2001-08-28,964.284372632737
2001-08-29,967.7860605801408
2001-08-30,963.8167560472801
2001-08-31,960.9057495116443
2001-09-03,957.8013622169543
2001-09-04,957.9603225465221
2001-09-05,955.8531344193825
2001-09-06,952.3248565804344
2001-09-07,951.9437014641242
2001-09-10,945.0651500822971
2001-09-11,923.3650597649394
2001-09-12,909.1959510977729
2001-09-13,902.1506435730677
2001-09-14,885.8277694747464
2001-09-17,871.2167725832306
2001-09-18,875.646180795326
2001-09-19,881.9695784296377
2001-09-20,866.6736261410737
2001-09-21,849.1883999628096
2001-09-24,851.1062305684801
2001-09-25,852.2897440502886
2001-09-26,853.8665534858912
2001-09-27,854.5507799647793
2001-09-28,862.0418885005527
2001-10-01,860.0246281978375
2001-10-02,855.3089918733992
2001-10-03,849.0526146637199
2001-10-04,853.1532908179494
2001-10-05,855.4841170179279
2001-10-08,848.4330644018169
2001-10-09,855.9581428139912
2001-10-10,861.1256038571969
2001-10-11,874.4808170918886
2001-10-12,873.1629681982585
2001-10-15,873.5325160424295
2001-10-16,879.4454303045853
2001-10-17,882.4290490063968
2001-10-18,879.1236849587999
2001-10-19,877.9173778842928
2001-10-22,878.7648508923688
2001-10-23,883.1373446983617
2001-10-24,887.6651179089577
2001-10-25,885.9263119739605
2001-10-26,889.7182189866506
2001-10-29,890.7899480023293
2001-10-30,881.4638779705737
2001-10-31,882.429135006205
2001-11-01,884.0376229846779
2001-11-02,884.614243342601
2001-11-05,892.916490047381
2001-11-06,894.4291614287811
2001-11-07,895.1088977286198
2001-11-08,901.1926194543171
2001-11-09,900.5634874687601
2001-11-12,901.8371428003869
2001-11-13,908.1097710957804
2001-11-14,916.6175726446772
2001-11-15,920.3118539347573
2001-11-16,922.0304361828487
2001-11-19,925.8879108972242
2001-11-20,920.3596657346185
2001-11-21,921.9573490963444
2001-11-22,922.8673958609103
2001-11-23,928.6137892047559
2001-11-26,939.59726665109
2001-11-27,939.5380297129584
2001-11-28,931.4795562096858
2001-11-29,930.2063731278146
2001-11-30,931.9144595790336
2001-12-03,936.9044245603567
2001-12-04,942.0142847646516
2001-12-05,947.4424095742886
2001-12-06,953.5641985793585
2001-12-07,955.5392525910993
2001-12-10,956.0593199118339
2001-12-11,954.3981965082352
2001-12-12,960.7451496538237
2001-12-13,951.4411201915593
2001-12-14,949.4161354935785
2001-12-17,953.9021472343136
2001-12-18,947.1862918404481
2001-12-19,941.031109981823
2001-12-20,939.9704729448305
2001-12-21,938.3927293411399
2001-12-24,945.6727081520876
2001-12-25,951.7859649964003
2001-12-26,953.9016851260992
2001-12-27,954.4919979148056
2001-12-28,955.0560147838308
2001-12-31,964.0406906115843
2002-01-01,964.8403206605449
2002-01-02,969.7196042112566
2002-01-03,973.4365888656408
2002-01-04,982.4365682072895
2002-01-07,983.4748310008378
2002-01-08,977.3679534343469
2002-01-09,978.2473507558744
2002-01-10,971.5678794289151
2002-01-11,968.3525566722667
2002-01-14,968.6062979805081
2002-01-15,962.2765835841763
2002-01-16,956.9303601209843
2002-01-17,956.9967682698585
2002-01-18,960.5070938325316
2002-01-21,967.4388745373026
2002-01-22,967.2202940735274
2002-01-23,971.866936467156
2002-01-24,975.8653930541211
2002-01-25,980.6669026403425
2002-01-28,979.8395797874309
2002-01-29,976.2448040001451
2002-01-30,971.2209398875773
2002-01-31,976.9577580918852
2002-02-01,975.5276726082703
2002-02-04,974.2035758158962
2002-02-05,972.3542485914281
2002-02-06,980.8654618717574
2002-02-07,974.357495577941
2002-02-08,976.636609399278
2002-02-11,970.1317030341123
2002-02-12,975.0744851561371
2002-02-13,979.8576781930417
2002-02-14,989.5289415663791
2002-02-15,990.3932081533886
2002-02-18,986.7750918543746
2002-02-19,978.6190226490743
2002-02-20,974.3606431341875
2002-02-21,973.3749843141204
2002-02-22,973.9465820980514
2002-02-25,973.0952524306058
2002-02-26,978.2342864727194
2002-02-27,989.3933845608453
2002-02-28,985.1700779191394
2002-03-01,989.870388870113
2002-03-04,1004.2572323388928
2002-03-05,1006.043219302469
2002-03-06,1009.2980754648129
2002-03-07,1009.3585188397435
2002-03-08,1006.6383136581782
2002-03-11,1014.3704093370518
2002-03-12,1011.3781433871931
2002-03-13,1013.5989431276046
2002-03-14,1017.5441795792937
2002-03-15,1016.5350583886459
2002-03-18,1021.425782606643
2002-03-19,1022.6644041221892
2002-03-20,1025.6556970327504
2002-03-21,1027.5582141107316
2002-03-22,1036.4739570763024
2002-03-25,1029.5052509996215
2002-03-26,1031.2353132695928
2002-03-27,1034.4274965780828
2002-03-28,1036.5615725993816
2002-03-29,1034.2731926068668
2002-04-01,1028.1668155911907
2002-04-02,1037.0390529580397
2002-04-03,1040.1413396419011
2002-04-04,1038.0794086485532
2002-04-05,1044.58533030535
2002-04-08,1044.2308662511473
2002-04-09,1037.354620457513
2002-04-10,1037.6742814093684
2002-04-11,1042.2301859598726
2002-04-12,1043.423951244596
2002-04-15,1045.8022002581295
2002-04-16,1048.7174003892105
2002-04-17,1058.4060540577648
2002-04-18,1060.8238611108711
2002-04-19,1062.330527003972
2002-04-22,1063.4868605357592
2002-04-23,1060.3579483349408
2002-04-24,1056.0649863317265
2002-04-25,1049.2252653443402
2002-04-26,1052.813801740926
2002-04-29,1046.7002418514048
2002-04-30,1044.0226978204912
2002-05-01,1045.4331772002556
2002-05-02,1046.5073138925136
2002-05-03,1051.9758715812193
2002-05-06,1047.1110490940641
2002-05-07,1049.146355322169
2002-05-08,1052.3181271700255
2002-05-09,1048.4070527529236
2002-05-10,1049.9420138855505
2002-05-13,1049.9529894656775
2002-05-14,1051.0114312834235
2002-05-15,1057.2246785661025
2002-05-16,1057.9713648916952
2002-05-17,1063.3257591432384
2002-05-20,1052.8497645108562
2002-05-21,1042.4456154019476
2002-05-22,1047.7731365129105
2002-05-23,1042.9642575095233
2002-05-24,1054.8801265245884
2002-05-27,1054.2481480426902
2002-05-28,1050.0714572472773
2002-05-29,1049.6206300600352
2002-05-30,1046.2202009131956
2002-05-31,1037.0748532613006
2002-06-03,1043.8163518335941
2002-06-04,1044.70698869452
2002-06-05,1040.6605505262166
2002-06-06,1040.509562515443
2002-06-07,1032.6610302456334
2002-06-10,1035.038194108468
2002-06-11,1030.144184051651
