Date,EM EQUAL WEIGHTED
1997-10-24,1420.17618537
1997-10-27,1355.3604058
1997-10-28,1287.91019671
1997-10-29,1310.70479526
1997-10-30,1285.18701769
1997-10-31,1292.1565926
1997-11-03,1334.2886365
1997-11-04,1359.59276305
1997-11-05,1364.02672333
1997-11-06,1354.41151933
1997-11-07,1322.10691108
1997-11-10,1311.4958405
1997-11-11,1299.20518949
1997-11-12,1268.16418156
1997-11-13,1251.68883913
1997-11-14,1251.42694922
1997-11-17,1247.7312704
1997-11-18,1233.08309422
1997-11-19,1217.70760533
1997-11-20,1194.30125164
1997-11-21,1216.27736866
1997-11-24,1182.14893065
1997-11-25,1160.5216167
1997-11-26,1162.3292682
1997-11-27,1166.5940228
1997-11-28,1149.55343514
1997-12-01,1120.33699662
1997-12-02,1114.66888034
1997-12-03,1118.47908061
1997-12-04,1142.30206874
1997-12-05,1142.0840804
1997-12-08,1140.62028563
1997-12-09,1107.48100667
1997-12-10,1095.43684355
1997-12-11,1047.20073596
1997-12-12,1027.09253136
1997-12-15,1029.40533788
1997-12-16,1041.58889086
1997-12-17,1053.88076833
1997-12-18,1061.61113561
1997-12-19,1043.64635156
1997-12-22,1029.71506302
1997-12-23,1007.96038774
1997-12-24,1005.45980906
1997-12-25,1005.45980906
1997-12-26,1032.66820264
1997-12-29,1042.9263766
1997-12-30,1040.24206345
1997-12-31,1042.7863079
1998-01-01,1042.7863079
1998-01-02,1038.16541285
1998-01-05,1025.07045586
1998-01-06,1004.01567491
1998-01-07,986.41533878
1998-01-08,959.05282024
1998-01-09,939.01736958
1998-01-12,913.55755628
1998-01-13,933.86515543
1998-01-14,963.10572374
1998-01-15,960.32022465
1998-01-16,969.18329838
1998-01-19,1005.20126399
1998-01-20,993.25634244
1998-01-21,980.74954977
1998-01-22,961.98299425
1998-01-23,953.74556401
1998-01-26,966.55923989
1998-01-27,972.59201427
1998-01-28,973.45510211
1998-01-29,975.05277965
1998-01-30,1011.75840111
1998-02-02,1041.46677431
1998-02-03,1066.99715692
1998-02-04,1054.79170387
1998-02-05,1073.54306403
1998-02-06,1090.71117732
1998-02-09,1095.16660438
1998-02-10,1111.59558839
1998-02-11,1117.86365298
1998-02-12,1086.8352787
1998-02-13,1069.07108669
1998-02-16,1043.87727815
1998-02-17,1056.25311704
1998-02-18,1066.47408959
1998-02-19,1086.65883467
1998-02-20,1087.59517435
1998-02-23,1098.56190285
1998-02-24,1107.5980263
1998-02-25,1104.81494741
1998-02-26,1123.62940443
1998-02-27,1136.364043
1998-03-02,1163.20303789
1998-03-03,1150.38437038
1998-03-04,1143.044801
1998-03-05,1114.70055503
1998-03-06,1112.69182031
1998-03-09,1111.28368494
1998-03-10,1125.04572844
1998-03-11,1133.55263797
1998-03-12,1138.57849993
1998-03-13,1160.6682283
1998-03-16,1161.77701388
1998-03-17,1160.52182518
1998-03-18,1157.71612447
1998-03-19,1171.60234125
1998-03-20,1186.56352238
1998-03-23,1215.21499108
1998-03-24,1207.01173399
1998-03-25,1218.0425834
1998-03-26,1216.87208059
1998-03-27,1223.35873228
1998-03-30,1204.5256755
1998-03-31,1201.73071667
1998-04-01,1187.48722211
1998-04-02,1174.37281993
1998-04-03,1162.46612758
1998-04-06,1171.93896234
1998-04-07,1181.66674864
1998-04-08,1186.85617731
1998-04-09,1196.10919067
1998-04-10,1199.83299688
1998-04-13,1213.80106171
1998-04-14,1208.21457095
1998-04-15,1214.43770587
1998-04-16,1201.13612882
1998-04-17,1203.63214317
1998-04-20,1199.24684834
1998-04-21,1206.61422085
1998-04-22,1206.12955203
1998-04-23,1192.37552785
1998-04-24,1183.33369256
1998-04-27,1158.67734928
1998-04-28,1157.68033618
1998-04-29,1160.69551145
1998-04-30,1171.45353986
1998-05-01,1172.63824767
1998-05-04,1164.85054894
1998-05-05,1161.55465252
1998-05-06,1129.01573745
1998-05-07,1120.19832507
1998-05-08,1122.16014146
1998-05-11,1113.34228824
1998-05-12,1097.62306711
1998-05-13,1066.4009638
1998-05-14,1068.7778696
1998-05-15,1064.10963791
1998-05-18,1044.40021803
1998-05-19,1045.04532353
1998-05-20,1064.97313051
1998-05-21,1073.74232702
1998-05-22,1068.33190014
1998-05-25,1062.38783313
1998-05-26,1042.5181852
1998-05-27,1014.33686102
1998-05-28,1010.69579018
1998-05-29,1013.02716258
1998-06-01,983.40683624
1998-06-02,980.19113364
1998-06-03,992.09987867
1998-06-04,991.07703577
1998-06-05,987.52861027
1998-06-08,985.27380023
1998-06-09,977.81642541
1998-06-10,945.89943399
1998-06-11,934.28310985
1998-06-12,914.53876803
1998-06-15,872.81381817
1998-06-16,867.29824163
1998-06-17,898.22500003
1998-06-18,919.09766133
1998-06-19,911.44137035
1998-06-22,894.55812322
1998-06-23,892.15530195
1998-06-24,892.32801249
1998-06-25,886.5336125
1998-06-26,871.06410393
1998-06-29,865.90216044
1998-06-30,873.2932185
1998-07-01,882.70228101
1998-07-02,886.96270574
1998-07-03,889.30455367
1998-07-06,892.07947827
1998-07-07,900.48616895
1998-07-08,898.39462081
1998-07-09,893.93874622
1998-07-10,884.38666218
1998-07-13,879.23891486
1998-07-14,893.03200632
1998-07-15,902.82488962
1998-07-16,919.39184937
1998-07-17,930.3222565
1998-07-20,939.01627349
1998-07-21,935.15192611
1998-07-22,925.50950816
1998-07-23,907.36576134
1998-07-24,909.48860905
1998-07-27,906.0629731
1998-07-28,899.12520935
1998-07-29,898.87370555
1998-07-30,906.11948368
1998-07-31,908.58686107
1998-08-03,887.05805423
1998-08-04,882.33950516
1998-08-05,868.1607328
1998-08-06,849.95248908
1998-08-07,842.53080875
1998-08-10,821.6822002
1998-08-11,801.02649837
1998-08-12,797.56824278
1998-08-13,787.72668333
1998-08-14,794.89018511
1998-08-17,783.60401287
1998-08-18,781.3164216
1998-08-19,799.27966988
1998-08-20,802.04118257
1998-08-21,781.81735405
1998-08-24,769.49646409
1998-08-25,769.03689563
1998-08-26,753.30496355
1998-08-27,727.45889566
1998-08-28,712.45419678
1998-08-31,704.44144998
1998-09-01,699.19241675
1998-09-02,717.78533563
1998-09-03,714.59242054
1998-09-04,730.1123734
1998-09-07,779.55392305
1998-09-08,750.11894642
1998-09-09,751.31960373
1998-09-10,737.31298573
1998-09-11,726.56281184
1998-09-14,745.05322779
1998-09-15,749.83306159
1998-09-16,757.12828315
1998-09-17,742.70818127
1998-09-18,743.85066286
1998-09-21,730.80912262
1998-09-22,739.48159021
1998-09-23,748.68544023
1998-09-24,768.53979268
1998-09-25,765.45177197
1998-09-28,770.38478277
1998-09-29,769.56987364
1998-09-30,735.9277368
1998-10-01,718.36979206
1998-10-02,713.99002065
1998-10-05,707.62302495
1998-10-06,715.05240015
1998-10-07,723.4148547
1998-10-08,735.02510236
1998-10-09,749.34292455
1998-10-12,767.0829241
1998-10-13,761.35655628
1998-10-14,760.67858373
1998-10-15,780.09483036
1998-10-16,798.73260115
1998-10-19,806.88865338
1998-10-20,819.63518871
1998-10-21,826.98561063
1998-10-22,826.2401948
1998-10-23,824.85514105
1998-10-26,830.79539727
1998-10-27,824.03822374
1998-10-28,823.99553317
1998-10-29,833.57551833
1998-10-30,834.29951811
1998-11-02,849.79753742
1998-11-03,860.95869488
1998-11-04,870.15905671
1998-11-05,881.18338176
1998-11-06,892.93379678
1998-11-09,890.39809025
1998-11-10,872.63620314
1998-11-11,888.09131438
1998-11-12,870.85853799
1998-11-13,878.36714853
1998-11-16,898.27765314
1998-11-17,905.70076306
1998-11-18,913.39437768
1998-11-19,923.13032255
1998-11-20,947.6061686
1998-11-23,984.05418967
1998-11-24,987.16398683
1998-11-25,982.98307996
1998-11-26,985.28682275
1998-11-27,987.37541399
1998-11-30,980.63023901
1998-12-01,968.58943572
1998-12-02,974.63109227
1998-12-03,962.07015458
1998-12-04,963.14312679
1998-12-07,987.43285271
1998-12-08,987.93732484
1998-12-09,990.55727434
1998-12-10,1004.73751364
1998-12-11,996.5692956
1998-12-14,994.48094519
1998-12-15,1003.89349479
1998-12-16,987.82154279
1998-12-17,965.63635099
1998-12-18,966.04827903
1998-12-21,990.09376637
1998-12-22,983.58025103
1998-12-23,982.99064573
1998-12-24,987.80469456
1998-12-25,991.4057505
1998-12-28,989.26459921
1998-12-29,989.38272968
1998-12-30,996.67810583
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1017.6004355527937
1999-01-05,1030.5902514445443
1999-01-06,1052.7064112019336
1999-01-07,1061.1471787985056
1999-01-08,1059.4018311231503
1999-01-11,1059.8180063704813
1999-01-12,1043.868223733591
1999-01-13,1001.0857538721676
1999-01-14,979.9051459432143
1999-01-15,995.0673217332326
1999-01-18,1006.3258795132855
1999-01-19,1000.6309558533417
1999-01-20,1004.5174817579323
1999-01-21,989.1123270665695
1999-01-22,970.0411333941895
1999-01-25,949.3308696600287
1999-01-26,956.3626990782026
1999-01-27,969.6801201925866
1999-01-28,967.1667371483763
1999-01-29,968.5711587438963
1999-02-01,978.0310551876274
1999-02-02,975.6257154323572
1999-02-03,971.551894645112
1999-02-04,964.9105475202747
1999-02-05,958.8111843452353
1999-02-08,959.4503073210295
1999-02-09,951.1631939233478
1999-02-10,956.0082287304749
1999-02-11,961.0724230679263
1999-02-12,973.2660157906782
1999-02-15,977.1418986331918
1999-02-16,979.1200303685595
1999-02-17,978.2068391692318
1999-02-18,975.5328122976608
1999-02-19,967.3081708650756
1999-02-22,966.6978889332036
1999-02-23,960.3133574731511
1999-02-24,960.1815270406007
1999-02-25,957.956549632201
1999-02-26,967.3384083117656
1999-03-01,972.2481576872036
1999-03-02,970.2382693902778
1999-03-03,977.5601230881907
1999-03-04,975.6458358739993
1999-03-05,984.3554837202184
1999-03-08,1001.7591466984528
1999-03-09,1008.9107665815663
1999-03-10,1014.0380525276458
1999-03-11,1016.9902352364362
1999-03-12,1023.1537572556017
1999-03-15,1033.531076428529
1999-03-16,1035.507341090506
1999-03-17,1045.7331198335328
1999-03-18,1049.8175619274787
1999-03-19,1064.5909265335913
1999-03-22,1069.598479521322
1999-03-23,1070.145265384269
1999-03-24,1058.9501056078402
1999-03-25,1070.2566173329967
1999-03-26,1069.8951876434976
1999-03-29,1070.8715874446275
1999-03-30,1079.7330607365616
1999-03-31,1082.5451675060924
1999-04-01,1087.881055167597
1999-04-02,1096.644286694476
1999-04-05,1095.4498315953078
1999-04-06,1108.7323352806554
1999-04-07,1116.8132077117612
1999-04-08,1122.9070772197842
1999-04-09,1125.7521201028605
1999-04-12,1123.3708535678877
1999-04-13,1127.6808611405463
1999-04-14,1142.7094691406164
1999-04-15,1160.2278547698452
1999-04-16,1187.2351968320804
1999-04-19,1209.3363711053614
1999-04-20,1214.8825737055604
1999-04-21,1205.7300601834013
1999-04-22,1209.5623174776772
1999-04-23,1215.9232265131511
1999-04-26,1222.7591672951864
1999-04-27,1231.486225606552
1999-04-28,1244.1039626358538
1999-04-29,1248.7096328503756
1999-04-30,1267.0518790266801
1999-05-03,1290.904516238373
1999-05-04,1322.3877772614296
1999-05-05,1336.2180387971032
1999-05-06,1368.6662241206789
1999-05-07,1370.4357356713663
1999-05-10,1384.500642953008
1999-05-11,1387.8192359873253
1999-05-12,1379.6854199979343
1999-05-13,1375.7946361157835
1999-05-14,1385.3497554291196
1999-05-17,1360.9058550071632
1999-05-18,1370.58086698515
1999-05-19,1373.888630874163
1999-05-20,1366.91370244362
1999-05-21,1353.911775828561
1999-05-24,1355.6143969387474
1999-05-25,1349.5087753999096
1999-05-26,1351.126083421421
1999-05-27,1347.59339117771
1999-05-28,1335.4849745488918
1999-05-31,1342.3417553406034
1999-06-01,1350.0154633295504
1999-06-02,1347.701756267146
1999-06-03,1357.9742691195622
1999-06-04,1371.430337109826
1999-06-07,1392.7878598314235
1999-06-08,1414.7322071281378
1999-06-09,1406.1167123882528
1999-06-10,1425.7872482278838
1999-06-11,1434.6597298792515
1999-06-14,1441.2621731059164
1999-06-15,1432.844252811018
1999-06-16,1445.85534465712
1999-06-17,1466.2061484608669
1999-06-18,1474.6957744416543
1999-06-21,1499.3603835335127
1999-06-22,1517.1372292019191
1999-06-23,1515.5240109095907
1999-06-24,1512.0112991592755
1999-06-25,1501.7181273444005
1999-06-28,1517.3163294317487
1999-06-29,1525.838847416258
1999-06-30,1524.1563216947334
1999-07-01,1534.2669557689544
1999-07-02,1545.3837911814528
1999-07-05,1568.128401895689
1999-07-06,1573.7744452259255
1999-07-07,1568.4020197881432
1999-07-08,1567.640845262506
1999-07-09,1579.8926869580923
1999-07-12,1582.2321442423158
1999-07-13,1562.0137906590533
1999-07-14,1549.4446834360808
1999-07-15,1556.7480848445314
1999-07-16,1553.4214016209482
1999-07-19,1557.131216532719
1999-07-20,1555.7407414899292
1999-07-21,1547.4365753822808
1999-07-22,1542.1345684031864
1999-07-23,1514.7008141885995
1999-07-26,1484.050146694665
1999-07-27,1482.048076130646
1999-07-28,1503.5889138295654
1999-07-29,1508.9567754243235
1999-07-30,1501.7391321159066
1999-08-02,1485.8816889980378
1999-08-03,1492.5520911855012
1999-08-04,1495.584322149867
1999-08-05,1468.9192166180412
1999-08-06,1459.8797922833326
1999-08-09,1462.9537055900119
1999-08-10,1448.5099019045515
1999-08-11,1427.4172372016862
1999-08-12,1442.7877125456696
1999-08-13,1438.6802453053265
1999-08-16,1456.6175439070632
1999-08-17,1446.7439597893042
1999-08-18,1456.2350260249718
1999-08-19,1463.370767808089
1999-08-20,1475.201208363686
1999-08-23,1500.0901102576413
1999-08-24,1497.7293698538726
1999-08-25,1506.220968513213
1999-08-26,1499.8121695258722
1999-08-27,1496.490205699792
1999-08-30,1493.7799182816022
1999-08-31,1492.0898877910622
1999-09-01,1485.4105876493022
1999-09-02,1474.4867214239944
1999-09-03,1471.7937509367025
1999-09-06,1484.9608987191991
1999-09-07,1480.1817864814875
1999-09-08,1466.9783086582977
1999-09-09,1478.29988692403
1999-09-10,1500.261151847918
1999-09-13,1509.6823346414935
1999-09-14,1507.4766321841787
1999-09-15,1493.3284338768954
1999-09-16,1480.452084069793
1999-09-17,1481.2753214211798
1999-09-20,1486.2746693754598
1999-09-21,1474.909005850376
1999-09-22,1468.7789376914072
1999-09-23,1457.6826127544948
1999-09-24,1448.919735910681
1999-09-27,1438.8242356850649
1999-09-28,1437.0163648902617
1999-09-29,1438.5640494711026
1999-09-30,1437.6498618228632
1999-10-01,1444.0473942297544
1999-10-04,1453.8889844628102
1999-10-05,1455.539224843971
1999-10-06,1468.2647489097606
1999-10-07,1484.11775070524
1999-10-08,1481.6566372324305
1999-10-11,1486.6456164479416
1999-10-12,1493.7337693111488
1999-10-13,1476.4841356547743
1999-10-14,1470.7714953776212
1999-10-15,1455.6627505621561
1999-10-18,1436.6551534902742
1999-10-19,1444.1514196048008
1999-10-20,1464.3565949100418
1999-10-21,1472.7218422989897
1999-10-22,1478.0420740396012
1999-10-25,1473.4371482703639
1999-10-26,1470.3043212274038
1999-10-27,1458.595518028334
1999-10-28,1462.7519635772226
1999-10-29,1477.3416705128413
1999-11-01,1487.2765564801005
1999-11-02,1497.9048368007457
1999-11-03,1503.0161284441742
1999-11-04,1516.1992886589642
1999-11-05,1526.2682427914785
1999-11-08,1529.2024256692312
1999-11-09,1544.2662391595597
1999-11-10,1547.9213640596877
1999-11-11,1550.142858692819
1999-11-12,1549.947060151673
1999-11-15,1559.7695548063573
1999-11-16,1562.964060082054
1999-11-17,1551.2965162858309
1999-11-18,1556.0746130146508
1999-11-19,1568.4927374436045
1999-11-22,1578.6388919865296
1999-11-23,1568.2586947834502
1999-11-24,1552.026923040161
1999-11-25,1549.7865092380662
1999-11-26,1534.4285887948179
1999-11-29,1533.8311486361254
1999-11-30,1542.9479998009476
1999-12-01,1555.946098387987
1999-12-02,1571.732313766005
1999-12-03,1580.0410209134263
1999-12-06,1591.8165118078268
1999-12-07,1581.0142957725209
1999-12-08,1582.5229271481087
1999-12-09,1587.6404701070198
1999-12-10,1608.45839733938
1999-12-13,1632.6287420550177
1999-12-14,1626.4243236836896
1999-12-15,1629.7755082075455
1999-12-16,1632.3213099818347
1999-12-17,1631.4667020682975
1999-12-20,1647.5530989503166
1999-12-21,1647.8191829227733
1999-12-22,1657.0092896687916
1999-12-23,1661.6891471619806
1999-12-24,1667.7641704767702
1999-12-27,1678.4872546602696
1999-12-28,1679.3847195116311
1999-12-29,1686.5120583481971
1999-12-30,1702.293328111728
1999-12-31,1706.0293187769616
2000-01-03,1731.7597175015571
2000-01-04,1757.7398924648026
2000-01-05,1732.224992986081
2000-01-06,1733.4214256572222
2000-01-07,1756.2149965975407
2000-01-10,1789.0846638994615
2000-01-11,1775.7291253860008
2000-01-12,1789.8942248573521
2000-01-13,1814.7205507611102
2000-01-14,1838.3907667778233
2000-01-17,1854.210079910892
2000-01-18,1855.3756318338926
2000-01-19,1821.506732195919
2000-01-20,1820.7634293952274
2000-01-21,1817.040291249418
2000-01-24,1818.516381290821
2000-01-25,1789.4424375419599
2000-01-26,1797.0262590199634
2000-01-27,1804.1906225870644
2000-01-28,1796.3099459413643
2000-01-31,1771.234952763073
2000-02-01,1774.757816705832
2000-02-02,1781.772887935352
2000-02-03,1802.1275160471462
2000-02-04,1822.5961154848321
2000-02-07,1828.7911193215612
2000-02-08,1833.1783546070676
2000-02-09,1832.639498040943
2000-02-10,1834.3515377576043
2000-02-11,1827.8520803795564
2000-02-14,1807.737193508623
2000-02-15,1798.9841893969274
2000-02-16,1799.2253026007518
2000-02-17,1805.990673517461
2000-02-18,1803.9345474443658
2000-02-21,1790.2429303394174
2000-02-22,1764.0419025446386
2000-02-23,1767.67188120128
2000-02-24,1769.7089607859307
2000-02-25,1759.8560131427375
2000-02-28,1733.6720228569482
2000-02-29,1729.8401080564722
2000-03-01,1748.774053986018
2000-03-02,1757.1630576741654
2000-03-03,1746.6846642000955
2000-03-06,1760.0988211221004
2000-03-07,1754.9154124330944
2000-03-08,1751.159968327024
2000-03-09,1766.4934460251175
2000-03-10,1763.1230685222733
2000-03-13,1733.1064595184528
2000-03-14,1732.6673400595312
2000-03-15,1717.6392602475614
2000-03-16,1721.4524820398494
2000-03-17,1737.6312692229772
2000-03-20,1728.8077246873243
2000-03-21,1734.4252318581312
2000-03-22,1741.6241881525532
2000-03-23,1750.089568574082
2000-03-24,1753.6241863337373
2000-03-27,1767.5522827349164
2000-03-28,1763.7094851081506
2000-03-29,1752.1244060232411
2000-03-30,1729.7045452756051
2000-03-31,1734.5681009577356
2000-04-03,1717.5500662362033
2000-04-04,1696.574006021505
2000-04-05,1683.4614588572244
2000-04-06,1696.5062147628103
2000-04-07,1719.2033750302062
2000-04-10,1734.4907352682758
2000-04-11,1716.7659569011385
2000-04-12,1712.2199098423073
2000-04-13,1698.540841917868
2000-04-14,1682.0940692530983
2000-04-17,1598.999187996922
2000-04-18,1626.955854961581
2000-04-19,1626.0349642751153
2000-04-20,1623.1640354229555
2000-04-21,1631.6079466527237
2000-04-24,1619.493485434197
2000-04-25,1622.433987993484
2000-04-26,1610.41754626907
2000-04-27,1598.6209970992284
2000-04-28,1608.8658743690137
2000-05-01,1608.3056611952366
2000-05-02,1601.3944829598754
2000-05-03,1582.48012182127
2000-05-04,1578.0329873403784
2000-05-05,1584.8154526637697
2000-05-08,1572.2821828503972
2000-05-09,1566.5439723631205
2000-05-10,1555.8437166476476
2000-05-11,1538.2216109084925
2000-05-12,1539.3066350231202
2000-05-15,1537.91843999215
2000-05-16,1545.116122689389
2000-05-17,1531.207157194071
2000-05-18,1515.2680305534402
2000-05-19,1500.0792395319163
2000-05-22,1464.358130374998
2000-05-23,1445.1446980908456
2000-05-24,1442.348822450098
2000-05-25,1457.653021624395
2000-05-26,1439.0935274255935
2000-05-29,1451.4084730334032
2000-05-30,1469.9203211187173
2000-05-31,1489.0466971383187
2000-06-01,1487.5702080853112
2000-06-02,1516.2597259806714
2000-06-05,1532.8051246635312
2000-06-06,1524.7266999211968
2000-06-07,1522.3472898871792
2000-06-08,1521.0623272483526
2000-06-09,1525.9594511669347
2000-06-12,1527.3129368179098
2000-06-13,1517.8395802632006
2000-06-14,1523.2242046073245
2000-06-15,1510.143475992652
2000-06-16,1511.3119461793005
2000-06-19,1507.3653170999041
2000-06-20,1513.5499973287845
2000-06-21,1510.4851632873865
2000-06-22,1506.3172666828846
2000-06-23,1498.671552492681
2000-06-26,1496.3679953336598
2000-06-27,1501.1317396729426
2000-06-28,1506.0960291715073
2000-06-29,1493.7355395343375
2000-06-30,1506.0970149678449
2000-07-03,1510.8627201914558
2000-07-04,1510.0300185228657
2000-07-05,1519.0119172828965
2000-07-06,1516.8489961692383
2000-07-07,1522.695067995184
2000-07-10,1531.3923531157268
2000-07-11,1523.925660526835
2000-07-12,1532.1176793466516
2000-07-13,1524.819395846072
2000-07-14,1528.0355811948004
2000-07-17,1532.113163493034
2000-07-18,1516.3679037277725
2000-07-19,1509.3983857205576
2000-07-20,1507.6630733413526
2000-07-21,1510.9355805344553
2000-07-24,1489.1547739735095
