Date,EAFE SMALL GROWTH
1998-12-31,508.9926681907381
1999-01-01,508.9074869688426
1999-01-04,512.7707895028519
1999-01-05,513.4664893230351
1999-01-06,519.4668227773894
1999-01-07,523.1307348245372
1999-01-08,526.6958932598327
1999-01-11,530.8434035430796
1999-01-12,525.8006964490495
1999-01-13,509.988593272386
1999-01-14,514.1309481383877
1999-01-15,515.5373143752265
1999-01-18,520.3351835600599
1999-01-19,522.7522305925822
1999-01-20,527.0779281519619
1999-01-21,526.663104294655
1999-01-22,520.4797796878153
1999-01-25,520.1883395964622
1999-01-26,524.6699646107656
1999-01-27,527.0575389102394
1999-01-28,528.2421502017942
1999-01-29,532.6544588658389
1999-02-01,538.8171458633321
1999-02-02,541.0910698813766
1999-02-03,539.7583432806115
1999-02-04,543.7914157711953
1999-02-05,542.5272262665462
1999-02-08,542.2483946990548
1999-02-09,538.1848544519002
1999-02-10,533.5151374136223
1999-02-11,537.483030697396
1999-02-12,541.5629970938435
1999-02-15,541.7383060634908
1999-02-16,541.3526943767181
1999-02-17,537.7857011329654
1999-02-18,536.4192153882723
1999-02-19,539.1784078705857
1999-02-22,544.296927064464
1999-02-23,545.4213874295928
1999-02-24,548.317128939864
1999-02-25,548.0322444123883
1999-02-26,552.6710992454606
1999-03-01,553.2215174134164
1999-03-02,550.1545252018171
1999-03-03,550.2069057315659
1999-03-04,548.1327574607295
1999-03-05,557.0237229314644
1999-03-08,557.6434975692915
1999-03-09,559.7686037167664
1999-03-10,560.9978111122196
1999-03-11,565.818069931251
1999-03-12,568.131200099907
1999-03-15,570.9267732738809
1999-03-16,576.0489514390703
1999-03-17,575.0333557369003
1999-03-18,573.8338886868881
1999-03-19,583.1151129517413
1999-03-22,581.7530044431484
1999-03-23,578.9585158702959
1999-03-24,572.2499206879763
1999-03-25,578.3002340684097
1999-03-26,580.8192667882602
1999-03-29,582.9733468200309
1999-03-30,581.9678219087237
1999-03-31,585.2211953783483
1999-04-01,585.0719488792133
1999-04-02,587.8767403560192
1999-04-05,589.677467448172
1999-04-06,591.2134247062567
1999-04-07,593.7474100469649
1999-04-08,599.0206754138842
1999-04-09,605.9198306048271
1999-04-12,602.3749572536505
1999-04-13,607.7148666775742
1999-04-14,612.198496773177
1999-04-15,614.461682932085
1999-04-16,619.4425827990557
1999-04-19,622.1500232720646
1999-04-20,612.2597934205323
1999-04-21,610.7549766449608
1999-04-22,616.1799150926412
1999-04-23,619.5125801958933
1999-04-26,623.6054660722301
1999-04-27,623.3534391618235
1999-04-28,625.6000650957487
1999-04-29,627.388375112987
1999-04-30,631.2995678354652
1999-05-03,632.8068231006578
1999-05-04,632.8002809653757
1999-05-05,629.7816912435846
1999-05-06,633.2641694335985
1999-05-07,629.8389046172309
1999-05-10,630.2304090911205
1999-05-11,631.3028755877741
1999-05-12,633.3981318741215
1999-05-13,633.4860745425651
1999-05-14,630.2904851315608
1999-05-17,621.2884856624124
1999-05-18,623.2030076833637
1999-05-19,619.4903031479857
1999-05-20,622.6567857233914
1999-05-21,625.9930099472534
1999-05-24,625.5389118734017
1999-05-25,621.1326136586358
1999-05-26,624.2031985940587
1999-05-27,624.7036052432913
1999-05-28,623.0490532036217
1999-05-31,623.6550236969687
1999-06-01,629.5734204952097
1999-06-02,633.8916358790528
1999-06-03,635.337384834202
1999-06-04,639.9945572781033
1999-06-07,644.8112037703667
1999-06-08,643.9922856681507
1999-06-09,647.1410021688562
