Date,EMU SMALL GROWTH
1998-12-31,600.2882687151459
1999-01-01,600.0401568484698
1999-01-04,616.3227572961583
1999-01-05,616.0823987812239
1999-01-06,620.5053812614885
1999-01-07,617.9711129494412
1999-01-08,619.4334059071888
1999-01-11,619.3736434592776
1999-01-12,617.2172673150637
1999-01-13,595.459583841911
1999-01-14,602.8559293906189
1999-01-15,602.8190119967176
1999-01-18,612.846039269104
1999-01-19,612.0523168483714
1999-01-20,615.7076613052938
1999-01-21,613.3872190778533
1999-01-22,605.612781996575
1999-01-25,603.3933705456981
1999-01-26,611.4540750283236
1999-01-27,613.8772433347888
1999-01-28,614.9586892887718
1999-01-29,617.635311230904
1999-02-01,622.7698400026077
1999-02-02,621.1776337655218
1999-02-03,621.4862247679728
1999-02-04,625.1522403702321
1999-02-05,626.520311883801
1999-02-08,627.7788829555824
1999-02-09,624.2551706546355
1999-02-10,616.6485737586505
1999-02-11,622.6453657028025
1999-02-12,630.1038307389165
1999-02-15,629.6623863298288
1999-02-16,630.5798339921786
1999-02-17,629.2069819694556
1999-02-18,627.2070850758183
1999-02-19,626.5635699866039
1999-02-22,629.4879739957198
1999-02-23,627.2931036343172
1999-02-24,633.8965979952663
1999-02-25,635.0120556895313
1999-02-26,635.1288206066736
1999-03-01,635.2526941029332
1999-03-02,630.0420396795024
1999-03-03,629.3062817599894
1999-03-04,623.3876403005422
1999-03-05,630.0371828898452
1999-03-08,632.8847692867536
1999-03-09,633.9960642386806
1999-03-10,629.3029018750523
1999-03-11,630.0998956133974
1999-03-12,635.8163596640495
1999-03-15,636.9083893119707
1999-03-16,636.5478680644396
1999-03-17,636.0138626684678
1999-03-18,633.6955583026385
1999-03-19,636.7548369615056
1999-03-22,633.1730730620249
1999-03-23,624.0914511979431
1999-03-24,613.5839161351463
1999-03-25,619.0863516511085
1999-03-26,620.6389261286441
1999-03-29,619.3883450826052
1999-03-30,621.1948900549244
1999-03-31,618.4991091107076
1999-04-01,613.338025576473
1999-04-02,615.8021773080857
1999-04-05,613.2723687591796
1999-04-06,617.6242782932128
1999-04-07,620.7356092295113
1999-04-08,623.922495053615
1999-04-09,626.6200766060902
1999-04-12,625.8152457568018
1999-04-13,631.6076487039995
1999-04-14,635.4809544897554
1999-04-15,635.0735933959226
1999-04-16,633.4577688680746
1999-04-19,633.0878894882815
1999-04-20,626.2839464232699
1999-04-21,627.5094415621069
1999-04-22,627.1117330967958
1999-04-23,628.415398709474
1999-04-26,629.2442224009164
1999-04-27,635.0183137142521
1999-04-28,635.9738251289953
1999-04-29,636.2699105277452
1999-04-30,641.9937760231268
1999-05-03,646.1401469411503
1999-05-04,647.6595285569862
1999-05-05,648.0850490579628
1999-05-06,651.9479821566517
1999-05-07,651.3250413070049
1999-05-10,651.8477922998667
1999-05-11,655.1368563586684
1999-05-12,655.9152495055108
1999-05-13,656.1891169634075
1999-05-14,656.6284364236789
1999-05-17,646.7850339144652
1999-05-18,652.9407530516951
1999-05-19,655.5451640299317
1999-05-20,661.0042696865054
1999-05-21,662.6058361828864
1999-05-24,662.1477343309159
1999-05-25,657.8019269931552
1999-05-26,654.6230967405895
