Date,EUROPE SMALL GROWTH
1998-12-31,514.848124426554
1999-01-01,514.7076357143795
1999-01-04,524.3137775987921
1999-01-05,524.9341760918878
1999-01-06,530.4552798878503
1999-01-07,529.7525103873905
1999-01-08,533.4282755150115
1999-01-11,533.6387828986659
1999-01-12,531.0690222554837
1999-01-13,515.7846985870755
1999-01-14,520.7390917988589
1999-01-15,521.016959914724
1999-01-18,527.6787700374234
1999-01-19,528.4052575912945
1999-01-20,530.9639651559208
1999-01-21,529.237582704589
1999-01-22,524.1640849106907
1999-01-25,523.4556113006072
1999-01-26,528.2912116851253
1999-01-27,531.2230644172156
1999-01-28,533.5794675305705
1999-01-29,536.6399084449663
1999-02-01,541.9704541298169
1999-02-02,541.5827055814162
1999-02-03,541.0972161849713
1999-02-04,545.3594599094565
1999-02-05,546.3586897623652
1999-02-08,546.7538163422244
1999-02-09,543.6683094193271
1999-02-10,537.7743276894562
1999-02-11,541.5944422813659
1999-02-12,546.924674046676
1999-02-15,546.7390349545187
1999-02-16,548.730524302543
1999-02-17,546.6506750366825
1999-02-18,545.5417364406801
1999-02-19,547.1561553716987
1999-02-22,550.2200141097667
1999-02-23,549.3011295914864
1999-02-24,553.3042476584118
1999-02-25,552.4552689199379
1999-02-26,553.999390382549
1999-03-01,555.7265178087853
1999-03-02,554.1927007068159
1999-03-03,555.1659077712502
1999-03-04,553.2748166602152
1999-03-05,558.3551024344588
1999-03-08,559.3933654073946
1999-03-09,560.3397506667343
1999-03-10,558.2105257540437
1999-03-11,562.0379668608521
1999-03-12,565.5205803472261
1999-03-15,565.0830080512235
1999-03-16,565.7618447255262
1999-03-17,564.5206079061932
1999-03-18,563.44459090208
1999-03-19,567.6768368988235
1999-03-22,566.0768500547317
1999-03-23,561.7143449486225
1999-03-24,554.5789157251372
1999-03-25,558.6332020346875
1999-03-26,560.6014552014713
1999-03-29,560.8593922598121
1999-03-30,560.4361322565268
1999-03-31,559.0481710168361
1999-04-01,555.3751863771543
1999-04-02,556.8511109891267
1999-04-05,556.2376862573142
1999-04-06,557.3935479975534
1999-04-07,559.9860672558375
1999-04-08,562.9609732268468
1999-04-09,564.9527658182814
1999-04-12,563.9774330548266
1999-04-13,568.4535677897672
1999-04-14,571.4556685812172
1999-04-15,572.2807635675365
1999-04-16,573.7823556046137
1999-04-19,576.7667847095086
1999-04-20,569.063891341223
1999-04-21,570.4107179697237
1999-04-22,572.7256115017514
1999-04-23,573.804791592229
1999-04-26,575.3773064073681
1999-04-27,578.4217997339358
1999-04-28,578.966264877306
1999-04-29,579.7865025731084
1999-04-30,583.7235816020836
1999-05-03,586.6718148270492
1999-05-04,589.3426685688042
1999-05-05,587.1609571686014
1999-05-06,589.565728446359
1999-05-07,588.7531166779557
1999-05-10,588.2125339288757
1999-05-11,590.4329938265101
1999-05-12,590.7337071260878
1999-05-13,591.3716293400819
1999-05-14,589.5981227332646
1999-05-17,583.3084198548772
1999-05-18,586.4436122687569
1999-05-19,588.0293320520015
1999-05-20,592.0748519312995
1999-05-21,593.8012484073693
1999-05-24,593.283795896829
1999-05-25,589.1624186938893
1999-05-26,588.8980436965115
1999-05-27,588.7613533194832
1999-05-28,587.3299821380693
1999-05-31,589.4789350850975
1999-06-01,593.7169737767631
1999-06-02,593.8154477456688
1999-06-03,595.400400173025
1999-06-04,597.9821482644636
1999-06-07,599.9302253196154
1999-06-08,598.9579903014411
1999-06-09,598.98700208205
1999-06-10,597.3697772119247
1999-06-11,598.125373914413
1999-06-14,599.2253087739477
1999-06-15,597.4696166141651
1999-06-16,599.5093935870393
1999-06-17,601.7130176552055
1999-06-18,602.4040028743012
1999-06-21,608.1940181440859
1999-06-22,607.8620834014387
1999-06-23,606.0976152262309
1999-06-24,606.6695022153132
1999-06-25,604.1309954625802
1999-06-28,606.1342140486724
1999-06-29,608.1069896621406
1999-06-30,609.769034145629
1999-07-01,615.6636002995617
1999-07-02,617.6433767721011
1999-07-05,623.5220627958571
1999-07-06,623.1389922140827
1999-07-07,623.9691424543357
1999-07-08,624.476322795349
1999-07-09,624.9615243006083
1999-07-12,628.3875689905872
1999-07-13,625.063047835783
1999-07-14,626.2256154901909
1999-07-15,628.3412958033041
1999-07-16,630.1626396170938
1999-07-19,633.5345265660673
1999-07-20,628.6566943357532
1999-07-21,622.1996699604902
1999-07-22,623.7195920641954
1999-07-23,622.7544738328255
1999-07-26,618.6981231819652
1999-07-27,615.9084197923225
1999-07-28,618.9722971809367
1999-07-29,615.8829150453544
1999-07-30,615.7473155524315
1999-08-02,613.5040038190132
1999-08-03,615.331121664641
1999-08-04,617.3621955717744
1999-08-05,611.7094709246198
1999-08-06,614.8720346701384
1999-08-09,618.4746080317612
1999-08-10,616.5990364067553
1999-08-11,618.0590631602753
1999-08-12,622.5508996645179
1999-08-13,628.0341589426337
1999-08-16,632.7954314473152
1999-08-17,636.5613432970093
1999-08-18,641.4841803459248
1999-08-19,640.8593322160825
1999-08-20,644.8599201206995
1999-08-23,650.7028257727433
1999-08-24,649.1156626526335
1999-08-25,653.5238157648097
1999-08-26,655.6743248511603
1999-08-27,659.4720616582412
1999-08-30,664.4725945606892
1999-08-31,662.8172461429532
1999-09-01,666.5703235773786
1999-09-02,664.954952418547
1999-09-03,669.1785036814222
1999-09-06,679.15999106897
1999-09-07,682.1263851313769
1999-09-08,683.0482909291901
1999-09-09,686.4308993273777
1999-09-10,694.1463181968742
1999-09-13,701.9460451298908
1999-09-14,699.8538754082745
1999-09-15,704.6723685194804
1999-09-16,707.5037545095578
1999-09-17,708.3505015057874
1999-09-20,703.6149789685193
1999-09-21,691.4105414167141
1999-09-22,688.2031147871658
1999-09-23,684.3698451902441
1999-09-24,669.673765805382
1999-09-27,663.1518352007864
1999-09-28,667.7573981550981
1999-09-29,666.2804007154937
1999-09-30,671.0459612697732
1999-10-01,672.3881118425143
1999-10-04,677.7253827962306
1999-10-05,687.6219479358147
1999-10-06,693.733273643954
1999-10-07,696.8197479213162
1999-10-08,700.5041859811038
1999-10-11,708.4118598231454
1999-10-12,714.324131897597
1999-10-13,708.4817931719856
1999-10-14,702.0986854197874
1999-10-15,692.3426069738326
