Date,FAR EAST SMALL GROWTH
1998-12-31,639.5220477765248
1999-01-01,639.5451364940153
1999-01-04,629.2128155352318
1999-01-05,629.960582638367
1999-01-06,637.6511821980047
1999-01-07,652.12062487973
1999-01-08,656.3203280055754
1999-01-11,671.0015963471835
1999-01-12,656.7171876562081
1999-01-13,635.4266443466918
1999-01-14,639.837490197184
1999-01-15,643.6653274420578
1999-01-18,645.0576689132545
1999-01-19,651.7507698667617
1999-01-20,661.3226973102318
1999-01-21,664.0963267790473
1999-01-22,653.2621355406199
1999-01-25,654.5165599273525
1999-01-26,660.5533525270245
1999-01-27,661.1654894872156
1999-01-28,658.9971770005603
1999-01-29,666.9594094954666
1999-02-01,676.2782169327584
1999-02-02,686.26334611594
1999-02-03,681.422609013494
1999-02-04,684.1919073700542
1999-02-05,675.264037909898
1999-02-08,672.3604659720397
1999-02-09,664.9780806003994
1999-02-10,662.9469930278796
1999-02-11,667.4550200041721
1999-02-12,670.2929582731709
1999-02-15,670.7081894406266
1999-02-16,664.4167510444353
1999-02-17,655.5988079821141
1999-02-18,651.6316672574845
1999-02-19,655.5786192408347
1999-02-22,667.4481816153253
1999-02-23,674.0678728431956
1999-02-24,676.2846561023098
1999-02-25,681.107479670527
1999-02-26,696.3373496623177
1999-03-01,693.7508581754357
1999-03-02,684.2630035974009
1999-03-03,680.9613429818197
1999-03-04,677.4337928011134
1999-03-05,699.2385279150294
1999-03-08,698.8371871234957
1999-03-09,704.4453206879109
1999-03-10,715.5684057930297
1999-03-11,723.5862796123475
1999-03-12,724.1431075108146
1999-03-15,736.763312767312
1999-03-16,757.0739142093812
1999-03-17,757.2028500908784
1999-03-18,753.5717568315745
1999-03-19,779.6171100749017
1999-03-22,776.8289150475193
1999-03-23,775.069562275426
1999-03-24,767.0529937043337
1999-03-25,781.347962943749
1999-03-26,784.9390102989644
1999-03-29,792.3626821544613
1999-03-30,790.5439550722393
1999-03-31,806.917405422439
1999-04-01,815.3710871474694
1999-04-02,823.4295641582625
1999-04-05,831.8856860162878
1999-04-06,836.3239438961989
1999-04-07,840.4648859596253
1999-04-08,854.862532675006
1999-04-09,875.377615171516
1999-04-12,863.8428862876009
1999-04-13,872.3914079993885
1999-04-14,882.7945544628556
1999-04-15,888.962895427725
1999-04-16,902.5006448958679
1999-04-19,902.2641767873018
1999-04-20,883.4863645543245
1999-04-21,874.314062057402
1999-04-22,888.1762360930138
1999-04-23,899.1746841551628
1999-04-26,912.0746054729105
1999-04-27,903.3257367576206
1999-04-28,910.2054651738947
1999-04-29,913.5050630016715
1999-04-30,918.2111864399719
1999-05-03,916.6462075834668
1999-05-04,910.2808153737491
1999-05-05,905.8834691936016
1999-05-06,912.851051583415
1999-05-07,902.3165376476506
1999-05-10,906.453951670671
1999-05-11,903.8102072605635
1999-05-12,911.0644762145567
1999-05-13,908.9240649952324
1999-05-14,900.550735199788
1999-05-17,881.2245855317761
1999-05-18,879.2223246754588
1999-05-19,862.1394994343714
1999-05-20,865.2095944517781
1999-05-21,873.3411116579052
1999-05-24,872.9841032086326
1999-05-25,867.9502695447219
1999-05-26,882.2858203059432
1999-05-27,884.7623633358807
1999-05-28,881.2667509239968
1999-05-31,877.482016442201
1999-06-01,892.5788888073891
1999-06-02,909.8358416355095
1999-06-03,910.4916023989633
1999-06-04,920.6422553918055
1999-06-07,934.547461284249
1999-06-08,934.6692188804903
1999-06-09,946.7156576282302
1999-06-10,958.1383562701948
1999-06-11,967.1446109027038
1999-06-14,960.4618674354729
1999-06-15,955.4243944693745
1999-06-16,974.6857391805205
1999-06-17,993.894221788243
1999-06-18,986.4735037166273
1999-06-21,1003.5320594110955
1999-06-22,1017.9107991124266
1999-06-23,1023.030783481513
1999-06-24,1014.079591369201
1999-06-25,1003.9001713595138
1999-06-28,1024.4593717695373
1999-06-29,1040.7561809043798
1999-06-30,1046.7531630699425
1999-07-01,1077.5933958407309
1999-07-02,1090.7973022585304
1999-07-05,1089.6922465674102
1999-07-06,1085.2085022764381
1999-07-07,1081.5347758872692
1999-07-08,1071.2968021140923
1999-07-09,1072.9885319828343
1999-07-12,1091.3983128224813
1999-07-13,1097.5477464418796
1999-07-14,1104.39989922747
1999-07-15,1108.8617177489127
1999-07-16,1097.3245376568905
1999-07-19,1117.1786667400902
1999-07-20,1094.5008084424358
1999-07-21,1080.7058388954404
1999-07-22,1064.169243977915
1999-07-23,1061.9127837757276
1999-07-26,1043.4885415103531
1999-07-27,1034.539582437132
1999-07-28,1050.0118708679083
1999-07-29,1063.5445939261465
1999-07-30,1066.0791528915183
1999-08-02,1068.5990638510282
1999-08-03,1067.9808645106386
1999-08-04,1058.4784442149394
1999-08-05,1033.1108081841867
1999-08-06,1025.2746976457106
1999-08-09,1027.0108722768205
1999-08-10,1027.0805550339448
1999-08-11,1027.344963575909
1999-08-12,1039.0338631998916
1999-08-13,1049.2010861700414
1999-08-16,1079.6451209544116
1999-08-17,1094.7539358795614
1999-08-18,1111.5891709665439
1999-08-19,1101.8179531071075
1999-08-20,1107.8338221710862
1999-08-23,1116.6883203658936
1999-08-24,1129.6381543874552
1999-08-25,1142.4698783944575
1999-08-26,1132.623314006438
1999-08-27,1131.6990944123907
1999-08-30,1141.3926800107981
1999-08-31,1142.0005258463862
1999-09-01,1154.0359269839657
1999-09-02,1150.7254525480328
1999-09-03,1160.6047338227108
1999-09-06,1184.3366376298832
1999-09-07,1170.6124361986447
1999-09-08,1169.2371210759281
1999-09-09,1202.6206602412403
1999-09-10,1227.0680005999589
1999-09-13,1283.2184262770256
1999-09-14,1278.9320054665486
1999-09-15,1293.4305400224769
1999-09-16,1254.8682707935309
1999-09-17,1234.7531757369063
1999-09-20,1241.0772544549675
1999-09-21,1248.125143912654
1999-09-22,1214.226491242468
1999-09-23,1221.5553163265743
1999-09-24,1178.1837166294085
1999-09-27,1158.5563474355215
1999-09-28,1176.060858049212
1999-09-29,1161.5101046966433
1999-09-30,1187.1212882482148
1999-10-01,1204.7340205285057
1999-10-04,1194.7179015910783
1999-10-05,1188.029846948904
1999-10-06,1180.6495779196193
1999-10-07,1186.0441405405024
1999-10-08,1196.9391566131403
1999-10-11,1202.1214584924978
1999-10-12,1193.7435669529268
1999-10-13,1166.0549384104872
1999-10-14,1165.5506232552336
1999-10-15,1144.0015250928363
1999-10-18,1102.712741429401
1999-10-19,1107.6209960119163
1999-10-20,1140.8913039197553
1999-10-21,1135.2353020756268
1999-10-22,1156.7153845249686
1999-10-25,1173.9128572992768
1999-10-26,1180.9596551878235
1999-10-27,1190.9566951172687
1999-10-28,1189.0793430666904
1999-10-29,1214.716977909792
1999-11-01,1219.130847481271
1999-11-02,1226.3996438633658
1999-11-03,1220.2532558063417
1999-11-04,1244.3231621574116
1999-11-05,1235.8720952525987
1999-11-08,1244.959761429169
1999-11-09,1247.225644536053
1999-11-10,1253.3309448064738
1999-11-11,1242.5324385565848
1999-11-12,1251.9704879075648
1999-11-15,1250.4451425544244
1999-11-16,1237.4821127235273
1999-11-17,1240.2769679594644
1999-11-18,1257.8298249400052
1999-11-19,1268.2030532715091
1999-11-22,1279.7849447551778
1999-11-23,1289.6808765500039
1999-11-24,1291.075050424909
1999-11-25,1266.0522961140514
1999-11-26,1301.861356555626
1999-11-29,1310.5200404657444
1999-11-30,1297.519172154328
1999-12-01,1277.6925185206608
1999-12-02,1257.6297639518948
1999-12-03,1272.084396336291
1999-12-06,1250.4623990008408
1999-12-07,1260.8008358679892
1999-12-08,1246.6834821086134
1999-12-09,1251.3454745110603
1999-12-10,1269.6998634517906
1999-12-13,1268.8087460540742
1999-12-14,1250.2460065390678
1999-12-15,1250.0420667124095
1999-12-16,1232.8116687346162
1999-12-17,1231.3543371243723
1999-12-20,1216.261772827264
1999-12-21,1212.4242076636194
1999-12-22,1234.301621190191
1999-12-23,1223.7040101168789
1999-12-24,1235.549910674328
1999-12-27,1237.1755579092041
1999-12-28,1239.3184058987783
1999-12-29,1245.4133434668506
1999-12-30,1265.3935494607988
1999-12-31,1265.4458013859678
2000-01-03,1263.2868180025941
2000-01-04,1235.4186397401888
2000-01-05,1188.2681129599307
2000-01-06,1152.3688001333337
2000-01-07,1151.0863100894073
2000-01-10,1157.1969322918558
2000-01-11,1184.2020286463237
2000-01-12,1184.4076063207506
2000-01-13,1185.5095290733527
2000-01-14,1202.09814108552
2000-01-17,1237.6244913633682
2000-01-18,1227.6870995170707
2000-01-19,1211.1392769222591
2000-01-20,1215.7751748422058
2000-01-21,1211.8694835581664
2000-01-24,1218.5614200743255
2000-01-25,1209.304761637554
2000-01-26,1232.0195414382163
2000-01-27,1275.1345168682747
2000-01-28,1283.6184144902913
2000-01-31,1279.9247275866117
2000-02-01,1282.3861840009486
2000-02-02,1294.921675792347
2000-02-03,1279.2052156587263
2000-02-04,1291.0242355400408
2000-02-07,1293.919381302862
2000-02-08,1265.8143607961551
2000-02-09,1269.2419409685685
2000-02-10,1277.7920387489878
2000-02-11,1272.0790462018244
2000-02-14,1275.8405602331081
2000-02-15,1253.5504209132544
2000-02-16,1245.0905693639434
2000-02-17,1239.0762618914684
2000-02-18,1251.0057695227622
2000-02-21,1230.8298609331478
2000-02-22,1191.1724148517646
2000-02-23,1198.3004071994428
2000-02-24,1230.2155999115423
2000-02-25,1272.6624888495357
2000-02-28,1308.8874224825697
2000-02-29,1314.4341192404986
2000-03-01,1339.116817928553
2000-03-02,1337.3524831436987
2000-03-03,1331.9292971074458
2000-03-06,1309.9401543531237
2000-03-07,1311.9433532814037
2000-03-08,1320.034793873187
2000-03-09,1312.8802305878237
2000-03-10,1319.9245645544665
2000-03-13,1260.4335322886488
2000-03-14,1271.7809511047165
2000-03-15,1283.470511508229
2000-03-16,1302.071171184278
2000-03-17,1323.2559042759365
2000-03-20,1314.6365180461744
2000-03-21,1316.2975081685886
2000-03-22,1332.6634880429024
2000-03-23,1304.0823962303725
2000-03-24,1298.4943120895
2000-03-27,1306.2321659732245
2000-03-28,1322.1703913376998
2000-03-29,1373.079136470486
2000-03-30,1369.983974718868
2000-03-31,1393.9683157491888
2000-04-03,1364.8037266128176
2000-04-04,1331.9976394525072
2000-04-05,1302.0868814601881
2000-04-06,1297.282883269825
2000-04-07,1309.250240951916
2000-04-10,1314.2927202347364
2000-04-11,1304.8973543860732
2000-04-12,1322.6156921844076
2000-04-13,1299.933772075967
2000-04-14,1291.3753171546402
2000-04-17,1183.963864941387
2000-04-18,1207.7728280947565
2000-04-19,1249.0222448826974
2000-04-20,1269.13372468533
2000-04-21,1268.9537264948706
2000-04-24,1281.1902430465523
2000-04-25,1292.1500871812389
2000-04-26,1298.9020147148542
2000-04-27,1304.8246861100454
2000-04-28,1295.8541181990413
2000-05-01,1310.4166099806562
2000-05-02,1329.785279102829
2000-05-03,1349.878768755034
2000-05-04,1358.1830038705123
2000-05-05,1351.953430309177
2000-05-08,1358.1928880055816
2000-05-09,1327.3120005660849
2000-05-10,1308.1031564962789
2000-05-11,1299.6054450513873
2000-05-12,1314.3289251520796
2000-05-15,1294.2727246927852
2000-05-16,1319.7697772736624
2000-05-17,1342.661264872464
2000-05-18,1328.7401822752784
2000-05-19,1338.1611122067077
2000-05-22,1278.9505307690913
2000-05-23,1264.8838297912812
2000-05-24,1240.6004164823596
2000-05-25,1253.19316141663
2000-05-26,1225.288072729073
2000-05-29,1232.0143974006785
2000-05-30,1231.8514203950356
2000-05-31,1234.4633351148523
2000-06-01,1227.5857095848548
2000-06-02,1226.4724156978778
2000-06-05,1260.6901560737479
2000-06-06,1264.5451958703195
2000-06-07,1266.9675260915417
2000-06-08,1270.4804606788744
2000-06-09,1274.322448332159
2000-06-12,1281.6314942795102
2000-06-13,1262.9964916314148
2000-06-14,1259.8268250777508
2000-06-15,1258.7531877019592
2000-06-16,1245.658059730206
2000-06-19,1254.2984935673574
2000-06-20,1272.7833721533705
2000-06-21,1292.541465287148
2000-06-22,1312.8054135890407
2000-06-23,1310.705933053054
2000-06-26,1295.1571413747542
2000-06-27,1298.9689540340376
2000-06-28,1301.246513225204
2000-06-29,1309.9281582049236
2000-06-30,1307.3612307731116
2000-07-03,1332.7227104624076
2000-07-04,1333.6039875340489
2000-07-05,1315.8706772264907
2000-07-06,1303.5823803637777
2000-07-07,1314.5071471100048
2000-07-10,1325.5914626635802
2000-07-11,1331.2829763495345
2000-07-12,1318.9344369854502
2000-07-13,1313.6265531738202
2000-07-14,1312.6139265003458
2000-07-17,1309.0726973440906
2000-07-18,1289.5794643546071
2000-07-19,1296.8517840245652
2000-07-20,1296.2803545050338
2000-07-21,1269.611453506413
2000-07-24,1245.961892815067
2000-07-25,1229.3651522883752
2000-07-26,1220.8936977053356
2000-07-27,1208.3848109894675
2000-07-28,1196.1659835789735
2000-07-31,1177.2674977246152
2000-08-01,1204.3147477855753
2000-08-02,1223.5995760627873
2000-08-03,1234.6195645423581
2000-08-04,1222.8805184058983
2000-08-07,1224.1316130050866
2000-08-08,1239.1838141671974
2000-08-09,1260.6199636766821
2000-08-10,1250.3959376386317
2000-08-11,1269.1652755730283
2000-08-14,1265.3812717922365
2000-08-15,1268.6538241250962
2000-08-16,1281.7527071744319
2000-08-17,1270.3397966791372
2000-08-18,1288.1663304265999
2000-08-21,1292.7286145404546
2000-08-22,1311.6329647838243
2000-08-23,1328.2893349222672
2000-08-24,1322.019266734646
2000-08-25,1327.491897205851
2000-08-28,1335.523671840065
2000-08-29,1343.1189253205143
2000-08-30,1337.8001745290517
2000-08-31,1341.6127347781196
2000-09-01,1326.8708840996833
2000-09-04,1323.5084028325955
2000-09-05,1337.262965507758
2000-09-06,1337.4734047895952
2000-09-07,1351.9375166221323
2000-09-08,1355.9736969257824
2000-09-11,1335.8836746210163
2000-09-12,1316.304767116544
2000-09-13,1306.6169000314692
2000-09-14,1308.8166786986126
2000-09-15,1306.6837500923211
2000-09-18,1314.223973755287
2000-09-19,1314.900381551677
2000-09-20,1345.8764993505579
2000-09-21,1338.356735859211
2000-09-22,1255.2046002158318
2000-09-25,1277.8285610748585
2000-09-26,1257.431019888944
2000-09-27,1242.9130497107694
2000-09-28,1233.1133155275852
2000-09-29,1253.6879004387988
2000-10-02,1245.7750626098682
2000-10-03,1252.959278009362
2000-10-04,1249.5488418989305
2000-10-05,1248.076493125054
2000-10-06,1253.0327181705625
2000-10-09,1248.5936163354852
2000-10-10,1241.0814039030026
2000-10-11,1217.8679608005457
2000-10-12,1224.1840165394744
2000-10-13,1216.113657595441
2000-10-16,1237.097255603182
2000-10-17,1219.7910293957432
2000-10-18,1197.4568571697685
2000-10-19,1196.9779382948889
2000-10-20,1219.131440313399
2000-10-23,1221.5862338679017
2000-10-24,1223.6682579090148
2000-10-25,1224.0686018424667
2000-10-26,1211.2010968860914
2000-10-27,1184.4402549748252
2000-10-30,1169.6639050709975
2000-10-31,1155.3321867886405
2000-11-01,1172.5430007096531
2000-11-02,1174.8839310847138
2000-11-03,1182.6462237112307
2000-11-06,1210.8620789588201
2000-11-07,1219.4570601625123
2000-11-08,1228.4296449006745
2000-11-09,1209.8247966141887
2000-11-10,1193.055671538426
2000-11-13,1178.1493582231426
2000-11-14,1178.5388772366355
2000-11-15,1172.8506101249884
2000-11-16,1166.9468424111114
2000-11-17,1163.9983630896988
2000-11-20,1155.9712034589213
2000-11-21,1142.63702792457
2000-11-22,1144.5797130766073
2000-11-23,1143.8697919573335
2000-11-24,1139.4297407310867
2000-11-27,1145.0403144917095
2000-11-28,1139.7423795501645
2000-11-29,1119.0250434438265
2000-11-30,1110.4531467646452
2000-12-01,1112.5851647485918
2000-12-04,1098.531528466869
2000-12-05,1097.9089450389956
2000-12-06,1107.6475293674832
2000-12-07,1093.6949395861836
2000-12-08,1086.4278045924098
2000-12-11,1115.142535491674
2000-12-12,1111.895647983176
