Date,EASEA INDEX (EAFE ex JAPAN) SMALL GROWTH
1998-12-31,453.04755681312884
1999-01-01,452.94524058831
1999-01-04,460.4538651176433
1999-01-05,461.0757698996339
1999-01-06,466.95646643174933
1999-01-07,467.67394280181793
1999-01-08,471.2721068482994
1999-01-11,472.0366575842751
1999-01-12,470.11598296161264
1999-01-13,456.22913114733
1999-01-14,459.59448168219774
1999-01-15,460.5255407505937
1999-01-18,466.1044872614148
1999-01-19,467.0160488222673
1999-01-20,469.41046589665933
1999-01-21,467.67417833871343
1999-01-22,462.8270885627795
1999-01-25,461.2877748575368
1999-01-26,465.32346182398015
1999-01-27,468.5260591817975
1999-01-28,470.42101694488804
1999-01-29,473.6769101565784
1999-02-01,478.3782933769902
1999-02-02,478.06540388481227
1999-02-03,477.6776742537393
1999-02-04,481.9467755448582
1999-02-05,482.68287338423255
1999-02-08,482.90199863860744
1999-02-09,479.9373420673961
1999-02-10,474.67236299730126
1999-02-11,478.8046392869685
1999-02-12,483.10212485764765
1999-02-15,483.4323780154767
1999-02-16,484.8681137197151
1999-02-17,483.00085132993496
1999-02-18,482.3074562484834
1999-02-19,484.7837259400345
1999-02-22,487.4295585945001
1999-02-23,486.94353010938676
1999-02-24,489.9033621293698
1999-02-25,488.0813117735468
1999-02-26,489.8050467327185
1999-03-01,491.4309355142912
1999-03-02,490.323631647284
1999-03-03,491.26779202041786
1999-03-04,490.079382002222
1999-03-05,494.53920845271267
1999-03-08,495.4045728311184
1999-03-09,496.38086155757696
1999-03-10,494.6878344076565
1999-03-11,498.4655452371766
1999-03-12,501.0159361336346
1999-03-15,500.59942637399075
1999-03-16,500.86237705694816
1999-03-17,499.29729981110324
1999-03-18,498.7225117150558
1999-03-19,502.65851735348116
1999-03-22,502.03723693882654
1999-03-23,499.36953315970936
1999-03-24,493.27419417268766
1999-03-25,496.7100016762484
1999-03-26,499.033662468538
1999-03-29,499.40933476785347
1999-03-30,498.8704225201846
1999-03-31,497.91051187247257
1999-04-01,495.66121709203253
1999-04-02,496.72346755841573
1999-04-05,496.8873589048401
1999-04-06,497.6008594453459
1999-04-07,499.7451892926833
1999-04-08,502.42042502746
1999-04-09,505.4956615991363
1999-04-12,504.2420486239403
1999-04-13,508.8839310793976
1999-04-14,511.7500817455261
1999-04-15,513.267979825509
1999-04-16,516.2138064583556
