Date,EUROPE ex SWITZERLAND SMALL GROWTH
2007-05-31,1000.0
2007-06-01,1006.1991105934483
2007-06-04,1001.7818513206037
2007-06-05,999.6076764189295
2007-06-06,980.0887777426357
2007-06-07,963.7631418998926
2007-06-08,962.8937042094329
2007-06-11,972.3770110806083
2007-06-12,966.8337787729191
2007-06-13,968.2956116051579
2007-06-14,981.4987685638457
2007-06-15,990.6459179396733
2007-06-18,990.3181461380967
2007-06-19,987.063280749947
2007-06-20,991.9905337224725
2007-06-21,981.1763859135823
2007-06-22,980.1637696137353
2007-06-25,975.1942986303045
2007-06-26,971.081494456127
2007-06-27,967.4689275361222
2007-06-28,979.3590657878652
2007-06-29,984.6166003937958
2007-07-02,987.5177052247743
2007-07-03,997.8371774738682
2007-07-04,1003.8780715587011
2007-07-05,1000.7723552503314
2007-07-06,1006.0476591067801
2007-07-09,1008.1965952870286
2007-07-10,1000.1296486144901
2007-07-11,995.6617807620424
2007-07-12,1007.0216567285113
2007-07-13,1010.8449671630764
2007-07-16,1009.2597273325264
2007-07-17,1004.667986912561
2007-07-18,999.9068823418847
2007-07-19,1008.2867357878165
2007-07-20,1002.6063610165922
2007-07-23,1003.9131664567882
2007-07-24,990.5193493287059
2007-07-25,977.9457845044407
2007-07-26,951.3822374613945
2007-07-27,939.4986341619642
2007-07-30,944.3959368040839
2007-07-31,965.006221050271
2007-08-01,950.5442488527493
2007-08-02,956.0874855488925
2007-08-03,947.0748893597614
2007-08-06,926.7939911121596
2007-08-07,935.3841516167573
2007-08-08,955.2861778449953
2007-08-09,941.4151221952443
2007-08-10,916.2464519235826
2007-08-13,928.4235561801589
2007-08-14,921.1627764815498
2007-08-15,911.5560390377155
2007-08-16,870.6414865074313
2007-08-17,878.611823241923
2007-08-20,886.4506209621237
2007-08-21,882.7707415276388
2007-08-22,904.6565880054113
2007-08-23,909.9496036730977
2007-08-24,912.4939460344622
2007-08-27,915.4946980783187
2007-08-28,901.5428993762889
2007-08-29,905.9345228545578
2007-08-30,917.0375896532311
2007-08-31,932.0598508444025
2007-09-03,938.3744838810546
2007-09-04,946.5446834861729
2007-09-05,932.2267449224746
2007-09-06,933.6093172902547
2007-09-07,917.7252524735434
2007-09-10,904.5244128960946
2007-09-11,920.6964430101523
2007-09-12,920.1387426741787
2007-09-13,917.0126648386806
2007-09-14,902.3303926568838
2007-09-17,884.903028538771
2007-09-18,891.1665340816926
2007-09-19,912.3893640366135
2007-09-20,906.3943523029571
2007-09-21,914.8555962888589
2007-09-24,916.388975711136
2007-09-25,901.8189012537393
2007-09-26,906.9165810684949
2007-09-27,913.1651519357047
2007-09-28,915.3084497792447
2007-10-01,921.486033131501
2007-10-02,931.1338251680355
2007-10-03,935.6119935346713
2007-10-04,937.6662713331323
2007-10-05,945.4738383514493
2007-10-08,946.9367048165684
2007-10-09,949.7220282301353
2007-10-10,954.1346567888828
2007-10-11,961.9500906606482
2007-10-12,961.7704653073828
2007-10-15,958.9018037879795
2007-10-16,951.0609329984576
2007-10-17,962.5440954100303
2007-10-18,953.2302127202397
2007-10-19,946.8347011561706
2007-10-22,927.882829422449
2007-10-23,943.8641048104826
2007-10-24,939.0536163710798
2007-10-25,949.3975513033774
2007-10-26,948.0294059607259
2007-10-29,954.2834571251117
2007-10-30,949.7530013877274
2007-10-31,963.588957866072
2007-11-01,957.0059026006078
2007-11-02,953.2099865435443
2007-11-05,944.3377055486461
2007-11-06,951.9301428119188
2007-11-07,942.5301488130898
2007-11-08,935.3459800081308
2007-11-09,917.1580125398907
2007-11-12,909.507268587352
2007-11-13,901.7160632324901
2007-11-14,908.8231436196573
2007-11-15,891.8459639678282
2007-11-16,881.1851279330253
2007-11-19,851.8698081464235
2007-11-20,853.5159252113322
2007-11-21,826.790081121151
2007-11-22,828.4932660661931
2007-11-23,842.7029170746182
2007-11-26,846.0080251418814
2007-11-27,839.9829054232825
2007-11-28,862.0530028930037
2007-11-29,865.176891783057
2007-11-30,877.2186728073669
2007-12-03,873.5830942677455
2007-12-04,854.8343891711304
2007-12-05,867.3546396250314
2007-12-06,866.0218277833438
2007-12-07,873.4458157138639
2007-12-10,877.0062393577856
2007-12-11,879.345418392581
2007-12-12,881.1207222433027
2007-12-13,861.9024703827141
2007-12-14,864.4836779767869
2007-12-17,844.1852008561906
2007-12-18,845.0264463510597
2007-12-19,841.2358840419689
2007-12-20,843.1262368483351
2007-12-21,850.8755925494785
2007-12-24,850.9269553459983
2007-12-25,850.9269553459983
2007-12-26,850.2012142713287
2007-12-27,852.469802911975
2007-12-28,854.3986659681216
2007-12-31,857.7169280031475
2008-01-01,857.7169280031475
2008-01-02,850.9733411411956
2008-01-03,843.7689968180634
2008-01-04,826.0709354391288
2008-01-07,812.2836573120601
2008-01-08,817.2845450054343
2008-01-09,796.9039038278028
2008-01-10,778.4849678411022
2008-01-11,772.3159647191399
2008-01-14,778.7209362224672
2008-01-15,758.261238442747
2008-01-16,740.1767523601688
2008-01-17,742.8381917847374
2008-01-18,736.9242775471287
2008-01-21,696.9864362130257
2008-01-22,711.9764431963655
2008-01-23,700.7020578770012
2008-01-24,729.572821010444
2008-01-25,740.7985947080094
2008-01-28,732.5486155998378
2008-01-29,750.6981906542957
2008-01-30,748.2191268458741
2008-01-31,744.4866737810413
2008-02-01,762.1692864831588
2008-02-04,773.1604941155687
2008-02-05,753.2002839606896
2008-02-06,750.8191618518049
2008-02-07,738.1894721306522
2008-02-08,741.1958266422369
2008-02-11,736.1513871697302
2008-02-12,758.9458379037391
2008-02-13,762.9627542744414
2008-02-14,770.5490806747238
2008-02-15,758.903851610028
2008-02-18,769.6696132926204
2008-02-19,774.2509047036039
2008-02-20,770.0818087383077
2008-02-21,777.7430965094032
2008-02-22,772.7813370640952
2008-02-25,782.9578625963112
2008-02-26,789.7816442215043
2008-02-27,789.6242827661351
2008-02-28,774.182539882346
2008-02-29,766.1696575554097
2008-03-03,754.6291121182317
2008-03-04,747.6235078531743
2008-03-05,759.4442312899354
2008-03-06,753.7854746746978
2008-03-07,741.1009542070138
2008-03-10,728.4484285015761
2008-03-11,737.2278718306648
2008-03-12,747.7522650138768
2008-03-13,734.9552348280383
2008-03-14,731.3180046788685
2008-03-17,702.8631936658072
2008-03-18,715.3393155085585
2008-03-19,706.8253757746002
2008-03-20,703.5487918192308
2008-03-21,703.5487918192308
2008-03-24,704.272209211593
2008-03-25,723.7131722178639
2008-03-26,723.0301553929138
2008-03-27,738.5118863056066
2008-03-28,737.2508506126326
2008-03-31,740.2728499965104
2008-04-01,759.166556470516
2008-04-02,761.1406756132834
2008-04-03,756.0888061417085
2008-04-04,759.0107234139792
2008-04-07,765.8267782344137
2008-04-08,753.4896887008923
2008-04-09,751.6614474327798
2008-04-10,747.9317216709522
2008-04-11,741.0845057697007
2008-04-14,734.819842146709
2008-04-15,740.676595479325
2008-04-16,752.5746895931617
2008-04-17,752.9357632276276
2008-04-18,766.5421810731442
2008-04-21,758.7786732496199
2008-04-22,759.9368516504521
2008-04-23,764.0417499756121
2008-04-24,760.3744542497672
2008-04-25,769.3522711148606
2008-04-28,776.0736354075764
2008-04-29,768.7605504406501
2008-04-30,777.7903906465228
2008-05-01,778.4172401202126
2008-05-02,790.5294544129379
2008-05-05,789.3478482758215
2008-05-06,789.8153904681743
2008-05-07,797.1834826566245
2008-05-08,800.6753336097562
2008-05-09,792.7103345504231
2008-05-12,799.102808105733
2008-05-13,796.1865192555538
2008-05-14,800.5614351530675
2008-05-15,803.756761115767
2008-05-16,810.5690671659353
2008-05-19,821.779384652737
2008-05-20,805.646438880335
2008-05-21,804.2494512153307
2008-05-22,806.2965853884966
2008-05-23,796.0977403316168
2008-05-26,793.2221325726546
2008-05-27,787.5203394518894
2008-05-28,793.3502418425222
2008-05-29,797.6134012052977
2008-05-30,799.6264082135459
2008-06-02,794.654880911822
2008-06-03,803.6825373577716
2008-06-04,795.8013846583444
2008-06-05,796.8183710227883
2008-06-06,787.6319339800767
2008-06-09,781.53197408965
2008-06-10,774.1528514383881
2008-06-11,766.1915417979889
2008-06-12,770.6755926072915
2008-06-13,774.4258572194893
2008-06-16,774.9000930460321
2008-06-17,782.6116746159539
2008-06-18,770.4417982328353
2008-06-19,767.7622521428223
2008-06-20,758.3154658005153
2008-06-23,755.3279651084464
2008-06-24,745.5583435986941
2008-06-25,755.5271920220188
2008-06-26,740.299271053122
2008-06-27,740.1249949627585
2008-06-30,741.2055175239602
2008-07-01,725.687822719558
2008-07-02,713.7890582001214
2008-07-03,708.120927912619
2008-07-04,702.595634042906
2008-07-07,712.0859474846586
2008-07-08,698.297424706888
2008-07-09,707.3043537207751
2008-07-10,694.8831929764336
2008-07-11,682.3601337030921
2008-07-14,683.941068812919
2008-07-15,669.4035189194299
2008-07-16,674.4493762154235
2008-07-17,693.0467889382621
2008-07-18,696.6094596823311
2008-07-21,705.3593639016713
2008-07-22,704.4427204956822
2008-07-23,717.6472442213842
2008-07-24,702.240867328619
2008-07-25,697.2999418953822
2008-07-28,691.4295690659898
2008-07-29,693.3853044014639
2008-07-30,707.8067890706476
2008-07-31,708.2870817226034
2008-08-01,703.0406468865461
2008-08-04,693.9741400116562
2008-08-05,699.5516227582149
2008-08-06,708.8157859593821
2008-08-07,707.8482499275306
2008-08-08,711.6402084325376
2008-08-11,717.0256404497363
2008-08-12,711.0738854406437
2008-08-13,697.9651485514651
2008-08-14,702.6607405441025
2008-08-15,709.0666593249674
2008-08-18,709.4007267513872
2008-08-19,695.8827813252576
2008-08-20,698.4019352150358
2008-08-21,700.7700753606514
2008-08-22,710.1020940643781
2008-08-25,707.729039646182
2008-08-26,706.9914631680689
2008-08-27,708.8022929475285
2008-08-28,713.8572270064885
2008-08-29,721.4283853051193
2008-09-01,715.8917024153043
2008-09-02,717.6764340186194
2008-09-03,704.7329202254365
2008-09-04,690.2644366076961
2008-09-05,674.8105237796926
2008-09-08,689.272444941657
2008-09-09,674.2226995049704
2008-09-10,664.0612860358583
2008-09-11,660.7607612082205
2008-09-12,669.4279905929632
2008-09-15,650.3568289323457
2008-09-16,628.8441179207298
2008-09-17,622.879955710722
2008-09-18,617.7491461990056
2008-09-19,656.7252658021279
2008-09-22,648.1424929320211
2008-09-23,633.8513025894937
2008-09-24,629.488784548707
2008-09-25,629.8090921087585
2008-09-26,616.588335044768
2008-09-29,581.3896574311243
2008-09-30,591.0813179336023
2008-10-01,588.6246994207863
2008-10-02,582.1908703906225
2008-10-03,580.9459043445139
2008-10-06,535.548108466685
2008-10-07,526.1693261501906
2008-10-08,494.1387463053755
2008-10-09,498.1823104047811
2008-10-10,469.9904801496397
2008-10-13,508.9105830754575
2008-10-14,522.9528037016761
2008-10-15,492.0618615754591
2008-10-16,466.0987750771292
2008-10-17,471.228357805331
2008-10-20,482.84885648330766
2008-10-21,485.8123488425566
2008-10-22,464.6447639780323
2008-10-23,452.25228628320104
2008-10-24,427.1712208667789
2008-10-27,410.6833204849569
2008-10-28,415.3299200450679
2008-10-29,440.8557491376871
2008-10-30,455.64091951103217
2008-10-31,467.8720698826489
2008-11-03,476.49448288277347
2008-11-04,501.47408076327474
2008-11-05,493.49702336225573
2008-11-06,468.2604233410352
2008-11-07,471.65120598475727
2008-11-10,479.59417720703
2008-11-11,463.661434495434
2008-11-12,444.6245961950527
2008-11-13,437.5051377571268
2008-11-14,437.53247817912035
2008-11-17,431.4119799814127
2008-11-18,426.1984499008357
2008-11-19,411.0132400138267
2008-11-20,394.04105567830453
2008-11-21,389.6954217547048
2008-11-24,410.13115867378644
2008-11-25,412.3954054062913
2008-11-26,413.40385241232315
2008-11-27,425.66669422949656
2008-11-28,428.59233871526504
