Date,EUROPE ex EMU SMALL GROWTH
2007-05-31,1000.0
2007-06-01,1009.7933991075672
2007-06-04,1007.6785548502087
2007-06-05,1004.6458789756346
2007-06-06,988.623754330203
2007-06-07,971.5681564368167
2007-06-08,968.8723720010208
2007-06-11,975.5381255262749
2007-06-12,971.3256914587395
2007-06-13,972.626370524814
2007-06-14,988.1338922217112
2007-06-15,996.5151630471971
2007-06-18,997.9248714647786
2007-06-19,992.2676372815621
2007-06-20,999.630970728706
2007-06-21,987.2586508699897
2007-06-22,986.5318994897866
2007-06-25,982.8680357750878
2007-06-26,979.354806013366
2007-06-27,974.1346492337176
2007-06-28,986.2168574467207
2007-06-29,990.7387272205749
2007-07-02,990.5401261007775
2007-07-03,1003.6828027035127
2007-07-04,1010.9637293401939
2007-07-05,1009.1291533258723
2007-07-06,1012.0878790052354
2007-07-09,1012.609010566306
2007-07-10,1003.6651251852256
2007-07-11,1000.5714101369083
2007-07-12,1011.3059293632776
2007-07-13,1015.7253522748507
2007-07-16,1016.581531522391
2007-07-17,1010.2191532244312
2007-07-18,1006.752511767797
2007-07-19,1016.9719313350004
2007-07-20,1013.0623005823
2007-07-23,1011.7262708968431
2007-07-24,996.3478855276849
2007-07-25,984.6719445488443
2007-07-26,958.4180855472845
2007-07-27,944.0849690075588
2007-07-30,949.3898649685232
2007-07-31,970.0466571005082
2007-08-01,958.7169267548211
2007-08-02,963.3556667260098
2007-08-03,954.6376926566539
2007-08-06,933.0390339322947
2007-08-07,944.1096556575876
2007-08-08,967.1077993986312
2007-08-09,955.7314701955437
2007-08-10,928.3188855603605
2007-08-13,941.3686941846248
2007-08-14,932.1656264259162
2007-08-15,921.4028859967802
2007-08-16,879.7054482357871
2007-08-17,891.0683715272191
2007-08-20,898.2258531396111
2007-08-21,893.6309782160083
2007-08-22,916.7437678851112
2007-08-23,922.4171514579747
2007-08-24,925.9160405967901
2007-08-27,927.4459082016447
2007-08-28,914.5957807106078
2007-08-29,918.6055981211993
2007-08-30,929.4590842945755
2007-08-31,944.8194892693226
2007-09-03,950.7541637187765
2007-09-04,959.4474728862807
2007-09-05,945.1831682974517
2007-09-06,947.5355945057635
2007-09-07,933.0301262489844
2007-09-10,920.1290302432946
2007-09-11,936.2834930779429
2007-09-12,936.3015824543854
2007-09-13,933.2665176064697
2007-09-14,915.5789706204108
2007-09-17,899.8937706882946
2007-09-18,903.205684918399
2007-09-19,925.1955502212639
2007-09-20,915.7197556318822
2007-09-21,923.3344427587788
2007-09-24,920.9926565755301
2007-09-25,905.7144445071017
2007-09-26,909.583354527413
2007-09-27,917.9119641439478
2007-09-28,922.4858997040259
2007-10-01,926.3021635479427
2007-10-02,936.1424990442715
2007-10-03,942.9063145581949
2007-10-04,945.1331692011195
2007-10-05,951.8274462315949
2007-10-08,953.7897194878935
2007-10-09,956.563860406618
2007-10-10,961.3349258089073
2007-10-11,970.6068514660857
2007-10-12,969.9380563706414
2007-10-15,966.4638425425114
2007-10-16,960.32348885812
2007-10-17,972.2424964530902
2007-10-18,961.4921193212938
2007-10-19,954.1369088837148
2007-10-22,935.6065894405656
2007-10-23,950.9505708810456
2007-10-24,947.1786727040965
2007-10-25,957.2272732291892
2007-10-26,958.0698879293122
2007-10-29,963.087232756968
2007-10-30,957.3809171879412
2007-10-31,972.8032992872738
2007-11-01,965.4689123563411
2007-11-02,958.0860653104022
2007-11-05,950.9973252174254
2007-11-06,956.0693138718175
2007-11-07,946.8046203999879
2007-11-08,942.3397758454253
2007-11-09,924.8428984938993
2007-11-12,915.149254290283
2007-11-13,910.0983636328135
2007-11-14,915.0322285438466
2007-11-15,898.887965203952
2007-11-16,889.6314566027985
2007-11-19,860.590498032547
2007-11-20,861.2310269082997
2007-11-21,834.4869032715009
2007-11-22,836.4313632767012
2007-11-23,849.7328079616831
2007-11-26,853.2478655253642
2007-11-27,843.8222684273952
2007-11-28,867.4279304734071
2007-11-29,870.4461024064112
2007-11-30,879.522853215066
2007-12-03,874.830458771567
2007-12-04,850.9540398654724
2007-12-05,862.6211813449195
2007-12-06,861.8765022335862
2007-12-07,867.0595841612559
2007-12-10,870.3121496081691
2007-12-11,872.3314283762808
2007-12-12,876.6427851026955
