Date,EAFE ex ISRAEL SMALL GROWTH
2011-08-26,1073.679486202344
2011-08-29,1082.8316744753815
2011-08-30,1101.6804421521058
2011-08-31,1127.8453948326996
2011-09-01,1134.5762694901998
2011-09-02,1119.522027046189
2011-09-05,1091.8276561437244
2011-09-06,1079.9305206061435
2011-09-07,1105.9024118245925
2011-09-08,1116.644199209703
2011-09-09,1113.9716139435777
2011-09-12,1092.6664570654557
2011-09-13,1096.9226791359115
2011-09-14,1095.6145884988994
2011-09-15,1106.1877532671754
2011-09-16,1125.9358898930457
2011-09-19,1115.9198715866428
2011-09-20,1110.2988737969667
2011-09-21,1102.9055541687833
2011-09-22,1070.0250389626046
2011-09-23,1059.088895158041
2011-09-26,1046.0550422612976
2011-09-27,1078.7196605383199
2011-09-28,1084.3476707956947
2011-09-29,1083.8136712440562
2011-09-30,1082.1512655415213
2011-10-03,1070.5102736836145
2011-10-04,1040.1676688856483
2011-10-05,1046.422612789863
2011-10-06,1069.5081142543215
2011-10-07,1080.427680847495
2011-10-10,1086.868087858981
2011-10-11,1094.604123108347
2011-10-12,1100.0573088626356
2011-10-13,1106.434939487876
2011-10-14,1099.9917036727236
2011-10-17,1108.666321033989
2011-10-18,1100.538990827697
2011-10-19,1100.6769923276408
2011-10-20,1088.0342304854726
2011-10-21,1096.667284194989
2011-10-24,1120.0425130727654
2011-10-25,1114.9977458234805
2011-10-26,1116.8235449579252
2011-10-27,1133.9265139889735
2011-10-28,1136.4623898593532
2011-10-31,1119.5922981116096
2011-11-01,1097.9605597511888
2011-11-02,1094.8568467462014
2011-11-03,1108.5921541037937
2011-11-04,1115.8664739257913
2011-11-07,1111.9288592581895
2011-11-08,1111.6545201697545
2011-11-09,1115.0262049924938
2011-11-10,1097.4811572978883
2011-11-11,1112.024020426156
2011-11-14,1115.2299065990696
2011-11-15,1112.1115786825394
2011-11-16,1105.3519426020812
2011-11-17,1096.4053015645497
2011-11-18,1086.7826433879773
2011-11-21,1062.8739313425615
2011-11-22,1057.1472203319329
2011-11-23,1047.7192964663595
2011-11-24,1047.334057873866
2011-11-25,1045.9567525343843
2011-11-28,1066.871786323321
2011-11-29,1084.7642047369472
2011-11-30,1104.5288369146804
2011-12-01,1101.1421226529635
2011-12-02,1110.8886862395873
2011-12-05,1121.5937616256701
2011-12-06,1111.4651455758506
2011-12-07,1118.9900754039165
2011-12-08,1109.7466849880793
2011-12-09,1103.5472052976695
2011-12-12,1100.544043215011
2011-12-13,1105.3960820579857
2011-12-14,1091.4762211476093
2011-12-15,1088.1315168252308
2011-12-16,1088.445362045984
2011-12-19,1080.090605764419
2011-12-20,1093.9078745470479
2011-12-21,1100.60988481599
2011-12-22,1100.002129189019
2011-12-23,1109.1527050473767
2011-12-26,1109.3013695431935
2011-12-27,1108.4332241549196
2011-12-28,1107.6023685883977
2011-12-29,1111.8687298875327
2011-12-30,1124.1030460865309
2012-01-02,1129.2308847175939
2012-01-03,1144.0008845048264
2012-01-04,1153.425868279854
2012-01-05,1149.6496239344835
2012-01-06,1153.1291838490145
2012-01-09,1153.9766550788909
2012-01-10,1163.365092608769
2012-01-11,1170.0690088030203
2012-01-12,1166.7118891058687
2012-01-13,1177.009914971048
2012-01-16,1177.930614738405
2012-01-17,1185.7899749556384
2012-01-18,1187.4001784674506
2012-01-19,1193.1962617368379
2012-01-20,1195.8593493029794
2012-01-23,1193.6719320018242
2012-01-24,1185.5893075879735
2012-01-25,1189.728668579719
2012-01-26,1194.8623800130404
2012-01-27,1197.9419527704156
2012-01-30,1189.536362731816
2012-01-31,1200.4255764873321
2012-02-01,1213.149686543442
2012-02-02,1222.122254609546
2012-02-03,1231.3289650396005
2012-02-06,1240.1897686509733
2012-02-07,1226.5558861570637
2012-02-08,1228.087345081878
2012-02-09,1226.2934038746853
2012-02-10,1226.2397214083298
2012-02-13,1232.3960261963593
2012-02-14,1229.475399531179
2012-02-15,1242.3512989891738
2012-02-16,1233.1917088981718
2012-02-17,1234.0734543097976
2012-02-20,1237.893987333085
2012-02-21,1234.1620835984631
2012-02-22,1234.9520228725319
2012-02-23,1234.3735819400763
2012-02-24,1232.9839190313062
2012-02-27,1234.7052607405155
2012-02-28,1236.553897531318
2012-02-29,1239.3384450195467
2012-03-01,1240.3788862844638
2012-03-02,1248.2801473085954
2012-03-05,1238.8527090516166
2012-03-06,1218.863009400578
2012-03-07,1222.3345597162743
2012-03-08,1231.9964240556235
2012-03-09,1243.8129314600187
2012-03-12,1237.5135670400148
2012-03-13,1252.0115735264362
2012-03-14,1253.5111586232388
2012-03-15,1253.5285959898852
2012-03-16,1256.0578393413052
2012-03-19,1253.3698123375473
2012-03-20,1241.6885009509417
2012-03-21,1240.7314014698616
2012-03-22,1237.2748189132158
2012-03-23,1236.1670831367608
2012-03-26,1243.8895306934335
2012-03-27,1247.965648977368
2012-03-28,1241.8952838659245
2012-03-29,1236.9989717267113
2012-03-30,1245.775708090472
2012-04-02,1258.2664644686506
2012-04-03,1251.9805659870558
2012-04-04,1239.5729217724042
2012-04-05,1242.201266567886
2012-04-06,1241.0547474399248
2012-04-09,1241.779437431183
2012-04-10,1224.0672331665621
2012-04-11,1225.7178266634292
2012-04-12,1241.6547915286144
2012-04-13,1244.1209933595217
2012-04-16,1241.069919614983
2012-04-17,1246.4163005296039
2012-04-18,1256.6248044680751
2012-04-19,1250.948795209277
2012-04-20,1251.165136388023
2012-04-23,1237.597507613784
2012-04-24,1237.7474159685287
2012-04-25,1249.23091668156
2012-04-26,1254.7576861807988
2012-04-27,1259.5831661665482
2012-04-30,1264.32045461889
2012-05-01,1260.9258070543067
2012-05-02,1267.9749542902603
2012-05-03,1265.6109405336492
2012-05-04,1249.0813129839994
2012-05-07,1241.3797062690733
2012-05-08,1230.4742526485522
2012-05-09,1218.8185194122084
2012-05-10,1229.263910738223
2012-05-11,1226.46794237
2012-05-14,1213.3944866292015
2012-05-15,1203.9457261288844
2012-05-16,1191.6867799479082
2012-05-17,1194.6745581439393
2012-05-18,1171.4228645529965
2012-05-21,1175.418642542348
2012-05-22,1192.1153818606736
2012-05-23,1181.1004328211634
2012-05-24,1184.4220582795099
2012-05-25,1184.8377582944938
2012-05-28,1189.0551732597426
2012-05-29,1205.4414011219078
2012-05-30,1199.2920558280152
2012-05-31,1201.4524544542044
2012-06-01,1174.896061860937
2012-06-04,1152.1000437044092
2012-06-05,1162.0635550203417
2012-06-06,1182.4741667796466
2012-06-07,1195.0370351107808
2012-06-08,1186.1336492495288
2012-06-11,1189.6742304905551
2012-06-12,1186.7855445737164
2012-06-13,1177.9727810932004
2012-06-14,1173.1108061635393
2012-06-15,1186.7268631032612
2012-06-18,1198.1423850530473
2012-06-19,1198.817926934335
2012-06-20,1208.944069403989
2012-06-21,1207.890023077759
2012-06-22,1198.4689897967685
2012-06-25,1191.9903971641863
2012-06-26,1188.2958965028224
2012-06-27,1198.166003352591
2012-06-28,1200.6333984085607
2012-06-29,1212.7954892996859
2012-07-02,1232.2495496217016
2012-07-03,1240.978998604398
2012-07-04,1250.2087403734238
2012-07-05,1255.5594336166096
2012-07-06,1253.9783256370638
2012-07-09,1244.804962146359
2012-07-10,1253.1993185171493
2012-07-11,1248.320262972719
2012-07-12,1238.8378656655486
2012-07-13,1250.3564868737292
2012-07-16,1256.3135908911956
2012-07-17,1256.158597501832
2012-07-18,1255.3310997760752
2012-07-19,1274.5460176489912
2012-07-20,1269.7533165875552
2012-07-23,1240.0747053488326
2012-07-24,1242.277880101543
2012-07-25,1235.4322374706167
2012-07-26,1245.7339121277846
2012-07-27,1249.0263404411216
2012-07-30,1269.6904745466366
2012-07-31,1262.4534494508046
2012-08-01,1260.4265964087067
2012-08-02,1260.877661222921
2012-08-03,1254.66403641198
2012-08-06,1267.4439401125944
2012-08-07,1270.6446212887076
2012-08-08,1278.699329285716
2012-08-09,1284.6616037974438
2012-08-10,1287.0540329510854
2012-08-13,1281.0982250182512
2012-08-14,1287.9872817160688
2012-08-15,1290.1062180359747
2012-08-16,1289.042943530768
2012-08-17,1301.0246378211157
2012-08-20,1297.060669408731
2012-08-21,1296.6104384987475
2012-08-22,1287.3063509961405
2012-08-23,1285.7809411979629
2012-08-24,1280.68096859267
2012-08-27,1282.113211329385
2012-08-28,1270.8876344999694
2012-08-29,1275.9973867657536
2012-08-30,1269.3935941278005
2012-08-31,1268.0756613082406
2012-09-03,1273.8421379808071
2012-09-04,1267.0470520916535
2012-09-05,1259.6873953213694
2012-09-06,1270.5114294754435
2012-09-07,1279.0283573792722
2012-09-10,1282.5082335488223
2012-09-11,1279.1805611396032
2012-09-12,1285.7741820270355
2012-09-13,1286.826412455863
2012-09-14,1289.8291315694782
2012-09-17,1286.6330435059215
2012-09-18,1285.921946438614
2012-09-19,1293.2539508247387
2012-09-20,1291.6635750622688
2012-09-21,1296.9894812404452
2012-09-24,1297.9733526861287
2012-09-25,1300.4089859463068
2012-09-26,1291.4927539677446
2012-09-27,1297.3221638300747
2012-09-28,1295.8100213840673
2012-10-01,1295.3348500190882
2012-10-02,1292.6204862598197
2012-10-03,1284.1637067673773
2012-10-04,1288.5079562543424
2012-10-05,1294.7883012788375
2012-10-08,1293.9564691753192
2012-10-09,1292.744341536875
2012-10-10,1280.5112924290872
2012-10-11,1277.8087099671445
2012-10-12,1277.3351778167294
2012-10-15,1279.7953030483866
2012-10-16,1284.1984547705213
2012-10-17,1290.3697857145685
2012-10-18,1296.1633181756492
2012-10-19,1295.5087004211755
2012-10-22,1290.8384932630254
2012-10-23,1284.6215506676533
2012-10-24,1284.9304726138198
2012-10-25,1293.014721563444
2012-10-26,1291.6207496320424
2012-10-29,1290.9463084802755
2012-10-30,1287.364097782549
2012-10-31,1289.8056123824563
2012-11-01,1300.4307547637582
2012-11-02,1310.1452470268007
2012-11-05,1306.9423273764303
2012-11-06,1306.0536659673303
2012-11-07,1306.4566992595537
2012-11-08,1300.2048772915985
2012-11-09,1297.0708938980215
2012-11-12,1289.747568309659
2012-11-13,1284.5418407736645
2012-11-14,1276.0584527678623
2012-11-15,1262.8262865715544
2012-11-16,1263.9003064805102
2012-11-19,1276.407846211201
2012-11-20,1279.8478703500634
2012-11-21,1276.9778637586799
2012-11-22,1282.5674370541064
2012-11-23,1283.298670780851
2012-11-26,1283.0410064287828
2012-11-27,1289.573129294783
2012-11-28,1286.9957839168871
2012-11-29,1293.1763260865655
2012-11-30,1290.5492790807223
2012-12-03,1287.6584509375923
2012-12-04,1289.7582786928594
2012-12-05,1291.5054199077024
2012-12-06,1303.8333233639057
2012-12-07,1307.6059334879194
2012-12-10,1307.1808109344117
2012-12-11,1304.8650680288986
2012-12-12,1305.1463173301522
2012-12-13,1298.5891548639515
2012-12-14,1298.7686556518524
2012-12-17,1294.9196258756076
2012-12-18,1300.3562127430432
2012-12-19,1307.2728151874574
2012-12-20,1307.7882425604848
2012-12-21,1306.1045945667647
2012-12-24,1300.519973937064
2012-12-25,1301.918597085729
2012-12-26,1300.520794082594
2012-12-27,1302.8345910904388
2012-12-28,1303.414982932519
2012-12-31,1308.2755175477996
2013-01-01,1308.2755175477996
2013-01-02,1321.779265846044
2013-01-03,1336.9263979913903
2013-01-04,1339.855195154884
2013-01-07,1340.500481012566
2013-01-08,1337.7496527412343
2013-01-09,1345.057714553447
2013-01-10,1337.7391760876087
2013-01-11,1327.4041749722535
2013-01-14,1322.362654008741
2013-01-15,1325.9929209710097
2013-01-16,1327.139815963511
2013-01-17,1323.6932077026268
2013-01-18,1334.0955310363704
2013-01-21,1334.4963281773494
2013-01-22,1339.697603273992
2013-01-23,1341.2418385657406
2013-01-24,1333.8258921018373
2013-01-25,1332.4159664644385
2013-01-28,1332.3570060808233
2013-01-29,1326.9872900040625
2013-01-30,1322.6381653969254
2013-01-31,1322.5960171040022
2013-02-01,1322.8807562297802
2013-02-04,1324.1691000916187
2013-02-05,1319.593527423199
2013-02-06,1326.8846693633075
2013-02-07,1337.7502638303922
2013-02-08,1347.057202067221
2013-02-11,1339.6170724832475
2013-02-12,1340.9238216921367
2013-02-13,1343.8823691485325
2013-02-14,1349.8290758521293
2013-02-15,1345.5755210974016
2013-02-18,1346.344996552326
2013-02-19,1358.9715444328422
2013-02-20,1358.9403616675324
2013-02-21,1354.2697412430546
2013-02-22,1367.6813342307937
2013-02-25,1363.7700556591815
2013-02-26,1370.2941329282394
2013-02-27,1372.7349098580564
2013-02-28,1386.034768134272
2013-03-01,1385.8640136782114
2013-03-04,1383.8022179196694
2013-03-05,1398.5054410672647
2013-03-06,1405.8165965432386
2013-03-07,1396.4099443186099
2013-03-08,1401.0574501186409
2013-03-11,1402.080778552626
2013-03-12,1400.7116078897764
2013-03-13,1403.999084580423
2013-03-14,1414.3466586178906
2013-03-15,1425.3781540305372
2013-03-18,1424.5008735257054
2013-03-19,1430.2562570077903
2013-03-20,1423.09434120757
2013-03-21,1432.4548962787308
2013-03-22,1423.4728985102026
2013-03-25,1436.11755391545
2013-03-26,1441.5982705011943
2013-03-27,1446.9202746555732
2013-03-28,1445.279547336396
2013-03-29,1444.188915629411
2013-04-01,1430.0767343734842
2013-04-02,1432.1567943653663
2013-04-03,1437.2329089341285
2013-04-04,1417.817538172861
2013-04-05,1397.0259214220605
2013-04-08,1403.5807649001583
2013-04-09,1402.8344276857583
2013-04-10,1414.3362692695873
2013-04-11,1424.0052981950425
2013-04-12,1423.0272350753949
2013-04-15,1405.576087677512
2013-04-16,1393.337208395994
2013-04-17,1396.2260722563121
2013-04-18,1385.5329884131281
2013-04-19,1389.2701427430218
2013-04-22,1400.0678018999781
2013-04-23,1416.961659329938
2013-04-24,1432.8272617911903
2013-04-25,1446.1151785052607
2013-04-26,1447.018129239054
2013-04-29,1442.0611235427582
2013-04-30,1446.9325491080942
2013-05-01,1447.3390571146087
2013-05-02,1450.1617739746496
2013-05-03,1453.2975198314125
2013-05-06,1458.2670504215291
2013-05-07,1470.53639546708
2013-05-08,1480.3783508870679
2013-05-09,1483.6910020572864
2013-05-10,1486.3297274729132
2013-05-13,1487.9488969009901
2013-05-14,1490.7088148146315
2013-05-15,1495.2586461973833
2013-05-16,1489.8073113071198
2013-05-17,1500.0191178967784
2013-05-20,1508.0855187390391
2013-05-21,1502.485447895383
2013-05-22,1494.0972588555353
2013-05-23,1448.885103741603
2013-05-24,1452.3428376119643
2013-05-27,1442.637687151486
2013-05-28,1458.1059746347164
2013-05-29,1453.4013003336836
2013-05-30,1435.495354699065
2013-05-31,1442.6926806494587
2013-06-03,1426.9460257591813
2013-06-04,1429.2611422824423
2013-06-05,1412.9886742468277
2013-06-06,1385.4898161044334
2013-06-07,1383.722414339019
2013-06-10,1401.6682794946298
2013-06-11,1389.7749285003256
2013-06-12,1394.0972264933005
2013-06-13,1378.6118997907433
2013-06-14,1389.4225436689371
2013-06-17,1404.3373361963165
2013-06-18,1399.6714307898665
2013-06-19,1409.5289738191718
2013-06-20,1375.502048889757
2013-06-21,1371.2606619459978
2013-06-24,1350.9854102840443
2013-06-25,1356.6374163794635
2013-06-26,1366.243997833973
2013-06-27,1381.1267445870367
2013-06-28,1387.9466582725267
2013-07-01,1401.4768599350798
2013-07-02,1407.1630396081728
2013-07-03,1411.9017306712085
2013-07-04,1431.4582296747533
2013-07-05,1430.8259388485956
2013-07-08,1434.9821835155174
2013-07-09,1454.0083513907837
2013-07-10,1451.2315640892634
2013-07-11,1458.155515274437
2013-07-12,1458.5359318185574
2013-07-15,1459.2370334415198
2013-07-16,1455.0251742407752
2013-07-17,1460.0056766725636
2013-07-18,1465.7941067245786
2013-07-19,1460.5873119328055
2013-07-22,1470.4667448515333
2013-07-23,1466.3002926554925
2013-07-24,1463.7811350817676
2013-07-25,1457.136238445529
2013-07-26,1452.2432327412023
2013-07-29,1439.776065399675
2013-07-30,1450.8531714151543
2013-07-31,1438.104014138972
2013-08-01,1454.5469359950016
2013-08-02,1469.4703584072442
2013-08-05,1481.1987064927937
2013-08-06,1481.4919911289667
2013-08-07,1470.3959284443447
2013-08-08,1472.4875426095764
2013-08-09,1476.6476296853923
2013-08-12,1475.4049816724378
2013-08-13,1483.5666847163402
2013-08-14,1491.856226249855
2013-08-15,1470.9959705284625
2013-08-16,1471.6465415526802
2013-08-19,1476.1736438782177
2013-08-20,1457.6972843064577
2013-08-21,1456.228202400109
2013-08-22,1458.1466544845891
2013-08-23,1466.0980771137092
2013-08-26,1466.5025333136814
2013-08-27,1450.595446977833
2013-08-28,1435.0875090098523
2013-08-29,1450.0644191050844
2013-08-30,1445.1344790763517
2013-09-02,1465.4397478004644
2013-09-03,1476.3709111983453
2013-09-04,1483.0313631116687
2013-09-05,1491.3065420701587
2013-09-06,1493.3108100800002
2013-09-09,1502.0296663604117
2013-09-10,1517.2035590628843
2013-09-11,1519.5164696944964
2013-09-12,1520.0870449146935
2013-09-13,1525.6939682502407
2013-09-16,1532.2632240559005
2013-09-17,1525.5118886816622
2013-09-18,1531.332993144757
2013-09-19,1535.8333270912583
2013-09-20,1533.4216547017145
2013-09-23,1534.6898401594808
2013-09-24,1536.454530318371
2013-09-25,1532.3899523879818
2013-09-26,1539.4233596818679
2013-09-27,1540.4917772484564
2013-09-30,1534.7597356421124
2013-10-01,1542.6819772827293
2013-10-02,1530.7883447159234
2013-10-03,1524.4856333336852
2013-10-04,1519.1716557261136
2013-10-07,1504.397875015414
2013-10-08,1501.3392926539163
2013-10-09,1502.4569417635626
2013-10-10,1515.8777620657436
2013-10-11,1524.8671200915078
2013-10-14,1526.5842465447638
