Date,EAFE ex ISRAEL SMALL GROWTH
2010-05-26,1000.0
2010-05-27,1023.0884421835243
2010-05-28,1024.8021408000236
2010-05-31,1033.948683342713
2010-06-01,1030.746015942033
2010-06-02,1026.6799819546964
2010-06-03,1047.8725985992148
2010-06-04,1046.2618798387784
2010-06-07,1028.6065681527948
2010-06-08,1024.4618058437836
2010-06-09,1030.4721171710814
2010-06-10,1044.2442443858038
2010-06-11,1051.0313092891336
2010-06-14,1061.7003590153768
2010-06-15,1066.2102673241486
2010-06-16,1069.497400256
2010-06-17,1065.979308516198
2010-06-18,1070.0459050994261
2010-06-21,1084.953918522578
2010-06-22,1086.4939918882924
2010-06-23,1077.0377718440845
2010-06-24,1065.1240287549574
2010-06-25,1057.2577518550293
2010-06-28,1058.5707634573741
2010-06-29,1041.5452117239986
2010-06-30,1031.2145670714135
2010-07-01,1004.7112287781283
2010-07-02,1005.4028911292858
2010-07-05,1011.9263008256656
2010-07-06,1029.058534062853
2010-07-07,1028.5088671053002
2010-07-08,1038.0782241648208
2010-07-09,1044.159141439286
2010-07-12,1047.7727691943603
2010-07-13,1053.123110968621
2010-07-14,1056.9593959924705
2010-07-15,1043.99965263935
2010-07-16,1031.3075634413503
2010-07-19,1019.391927709879
2010-07-20,1021.2045054296732
2010-07-21,1035.2557405758178
2010-07-22,1041.016499647309
2010-07-23,1058.3687988143804
2010-07-26,1064.6203609053869
2010-07-27,1060.7152805351923
2010-07-28,1061.3441159841223
2010-07-29,1060.221406464531
2010-07-30,1055.7465694500042
2010-08-02,1067.4415013432542
2010-08-03,1071.869805602899
2010-08-04,1067.9650562860493
2010-08-05,1072.9215588469524
2010-08-06,1068.8023158664912
2010-08-09,1076.960203593555
2010-08-10,1069.658486488921
2010-08-11,1055.1208748927388
2010-08-12,1045.7251408076079
2010-08-13,1054.329500999935
2010-08-16,1053.9888976024968
2010-08-17,1062.9342934565848
2010-08-18,1065.080882643375
2010-08-19,1063.6750333924756
2010-08-20,1055.5740655666734
2010-08-23,1059.526070284811
2010-08-24,1045.3947991925938
2010-08-25,1035.7054844706793
2010-08-26,1040.6001794228955
2010-08-27,1048.7151947850878
2010-08-30,1058.681553506743
2010-08-31,1051.9679198622696
2010-09-01,1066.774672817837
2010-09-02,1072.7776612232424
2010-09-03,1081.1061501914066
2010-09-06,1091.385938743159
2010-09-07,1094.243826539248
2010-09-08,1095.7819076348042
2010-09-09,1107.7815892932379
2010-09-10,1109.518174683518
2010-09-13,1116.2776192300964
2010-09-14,1115.3655717901604
2010-09-15,1108.3584398395026
2010-09-16,1098.5257738805062
2010-09-17,1107.6246302022405
2010-09-20,1113.362528088825
2010-09-21,1112.7750753623961
2010-09-22,1097.6036926550544
2010-09-23,1100.8369095025798
2010-09-24,1098.9946377020776
2010-09-27,1107.5927106604745
2010-09-28,1104.4171654994348
2010-09-29,1106.9881692508322
2010-09-30,1097.0462864285093
2010-10-01,1095.5744283476465
2010-10-04,1094.751188123039
2010-10-05,1097.0779230706783
2010-10-06,1106.3926954419458
2010-10-07,1107.139683418306
2010-10-08,1107.0357446068726
2010-10-11,1115.3052476865328
2010-10-12,1108.8555883154042
2010-10-13,1117.0033306038592
2010-10-14,1121.6367941378458
2010-10-15,1118.7947292726749
2010-10-18,1120.564582146651
2010-10-19,1119.8272989562238
2010-10-20,1115.1483302210393
2010-10-21,1119.3209984968887
2010-10-22,1122.6696009168468
2010-10-25,1131.9250469663482
2010-10-26,1131.581861119926
2010-10-27,1123.384424657329
2010-10-28,1121.1123149330035
2010-10-29,1125.4410412347775
2010-11-01,1130.503767854762
2010-11-02,1125.9702684693646
2010-11-03,1122.9553812787963
2010-11-04,1133.8419107825857
2010-11-05,1149.8531218971145
2010-11-08,1158.8812063285084
2010-11-09,1167.1532052812317
2010-11-10,1162.1070150815526
2010-11-11,1163.146845792852
2010-11-12,1152.7939044782324
2010-11-15,1161.3996509644771
2010-11-16,1142.0240631043027
2010-11-17,1143.7931889548136
2010-11-18,1158.7782061009684
2010-11-19,1155.5410950780752
2010-11-22,1161.4982831194081
2010-11-23,1155.1737725564626
2010-11-24,1163.3002496882518
2010-11-25,1172.997600654022
2010-11-26,1173.1105849902865
2010-11-29,1170.2401978345258
2010-11-30,1170.9337719803837
2010-12-01,1184.749890323838
2010-12-02,1203.0455562945629
2010-12-03,1203.159653105118
2010-12-06,1216.181044722867
2010-12-07,1221.1841252021063
2010-12-08,1221.4340081834355
2010-12-09,1223.939146257658
2010-12-10,1220.8890421249807
2010-12-13,1225.6657382307978
2010-12-14,1232.2767625827537
2010-12-15,1232.7062112114027
2010-12-16,1235.0409705554564
2010-12-17,1241.0468781641146
2010-12-20,1247.3313236677573
2010-12-21,1252.9818535147842
2010-12-22,1257.1327099930752
2010-12-23,1263.212392356646
2010-12-24,1256.5940897143103
2010-12-27,1252.7010386174795
2010-12-28,1260.1745113094266
2010-12-29,1272.3823507805444
2010-12-30,1264.314588714265
2010-12-31,1265.7973217041363
2011-01-03,1268.2611457873015
2011-01-04,1277.8675093794313
2011-01-05,1274.7496759125747
2011-01-06,1283.5260318989665
2011-01-07,1286.4861888748073
2011-01-10,1282.9315166797526
2011-01-11,1294.1860270343984
2011-01-12,1296.8009492575316
2011-01-13,1285.509833431523
2011-01-14,1279.6371215912932
2011-01-17,1284.263189905927
2011-01-18,1286.602875971535
2011-01-19,1280.7740883156187
2011-01-20,1256.6322497491415
2011-01-21,1245.050358612966
2011-01-24,1240.2400927727997
2011-01-25,1240.1707409265243
2011-01-26,1247.5375965963353
2011-01-27,1248.3376346461662
2011-01-28,1246.992170011439
2011-01-31,1237.546777919316
2011-02-01,1252.877297699552
2011-02-02,1255.3525870042756
2011-02-03,1264.1512320666552
2011-02-04,1275.1589422597663
2011-02-07,1287.5721403610696
2011-02-08,1280.9494003991322
2011-02-09,1273.0505411631962
2011-02-10,1267.6857178036064
2011-02-11,1270.2163176799427
2011-02-14,1286.5296453410033
2011-02-15,1280.7294875006266
2011-02-16,1280.0930401696157
2011-02-17,1280.523790114997
2011-02-18,1279.4206301486224
2011-02-21,1268.6131314394165
2011-02-22,1252.3326817974248
2011-02-23,1239.3821990626423
2011-02-24,1225.9478128415808
2011-02-25,1246.4226875897573
2011-02-28,1255.962763507863
2011-03-01,1261.2253340149957
2011-03-02,1250.7083006896924
2011-03-03,1251.1287667552426
2011-03-04,1253.8099889805405
2011-03-07,1250.7310769355704
2011-03-08,1252.4729028162633
2011-03-09,1252.7878279716363
2011-03-10,1233.9153166989117
2011-03-11,1220.867019800003
2011-03-14,1178.7818494520586
2011-03-15,1125.3358970531185
2011-03-16,1147.5954292311721
2011-03-17,1160.4657300864412
2011-03-18,1172.2386763250834
2011-03-21,1188.1227311083626
2011-03-22,1200.3223063730484
2011-03-23,1201.7230773549652
2011-03-24,1207.3387982338772
2011-03-25,1215.3074865469464
2011-03-28,1216.0866144778056
2011-03-29,1217.979945394862
2011-03-30,1229.993546232997
2011-03-31,1226.5109320463919
2011-04-01,1228.0770784418019
2011-04-04,1234.6657276655862
2011-04-05,1230.596381299986
2011-04-06,1220.1507882731657
2011-04-07,1218.0430031814026
2011-04-08,1222.411351504826
2011-04-11,1223.1266305916656
2011-04-12,1201.446265471469
2011-04-13,1210.0697316853389
2011-04-14,1219.7850555185198
2011-04-15,1221.0368454116235
2011-04-18,1220.55255756171
2011-04-19,1216.026448469774
2011-04-20,1228.144024177732
2011-04-21,1238.8038310663449
2011-04-22,1239.9442297986075
2011-04-25,1237.7563930388296
2011-04-26,1235.0706762180941
2011-04-27,1231.4888937500282
2011-04-28,1237.9079985885992
2011-04-29,1239.5725698547149
2011-05-02,1242.1170043126751
2011-05-03,1234.7842054693901
2011-05-04,1222.7684891492129
2011-05-05,1234.162516114362
2011-05-06,1243.2242854570034
2011-05-09,1254.3824262288288
2011-05-10,1260.3365890344467
2011-05-11,1264.5059011467636
2011-05-12,1254.1561964215448
2011-05-13,1248.5411391672267
2011-05-16,1239.708805802748
2011-05-17,1232.0100313280982
2011-05-18,1235.4329773771055
2011-05-19,1240.575684579197
2011-05-20,1246.74570563351
2011-05-23,1229.9347510989082
2011-05-24,1229.428319615805
2011-05-25,1229.889129867754
2011-05-26,1239.3712116152292
2011-05-27,1243.8510736058522
2011-05-30,1247.0521008446303
2011-05-31,1250.6036458996798
2011-06-01,1251.7513078962206
2011-06-02,1237.6869946808397
2011-06-03,1228.127452066591
2011-06-06,1224.5300538858476
2011-06-07,1221.0876881553545
2011-06-08,1212.478388326108
2011-06-09,1222.1632311218289
2011-06-10,1219.148334036006
2011-06-13,1218.0399306840977
2011-06-14,1221.2964029226189
2011-06-15,1221.9136821170196
2011-06-16,1208.9602749531932
2011-06-17,1200.5440860909282
2011-06-20,1190.4841097063988
2011-06-21,1203.5194131816365
2011-06-22,1203.3124855587635
2011-06-23,1197.6280840853965
2011-06-24,1199.820837714297
2011-06-27,1185.2024664026228
2011-06-28,1189.036298423463
2011-06-29,1208.782377010247
2011-06-30,1221.1720254846502
2011-07-01,1227.6538685660714
2011-07-04,1236.6387582063765
2011-07-05,1238.0614539733303
2011-07-06,1245.9413187212617
2011-07-07,1247.939302416987
2011-07-08,1255.2773425159476
2011-07-11,1252.0209223568165
2011-07-12,1242.0527465417063
2011-07-13,1248.489863127728
2011-07-14,1240.4731748134739
2011-07-15,1238.4724522872107
2011-07-18,1227.5252929142441
2011-07-19,1229.033514832797
2011-07-20,1239.134572218164
2011-07-21,1237.6531436261062
2011-07-22,1251.10192086544
2011-07-25,1250.3299738267826
2011-07-26,1246.8678385524502
2011-07-27,1242.8198144791197
2011-07-28,1234.5444462144626
2011-07-29,1227.0234652576196
2011-08-01,1239.9723053449163
2011-08-02,1209.682638686982
2011-08-03,1180.5654479694433
2011-08-04,1142.5893391515144
2011-08-05,1109.3958754279731
2011-08-08,1061.7723756104685
2011-08-09,1072.9423496097945
2011-08-10,1076.0619194254652
2011-08-11,1084.6329144209287
2011-08-12,1107.9254817270119
2011-08-15,1115.8028029801062
2011-08-16,1112.3331412867965
2011-08-17,1114.6003271949799
2011-08-18,1079.1765361119133
2011-08-19,1058.9937492571582
2011-08-22,1054.464479413753
2011-08-23,1067.5208189189045
2011-08-24,1070.0633589707584
2011-08-25,1070.8698138558948
