Date,WRLD ex USA SMALL CAP HIGH DIVIDEND YLD
2008-05-30,1000.0
2008-06-02,992.6313551523929
2008-06-03,990.5624544622635
2008-06-04,983.559349140008
2008-06-05,990.0080318329392
2008-06-06,988.0862797572337
2008-06-09,973.9207583369911
2008-06-10,945.9400173059796
2008-06-11,934.6854539705128
2008-06-12,928.1731571560742
2008-06-13,933.4637981546135
2008-06-16,940.0987184672931
2008-06-17,944.2699720086246
2008-06-18,927.562816056135
2008-06-19,917.7447294667035
2008-06-20,916.8229315419725
2008-06-23,899.2293596734124
2008-06-24,891.6419607458845
2008-06-25,900.5025550159982
2008-06-26,892.8852286961472
2008-06-27,884.137004621133
2008-06-30,881.4581296896013
2008-07-01,863.9606344126988
2008-07-02,851.6410318005962
2008-07-03,842.5814188780275
2008-07-04,838.7940072124487
2008-07-07,838.695926961797
2008-07-08,824.9556987539152
2008-07-09,840.8801215723211
2008-07-10,831.1989017090833
2008-07-11,821.7074746111094
2008-07-14,822.5908991275836
2008-07-15,814.0784260199877
2008-07-16,815.0894553261614
2008-07-17,843.2569260789413
2008-07-18,857.938606105044
2008-07-21,872.3301421454629
2008-07-22,867.0999319460665
2008-07-23,880.4757581974001
2008-07-24,863.2709623593183
2008-07-25,852.5636758185059
2008-07-28,844.5500035765538
2008-07-29,835.9870802643171
2008-07-30,847.5006649845661
2008-07-31,845.5198201600973
2008-08-01,840.740335977508
2008-08-04,837.8061453128842
2008-08-05,852.5162063281437
2008-08-06,864.3924425048586
2008-08-07,857.9831628067893
2008-08-08,851.5826562883213
2008-08-11,866.853231596814
2008-08-12,857.9273219948924
2008-08-13,835.9267088759942
2008-08-14,837.680476138222
2008-08-15,836.9266277119984
2008-08-18,835.2176416653072
2008-08-19,814.4030913762383
2008-08-20,814.2935372335976
2008-08-21,819.1991605537926
2008-08-22,829.8658121001049
2008-08-25,828.6032278632607
2008-08-26,822.3650705917534
2008-08-27,821.9233479247332
2008-08-28,832.6489519719922
2008-08-29,840.7282947828512
2008-09-01,832.7723462784037
2008-09-02,838.9757602178163
2008-09-03,831.0708848435366
2008-09-04,812.0322795536255
2008-09-05,794.311453439327
2008-09-08,812.6787141693882
2008-09-09,803.705197627189
2008-09-10,793.5432402603311
2008-09-11,776.0647999236511
2008-09-12,796.0451200593373
2008-09-15,784.161102169084
2008-09-16,761.6012291773204
2008-09-17,758.9853764761701
2008-09-18,760.2384728315866
2008-09-19,797.8681329527278
2008-09-22,800.5253028348717
2008-09-23,784.8945640286684
2008-09-24,781.8242411617589
