Date,EAFE SMALL CAP HIGH DIVIDEND YIELD
2008-05-30,1000.0
2008-06-02,992.8426641551849
2008-06-03,990.9345790157447
2008-06-04,983.1575888672094
2008-06-05,989.6296238518004
2008-06-06,987.412964263933
2008-06-09,973.0321627237036
2008-06-10,942.2242719800679
2008-06-11,930.2328706083047
2008-06-12,923.1310102316356
2008-06-13,928.60209503316
2008-06-16,935.2565464622187
2008-06-17,938.6330436584539
2008-06-18,921.536218958513
2008-06-19,910.0907746427082
2008-06-20,910.3737770523348
2008-06-23,890.6895577163973
2008-06-24,883.1962750485374
2008-06-25,892.0873881006379
2008-06-26,883.7824768044067
2008-06-27,874.6351927570405
2008-06-30,871.2135279455964
2008-07-01,852.7953984761178
2008-07-02,840.1494237501354
2008-07-03,830.0229153834426
2008-07-04,826.8043646062343
2008-07-07,826.2104936677733
2008-07-08,811.9731140149446
2008-07-09,828.7774805904038
2008-07-10,818.956882771788
2008-07-11,809.1844518348411
2008-07-14,811.3653657441655
2008-07-15,802.3762990064906
2008-07-16,802.0732727166157
2008-07-17,832.1830138242802
2008-07-18,848.2778750185915
2008-07-21,863.6400878479102
2008-07-22,858.2618645104825
2008-07-23,872.4636903983069
2008-07-24,855.8397418309536
2008-07-25,843.3504550883937
2008-07-28,835.4255664781101
2008-07-29,826.1878993991086
2008-07-30,837.8165878787996
2008-07-31,834.606580323883
2008-08-01,829.6286042160872
2008-08-04,827.5308499270001
2008-08-05,842.2872404435793
2008-08-06,855.367991311084
2008-08-07,848.4547013467273
2008-08-08,842.4171378108515
2008-08-11,859.966112868193
2008-08-12,851.2518120931394
2008-08-13,825.4885530141405
2008-08-14,826.5628048816656
2008-08-15,824.7873616152108
2008-08-18,821.8288377191617
2008-08-19,799.061563813578
2008-08-20,798.1088124155721
2008-08-21,802.5315758877978
2008-08-22,813.8641585704136
2008-08-25,813.1047229448011
2008-08-26,805.465630510802
2008-08-27,804.0977802731745
2008-08-28,814.2516417202531
2008-08-29,821.8309108868518
2008-09-01,813.9714712100007
2008-09-02,822.2712299081497
2008-09-03,814.6708640124702
2008-09-04,796.1778303635688
2008-09-05,778.3655520115174
2008-09-08,797.8496668437111
2008-09-09,789.0311731127241
2008-09-10,778.9115822829922
2008-09-11,761.384434668218
2008-09-12,781.2893204123808
2008-09-15,770.588632215529
2008-09-16,748.048527108071
2008-09-17,747.4730838932484
2008-09-18,747.2332673357799
2008-09-19,785.7756850121899
2008-09-22,789.3598039374696
2008-09-23,773.8285323003846
2008-09-24,769.6267951032625
2008-09-25,771.138909291696
2008-09-26,752.097924397587
2008-09-29,710.9134885945751
2008-09-30,695.6863885654723
2008-10-01,697.1361376186177
2008-10-02,688.7227402824274
2008-10-03,689.179741355188
2008-10-06,634.4902907755405
2008-10-07,631.1466215751185
2008-10-08,600.9170659992606
2008-10-09,600.8187950947672
2008-10-10,557.867851298375
2008-10-13,592.5998243516227
2008-10-14,610.9247649701289
2008-10-15,586.1716656785485
2008-10-16,553.7854909908929
