Date,MSCI World Small Cap High Dividend Yield Index
1998-11-30,1000.0
1998-12-01,988.501954396256
1998-12-02,993.3314932795065
1998-12-03,986.5498909421234
1998-12-04,984.5661672758259
1998-12-07,985.4342347357203
1998-12-08,983.1429330238863
1998-12-09,981.4277511841849
1998-12-10,984.1239108175066
1998-12-11,982.1082698610047
1998-12-14,975.5798280394474
1998-12-15,971.6460196529995
1998-12-16,970.9705518623264
1998-12-17,973.5676751003109
1998-12-18,976.4239926094643
1998-12-21,979.1738933227235
1998-12-22,980.1652657758533
1998-12-23,990.0005577359691
1998-12-24,988.2064163425254
1998-12-25,988.4501094639988
1998-12-28,991.5586689999302
1998-12-29,998.6904204543554
1998-12-30,1002.0953909908014
1998-12-31,1006.6191451797409
1999-01-01,1006.6195026731457
1999-01-04,1018.8500666785025
1999-01-05,1018.6149863569036
1999-01-06,1022.952244623249
1999-01-07,1024.5790347181687
1999-01-08,1020.8210552003205
1999-01-11,1020.664752480888
1999-01-12,1017.739130582757
1999-01-13,1007.2897156744525
1999-01-14,1004.896168288828
1999-01-15,1001.02770445293
1999-01-18,1002.8583660639148
1999-01-19,1001.7014783834287
1999-01-20,991.4239373081103
1999-01-21,986.5743566374879
1999-01-22,980.1826049489197
1999-01-25,979.139633856701
1999-01-26,979.3211280394833
1999-01-27,979.5965831109199
1999-01-28,977.4466050930364
1999-01-29,981.5984210693288
1999-02-01,986.596150676589
1999-02-02,997.429343172022
1999-02-03,998.5710709463225
1999-02-04,1002.0361382646502
1999-02-05,1003.1525930730083
1999-02-08,1002.7384475090616
1999-02-09,1002.7562911128124
1999-02-10,995.1273723397952
1999-02-11,998.8489076213463
1999-02-12,998.6711847885605
1999-02-15,995.6543361340563
1999-02-16,991.0659529064243
1999-02-17,985.9801156048411
1999-02-18,983.3613870898456
1999-02-19,982.1654300259738
1999-02-22,981.4821709604488
1999-02-23,979.3354421475165
1999-02-24,975.8991164744232
1999-02-25,973.3813051145117
1999-02-26,970.8836283287345
1999-03-01,972.2214012590701
1999-03-02,971.4083799009095
1999-03-03,971.1813034208553
1999-03-04,967.9013241997185
1999-03-05,981.0041897213284
1999-03-08,979.9063572506061
1999-03-09,979.0894397384936
1999-03-10,983.4323619524966
1999-03-11,989.8866344901214
1999-03-12,1000.1592234982085
1999-03-15,997.8887723257089
1999-03-16,996.3697274827769
1999-03-17,1000.9749817238236
1999-03-18,1000.9833244018394
1999-03-19,999.3344098236796
1999-03-22,1000.2624463812309
1999-03-23,998.8074046189844
1999-03-24,995.8409245892042
1999-03-25,996.108205682631
1999-03-26,987.1794982151381
1999-03-29,990.0085215607696
1999-03-30,988.7587054054701
1999-03-31,995.7493992323228
1999-04-01,995.3929628373503
1999-04-02,994.4958599403986
1999-04-05,993.8678660101162
1999-04-06,993.8464945909237
1999-04-07,999.8057372395555
1999-04-08,1005.418414663886
1999-04-09,1007.356859294285
1999-04-12,1015.6885108843826
1999-04-13,1017.7572773624498
1999-04-14,1026.1832343945402
1999-04-15,1029.1497785670126
1999-04-16,1045.0459953163331
1999-04-19,1052.944487269093
1999-04-20,1048.2660495373425
1999-04-21,1046.4837836988931
1999-04-22,1055.096632233325
1999-04-23,1063.3507982235958
1999-04-26,1062.6867864787525
1999-04-27,1071.6232023055886
1999-04-28,1073.818945791969
1999-04-29,1078.1411318130438
1999-04-30,1084.8201936750506
1999-05-03,1085.5311096305365
1999-05-04,1096.440602098138
1999-05-05,1098.8911193287129
1999-05-06,1111.984232819225
1999-05-07,1111.0657494323013
1999-05-10,1113.2724394719203
1999-05-11,1112.0071660106653
1999-05-12,1104.2130372068784
1999-05-13,1102.5559088128982
1999-05-14,1100.0518757820807
1999-05-17,1088.2720500583189
1999-05-18,1087.4737332989587
1999-05-19,1084.3696121437954
1999-05-20,1085.3365790591008
1999-05-21,1077.2708633203722
1999-05-24,1076.32510278364
1999-05-25,1072.0744923352536
1999-05-26,1063.9444497397822
1999-05-27,1061.7640132360743
1999-05-28,1059.2199553980345
1999-05-31,1059.39336727904
1999-06-01,1063.6389617330628
1999-06-02,1059.1476736587167
