Date,RUSSIA IMI VALUE WEIGHTED
1996-05-31,1000.0
1996-06-28,1391.7890272276659
1996-07-31,1066.4396679112094
1996-08-30,1297.2915402199815
1996-09-30,1190.2640526331272
1996-10-31,1290.015582976443
1996-11-29,1348.1446087018487
1996-12-31,1417.599555684665
1997-01-01,1417.599555684665
1997-01-02,1417.7657267397087
1997-01-03,1418.181154377318
1997-01-06,1536.6950623375274
1997-01-07,1538.0244307778773
1997-01-08,1655.6384940197659
1997-01-09,1657.4115743337852
1997-01-10,1776.7684371403382
1997-01-13,1754.4002525439378
1997-01-14,1713.1513955975731
1997-01-15,1750.3060000989915
1997-01-16,1750.2495639279448
1997-01-17,1815.7860336827816
1997-01-20,1892.5378007514355
1997-01-21,1977.3753670486076
1997-01-22,1991.730125568252
1997-01-23,2050.985774597112
1997-01-24,2050.4527197377893
1997-01-27,1952.5270123444593
1997-01-28,1974.602123308158
1997-01-29,1971.7498517527788
1997-01-30,1970.4553554554693
1997-01-31,1980.027655929861
1997-02-03,1977.17792948737
1997-02-04,1999.6828952405353
1997-02-05,2017.0085865973006
1997-02-06,2052.793940222218
1997-02-07,2101.1338255146666
1997-02-10,2176.5151795504603
1997-02-11,2204.142542882209
1997-02-12,2186.448318745856
1997-02-13,2203.0278076835384
1997-02-14,2251.028735967782
1997-02-17,2283.8128100894537
1997-02-18,2375.1337892642446
1997-02-19,2473.2153239809163
1997-02-20,2421.2540412463572
1997-02-21,2344.00996497539
1997-02-24,2352.6836686406077
1997-02-25,2337.273203613504
1997-02-26,2328.0697228236463
1997-02-27,2351.3787061336056
1997-02-28,2347.6354457916677
1997-03-03,2303.427268427501
1997-03-04,2287.462926016266
1997-03-05,2240.7026113187994
1997-03-06,2266.274375142609
1997-03-07,2277.092724894121
1997-03-10,2277.9992618889396
1997-03-11,2347.7019530322195
1997-03-12,2378.8301922230066
1997-03-13,2392.0004516962726
1997-03-14,2375.372099703201
1997-03-17,2395.1027983114914
1997-03-18,2395.208327444012
1997-03-19,2329.7645436684893
1997-03-20,2299.131256728589
1997-03-21,2296.036317231303
1997-03-24,2256.6409524899545
1997-03-25,2248.0612452134237
1997-03-26,2237.403766957536
1997-03-27,2239.6387017157576
1997-03-28,2247.1279667922067
1997-03-31,2272.5453257357804
1997-04-01,2245.6927230626193
1997-04-02,2241.108871017812
1997-04-03,2203.7201602362293
1997-04-04,2134.9810346411323
1997-04-07,2125.7034129481312
1997-04-08,2186.634771436344
1997-04-09,2235.9739316588066
1997-04-10,2218.255353199225
1997-04-11,2207.2466284840875
1997-04-14,2153.225519665705
1997-04-15,2172.6021254484194
1997-04-16,2171.061831402727
1997-04-17,2180.7462837448816
1997-04-18,2191.7348214677736
1997-04-21,2173.407817754797
1997-04-22,2150.010234948241
1997-04-23,2160.6404453518244
1997-04-24,2162.885116523508
1997-04-25,2206.7295207904117
1997-04-28,2215.302572421965
1997-04-29,2259.686299958597
1997-04-30,2348.815130952629
1997-05-01,2348.815130952629
1997-05-02,2348.732717604342
1997-05-05,2429.25625231102
1997-05-06,2446.9213765879686
1997-05-07,2456.7543694693377
1997-05-08,2479.8022575006994
1997-05-09,2479.884670848987
1997-05-12,2587.834652777115
1997-05-13,2559.944191301472
1997-05-14,2549.539617333827
1997-05-15,2592.658794051717
1997-05-16,2667.168976821488
1997-05-19,2641.154167328873
1997-05-20,2632.533612189859
1997-05-21,2648.598508625073
1997-05-22,2607.1918943504825
1997-05-23,2611.070274406162
1997-05-26,2586.142591731681
1997-05-27,2568.339935780133
1997-05-28,2547.506605979079
1997-05-29,2560.472633248577
1997-05-30,2574.124083072639
1997-06-02,2579.354731687194
1997-06-03,2600.53835934771
1997-06-04,2636.7325768389555
1997-06-05,2656.822926169094
1997-06-06,2688.8946117590876
1997-06-09,2727.9814884569564
1997-06-10,2736.224361357022
1997-06-11,2729.3914539619213
1997-06-12,2729.3914539619213
1997-06-13,2744.568231639858
1997-06-16,2783.1923086025404
1997-06-17,2800.5519171552546
1997-06-18,2876.6046953526034
1997-06-19,2942.401025401594
1997-06-20,2991.6734090862556
1997-06-23,3083.9736849063165
1997-06-24,3141.2933939675213
1997-06-25,3204.9813175259687
1997-06-26,3175.9293963403466
1997-06-27,3168.9988487121805
1997-06-30,3141.2380685133053
1997-07-01,3183.5797969565924
1997-07-02,3306.891037245798
1997-07-03,3454.6875913791605
1997-07-04,3582.304812168708
1997-07-07,3495.459401416469
1997-07-08,3532.0092929202447
1997-07-09,3640.574394184253
1997-07-10,3627.7220012750895
1997-07-11,3590.1073550463802
1997-07-14,3535.484894261559
1997-07-15,3459.2412241790316
1997-07-16,3400.3085513659416
1997-07-17,3530.323103871816
1997-07-18,3575.9039671970545
1997-07-21,3559.7678269779685
1997-07-22,3592.1679119052374
1997-07-23,3732.628613198359
1997-07-24,3868.0709859585286
1997-07-25,3944.210273317843
1997-07-28,3984.385363878283
1997-07-29,3910.712002231465
1997-07-30,3877.345972259007
1997-07-31,3909.387175114419
1997-08-01,3923.98963851462
1997-08-04,4017.878757601276
1997-08-05,4070.0860463633117
1997-08-06,4121.974200582534
1997-08-07,4441.889578089633
1997-08-08,4343.815653824536
1997-08-11,4295.407315719319
1997-08-12,4333.467720119316
1997-08-13,4301.83021461551
1997-08-14,4302.89213794026
1997-08-15,4364.0554163654415
1997-08-18,4186.804006960846
1997-08-19,4153.81841760623
1997-08-20,4108.645912279877
1997-08-21,4139.630318120562
1997-08-22,4043.262093003114
1997-08-25,4056.011985155351
1997-08-26,3980.237223105696
1997-08-27,3876.2595005165967
1997-08-28,3801.084356315538
1997-08-29,3637.0216564126476
1997-09-01,3523.388737437357
1997-09-02,3735.084504915862
1997-09-03,3841.4014643736355
1997-09-04,3813.3258100768194
1997-09-05,3883.1011394247676
1997-09-08,3929.8626529138573
1997-09-09,3967.786868880788
1997-09-10,3983.3252373015316
1997-09-11,3886.501422400528
1997-09-12,3876.853361440645
1997-09-15,3866.8185530352744
1997-09-16,3895.2293781537733
1997-09-17,3906.468765968527
1997-09-18,3953.51707460197
1997-09-19,4008.73408941605
1997-09-22,4043.797490533713
1997-09-23,4074.674382790699
1997-09-24,4073.3503030939028
1997-09-25,4039.126782763484
1997-09-26,3983.244778776539
1997-09-29,4002.8191448684997
1997-09-30,4047.721800063523
1997-10-01,4123.770907967227
1997-10-02,4233.662828692287
1997-10-03,4545.451031715171
1997-10-06,4526.809900048857
1997-10-07,4430.993545394681
1997-10-08,4425.1873703164065
1997-10-09,4231.91262520508
1997-10-10,4235.498099279517
1997-10-13,4371.7288259154675
1997-10-14,4389.937127342301
1997-10-15,4344.402581982532
1997-10-16,4340.99692026155
1997-10-17,4294.688034744178
1997-10-20,4300.827013068845
1997-10-21,4414.0420852339075
1997-10-22,4415.344833160591
1997-10-23,4226.931370169924
1997-10-24,4259.613650372434
1997-10-27,3947.666876517595
1997-10-28,3231.314523213385
1997-10-29,3773.0674625520164
1997-10-30,3457.050211724736
1997-10-31,3579.4662483755124
1997-11-03,3663.662614978474
1997-11-04,3611.4712366096587
1997-11-05,3630.2356978629105
1997-11-06,3594.183898599735
1997-11-07,3581.0080564942805
1997-11-10,3365.1853433578244
1997-11-11,3212.046395870693
1997-11-12,2944.820548053414
1997-11-13,2916.762719548082
1997-11-14,2875.46873819415
1997-11-17,2924.190151014021
1997-11-18,3023.469602615642
1997-11-19,2982.6415939815524
1997-11-20,3053.8738255416038
1997-11-21,3150.6398396942477
1997-11-24,2962.880313004036
1997-11-25,2910.450201613979
1997-11-26,2924.1837529272702
1997-11-27,2759.2792444749616
1997-11-28,2693.266325950918
1997-12-01,2586.1935495433845
1997-12-02,2625.330446382631
1997-12-03,2720.413576749053
1997-12-04,2934.749490040388
1997-12-05,2974.612629734683
1997-12-08,3151.196369451698
1997-12-09,3080.749920256458
1997-12-10,2885.4841124675627
1997-12-11,2788.9681290169156
1997-12-12,2788.2370533610897
1997-12-15,3003.6800805860694
1997-12-16,3070.064786676273
1997-12-17,3089.275304324533
1997-12-18,3078.9906901421214
1997-12-19,2864.3618084445175
1997-12-22,2963.283828810375
1997-12-23,2966.0818159489504
1997-12-24,3002.873905761803
1997-12-25,3002.873905761803
1997-12-26,3091.199444699798
1997-12-29,3164.814775973446
1997-12-30,3222.7538952177247
1997-12-31,3231.5789752385813
1998-01-01,3231.5789752385813
1998-01-02,3231.3161530700854
1998-01-05,3360.422047193626
1998-01-06,3305.7135535354073
1998-01-07,3304.928556900537
1998-01-08,3069.7441905605533
1998-01-09,2998.0484162286957
1998-01-12,2567.275312093488
1998-01-13,2771.221895279196
1998-01-14,2735.9117440889077
1998-01-15,2675.558762236728
1998-01-16,2727.6609977805547
1998-01-19,2771.7927675660058
1998-01-20,2772.164419868235
1998-01-21,2615.9743058065387
1998-01-22,2498.1048073911857
1998-01-23,2381.1259964730393
1998-01-26,2294.6127576029075
1998-01-27,2324.092734346192
1998-01-28,2236.802873159819
1998-01-29,2138.060736713053
1998-01-30,2266.822134933276
1998-02-02,2443.641294197314
1998-02-03,2346.337648320162
1998-02-04,2298.4993043077966
1998-02-05,2436.1247616296027
1998-02-06,2497.0963557572586
1998-02-09,2539.135970231146
1998-02-10,2506.5261537166643
1998-02-11,2606.889059600371
1998-02-12,2519.107752317054
1998-02-13,2516.3299817483867
1998-02-16,2535.3653699472848
1998-02-17,2601.5752865791424
1998-02-18,2537.97191583141
1998-02-19,2555.8403521979335
1998-02-20,2541.5532497314202
1998-02-23,2606.9027707160576
1998-02-24,2597.3170792393735
1998-02-25,2592.296653737721
1998-02-26,2632.8443876606475
1998-02-27,2644.9239685016814
1998-03-02,2767.9671754366727
1998-03-03,2737.0317329401137
1998-03-04,2858.9668089634824
1998-03-05,2779.3355136198647
1998-03-06,2869.5305629686027
1998-03-09,2869.231721204167
1998-03-10,2995.2180841557642
1998-03-11,3026.4798758521847
1998-03-12,2984.561757441046
1998-03-13,2979.466161983677
1998-03-16,2967.86774754751
1998-03-17,2846.07015303534
1998-03-18,2778.3937510960345
1998-03-19,2851.4400204919325
1998-03-20,2880.4220442540823
1998-03-23,2910.9145390450158
1998-03-24,2928.3488129006387
1998-03-25,2911.086922505781
1998-03-26,2845.704260114921
1998-03-27,2885.028167370606
1998-03-30,2825.118077360227
1998-03-31,2791.7280708859385
1998-04-01,2759.119869583632
1998-04-02,2756.9783171919885
1998-04-03,2666.2364500883127
1998-04-06,2687.2751744495718
1998-04-07,2691.344371569682
1998-04-08,2664.92725946119
1998-04-09,2610.293956470906
1998-04-10,2628.1471585279837
1998-04-13,2631.9141383436713
1998-04-14,2634.264479929035
1998-04-15,2679.6931376539073
1998-04-16,2732.1963738738314
1998-04-17,2682.058530822759
1998-04-20,2699.2846831624197
1998-04-21,2718.099781298804
1998-04-22,2767.5137764854726
1998-04-23,2798.351175024551
1998-04-24,2817.895621952946
1998-04-27,2684.388568892624
1998-04-28,2657.24887039788
1998-04-29,2675.2475396363498
1998-04-30,2732.143183816088
1998-05-01,2732.4872216663107
1998-05-04,2733.951770853652
1998-05-05,2750.251073353568
1998-05-06,2710.9826098462186
1998-05-07,2648.1103998776275
1998-05-08,2639.528433213798
1998-05-11,2639.528433213798
1998-05-12,2517.2166425744017
1998-05-13,2412.9939233565183
1998-05-14,2269.5167973484963
1998-05-15,2239.422727266051
1998-05-18,1969.1059432364566
1998-05-19,2063.8549362722206
1998-05-20,2054.1757489621514
1998-05-21,2043.213040236174
1998-05-22,1983.7375110192158
1998-05-25,1859.1062577500243
1998-05-26,1818.2164088826596
1998-05-27,1653.7949368905565
1998-05-28,1721.3054636669003
1998-05-29,1671.707555428456
1998-06-01,1495.065983855916
1998-06-02,1690.8899743868099
1998-06-03,1844.4385430782952
1998-06-04,1835.5746113584908
1998-06-05,1820.7492504118854
1998-06-08,1802.786467359746
1998-06-09,1725.056591423717
1998-06-10,1645.2593116222304
1998-06-11,1599.6065366509142
1998-06-12,1600.0308184127614
1998-06-15,1456.7046880437772
1998-06-16,1500.972279167042
1998-06-17,1597.8720037486887
1998-06-18,1546.5556576122915
1998-06-19,1502.216297507981
1998-06-22,1488.940701955617
1998-06-23,1520.2799566552126
1998-06-24,1542.1125372896008
1998-06-25,1495.2272808558278
1998-06-26,1414.9588401388373
1998-06-29,1325.2710812271619
1998-06-30,1292.11670994387
1998-07-01,1252.665921039778
1998-07-02,1228.1052385572332
1998-07-03,1292.799277243878
1998-07-06,1227.0714949674448
1998-07-07,1171.643143093445
1998-07-08,1155.7606949693109
1998-07-09,1176.206188365632
1998-07-10,1257.7157199010826
1998-07-13,1393.3260502750409
1998-07-14,1621.667601910323
1998-07-15,1653.4657334366502
1998-07-16,1540.8542590088275
1998-07-17,1643.908700371547
1998-07-20,1631.935237601813
1998-07-21,1561.865566325616
1998-07-22,1449.8587737923651
1998-07-23,1365.873053252833
1998-07-24,1338.3875957871576
1998-07-27,1196.6187343780405
1998-07-28,1243.4981821486065
1998-07-29,1250.219274578608
1998-07-30,1298.5078151187113
1998-07-31,1285.3555964999123
1998-08-03,1242.379961955044
1998-08-04,1243.167898155982
1998-08-05,1193.0258502604665
1998-08-06,1158.5704743422446
1998-08-07,1156.9407210861616
1998-08-10,1061.7254341180649
1998-08-11,965.3122311470312
1998-08-12,912.5032278447532
1998-08-13,845.1937913137523
1998-08-14,956.6242426869627
1998-08-17,914.2975699480343
1998-08-18,848.9496637267586
1998-08-19,725.0837660709432
1998-08-20,697.2836121324434
1998-08-21,649.7803309588894
