Date,AC Asia Pacific Select High Dividend Index
2016-09-01,1006.3480199011245
2016-09-02,1004.6416063292098
2016-09-05,1018.2868417672538
2016-09-06,1028.4582105467045
2016-09-07,1026.911131462641
2016-09-08,1028.5205120714
2016-09-09,1020.9050018337705
2016-09-12,998.9721186263553
2016-09-13,995.2857045779355
2016-09-14,990.5206308587507
2016-09-15,988.6302965246687
2016-09-16,989.7970029464861
2016-09-19,998.1747086327222
2016-09-20,1002.7156175008212
2016-09-21,1021.4267598683463
2016-09-22,1026.4561060205403
2016-09-23,1022.075821373396
2016-09-26,1015.7736533415734
2016-09-27,1022.062342152696
2016-09-28,1018.4242189200123
2016-09-29,1024.1829188172253
2016-09-30,1011.6356500528877
2016-10-03,1016.6839036934847
2016-10-04,1018.716089684499
2016-10-05,1018.5421137295378
2016-10-06,1019.9649227458754
2016-10-07,1021.0283622927278
2016-10-10,1021.383512355788
2016-10-11,1014.3733263114729
2016-10-12,1007.8805532270488
2016-10-13,1002.0009702768452
2016-10-14,1006.8477137809143
2016-10-17,1004.0598816116293
2016-10-18,1011.791408602158
2016-10-19,1012.8641398565227
2016-10-20,1012.2721865910329
2016-10-21,1009.4995309898794
2016-10-24,1012.9250020525672
2016-10-25,1015.5931418212816
2016-10-26,1011.2445584604324
2016-10-27,1000.0056491913965
2016-10-28,997.6898875549562
2016-10-31,1003.9566984051517
2016-11-01,1011.8098255933584
2016-11-02,1002.6387797211555
2016-11-03,1001.1521255144339
2016-11-04,990.8922826833887
2016-11-07,994.2166448663603
2016-11-08,997.9502497181825
2016-11-09,966.473155672028
2016-11-10,984.6208587020452
2016-11-11,978.6189107061346
2016-11-14,973.0729303730616
2016-11-15,974.0368867446114
2016-11-16,975.8384153331441
2016-11-17,978.5694910632475
2016-11-18,975.3432753487712
2016-11-21,978.1845294535163
2016-11-22,985.2625191705251
2016-11-23,984.5103745739713
2016-11-24,990.3238967109709
2016-11-25,998.3130675524353
2016-11-28,1005.4436650367027
2016-11-29,1001.1464110934506
2016-11-30,995.1822159798103
2016-12-01,1002.2855212202479
2016-12-02,997.8100793158317
2016-12-05,987.8770288576399
2016-12-06,993.6703080918795
2016-12-07,1004.6152509569317
2016-12-08,1013.7040924815627
2016-12-09,1012.4918420060114
2016-12-12,1007.9443538044922
2016-12-13,1009.4706350488924
2016-12-14,1012.3377516970689
2016-12-15,988.8114597934671
2016-12-16,986.8268627813179
2016-12-19,988.7399954674147
2016-12-20,984.5742998155963
2016-12-21,987.8805696844918
2016-12-22,985.2221845498692
2016-12-23,981.7616337936734
2016-12-26,977.9965556400755
2016-12-27,976.6073256863314
2016-12-28,980.2131247269529
2016-12-29,982.3744826238803
2016-12-30,984.9770602561523
2017-01-02,984.9770602561523
2017-01-03,985.6970454314765
2017-01-04,999.5403923738695
2017-01-05,1014.5861405331552
2017-01-06,1007.3105285515295
2017-01-09,1009.786452088738
2017-01-10,1012.5795292800508
2017-01-11,1013.5499422821596
2017-01-12,1022.761327938163
2017-01-13,1023.7379042854345
2017-01-16,1019.6955236822331
2017-01-17,1020.5594283545431
2017-01-18,1024.4900364047326
2017-01-19,1019.1810980988324
2017-01-20,1015.6285504509772
2017-01-23,1018.3504959734292
2017-01-24,1017.7190307333962
2017-01-25,1019.7993769295241
2017-01-26,1024.137218946583
2017-01-27,1026.143784488889
2017-01-30,1026.9102802642954
2017-01-31,1024.0103719367705
2017-02-01,1021.1358812404983
2017-02-02,1021.3615157397431
2017-02-03,1020.7532379959458
2017-02-06,1025.5988029463924
2017-02-07,1021.7279041631364
2017-02-08,1031.498109507981
2017-02-09,1025.3724262988774
2017-02-10,1035.9477675389503
2017-02-13,1041.3106803395005
2017-02-14,1035.3028708778083
2017-02-15,1046.6410068823031
2017-02-16,1048.7193865832517
2017-02-17,1044.417470885574
2017-02-20,1049.499070113408
2017-02-21,1047.136609145192
2017-02-22,1057.0638768634687
2017-02-23,1059.4534776408013
2017-02-24,1053.5765953955663
2017-02-27,1048.6395027652281
2017-02-28,1046.2040667973265
2017-03-01,1043.1313133257706
2017-03-02,1042.1529804410509
2017-03-03,1032.2566261006418
2017-03-06,1040.3988396377542
2017-03-07,1045.5801693943463
2017-03-08,1045.9676960229388
2017-03-09,1035.1532584785973
2017-03-10,1041.0614520173183
2017-03-13,1052.4739379641512
2017-03-14,1051.7108776382877
2017-03-15,1054.1584598083027
2017-03-16,1072.539808939271
2017-03-17,1070.180237889597
2017-03-20,1070.756647009983
2017-03-21,1073.8393030683985
2017-03-22,1055.3594216092617
2017-03-23,1056.5665109761314
2017-03-24,1060.496289436985
2017-03-27,1051.1002303405976
2017-03-28,1064.1736408981822
2017-03-29,1067.1416373681632
2017-03-30,1064.5078789332665
2017-03-31,1056.1316679689792
2017-04-03,1058.4644998093797
2017-04-04,1052.6783686533474
2017-04-05,1056.5752809818841
2017-04-06,1047.911495679306
2017-04-07,1048.689534450173
2017-04-10,1050.9705876422195
2017-04-11,1051.252605189596
2017-04-12,1043.2723458562957
2017-04-13,1039.4954651688465
2017-04-14,1038.386561221588
2017-04-17,1041.7880058681294
2017-04-18,1026.6178495158094
2017-04-19,1023.9464569841289
2017-04-20,1031.9106416855095
2017-04-21,1036.1493668754615
2017-04-24,1037.9299769081958
2017-04-25,1044.3958855840026
2017-04-26,1047.4247269035789
2017-04-27,1042.4928412112158
2017-04-28,1042.9791580366982
2017-05-01,1047.7121966321995
2017-05-02,1047.790366723015
2017-05-03,1041.748964471747
2017-05-04,1032.1763644580537
2017-05-05,1028.6766312120346
2017-05-08,1035.0182349170377
2017-05-09,1037.108365910082
2017-05-10,1043.3862297400324
2017-05-11,1041.8913208851684
2017-05-12,1042.9166331493059
2017-05-15,1046.9929136214503
2017-05-16,1051.4463406772632
2017-05-17,1051.9373894326238
2017-05-18,1044.1065175261565
2017-05-19,1047.8750512035685
2017-05-22,1057.3244497617509
2017-05-23,1053.708381383938
2017-05-24,1057.2440207140382
2017-05-25,1063.2242668342114
2017-05-26,1059.4740197350568
2017-05-29,1065.2350908550586
2017-05-30,1067.3234658823746
2017-05-31,1063.7113035405298
2017-06-01,1063.439154927602
2017-06-02,1080.6020209606068
2017-06-05,1080.5852977832117
2017-06-06,1083.6214282564604
2017-06-07,1085.8592104058253
2017-06-08,1082.728320589103
2017-06-09,1078.0851505645896
2017-06-12,1077.5470366205875
2017-06-13,1083.20686954871
2017-06-14,1086.1800752528034
2017-06-15,1069.1769290932477
2017-06-16,1072.0635427506584
2017-06-19,1077.1170965424742
2017-06-20,1072.018851696291
2017-06-21,1061.3805507241702
2017-06-22,1064.0858135447868
2017-06-23,1069.6179508418086
2017-06-26,1073.7424490117387
2017-06-27,1072.090969946656
2017-06-28,1074.9748303640663
2017-06-29,1088.946317949604
2017-06-30,1083.002937679777
2017-07-03,1085.6011453619208
2017-07-04,1088.1611010979536
2017-07-05,1091.4705239704294
2017-07-06,1087.2584175534407
2017-07-07,1079.870007354546
2017-07-10,1081.05109063485
2017-07-11,1089.156665855443
2017-07-12,1094.0270038981055
2017-07-13,1100.9062306803135
2017-07-14,1112.0520872034742
2017-07-17,1111.4129992942367
2017-07-18,1111.3774760961621
2017-07-19,1116.9418384734577
2017-07-20,1124.4084381847006
2017-07-21,1120.7824868240652
2017-07-24,1119.1274730841942
2017-07-25,1117.3887325087446
2017-07-26,1130.2079977263531
2017-07-27,1143.81559768558
2017-07-28,1133.6989468091747
2017-07-31,1139.9978010583957
2017-08-01,1145.022163491427
2017-08-02,1141.0737520322527
2017-08-03,1138.3094624942617
2017-08-04,1131.3986139125843
2017-08-07,1133.5536962375324
2017-08-08,1132.4548422581383
2017-08-09,1135.0844861334547
2017-08-10,1130.3566001908014
2017-08-11,1116.7508666301508
2017-08-14,1120.6013159487268
2017-08-15,1118.459757787351
2017-08-16,1128.330738787599
2017-08-17,1119.2137049688754
2017-08-18,1113.2419121605305
2017-08-21,1123.7812430981403
2017-08-22,1126.4004613334737
2017-08-23,1127.6089777602765
2017-08-24,1129.2084970752546
2017-08-25,1138.109057255436
2017-08-28,1138.3002508831596
2017-08-29,1141.3056609020073
2017-08-30,1136.838838814482
2017-08-31,1145.46959755972
2017-09-01,1146.0830342164593
2017-09-04,1140.0508350214309
2017-09-05,1146.085931725135
2017-09-06,1141.2431372028486
2017-09-07,1149.4117359067927
2017-09-08,1152.093533410675
2017-09-11,1156.9096438711542
2017-09-12,1158.5436552582587
2017-09-13,1155.6749749445344
2017-09-14,1152.3286758759205
2017-09-15,1152.8485544010503
2017-09-18,1153.9439102703066
2017-09-19,1164.1157136625393
2017-09-20,1165.222352518337
2017-09-21,1155.6708287340075
2017-09-22,1155.7501882137697
2017-09-25,1149.1656281552223
2017-09-26,1148.1401892552371
2017-09-27,1150.722680505713
2017-09-28,1145.4005368617848
2017-09-29,1147.3514860051632
2017-10-02,1146.5378920972369
2017-10-03,1158.7069638860874
2017-10-04,1160.7256019826825
2017-10-05,1159.6594276642652
2017-10-06,1164.24110733749
2017-10-09,1162.2207110410534
2017-10-10,1169.97997186262
2017-10-11,1167.080195270049
2017-10-12,1171.0007121125761
2017-10-13,1175.9902550817178
2017-10-16,1182.6227505517518
2017-10-17,1181.9449803093137
2017-10-18,1181.2769128423702
2017-10-19,1176.418103761345
2017-10-20,1177.4204422377425
2017-10-23,1174.0978618440442
2017-10-24,1174.564149600916
2017-10-25,1174.3161814556524
2017-10-26,1171.0577614898334
2017-10-27,1179.1755116977758
2017-10-30,1180.6891466889153
2017-10-31,1172.7053209613887
2017-11-01,1181.9747750044821
2017-11-02,1185.4148361085327
2017-11-03,1183.4937642361683
2017-11-06,1180.184949185109
2017-11-07,1194.7906488675203
2017-11-08,1199.1128865012001
2017-11-09,1199.7975787677528
2017-11-10,1195.311097141208
2017-11-13,1188.3615823085781
2017-11-14,1181.8342071846437
2017-11-15,1166.623671820528
2017-11-16,1168.7748822113113
2017-11-17,1170.6907337954854
2017-11-20,1166.1362544400938
2017-11-21,1175.854688727197
2017-11-22,1187.767299589291
2017-11-23,1187.5835922335752
2017-11-24,1189.7753757527594
2017-11-27,1190.0738112248841
2017-11-28,1184.4990957504442
2017-11-29,1184.16864764921
2017-11-30,1180.9693023981445
2017-12-01,1178.6413815456228
2017-12-04,1176.752766078133
2017-12-05,1175.390879331455
2017-12-06,1161.1389759561966
2017-12-07,1161.787757455199
2017-12-08,1165.3806547778572
2017-12-11,1170.821379262749
2017-12-12,1170.9286698092396
2017-12-13,1182.4171869559445
2017-12-14,1187.199700926412
2017-12-15,1174.0588540494798
2017-12-18,1186.3031805067887
2017-12-19,1185.742973231447
2017-12-20,1189.5243389712916
2017-12-21,1192.5924701804638
2017-12-22,1200.5504359084377
2017-12-25,1201.7019312257867
2017-12-26,1201.0712963284539
2017-12-27,1205.909393393182
2017-12-28,1209.0641779858804
2017-12-29,1211.27212345761
2018-01-01,1211.2721234576097
2018-01-02,1225.5670822986508
2018-01-03,1226.2012832624391
2018-01-04,1242.381896491503
2018-01-05,1251.8999470016552
2018-01-08,1255.4823328738119
2018-01-09,1261.7405257323333
2018-01-10,1271.1186461968564
2018-01-11,1269.171716618754
2018-01-12,1271.1780734057836
2018-01-15,1279.316700123208
2018-01-16,1289.6762482453971
2018-01-17,1286.79309249573
2018-01-18,1290.364135134599
2018-01-19,1297.9697948221767
2018-01-22,1297.3502054090616
2018-01-23,1312.963864673197
2018-01-24,1325.1121661954892
2018-01-25,1323.351198984443
2018-01-26,1330.4373405720094
2018-01-29,1330.1869086824456
2018-01-30,1316.6784687031538
2018-01-31,1309.7392206781165
2018-02-01,1314.3719262198886
2018-02-02,1312.0725292081322
2018-02-05,1294.795244895068
2018-02-06,1247.0700824551648
