Date,UNITED KINGDOM MOMENTUM
1995-05-31,1000.0
1995-06-30,1017.754038091572
1995-07-31,1081.3847044640495
1995-08-31,1063.452125053056
1995-09-29,1109.5280591110597
1995-10-31,1124.4057961789588
1995-11-30,1146.2126769300658
1995-12-29,1153.4340790796869
1996-01-31,1164.663539881486
1996-02-29,1176.6509306314588
1996-03-29,1172.616598858456
1996-04-30,1202.323791118927
1996-05-31,1236.242915557065
1996-06-28,1245.3778905647137
1996-07-31,1226.734466253249
1996-08-30,1306.893193386632
1996-09-30,1331.8833888436207
1996-10-31,1402.9335700919537
1996-11-29,1446.9163163556218
1996-12-31,1503.9822514937225
1997-01-01,1503.9822514937225
1997-01-02,1465.1637258328599
1997-01-03,1482.772708156607
1997-01-06,1487.6941152369693
1997-01-07,1491.2941690693963
1997-01-08,1490.076969138296
1997-01-09,1497.8767262009908
1997-01-10,1471.0067087917537
1997-01-13,1478.6387849918224
1997-01-14,1496.146671902933
1997-01-15,1498.8307932443747
1997-01-16,1507.3495296452238
1997-01-17,1502.4412343570518
1997-01-20,1489.1189203850604
1997-01-21,1490.8478453110174
1997-01-22,1489.8391883707914
1997-01-23,1480.440896713958
1997-01-24,1466.9128588771066
1997-01-27,1462.1676098303885
1997-01-28,1454.6208725584593
1997-01-29,1457.2922393522872
1997-01-30,1463.2158545951513
1997-01-31,1472.2875274375601
1997-02-03,1477.9514885921928
1997-02-04,1480.847685415104
1997-02-05,1497.9419884153638
1997-02-06,1492.253737098288
1997-02-07,1499.1336605435424
1997-02-10,1507.6035138782215
1997-02-11,1510.188298941049
1997-02-12,1495.8413010328106
1997-02-13,1494.4261461058907
1997-02-14,1499.977211413407
1997-02-17,1496.9933010994423
1997-02-18,1477.7893721613184
1997-02-19,1494.7815802264474
1997-02-20,1495.7281970545173
1997-02-21,1505.045094001918
1997-02-24,1519.5386913166965
1997-02-25,1525.5873142790517
1997-02-26,1518.2892448545012
1997-02-27,1521.4311788026275
1997-02-28,1513.4764680972817
1997-03-03,1506.4178779297072
1997-03-04,1523.9411897554091
1997-03-05,1523.746337634096
1997-03-06,1542.1806789431039
1997-03-07,1540.2819845643066
1997-03-10,1544.5290009532152
1997-03-11,1551.143401221431
1997-03-12,1530.3163125405376
1997-03-13,1528.8028973371588
1997-03-14,1539.247386557493
1997-03-17,1519.185950602067
1997-03-18,1512.7521441886715
1997-03-19,1506.861916754495
1997-03-20,1473.7896763068818
1997-03-21,1481.6946669451515
1997-03-24,1481.8682031466817
1997-03-25,1512.3817614810403
1997-03-26,1521.9195014510667
1997-03-27,1525.8715723556468
1997-03-28,1529.8500718541204
1997-03-31,1537.104982704278
1997-04-01,1521.9950634633858
1997-04-02,1517.0365750184892
1997-04-03,1507.1599513720168
1997-04-04,1512.9369251631297
1997-04-07,1520.4982421361824
1997-04-08,1513.3005526188651
1997-04-09,1521.9965036422757
1997-04-10,1526.3295052941226
1997-04-11,1512.3141219355805
1997-04-14,1502.026210503325
1997-04-15,1516.8672661843614
1997-04-16,1514.8632317381455
1997-04-17,1526.5548105897692
1997-04-18,1531.6586428415662
1997-04-21,1542.65423987485
1997-04-22,1547.3631909501037
1997-04-23,1546.2745428125945
1997-04-24,1552.7960683807912
1997-04-25,1543.7376668790541
1997-04-28,1555.2070648060132
1997-04-29,1579.7777517660186
1997-04-30,1570.6617816962078
1997-05-01,1576.2398398765827
1997-05-02,1567.089909744437
1997-05-05,1569.801473053845
1997-05-06,1608.8524462490523
1997-05-07,1620.662394079883
1997-05-08,1628.4010804586362
1997-05-09,1642.2082234150023
1997-05-12,1651.6291697468746
1997-05-13,1664.6145542963432
1997-05-14,1671.3875085779034
1997-05-15,1663.0198012706746
1997-05-16,1668.3242249042116
1997-05-19,1648.4536337525865
1997-05-20,1637.6020845070618
1997-05-21,1659.64270213121
1997-05-22,1651.0873509965793
1997-05-23,1655.204426883802
1997-05-26,1665.053812161253
1997-05-27,1667.3983039026705
1997-05-28,1671.7308331533177
1997-05-29,1671.4558810516253
1997-05-30,1648.5155748908135
1997-06-02,1625.118716096251
1997-06-03,1634.5684622505964
1997-06-04,1626.6960301556494
1997-06-05,1638.902740526236
1997-06-06,1656.945235402969
1997-06-09,1683.8400254713456
1997-06-10,1711.603204166071
1997-06-11,1698.9681496167345
1997-06-12,1701.5319072130062
1997-06-13,1701.909498011764
1997-06-16,1687.268475549525
1997-06-17,1666.8330524512867
1997-06-18,1661.4614170048285
1997-06-19,1667.1907499366766
1997-06-20,1649.3938093458091
1997-06-23,1653.8668315207028
1997-06-24,1658.2508190164508
1997-06-25,1680.3396404345424
1997-06-26,1691.5515662241398
1997-06-27,1680.4601640453936
1997-06-30,1667.084482313467
1997-07-01,1707.3976242138453
1997-07-02,1708.9338213333672
1997-07-03,1785.193030022384
1997-07-04,1783.1913322500068
1997-07-07,1776.0308996904912
1997-07-08,1767.2568589129523
1997-07-09,1766.8962576791503
1997-07-10,1764.820194757741
1997-07-11,1778.5708041653813
1997-07-14,1794.1583745813039
1997-07-15,1795.092651766572
1997-07-16,1822.8029551754248
1997-07-17,1804.6268007352894
1997-07-18,1780.5373554662965
1997-07-21,1755.8640679848543
1997-07-22,1767.5727666763048
1997-07-23,1777.1556058096232
1997-07-24,1764.063554156951
1997-07-25,1750.109308660859
1997-07-28,1723.5284540098087
1997-07-29,1727.7558117353094
1997-07-30,1741.166488889818
1997-07-31,1735.134547672011
1997-08-01,1735.9531052040275
1997-08-04,1726.7477916225578
1997-08-05,1743.4575584053678
1997-08-06,1734.0386412962866
1997-08-07,1743.859282434849
1997-08-08,1717.875138726255
1997-08-11,1743.4984275536797
1997-08-12,1744.5781860672823
1997-08-13,1720.930886280377
1997-08-14,1722.1101977501467
1997-08-15,1702.3065323602968
1997-08-18,1693.5448622967199
1997-08-19,1713.9443697855097
1997-08-20,1719.1044440718379
1997-08-21,1723.3733029539796
1997-08-22,1723.3488061246526
1997-08-25,1722.114161764421
1997-08-26,1723.6753683906145
1997-08-27,1728.4295850367605
1997-08-28,1717.4402277806826
1997-08-29,1717.2687086014946
1997-09-01,1725.0823053590434
1997-09-02,1728.9899498932114
