Date,HONG KONG MOMENTUM
1995-05-31,1000.0
1995-06-30,985.8307003650802
1995-07-31,1003.3603562954274
1995-08-31,972.7197052461519
1995-09-29,1045.3318343201495
1995-10-31,1051.2153683789434
1995-11-30,1063.0210913990936
1995-12-29,1102.8317086813986
1996-01-31,1257.0583778749829
1996-02-29,1231.1112140837301
1996-03-29,1231.3115840004068
1996-04-30,1251.5084390837512
1996-05-31,1311.7041143005042
1996-06-28,1285.0790788099744
1996-07-31,1231.0368831341707
1996-08-30,1274.8871359378857
1996-09-30,1353.3551742262189
1996-10-31,1434.187050083628
1996-11-29,1587.6876446219792
1996-12-31,1584.489814496985
1997-01-01,1584.489814496985
1997-01-02,1556.5170161068681
1997-01-03,1559.1677786795215
1997-01-06,1582.397470937897
1997-01-07,1596.3183814255292
1997-01-08,1601.615622117566
1997-01-09,1562.4249911616455
1997-01-10,1545.1053842193094
1997-01-13,1553.1540092298394
1997-01-14,1556.6183664509774
1997-01-15,1620.0661221046646
1997-01-16,1615.7815117091595
1997-01-17,1614.4525505666938
1997-01-20,1617.0982872292718
1997-01-21,1598.8760884310345
1997-01-22,1600.7591090275992
1997-01-23,1586.5251079237023
1997-01-24,1558.5961212672526
1997-01-27,1543.073190508797
1997-01-28,1554.5949284439591
1997-01-29,1534.7547948557992
1997-01-30,1529.0021687526482
1997-01-31,1523.086651114502
1997-02-03,1540.6679415320934
1997-02-04,1555.979759934812
1997-02-05,1568.5031856938247
1997-02-06,1568.6043859767908
1997-02-07,1569.0498224061464
1997-02-10,1551.8368655129084
1997-02-11,1533.5445654382745
1997-02-12,1535.628391474039
1997-02-13,1504.737444287524
1997-02-14,1487.773981404858
1997-02-17,1491.7484340744684
1997-02-18,1486.3031441240282
1997-02-19,1488.2056201360474
1997-02-20,1525.7701183436118
1997-02-21,1527.5005192249637
1997-02-24,1518.4624359507263
1997-02-25,1531.8492633067456
1997-02-26,1529.1218592106052
1997-02-27,1534.8096750435045
1997-02-28,1520.900080818486
1997-03-03,1538.8318062662713
1997-03-04,1531.6003565659955
1997-03-05,1514.5907694544817
1997-03-06,1508.4920135068246
1997-03-07,1498.1881763458764
1997-03-10,1485.070797525673
1997-03-11,1479.5003910812911
1997-03-12,1460.2475276746256
1997-03-13,1432.581694286823
1997-03-14,1409.0802681667622
1997-03-17,1421.8194979381658
1997-03-18,1411.3221006329275
1997-03-19,1398.1414305661986
1997-03-20,1377.309401197691
1997-03-21,1384.2333774783647
1997-03-24,1428.2166239393314
1997-03-25,1435.907903970451
1997-03-26,1434.0753644983504
1997-03-27,1401.858793778748
1997-03-28,1401.8045233752105
1997-03-31,1401.858793778748
1997-04-01,1346.6573325359284
1997-04-02,1351.6817470730446
1997-04-03,1342.0013777438578
1997-04-04,1362.377866847546
1997-04-07,1368.5905287756075
1997-04-08,1380.1046259112707
1997-04-09,1381.0970862870613
1997-04-10,1369.1483816915168
1997-04-11,1384.569949177874
