Date,AUSTRALIA MOMENTUM
1995-05-31,1000.0
1995-06-30,992.7658425157724
1995-07-31,1073.602071511406
1995-08-31,1088.6446447450826
1995-09-29,1078.6923437657833
1995-10-31,1051.4776713686522
1995-11-30,1072.3442177917748
1995-12-29,1090.08253501475
1996-01-31,1129.7547207567582
1996-02-29,1164.7938886505497
1996-03-29,1167.2960461329428
1996-04-30,1226.9978478818493
1996-05-31,1222.7115784678685
1996-06-28,1183.8908242951015
1996-07-31,1147.83837546863
1996-08-30,1236.6718003654807
1996-09-30,1276.2767261650824
1996-10-31,1300.0849736969285
1996-11-29,1277.5030680247266
1996-12-31,1282.659385328146
1997-01-01,1282.659385328146
1997-01-02,1271.563534185597
1997-01-03,1265.6784115290875
1997-01-06,1263.0003382763052
1997-01-07,1260.293906087508
1997-01-08,1252.2506573561543
1997-01-09,1253.9323123351799
1997-01-10,1247.973022305663
1997-01-13,1237.54287531721
1997-01-14,1239.6257930834504
1997-01-15,1242.6233709272626
1997-01-16,1235.9932605491786
1997-01-17,1238.7326089785709
1997-01-20,1242.1335664057617
1997-01-21,1232.3827427692522
1997-01-22,1238.4181266873825
1997-01-23,1233.3422587006269
1997-01-24,1232.3249515378843
1997-01-27,1230.0917563632638
1997-01-28,1219.5256254146627
1997-01-29,1229.1839216700268
1997-01-30,1225.6868951953597
1997-01-31,1225.302452268808
1997-02-03,1238.2689171976028
1997-02-04,1221.7118047110007
1997-02-05,1229.5290892834741
1997-02-06,1236.447133323487
1997-02-07,1241.6659186003017
1997-02-10,1232.5987295661573
1997-02-11,1241.7994535992245
1997-02-12,1246.2308311240092
1997-02-13,1277.2104603104333
1997-02-14,1264.0525395327911
1997-02-17,1274.5749927415613
1997-02-18,1276.4339007334293
1997-02-19,1264.4020877905973
1997-02-20,1264.507849637159
1997-02-21,1272.879090627106
1997-02-24,1280.3984749442184
1997-02-25,1287.7052706809945
1997-02-26,1275.8593617287736
1997-02-27,1270.575817826408
1997-02-28,1258.3713319208728
1997-03-03,1259.512387023569
1997-03-04,1268.1565915900542
1997-03-05,1262.396709223427
1997-03-06,1272.7507890503778
1997-03-07,1267.5543284774462
1997-03-10,1278.7154559143905
1997-03-11,1290.8626230791442
1997-03-12,1283.7496544952944
1997-03-13,1282.1892675799954
1997-03-14,1271.344350635336
1997-03-17,1272.6209610577387
1997-03-18,1251.9689135789047
1997-03-19,1239.6716215147344
1997-03-20,1239.3791036681362
1997-03-21,1235.7413837576853
1997-03-24,1253.7346682360348
1997-03-25,1247.1561472857234
1997-03-26,1251.5162005349625
1997-03-27,1259.5206373398262
1997-03-28,1263.2248729588807
1997-03-31,1262.4196043460424
1997-04-01,1231.8525847885774
1997-04-02,1220.1443228224418
1997-04-03,1219.9135630069827
1997-04-04,1222.2413449135784
1997-04-07,1221.2997177472762
1997-04-08,1235.361797523859
1997-04-09,1252.941201043511
1997-04-10,1252.6760147668253
1997-04-11,1255.6812044959083
1997-04-14,1239.2309930064444
1997-04-15,1245.079303954633
1997-04-16,1254.293575716846
