Date,CANADA MOMENTUM
1995-05-31,1000.0
1995-06-30,1024.6282200670958
1995-07-31,1054.8788987566168
1995-08-31,1041.3036876385265
1995-09-29,1037.7685083637205
1995-10-31,1030.1245153921725
1995-11-30,1050.4996755931322
1995-12-29,1042.729527969833
1996-01-31,1089.7495650471578
1996-02-29,1090.6616509048956
1996-03-29,1121.2357122470082
1996-04-30,1159.2373713021336
1996-05-31,1162.659020133467
1996-06-28,1133.5415455629413
1996-07-31,1092.8310197198264
1996-08-30,1134.4395954266872
1996-09-30,1197.2248600931325
1996-10-31,1312.0334469588051
1996-11-29,1404.290053158633
1996-12-31,1370.7895557184156
1997-01-01,1370.7895557184156
1997-01-02,1360.5534879222316
1997-01-03,1360.1669276412126
1997-01-06,1372.6625668865931
1997-01-07,1394.0301690069903
1997-01-08,1401.2689623896574
1997-01-09,1408.7207457929157
1997-01-10,1413.7235821251531
1997-01-13,1415.960541341095
1997-01-14,1427.6557507550397
1997-01-15,1438.072474430212
1997-01-16,1452.3867221056933
1997-01-17,1460.2107115975957
1997-01-20,1456.852845088718
1997-01-21,1444.8314625728597
1997-01-22,1445.9207182476848
1997-01-23,1437.798705264406
1997-01-24,1431.1507325198334
1997-01-27,1432.2381152137689
1997-01-28,1442.9356808687044
1997-01-29,1444.4144243508124
1997-01-30,1445.2903153547288
1997-01-31,1453.9568925683675
1997-02-03,1464.956363071782
1997-02-04,1469.5689478019135
1997-02-05,1459.3417938343787
1997-02-06,1441.0414348656125
1997-02-07,1442.4928679237582
1997-02-10,1436.0371185267986
1997-02-11,1452.3146430115278
1997-02-12,1455.0621227656366
1997-02-13,1474.327095755473
1997-02-14,1467.4568449657017
1997-02-17,1464.4627415644954
1997-02-18,1461.9283380839001
1997-02-19,1458.7543781727304
1997-02-20,1429.106971831637
1997-02-21,1435.5871277736298
1997-02-24,1443.5254959789838
1997-02-25,1445.5023162902776
1997-02-26,1438.2200105359543
1997-02-27,1425.2697042962388
1997-02-28,1412.1962756265896
1997-03-03,1417.270545018965
1997-03-04,1423.7453290135775
1997-03-05,1441.4092878405434
1997-03-06,1449.6733005610101
1997-03-07,1464.8515102010222
1997-03-10,1474.0461047537212
1997-03-11,1471.4195024047426
1997-03-12,1461.2736695639555
1997-03-13,1439.183624593812
1997-03-14,1447.4675079933181
1997-03-17,1432.1596915196972
1997-03-18,1423.4135470755461
1997-03-19,1410.5521063891204
1997-03-20,1402.4954407385865
1997-03-21,1406.5096786827653
1997-03-24,1431.4094225798713
1997-03-25,1433.4620999496149
1997-03-26,1429.8625880258005
1997-03-27,1391.699513113508
1997-03-28,1387.9696314007704
1997-03-31,1370.1621184877727
1997-04-01,1381.9637032215956
1997-04-02,1366.1562182654566
1997-04-03,1357.9899021716624
1997-04-04,1349.2758073264474
1997-04-07,1359.043203803586
1997-04-08,1354.9667028225106
1997-04-09,1353.776747040771
1997-04-10,1342.814777197419
1997-04-11,1311.2226194129537
1997-04-14,1317.0751258061619
1997-04-15,1342.4173996872432
1997-04-16,1356.6831055449163
1997-04-17,1366.2190123061368
1997-04-18,1365.348343095396
1997-04-21,1363.4983481771749
1997-04-22,1379.1330139623358
1997-04-23,1384.9217307223958
1997-04-24,1387.6221228051834
1997-04-25,1373.335393997331
1997-04-28,1371.30879347387
1997-04-29,1393.2353595614736
1997-04-30,1411.780885526832
1997-05-01,1428.5505143986704
1997-05-02,1466.948963464432
