Date,JAPAN MOMENTUM
1994-06-30,1263.41725284
1994-07-29,1201.87133215
1994-08-31,1217.652269
1994-09-30,1191.78995393
1994-10-31,1241.59300796
1994-11-30,1163.41599073
1994-12-30,1156.73302311
1995-01-31,1036.91017299
1995-02-28,947.73322618
1995-03-31,1030.98040989
1995-04-28,1084.61402615
1995-05-31,1000.0
1995-06-30,943.5923125121742
1995-07-31,1018.7511852291437
1995-08-31,958.2750474304969
1995-09-29,969.7862020609065
1995-10-31,912.8642226289497
1995-11-30,962.1558912937478
1995-12-29,998.5333851458819
1996-01-31,973.9088590453582
1996-02-29,957.6889308224158
1996-03-29,989.9279010341965
1996-04-30,1042.8687650998463
1996-05-31,980.0131786009209
1996-06-28,996.5301100269012
1996-07-31,958.1592378399372
1996-08-30,908.6249791057927
1996-09-30,949.4144661602104
1996-10-31,885.561615308045
1996-11-29,933.7729202161581
1996-12-31,917.8882716906298
1997-01-01,917.8882716906298
1997-01-02,920.8634054637746
1997-01-03,916.8613743126625
1997-01-06,930.5712594632362
1997-01-07,918.5456231680936
1997-01-08,906.1436162289779
1997-01-09,881.0918144892732
1997-01-10,854.9513693016411
1997-01-13,864.8028663700477
1997-01-14,868.3409928765248
1997-01-15,866.3394385325912
1997-01-16,877.8573567560355
1997-01-17,867.3020128254907
1997-01-20,844.9281181113969
1997-01-21,842.6646430713091
1997-01-22,852.1733749563509
1997-01-23,846.8757525576789
1997-01-24,846.5231314458729
1997-01-27,835.9603934511808
1997-01-28,837.2691569633624
1997-01-29,848.9995146863039
1997-01-30,836.2310675861444
1997-01-31,852.5202282174105
1997-02-03,841.8082111269722
1997-02-04,841.6250933669043
1997-02-05,828.6169690098479
1997-02-06,826.8741206922693
1997-02-07,824.6845221114878
1997-02-10,849.9237166664911
1997-02-11,848.2662721877397
1997-02-12,863.6952185979095
1997-02-13,878.7168983491903
1997-02-14,889.4491273031044
1997-02-17,885.9806092853039
1997-02-18,874.4887913464855
1997-02-19,870.2663935824937
1997-02-20,880.1384751495551
1997-02-21,875.4981171155035
1997-02-24,865.723163286919
1997-02-25,869.5033828447579
1997-02-26,868.9077543588509
1997-02-27,880.4111120335427
1997-02-28,870.6363958755823
1997-03-03,866.4424200208806
1997-03-04,868.8241537182477
1997-03-05,861.9538942558246
1997-03-06,851.1980800216069
1997-03-07,852.582715140249
1997-03-10,855.8550173710291
1997-03-11,858.1729152396197
1997-03-12,856.241571439999
1997-03-13,845.302888086538
1997-03-14,843.7695230692234
1997-03-17,844.8346258077912
1997-03-18,856.5243081966693
1997-03-19,854.3768592159996
1997-03-20,849.6010974462407
1997-03-21,857.1146809572281
1997-03-24,842.2211656160817
1997-03-25,848.4376968951425
1997-03-26,862.7599745022995
1997-03-27,866.6801033986068
1997-03-28,867.5881234357266
1997-03-31,866.5593957656785
1997-04-01,872.3118758282045
1997-04-02,888.986177037685
1997-04-03,895.670629682961
1997-04-04,887.6046860567691
1997-04-07,881.3683239868033
1997-04-08,900.5355947640802
1997-04-09,893.3427699285976
1997-04-10,884.3503576913249
1997-04-11,890.7722502912357
1997-04-14,879.0236981078554
1997-04-15,883.7669255710019
1997-04-16,887.4911117695539
1997-04-17,878.778710616169
1997-04-18,883.7081060622337
1997-04-21,894.0228355809729
1997-04-22,889.808382989186
1997-04-23,904.6063726793293
1997-04-24,909.5685969495178
1997-04-25,913.3203132370289
1997-04-28,913.0794403656715
1997-04-29,911.7828106527149
1997-04-30,926.735366709077
1997-05-01,937.2779685073605
1997-05-02,947.027327158196
1997-05-05,946.8779007328625
1997-05-06,988.6850622701987
1997-05-07,987.0898309958898
1997-05-08,989.087255206848
1997-05-09,988.0902416537633
1997-05-12,1006.2464020337983
1997-05-13,1005.1714004786197
1997-05-14,1016.651215767843
1997-05-15,1023.0103400964015
1997-05-16,1033.8314400814515
1997-05-19,1033.1127610827118
1997-05-20,1048.4612533657407
1997-05-21,1017.5692613808716
1997-05-22,993.8550591600796
1997-05-23,1020.9247308152545
1997-05-26,1019.0039234641088
1997-05-27,1013.697115738781
1997-05-28,1043.2849523397044
1997-05-29,1045.1178392700638
1997-05-30,1025.364079418368
1997-06-02,1039.192817369257
1997-06-03,1047.844723883096
1997-06-04,1056.096537727675
1997-06-05,1056.9982411417936
1997-06-06,1054.2930570961048
1997-06-09,1069.4411175765492
1997-06-10,1073.8024274347536
1997-06-11,1084.8902964785188
1997-06-12,1065.028905242735
1997-06-13,1057.1387757797565
1997-06-16,1078.6606965634571
1997-06-17,1076.4101701019017
1997-06-18,1077.27622807881
1997-06-19,1069.411084461021
1997-06-20,1062.4157658383529
1997-06-23,1058.9318894168716
1997-06-24,1065.3826740620505
1997-06-25,1090.573780362533
1997-06-26,1086.5285915696943
1997-06-27,1072.9671015692347
1997-06-30,1079.291653299912
1997-07-01,1063.0831571325577
1997-07-02,1070.8360945698728
1997-07-03,1075.3991380561245
1997-07-04,1070.384292292553
1997-07-07,1070.2426765886296
1997-07-08,1076.8343739122918
1997-07-09,1079.376410519005
1997-07-10,1091.0086154259411
1997-07-11,1099.294231567908
1997-07-14,1116.838125671294
1997-07-15,1102.9107197589658
1997-07-16,1123.6723267685477
1997-07-17,1129.5978520621932
1997-07-18,1119.6946366535894
1997-07-21,1116.5532281857681
1997-07-22,1110.3111287474462
1997-07-23,1112.0054988791635
1997-07-24,1123.9174332422642
1997-07-25,1122.2558173927728
1997-07-28,1129.654727223249
1997-07-29,1132.7026701783184
1997-07-30,1129.200199824995
1997-07-31,1143.1737465627668
1997-08-01,1134.7890249063194
1997-08-04,1117.7212330438263
1997-08-05,1093.4981386335753
1997-08-06,1116.6003407329054
1997-08-07,1114.0452121700946
1997-08-08,1140.6024229154434
1997-08-11,1104.0041184501401
1997-08-12,1115.7410970029396
1997-08-13,1124.5587805392736
1997-08-14,1121.1558971325815
1997-08-15,1137.6417915756535
1997-08-18,1117.4319584429095
1997-08-19,1097.0088278647695
1997-08-20,1103.0719208100636
1997-08-21,1101.553751382283
1997-08-22,1073.413458307049
1997-08-25,1048.1775932916557
1997-08-26,1058.6182900297904
1997-08-27,1039.7595965565176
1997-08-28,1035.9077663528187
1997-08-29,1007.7222804411969
1997-09-01,976.8782429543626
1997-09-02,989.5390931229538
1997-09-03,1034.3588170974658
1997-09-04,1031.9999176759702
1997-09-05,1031.4325110412035
1997-09-08,1029.5161993042016
1997-09-09,1050.1459054227714
1997-09-10,1049.4421284381776
1997-09-11,1025.3905267511216
1997-09-12,999.2778668358496
1997-09-15,1003.76433574536
1997-09-16,1000.9381426404188
1997-09-17,999.9912919336675
1997-09-18,999.6673800050079
1997-09-19,1016.8969435233394
1997-09-22,1026.886547547338
1997-09-23,1032.2534031662067
1997-09-24,1068.0639367522144
1997-09-25,1059.4126711622487
1997-09-26,1042.1570159243015
1997-09-29,1042.379555638678
1997-09-30,1051.252572210089
1997-10-01,1061.5742911813452
1997-10-02,1051.4136390316557
1997-10-03,1051.144696544488
1997-10-06,1068.3697658564324
