Date,FRANCE MOMENTUM
1998-11-30,1000.0
1998-12-01,986.4316936619886
1998-12-02,983.8902609588922
1998-12-03,999.9781072357939
1998-12-04,1003.1882990173509
1998-12-07,1013.8226849539717
1998-12-08,1016.487234244456
1998-12-09,1018.0886242619374
1998-12-10,1021.5410565095043
1998-12-11,1018.8181619623762
1998-12-14,1013.2310710354799
1998-12-15,1012.1886955580462
1998-12-16,1012.3508398135286
1998-12-17,1033.3124105010797
1998-12-18,1019.7989369482515
1998-12-21,1039.0717082989445
1998-12-22,1038.6353086622373
1998-12-23,1051.4612173219703
1998-12-24,1048.3791227961553
1998-12-25,1048.3791227961553
1998-12-28,1051.5484993553966
1998-12-29,1056.5001658193246
1998-12-30,1072.014308472066
1998-12-31,1075.5261522737628
1999-01-01,1075.5303087334025
1999-01-04,1128.4163971904488
1999-01-05,1138.5759595639433
1999-01-06,1152.8491235993636
1999-01-07,1133.3587397489875
1999-01-08,1121.3875821800057
1999-01-11,1110.8911042850984
1999-01-12,1080.8570228293866
1999-01-13,1058.2869682901025
1999-01-14,1062.2503696634901
1999-01-15,1071.3038414512876
1999-01-18,1094.8880849752074
1999-01-19,1088.2922845020134
1999-01-20,1097.526485087878
1999-01-21,1091.8777825780517
1999-01-22,1064.2231688793122
1999-01-25,1063.1009276454251
1999-01-26,1065.675625655757
1999-01-27,1072.940998604516
1999-01-28,1087.9611955808914
1999-01-29,1094.9156628210274
1999-02-01,1096.0164663037976
1999-02-02,1097.0139309540807
1999-02-03,1087.8511255994047
1999-02-04,1074.7695975328286
1999-02-05,1064.5364272380032
1999-02-08,1058.750309542296
1999-02-09,1039.126012995837
1999-02-10,1032.960612592123
1999-02-11,1051.6477756581535
1999-02-12,1052.7434369271932
1999-02-15,1039.6983912302296
1999-02-16,1036.9253775926845
1999-02-17,1026.307906749099
1999-02-18,1041.5999411018108
1999-02-19,1053.6450235917252
1999-02-22,1065.0466658314626
1999-02-23,1061.5511655782857
1999-02-24,1062.2937881022551
1999-02-25,1052.1814081873354
1999-02-26,1025.9122406302056
1999-03-01,1009.5379281003165
1999-03-02,1017.2574199370193
1999-03-03,1003.6125869169017
1999-03-04,998.4889349186907
1999-03-05,1019.1752726206676
1999-03-08,1026.2034876871314
1999-03-09,1021.5303285113504
1999-03-10,1022.0997204794496
1999-03-11,1013.2498169541415
1999-03-12,1022.3579023749487
1999-03-15,1019.7652580377568
1999-03-16,1007.4105680714347
1999-03-17,1009.1848269563513
1999-03-18,1000.4565843182004
1999-03-19,1008.9463868189981
1999-03-22,1003.4372217747415
1999-03-23,974.1659259554759
1999-03-24,975.3323528724615
1999-03-25,992.5893809211361
1999-03-26,979.1102755499321
1999-03-29,985.8493927791517
1999-03-30,990.7159894764224
1999-03-31,1016.7764850500745
1999-04-01,1021.904615043732
1999-04-02,1019.6361314141664
1999-04-05,1013.4450615084768
1999-04-06,1027.0752303943143
1999-04-07,1039.4442900670101
1999-04-08,1044.1810227518774
1999-04-09,1045.7779529866882
1999-04-12,1043.9176377662352
1999-04-13,1039.3144882145991
1999-04-14,1041.1376907465644
1999-04-15,1017.8515900888164
1999-04-16,1002.7555464306027
1999-04-19,1004.598296104721
1999-04-20,990.4071313360881
1999-04-21,995.3800611350969
1999-04-22,994.9180018298326
1999-04-23,994.4791660068271
1999-04-26,994.543054472194
1999-04-27,1021.6737913296979
1999-04-28,1016.0441859631276
1999-04-29,1008.0959489044668
1999-04-30,1008.399278353752
1999-05-03,1018.3234191403892
1999-05-04,1015.1760785842383
1999-05-05,1018.4365385226286
1999-05-06,1019.32492617994
1999-05-07,1017.8211775556501
1999-05-10,1028.2496787392286
1999-05-11,1016.1233078496075
1999-05-12,1012.8925195592013
1999-05-13,1018.1614444412082
1999-05-14,1006.0766647789349
1999-05-17,989.3578215589985
1999-05-18,999.5734815083174
1999-05-19,1019.7405341366516
1999-05-20,1034.3634140915547
1999-05-21,1022.3344719086655
1999-05-24,1024.0294037696294
1999-05-25,1022.467253619063
1999-05-26,1011.8129177821817
1999-05-27,1006.6176435605098
1999-05-28,1000.5879155216079
1999-05-31,1007.3369569349999
1999-06-01,1003.5248457795867
1999-06-02,993.440808144359
1999-06-03,1000.3174097567874
1999-06-04,994.4917763879344
1999-06-07,1008.5752980925548
1999-06-08,1025.5953747375918
1999-06-09,1026.8023785361713
1999-06-10,1022.1850244258354
1999-06-11,1024.1446748525645
1999-06-14,1021.2975680942625
1999-06-15,1023.5154389202172
1999-06-16,1025.237841221491
1999-06-17,1037.5824792972896
1999-06-18,1053.8912035023218
1999-06-21,1047.0952773863978
1999-06-22,1039.1344625494842
1999-06-23,1029.948887257644
1999-06-24,1027.8956746854872
1999-06-25,1038.0315695011095
1999-06-28,1041.782124152402
1999-06-29,1044.102201401682
1999-06-30,1050.542911281737
1999-07-01,1059.30875452289
1999-07-02,1056.0645650427002
1999-07-05,1060.9834319693532
1999-07-06,1059.345715831552
1999-07-07,1048.8870998560174
1999-07-08,1039.498442928254
1999-07-09,1041.7527504103618
1999-07-12,1033.3512976711002
1999-07-13,1023.3247007306453
1999-07-14,1026.0892205273042
1999-07-15,1040.9252122750204
1999-07-16,1037.231526867027
1999-07-19,1025.642184187877
1999-07-20,1036.4573560132408
1999-07-21,1034.6731540407147
1999-07-22,1034.428343662984
1999-07-23,1025.7709107484823
1999-07-26,1036.133251687901
1999-07-27,1035.6889077889123
1999-07-28,1036.5141954543722
1999-07-29,1016.8138402599683
1999-07-30,1026.301343614051
1999-08-02,1014.2471302313626
1999-08-03,1001.8870018419625
1999-08-04,1004.9373982321913
1999-08-05,994.3300270787676
1999-08-06,987.5359540678113
1999-08-09,999.6095727161536
1999-08-10,985.8863831686607
1999-08-11,982.8634376567051
1999-08-12,996.4632884308228
1999-08-13,1007.2494496173209
1999-08-16,1007.1639197720594
1999-08-17,1013.3864536673611
1999-08-18,1023.1155224096156
1999-08-19,1022.1338949156822
1999-08-20,1037.4142241219552
1999-08-23,1039.0118304452594
1999-08-24,1048.2434919555926
1999-08-25,1055.8161558905215
1999-08-26,1054.8093774286413
1999-08-27,1065.562287602877
