Date,AC ASEAN IMI HIGH DIVIDEND YIELD
2008-05-30,1000.0
2008-06-02,993.9152142806009
2008-06-03,994.5310529239795
2008-06-04,994.7405583719053
2008-06-05,980.6878881419117
2008-06-06,980.785593350884
2008-06-09,964.6984480668242
2008-06-10,967.9442654893932
2008-06-11,962.0163341553424
2008-06-12,961.6278105314846
2008-06-13,961.2006018085325
2008-06-16,963.2298103203152
2008-06-17,958.3218374647539
2008-06-18,946.9789279597956
2008-06-19,934.4191476893955
2008-06-20,938.1690825087051
2008-06-23,937.0537420617874
2008-06-24,924.710389589365
2008-06-25,932.1803886762931
2008-06-26,920.913936225241
2008-06-27,913.0010766504272
2008-06-30,909.5230666961423
2008-07-01,903.7312957747941
2008-07-02,891.2367356267014
2008-07-03,889.4435997218583
2008-07-04,885.4514152005185
2008-07-07,887.3059065817841
2008-07-08,878.2417607411217
2008-07-09,892.873560812403
2008-07-10,886.0120467029143
2008-07-11,889.4217163472846
2008-07-14,885.7215948830654
2008-07-15,868.6861221776287
2008-07-16,870.1287962043185
2008-07-17,871.8603861120894
2008-07-18,870.1397122344575
2008-07-21,884.1437483802151
2008-07-22,880.8279676860161
2008-07-23,901.5550171521433
2008-07-24,901.4786615835637
2008-07-25,891.4841771637623
2008-07-28,889.9774963009659
2008-07-29,889.9973414904151
2008-07-30,896.3648998426731
2008-07-31,894.6450886522689
2008-08-01,896.375702905166
2008-08-04,888.8924129675014
2008-08-05,896.7962829770994
2008-08-06,912.2934874014829
2008-08-07,911.7782500447722
2008-08-08,919.4331847475415
2008-08-11,929.0699985874618
2008-08-12,929.8852263298689
2008-08-13,929.7470364511809
2008-08-14,924.9932232495509
2008-08-15,931.8845617614626
2008-08-18,929.6720503395808
2008-08-19,915.6425113860854
2008-08-20,917.8893323058237
2008-08-21,901.6755993488993
2008-08-22,908.3763973767635
2008-08-25,905.8238671476819
2008-08-26,897.904053167053
2008-08-27,898.407469321897
2008-08-28,898.7305972027343
2008-08-29,908.8196386255635
2008-09-01,908.3069100641015
2008-09-02,904.9975776578218
2008-09-03,900.7973258766027
2008-09-04,898.8095453053343
2008-09-05,894.000538977126
2008-09-08,921.9189828605666
2008-09-09,920.9150699381548
2008-09-10,916.0471771191036
2008-09-11,907.0327019252226
2008-09-12,897.1557692854769
2008-09-15,879.9514539085517
2008-09-16,870.0770653696469
2008-09-17,862.5843139739937
2008-09-18,839.6475823518608
2008-09-19,864.0559746759817
2008-09-22,856.9555785351793
2008-09-23,842.8644814382706
2008-09-24,850.0423826196535
2008-09-25,848.1809636382533
2008-09-26,845.8877818055048
2008-09-29,843.2627865057825
2008-09-30,867.9597096591102
2008-10-01,866.5031989056533
2008-10-02,883.6582212124114
2008-10-03,875.2202836600521
2008-10-06,859.1197968137232
2008-10-07,843.5323445713456
2008-10-08,803.5848018593039
2008-10-09,803.6505226550365
2008-10-10,764.9175574946835
2008-10-13,789.6476532964949
2008-10-14,810.705076886854
2008-10-15,793.5564821050522
2008-10-16,776.7902902467374
2008-10-17,763.2328834917877
2008-10-20,780.3906967604709
2008-10-21,787.8414510755514
2008-10-22,780.144107037685
2008-10-23,762.8392233258085
2008-10-24,736.2856643998713
2008-10-27,720.737339891784
2008-10-28,713.8140593104084
2008-10-29,681.118036678747
2008-10-30,711.8465556843126
2008-10-31,724.8828630396608
2008-11-03,762.0010064864672
2008-11-04,756.6459421966471
2008-11-05,761.4211040876312
2008-11-06,761.8202344229882
2008-11-07,764.6967860841254
2008-11-10,760.924852555227
2008-11-11,757.8555967973053
2008-11-12,751.8224896322808
2008-11-13,735.3077358842564
2008-11-14,732.1832774970355
2008-11-17,733.9288106627461
2008-11-18,718.0544732619237
2008-11-19,715.7726995703113
2008-11-20,702.7392658951361
2008-11-21,708.0843622935341
2008-11-24,684.0117620723507
2008-11-25,686.4172354138628
2008-11-26,700.1646887339515
2008-11-27,707.777131450672
2008-11-28,727.879010617272
2008-12-01,717.8486951021669
2008-12-02,698.1508639494783
2008-12-03,703.327053420875
2008-12-04,703.7957910013844
2008-12-05,709.3230842360983
2008-12-08,709.1509126334887
2008-12-09,749.2343271030784
2008-12-10,762.8550949337581
2008-12-11,758.6599598899692
2008-12-12,732.8067513547714
2008-12-15,744.3788586784588
2008-12-16,746.9467600110546
2008-12-17,729.6190488098081
2008-12-18,741.271107033428
2008-12-19,760.1203911521325
2008-12-22,746.1491798524595
2008-12-23,742.4458787302955
2008-12-24,738.8196376357524
2008-12-25,741.2543039706479
2008-12-26,733.991424267103
2008-12-29,726.1021718908571
2008-12-30,740.8120742418694
2008-12-31,752.6931443830337
2009-01-01,752.6931443830337
2009-01-02,758.4358886574908
2009-01-05,818.2634257722631
2009-01-06,827.9300201799538
2009-01-07,816.0262478520775
2009-01-08,797.0411427936665
2009-01-09,807.6856939889129
2009-01-12,808.6974844083641
2009-01-13,796.8065276793272
2009-01-14,801.6719446540302
2009-01-15,782.2530934509178
2009-01-16,784.9406842611369
2009-01-19,787.1077943168284
2009-01-20,789.6321531189557
2009-01-21,789.5086287879361
2009-01-22,790.4138871575717
2009-01-23,788.3504609795237
2009-01-26,772.2652070600503
2009-01-27,782.4707787047915
2009-01-28,788.9241807378472
2009-01-29,784.2689867801546
2009-01-30,798.9351202396466
2009-02-02,787.3370990458635
2009-02-03,778.6524096285108
2009-02-04,781.1182605713803
2009-02-05,787.2693991577045
2009-02-06,804.924472425928
2009-02-09,789.1745602403391
2009-02-10,790.7400628418991
2009-02-11,790.7252984468016
2009-02-12,789.3373405862766
2009-02-13,791.1031729345868
2009-02-16,796.8278186613734
2009-02-17,792.4063968883652
2009-02-18,795.55735272205
2009-02-19,788.2107449546293
2009-02-20,779.9292247565854
2009-02-23,782.0142909781047
2009-02-24,776.0121705018499
2009-02-25,783.9986697514223
2009-02-26,775.6493546743087
2009-02-27,770.0433229491065
2009-03-02,752.9666052208163
2009-03-03,754.8076548135268
2009-03-04,760.1710466366401
2009-03-05,754.0561747069995
2009-03-06,748.2826229387191
