Date,BRAZIL IMI MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1003.4805816487852
1999-01-05,1003.6357149791141
1999-01-06,1018.1627529749339
1999-01-07,996.9766498253383
1999-01-08,996.0075948870331
1999-01-11,965.4428043168714
1999-01-12,924.4718015757047
1999-01-13,814.2055867461395
1999-01-14,778.0153546444964
1999-01-15,824.7278799864688
1999-01-18,754.1715128169507
1999-01-19,764.8998566357179
1999-01-20,788.7580138266757
1999-01-21,716.1608264762106
1999-01-22,705.9531113591928
1999-01-25,675.5687181835946
1999-01-26,691.0271140900555
1999-01-27,679.6067342292301
1999-01-28,679.0943617529053
1999-01-29,660.221601255177
1999-02-01,750.5678929636798
1999-02-02,816.4239129689746
1999-02-03,798.1764998254132
1999-02-04,791.5929155257463
1999-02-05,771.3918286192463
1999-02-08,751.6601470012505
1999-02-09,743.2700487157363
1999-02-10,756.2282146571283
1999-02-11,768.576234815516
1999-02-12,780.6596427968583
1999-02-15,783.5428693510405
1999-02-16,787.502634299013
1999-02-17,773.1874545014662
1999-02-18,769.1472400415599
1999-02-19,779.9456296943988
1999-02-22,763.7749189063661
1999-02-23,751.1978054862772
1999-02-24,735.42502833683
1999-02-25,720.6326826480225
1999-02-26,739.4993819222652
1999-03-01,719.4328389210518
1999-03-02,715.5835798859189
1999-03-03,727.4261924033115
1999-03-04,775.3786857952969
1999-03-05,814.5115595479919
1999-03-08,826.7504280771959
1999-03-09,862.6380944628236
1999-03-10,867.0379923389029
1999-03-11,854.2815666394883
1999-03-12,844.7809533476841
1999-03-15,882.130404691719
1999-03-16,893.8061710926488
1999-03-17,882.3599876200876
1999-03-18,908.9471724508003
1999-03-19,921.5751028686274
1999-03-22,908.7949022328548
1999-03-23,897.4366705791324
1999-03-24,893.0081842372728
1999-03-25,940.1064881055684
1999-03-26,956.2274315179591
1999-03-29,964.0830980745717
1999-03-30,973.3343998956994
1999-03-31,986.17903361061
1999-04-01,984.7651895537296
1999-04-02,986.9560924088203
1999-04-05,995.312156172015
1999-04-06,1003.3134897140919
1999-04-07,1019.5227322100885
1999-04-08,1020.7147474011705
1999-04-09,1018.3953114695438
1999-04-12,1013.4254204896143
1999-04-13,1022.1972927240736
1999-04-14,1021.4025748499149
1999-04-15,1040.8664652746154
1999-04-16,1041.3147098382626
1999-04-19,1032.5907879511865
1999-04-20,997.5504827234189
1999-04-21,1002.1585405743211
1999-04-22,1018.1793219946672
1999-04-23,1019.9529611220349
1999-04-26,1006.2156248664297
1999-04-27,996.2956725483538
1999-04-28,1022.7775093775249
1999-04-29,1044.862116897723
1999-04-30,1061.9033140315864
1999-05-03,1062.3642528944472
1999-05-04,1045.7949184403165
1999-05-05,1062.3053350104017
1999-05-06,1080.2667212594774
1999-05-07,1114.3223877278483
1999-05-10,1132.0419966915792
1999-05-11,1136.4752858597865
1999-05-12,1134.630531752916
1999-05-13,1178.9714043889712
1999-05-14,1180.2310302782653
1999-05-17,1154.9066437147019
1999-05-18,1175.292427275389
1999-05-19,1177.627107433577
1999-05-20,1168.549407112635
1999-05-21,1137.9812612627074
1999-05-24,1078.543602354588
1999-05-25,1039.9754610496868
1999-05-26,1106.273499534478
1999-05-27,1077.7125738746613
1999-05-28,1086.5957545562464
1999-05-31,1101.904714028041
1999-06-01,1082.7829516509973
1999-06-02,1097.7118995830765
1999-06-03,1100.5455442405496
1999-06-04,1121.7436818250821
1999-06-07,1122.357955495744
1999-06-08,1094.7348241372383
1999-06-09,1094.7598778500067
1999-06-10,1086.0364328609287
1999-06-11,1086.4422357047793
1999-06-14,1087.405453929668
1999-06-15,1106.2744917518773
1999-06-16,1158.9641925314534
1999-06-17,1171.8140994478995
1999-06-18,1162.1855603248885
1999-06-21,1171.7137538122574
1999-06-22,1169.0976542781195
1999-06-23,1153.0366287495042
1999-06-24,1126.9651447044575
1999-06-25,1106.9378943820723
1999-06-28,1128.1856607172194
1999-06-29,1138.2114939157093
1999-06-30,1182.8231543160691
1999-07-01,1197.8040097905357
1999-07-02,1236.2140217142294
1999-07-05,1237.3624244617083
1999-07-06,1214.3623871829102
1999-07-07,1223.72292973242
1999-07-08,1201.5477183031126
1999-07-09,1203.0389692216095
1999-07-12,1153.553394334682
1999-07-13,1144.9920218614534
1999-07-14,1160.2780504079985
1999-07-15,1176.4993417510632
1999-07-16,1188.7001395230657
1999-07-19,1199.2231148202513
1999-07-20,1144.779861902737
1999-07-21,1151.1571964083034
1999-07-22,1151.9588424112715
1999-07-23,1128.5122895413908
1999-07-26,1084.9701392719487
1999-07-27,1096.3039043887445
1999-07-28,1106.4774184790012
1999-07-29,1087.9287857539264
1999-07-30,1070.8569599976688
1999-08-02,1050.0087783557974
1999-08-03,1054.5417946034863
1999-08-04,1036.1959206623292
1999-08-05,1021.3204284554683
1999-08-06,1013.108582535845
