Date,CHILE IMI MOMENTUM
1998-12-31,1000.0
1999-01-01,999.9153918039407
1999-01-04,1004.4900734134354
1999-01-05,1008.5403580639573
1999-01-06,1017.580836096766
1999-01-07,1008.8565747681295
1999-01-08,1021.2675419939387
1999-01-11,1000.6476383832402
1999-01-12,978.3962775328712
1999-01-13,930.8673970983
1999-01-14,917.5636987359006
1999-01-15,944.1922797349324
1999-01-18,945.1480741832258
1999-01-19,939.576261467948
1999-01-20,948.7674526667817
1999-01-21,947.2048114435697
1999-01-22,943.0576969570953
1999-01-25,964.8935290047177
1999-01-26,966.1797640359483
1999-01-27,978.6456924512892
1999-01-28,978.3177467316995
1999-01-29,988.0704283196499
1999-02-01,995.8461903451614
1999-02-02,987.6484401867772
1999-02-03,993.7765979661226
1999-02-04,1004.0409531496047
1999-02-05,1004.6365837183102
1999-02-08,1012.4131745519148
1999-02-09,1011.1792084506064
1999-02-10,1015.7334760823468
1999-02-11,1037.1302039410161
1999-02-12,1033.6229294524612
1999-02-15,1035.0313370892727
1999-02-16,1046.6706359011264
1999-02-17,1048.7893917500105
1999-02-18,1063.5727794080142
1999-02-19,1090.6320777531048
1999-02-22,1094.576044152041
1999-02-23,1083.5043343243935
1999-02-24,1095.516437553249
1999-02-25,1079.7993430181546
1999-02-26,1072.6528006722147
1999-03-01,1077.6591096889517
1999-03-02,1069.1365170436795
1999-03-03,1083.15141050534
1999-03-04,1103.6405417281221
1999-03-05,1102.3622277629552
1999-03-08,1111.6989645353412
1999-03-09,1109.803992283909
1999-03-10,1108.9392338350733
1999-03-11,1126.544630114472
1999-03-12,1119.794318196635
1999-03-15,1123.5307291210634
1999-03-16,1134.1439472349296
1999-03-17,1126.4021491776812
1999-03-18,1133.0246919616106
1999-03-19,1148.4883865014772
1999-03-22,1154.1997167093461
1999-03-23,1153.974246158093
1999-03-24,1153.8531885686816
1999-03-25,1174.6304329868378
1999-03-26,1198.2947923539407
1999-03-29,1197.254594341986
1999-03-30,1207.7194614864989
1999-03-31,1208.8893653279265
1999-04-01,1208.9417800592216
1999-04-02,1212.582788729561
1999-04-05,1235.3617684574895
1999-04-06,1240.5811717503375
1999-04-07,1241.8095082927248
1999-04-08,1261.497057875582
1999-04-09,1289.4158736042923
1999-04-12,1283.2324231290745
1999-04-13,1301.6887203748577
1999-04-14,1312.0435166737818
1999-04-15,1328.4339451975914
1999-04-16,1338.5328537169153
1999-04-19,1370.6563388581646
1999-04-20,1373.787919797863
1999-04-21,1376.6312783122441
1999-04-22,1354.067507732233
1999-04-23,1339.3896073377175
1999-04-26,1343.553199034867
1999-04-27,1313.1165587434684
1999-04-28,1331.2357615456292
1999-04-29,1329.269354120217
1999-04-30,1342.2728572689718
1999-05-03,1357.1807886865292
1999-05-04,1354.1174161082974
1999-05-05,1337.2861856575084
1999-05-06,1342.530756332538
1999-05-07,1358.4311283572385
1999-05-10,1378.616759894998
1999-05-11,1406.2823219436686
1999-05-12,1414.3548425417055
1999-05-13,1429.4985345513264
1999-05-14,1422.0671622303605
1999-05-17,1414.3315609376778
1999-05-18,1406.8378843821001
1999-05-19,1397.8907910736368
1999-05-20,1398.665993573594
1999-05-21,1407.8751534005432
1999-05-24,1376.699477884646
1999-05-25,1362.4099096120283
1999-05-26,1385.48924538435
1999-05-27,1391.076793534251
1999-05-28,1380.8046023245174
1999-05-31,1389.14504123317
