Date,COLOMBIA IMI MOMENTUM
1998-12-31,999.9999999999999
1999-01-01,999.9999999999999
1999-01-04,1001.9744580252635
1999-01-05,1003.1055292523982
1999-01-06,1014.3727810280063
1999-01-07,1010.951301468104
1999-01-08,1018.1000580691046
1999-01-11,1019.7330432498122
1999-01-12,984.5143701665003
1999-01-13,924.3715600160884
1999-01-14,911.0848033846867
1999-01-15,922.0980416505369
1999-01-18,924.9198348321582
1999-01-19,907.7802548285204
1999-01-20,922.5427120446997
1999-01-21,914.3005422617628
1999-01-22,910.6269254088243
1999-01-25,900.1784690566853
1999-01-26,882.3188134635611
1999-01-27,898.6782068911544
1999-01-28,875.9314721676499
1999-01-29,858.2354620439385
1999-02-01,861.7470420189188
1999-02-02,852.5550085236466
1999-02-03,851.2237521213274
1999-02-04,862.0874838339442
1999-02-05,873.6187209612973
1999-02-08,874.129049085648
1999-02-09,876.7814488481971
1999-02-10,898.5231661267378
1999-02-11,913.7165990528069
1999-02-12,929.936942655344
1999-02-15,935.791295105867
1999-02-16,936.4960627151913
1999-02-17,929.2381228315949
1999-02-18,943.7936125085445
1999-02-19,953.6164971832164
1999-02-22,960.027716781075
1999-02-23,963.7893152201046
1999-02-24,946.4102312573775
1999-02-25,925.0471142063819
1999-02-26,940.8330913843065
1999-03-01,939.1987449789077
1999-03-02,937.6279471624825
1999-03-03,956.8310170242065
1999-03-04,976.1515726956585
1999-03-05,972.477005359528
1999-03-08,979.5199378667943
1999-03-09,977.5377391754489
1999-03-10,966.389126038522
1999-03-11,967.53936836808
1999-03-12,959.587164798776
1999-03-15,959.7531785187749
1999-03-16,970.3575044668113
1999-03-17,969.4205266932182
1999-03-18,969.5653839907637
1999-03-19,985.6781748939882
1999-03-22,987.5764042188332
1999-03-23,992.7169848271914
1999-03-24,992.5144274949449
1999-03-25,1010.887199138382
1999-03-26,1013.1916070838711
1999-03-29,1016.3806994387331
1999-03-30,1000.1312740886618
1999-03-31,1001.4289954098766
1999-04-01,999.9932881140479
1999-04-02,1002.2180704004663
1999-04-05,1012.1790430581019
1999-04-06,1002.1911763503931
1999-04-07,991.5310877190037
1999-04-08,994.6842407102522
1999-04-09,1016.3959727783213
1999-04-12,1031.2445871600448
1999-04-13,1055.0978260883994
1999-04-14,1056.0825244550172
1999-04-15,1050.9881172646583
1999-04-16,1070.530285665984
1999-04-19,1118.888021874631
1999-04-20,1109.758177778573
1999-04-21,1119.4588667310916
1999-04-22,1137.0249988017092
1999-04-23,1149.9729947790177
1999-04-26,1183.6913315492118
1999-04-27,1186.491001339135
1999-04-28,1190.6637022892967
1999-04-29,1228.2213202579073
1999-04-30,1215.3026847203034
1999-05-03,1221.0164473394807
1999-05-04,1256.2371810340337
1999-05-05,1232.19411215245
1999-05-06,1183.5386177433832
1999-05-07,1218.0048831094032
1999-05-10,1227.4222265707986
1999-05-11,1234.85047025733
1999-05-12,1259.528755867803
1999-05-13,1269.6776702286425
1999-05-14,1251.587517743756
1999-05-17,1258.3202076766902
1999-05-18,1251.454137321826
1999-05-19,1230.8526896162434
1999-05-20,1227.9921344682566
1999-05-21,1207.4558047347095
1999-05-24,1189.592300323688
1999-05-25,1132.7039198466348
1999-05-26,1099.0473680821165
1999-05-27,1166.815965268568
1999-05-28,1186.8900124734214
1999-05-31,1179.944730657807
1999-06-01,1152.1859773078406
1999-06-02,1156.0514115769613
1999-06-03,1156.4225172164488
1999-06-04,1146.9475645737264
1999-06-07,1149.7994289521253
1999-06-08,1111.6314838105395
1999-06-09,1088.2320632785343
1999-06-10,1050.140253018515
1999-06-11,1022.8236391737291
1999-06-14,1029.884995606497
1999-06-15,1017.5967521468415
1999-06-16,1011.2830817249672
1999-06-17,1030.0379580956844
1999-06-18,1041.4831674167463
1999-06-21,1041.392983416151
1999-06-22,1026.7980412925267
1999-06-23,995.2520835305755
1999-06-24,978.3744378937973
1999-06-25,951.0752161973419
1999-06-28,967.9186209326825
1999-06-29,974.990008138117
1999-06-30,971.6957852408093
1999-07-01,978.155535878995
1999-07-02,987.5338663957456
1999-07-05,986.4720539202699
1999-07-06,956.4303061676237
1999-07-07,952.7552673618533
1999-07-08,910.8205099575797
1999-07-09,908.5170283331476
1999-07-12,874.6966587345822
1999-07-13,879.9564809160539
1999-07-14,893.687869722371
1999-07-15,914.1830305235371
1999-07-16,946.566953510603
1999-07-19,953.2452632257954
1999-07-20,931.6347077866711
1999-07-21,930.0550303050217
1999-07-22,920.6725453313344
1999-07-23,891.0127041734816
1999-07-26,866.9634502957708
1999-07-27,880.075724124981
1999-07-28,875.8667441846202
1999-07-29,872.2455967770205
1999-07-30,858.8071163641242
1999-08-02,863.8413012583272
1999-08-03,842.1281299272605
1999-08-04,805.4804748277269
1999-08-05,802.6964916521507
1999-08-06,806.5202039695828
1999-08-09,799.788135127572
1999-08-10,784.7742380415868
1999-08-11,789.297410773487
1999-08-12,797.5399630694325
1999-08-13,817.3546544640809
