Date,MEXICO IMI MOMENTUM
1998-12-31,999.9999999999999
1999-01-01,999.9999999999999
1999-01-04,996.488164620779
1999-01-05,989.2170374714755
1999-01-06,985.0673154289549
1999-01-07,993.4755288007467
1999-01-08,992.931384098743
1999-01-11,970.8814030561346
1999-01-12,934.2979237226111
1999-01-13,867.6533986232448
1999-01-14,874.1623298152074
1999-01-15,956.4035853538718
1999-01-18,963.6747700274678
1999-01-19,955.6179390013511
1999-01-20,993.8570787256886
1999-01-21,987.138102413138
1999-01-22,980.9892051255584
1999-01-25,980.2227981050304
1999-01-26,988.1539977643018
1999-01-27,994.2744531167853
1999-01-28,1024.7091236713131
1999-01-29,1023.3888421060449
1999-02-01,1045.5280538950628
1999-02-02,1045.7531143978765
1999-02-03,1041.356388861998
1999-02-04,1042.4659172791132
1999-02-05,1044.6018368906596
1999-02-08,1045.1914518743831
1999-02-09,1029.1088422174826
1999-02-10,1037.2393091583847
1999-02-11,1062.496388566199
1999-02-12,1066.854761532882
1999-02-15,1066.6231389953446
1999-02-16,1082.2625664518303
1999-02-17,1058.7575475180158
1999-02-18,1058.8029676246167
1999-02-19,1091.9188092622485
1999-02-22,1097.791652208546
1999-02-23,1099.7095863521315
1999-02-24,1095.9042957858092
1999-02-25,1087.2667445209281
1999-02-26,1098.6755621407904
1999-03-01,1093.338059532541
1999-03-02,1088.4457799272598
1999-03-03,1077.9289613767805
1999-03-04,1102.2212468160524
1999-03-05,1112.5769489644479
1999-03-08,1130.6583383311029
1999-03-09,1150.3663857531028
1999-03-10,1176.6303287768135
1999-03-11,1196.1072976590067
1999-03-12,1176.790509158521
1999-03-15,1202.2816769752446
1999-03-16,1227.337520727739
1999-03-17,1214.4220611381315
1999-03-18,1222.4635246305477
1999-03-19,1215.1830509542694
1999-03-22,1203.276428312253
1999-03-23,1195.0526949246482
1999-03-24,1218.0407202369931
1999-03-25,1227.6975638017223
1999-03-26,1227.848436433656
1999-03-29,1241.6496413098712
1999-03-30,1242.356165002336
1999-03-31,1245.1817784338432
1999-04-01,1241.9611213917094
1999-04-02,1247.7361906798228
1999-04-05,1281.513756046081
1999-04-06,1270.2116899975283
1999-04-07,1266.0094380297785
1999-04-08,1259.751222643314
1999-04-09,1260.795584631717
1999-04-12,1265.9412116799792
1999-04-13,1271.9899704727045
1999-04-14,1267.633463492846
1999-04-15,1302.4890649227377
1999-04-16,1304.6007851428576
1999-04-19,1331.2194535884523
1999-04-20,1316.6097073682254
1999-04-21,1306.3344829203504
1999-04-22,1345.346880777263
1999-04-23,1355.595972634485
1999-04-26,1357.0325399423957
1999-04-27,1362.0225208467932
1999-04-28,1368.204645184133
1999-04-29,1378.3721393586186
1999-04-30,1370.8221802219018
1999-05-03,1400.3962220732622
1999-05-04,1392.0797713159636
1999-05-05,1382.954371307337
1999-05-06,1385.5837499044403
1999-05-07,1406.1681129225194
1999-05-10,1426.9000903451595
1999-05-11,1436.9332430744964
1999-05-12,1434.9719699533887
1999-05-13,1466.9439013764538
1999-05-14,1432.2443193794038
1999-05-17,1433.363097772048
1999-05-18,1436.548051023001
1999-05-19,1401.2156677289836
1999-05-20,1410.4482307439916
1999-05-21,1393.631531022089
1999-05-24,1357.2041429222252
1999-05-25,1321.0675401631545
1999-05-26,1394.4121710522575
1999-05-27,1357.2244222304428
1999-05-28,1365.4311992871542
1999-05-31,1378.276549808108
1999-06-01,1357.6813951801087
1999-06-02,1369.3651145964282
1999-06-03,1348.1662652277432
1999-06-04,1374.1613911662535
1999-06-07,1392.3211255597976
1999-06-08,1370.432175337665
1999-06-09,1352.0519097916717
1999-06-10,1337.2011679089424
1999-06-11,1308.104988063548
1999-06-14,1296.5767046320427
1999-06-15,1335.4658384076115
1999-06-16,1442.34704501637
1999-06-17,1459.3153569059382
1999-06-18,1463.5509714449383
1999-06-21,1498.935154816793
1999-06-22,1487.2138160818856
1999-06-23,1451.9864103335708
1999-06-24,1414.3960847361489
1999-06-25,1382.8671957626707
1999-06-28,1418.4694068782226
1999-06-29,1435.1029077456649
1999-06-30,1493.154048868601
1999-07-01,1504.335281041519
1999-07-02,1524.3364120217725
1999-07-05,1532.4864786670173
1999-07-06,1523.0392200214035
1999-07-07,1533.123424551872
1999-07-08,1516.390635551804
1999-07-09,1506.6041652573012
1999-07-12,1478.2497243244145
1999-07-13,1490.0708742414265
1999-07-14,1496.4407641278967
1999-07-15,1502.773779733727
1999-07-16,1513.9315830186235
1999-07-19,1529.096875989883
1999-07-20,1467.3008385086075
1999-07-21,1467.251012103783
1999-07-22,1450.552593873806
1999-07-23,1406.3503134353243
1999-07-26,1349.629386255448
1999-07-27,1349.9094910542601
1999-07-28,1383.3478639608422
1999-07-29,1320.7486540142074
1999-07-30,1331.512991728218
1999-08-02,1299.997148721518
1999-08-03,1316.6112220490515
1999-08-04,1295.1193372977677
1999-08-05,1287.4896524230692
1999-08-06,1258.727584841689
1999-08-09,1287.8290853212761
