Date,SAUDI ARABIA IMI MOMENTUM
2015-05-29,1000.0
2015-06-01,997.1245900252466
2015-06-02,977.1941966204689
2015-06-03,960.4692569013611
2015-06-04,955.922115894816
2015-06-05,970.7649589563272
2015-06-08,949.3846215951556
2015-06-09,938.7289263998651
2015-06-10,937.136166463693
2015-06-11,937.4257733896453
2015-06-12,934.5973156272769
2015-06-15,942.7344832624202
2015-06-16,941.2950568056434
2015-06-17,940.1401485445307
2015-06-18,921.1189253455707
2015-06-19,927.1479520613
2015-06-22,893.7958054277368
2015-06-23,910.3320408141179
2015-06-24,914.0170888966602
2015-06-25,920.5056244879291
2015-06-26,924.8022262987431
2015-06-29,888.695035692796
2015-06-30,891.5249994833966
2015-07-01,902.6149368860142
2015-07-02,908.557316594003
2015-07-03,908.7998908272708
2015-07-06,913.8947959492591
2015-07-07,917.97727841647
2015-07-08,907.393427535374
2015-07-09,943.9902487879657
2015-07-10,933.1557552527842
2015-07-13,948.6917013587563
2015-07-14,949.9553321042571
2015-07-15,957.2803272676375
2015-07-16,961.9847972735281
2015-07-17,966.3778258585995
2015-07-20,965.5011335143405
2015-07-21,959.3452450790612
2015-07-22,971.2300742025185
2015-07-23,963.2223345152752
2015-07-24,964.3771270404574
2015-07-27,922.4952815886259
2015-07-28,931.6716911848341
2015-07-29,935.2852962468969
2015-07-30,949.2096269732667
2015-07-31,938.5439034449952
2015-08-03,925.4007962685918
2015-08-04,920.7784307105245
2015-08-05,929.0404162213622
2015-08-06,911.7095544712962
2015-08-07,909.525268055664
2015-08-10,927.5728361643215
2015-08-11,916.23622130082
2015-08-12,902.4580257735767
2015-08-13,904.0076843136729
2015-08-14,905.3622158190701
2015-08-17,891.6673821358117
2015-08-18,871.8557631184932
2015-08-19,849.6460811386271
2015-08-20,842.3982526577016
2015-08-21,833.8874811720442
2015-08-24,717.5157433664046
2015-08-25,784.9655943788568
2015-08-26,770.0732538664871
2015-08-27,796.8515859294787
2015-08-28,796.4149030131175
2015-08-31,785.8029601702939
2015-09-01,776.192063899719
2015-09-02,768.0479810027623
2015-09-03,780.552119912267
2015-09-04,779.1140361652597
2015-09-07,784.041419816428
2015-09-08,788.422951025041
2015-09-09,806.9028195802534
2015-09-10,798.1015753832202
2015-09-11,793.5090572167246
2015-09-14,779.2698233868966
2015-09-15,781.7599759668823
2015-09-16,775.6098056148791
2015-09-17,773.0942918211474
2015-09-18,768.9831724878278
2015-09-21,784.4017817238954
2015-09-22,788.7662620111752
2015-09-23,787.9103522124942
2015-09-24,777.9358797095647
2015-09-25,785.9425585627977
2015-09-28,783.4674595629549
2015-09-29,770.5737756633802
2015-09-30,782.313488536184
2015-10-01,774.5127232220652
2015-10-02,769.6013969207593
2015-10-05,787.3071857908405
2015-10-06,786.8761342401061
2015-10-07,803.4580752695123
2015-10-08,813.4918643709823
2015-10-09,807.9752081063675
2015-10-12,819.4254506845066
