Date,PACIFIC VALUE WEIGHTED
1994-05-31,1000.0
1994-06-30,1030.2188813058285
1994-07-29,1011.2389017676948
1994-08-31,1033.2740616062868
1994-09-30,1009.6922810550495
1994-10-31,1036.3158227726055
1994-11-30,978.8813631577412
1994-12-30,984.5260957646302
1995-01-31,920.9219779949635
1995-02-28,907.0020452413273
1995-03-31,979.7743347433579
1995-04-28,1014.3945829458936
1995-05-31,981.7468339542993
1995-06-30,949.5450475966642
1995-07-31,1013.6111361508048
1995-08-31,980.2539524034886
1995-09-29,992.3391452759188
1995-10-31,948.0622154559526
1995-11-30,989.749877010047
1995-12-29,1037.144774098382
1996-01-31,1053.5636391544897
1996-02-29,1043.943250174837
1996-03-29,1071.055702844491
1996-04-30,1126.2066085699082
1996-05-31,1084.626677982882
1996-06-28,1089.905764783241
1996-07-31,1042.9413190592497
1996-08-30,1024.6103061167335
1996-09-30,1059.654298691213
1996-10-31,1021.5811333664068
1996-11-29,1060.799222178477
1996-12-31,1018.3383801598337
1997-01-01,1018.3383801598337
1997-01-02,1017.2107898991346
1997-01-03,1014.4579339093228
1997-01-06,1025.2393813052174
1997-01-07,1014.3985092191581
1997-01-08,1003.7188347366931
1997-01-09,982.7515145705839
1997-01-10,958.1353573395678
1997-01-13,974.7434892393788
1997-01-14,974.0523918675881
1997-01-15,977.7054964327883
1997-01-16,984.4520172286165
1997-01-17,980.509363664851
1997-01-20,963.9197761844324
1997-01-21,957.5308599643192
1997-01-22,965.2647224134352
1997-01-23,957.4190096182466
1997-01-24,950.6164356324877
1997-01-27,936.2515416924641
1997-01-28,936.6288724447437
1997-01-29,941.7305379270606
1997-01-30,933.0290370503982
1997-01-31,948.4199879864182
1997-02-03,945.1431857606904
1997-02-04,945.8400236396876
1997-02-05,933.8227855373952
1997-02-06,930.861558073335
1997-02-07,923.202267557897
1997-02-10,937.6725248194631
1997-02-11,935.8664524204167
1997-02-12,942.2124122655293
1997-02-13,945.7469121662562
1997-02-14,949.9376645859845
1997-02-17,951.0448462652776
1997-02-18,945.4220734814342
1997-02-19,945.0270850804177
1997-02-20,963.7459108070091
1997-02-21,968.2323070668211
1997-02-24,968.2062281045712
1997-02-25,971.9800426855207
1997-02-26,966.8833819793633
1997-02-27,971.7759227734023
1997-02-28,960.8643494509396
1997-03-03,956.1810033227388
1997-03-04,955.1068186446857
1997-03-05,948.1112127995187
1997-03-06,939.45227435209
1997-03-07,940.9191121549534
1997-03-10,941.298424938896
1997-03-11,945.0729489801146
1997-03-12,938.9121642323734
1997-03-13,927.9425951922925
1997-03-14,925.0717243054361
1997-03-17,925.229547768713
1997-03-18,932.8219228465316
1997-03-19,933.8100253150714
1997-03-20,927.7688662826313
1997-03-21,935.9904653395421
1997-03-24,929.8340254727592
1997-03-25,933.5591084600011
1997-03-26,937.1676627169423
1997-03-27,934.5722711140037
1997-03-28,932.8034955963734
1997-03-31,930.7194196946293
1997-04-01,923.7172944929222
1997-04-02,932.7371992781958
1997-04-03,931.5286919836948
1997-04-04,921.2771729067683
1997-04-07,909.2866073074897
1997-04-08,917.6710658188706
1997-04-09,908.5229129003355
1997-04-10,900.4737809866259
1997-04-11,906.8048834454681
1997-04-14,895.687799734887
1997-04-15,900.963342994387
1997-04-16,910.9957033239023
1997-04-17,913.7396067074769
1997-04-18,922.8346851690169
1997-04-21,935.1508156589399
1997-04-22,931.7782202090284
1997-04-23,941.0020365496586
1997-04-24,940.1753291819596
1997-04-25,937.4496725559261
1997-04-28,933.5040375498827
1997-04-29,932.7858614569514
1997-04-30,949.3429958093978
1997-05-01,958.8624631168199
1997-05-02,965.6161633943474
1997-05-05,967.9295938627471
1997-05-06,997.7739266348643
1997-05-07,997.9696069914874
1997-05-08,1000.8718325943481
1997-05-09,1006.2675681952875
1997-05-12,1029.0064538347542
1997-05-13,1027.4160884148184
1997-05-14,1032.8724620983896
1997-05-15,1036.1297496370858
1997-05-16,1046.4761470249643
1997-05-19,1046.5480077849918
1997-05-20,1061.3986834883287
1997-05-21,1045.980704334562
1997-05-22,1033.8332562951325
