Date,WORLD ex USA VALUE WEIGHTED
1994-05-31,1000.0
1994-06-30,1007.7425198674898
1994-07-29,1030.3859561996953
1994-08-31,1060.050251673422
1994-09-30,1027.0045537477536
1994-10-31,1061.6445616244869
1994-11-30,1011.5736002561493
1994-12-30,1017.4302299497515
1995-01-31,983.1140706565939
1995-02-28,990.0859779159767
1995-03-31,1049.3003948741753
1995-04-28,1083.6179157137299
1995-05-31,1085.9310870278969
1995-06-30,1075.447776257552
1995-07-31,1136.8279867587296
1995-08-31,1095.3472754833483
1995-09-29,1117.32051607865
1995-10-31,1093.5047676701358
1995-11-30,1121.0840012973138
1995-12-29,1165.2924122068985
1996-01-31,1180.4592331531953
1996-02-29,1187.1276275675705
1996-03-29,1207.4363614365684
1996-04-30,1243.179879037942
1996-05-31,1233.492141825946
1996-06-28,1241.6509665739195
1996-07-31,1212.5677095785004
1996-08-30,1227.8134874701411
1996-09-30,1261.1831312700106
1996-10-31,1266.5481291395045
1996-11-29,1329.583601012769
1996-12-31,1326.1703710714114
1997-01-01,1326.1703710714114
1997-01-02,1311.7489730507534
1997-01-03,1313.1478375083225
1997-01-06,1318.7577028012543
1997-01-07,1315.7709792035716
1997-01-08,1313.0722337335933
1997-01-09,1306.654717018254
1997-01-10,1291.9075694384621
1997-01-13,1306.4944234676454
1997-01-14,1314.0196440696084
1997-01-15,1318.7072226262683
1997-01-16,1327.7780178648884
1997-01-17,1322.549396364357
1997-01-20,1309.4481955671788
1997-01-21,1303.6411095160206
1997-01-22,1308.5077842213811
1997-01-23,1306.3576393361116
1997-01-24,1298.3967377913546
1997-01-27,1287.04559613156
1997-01-28,1285.3432981687322
1997-01-29,1285.0777255298353
1997-01-30,1286.0905639583927
1997-01-31,1299.4532418788108
1997-02-03,1296.8429132690333
1997-02-04,1300.5224836082673
1997-02-05,1302.5586888878488
1997-02-06,1300.8014196476067
1997-02-07,1298.489463963868
1997-02-10,1313.055663013503
1997-02-11,1308.019656424835
1997-02-12,1308.58930553702
1997-02-13,1311.230083745567
1997-02-14,1315.0232722994108
1997-02-17,1311.6258383237334
1997-02-18,1307.9767766618893
1997-02-19,1308.4108697104466
1997-02-20,1316.3284393618817
1997-02-21,1319.5536426737563
1997-02-24,1325.996974916943
1997-02-25,1333.488666142512
1997-02-26,1323.1926471262711
1997-02-27,1325.0991684601202
1997-02-28,1315.034764187327
1997-03-03,1310.2611450706304
1997-03-04,1316.601679694602
1997-03-05,1315.1919268209483
1997-03-06,1318.616190715709
1997-03-07,1320.8434464511256
1997-03-10,1330.810403606411
1997-03-11,1333.5590238440254
1997-03-12,1321.8902802271757
1997-03-13,1312.4788965536998
1997-03-14,1315.6077740880626
1997-03-17,1306.1612174262416
1997-03-18,1305.878190530869
1997-03-19,1307.5789786374594
1997-03-20,1288.624316442953
1997-03-21,1300.5814089134692
1997-03-24,1295.345667647258
1997-03-25,1307.5241811486878
1997-03-26,1318.3823390760417
1997-03-27,1323.625331107219
1997-03-28,1322.9719801803121
1997-03-31,1324.0990293564205
1997-04-01,1301.0639821714028
1997-04-02,1301.3749943667476
1997-04-03,1295.0934475977042
1997-04-04,1292.1160672289482
1997-04-07,1288.147285579755
1997-04-08,1291.1322604903748
1997-04-09,1290.553370707818
1997-04-10,1286.9043148047592
1997-04-11,1282.201517753862
1997-04-14,1273.3981447519477
1997-04-15,1285.7261516233234
1997-04-16,1292.477440132973
1997-04-17,1298.196958194478
1997-04-18,1302.8738506177667
1997-04-21,1314.1856625057433
1997-04-22,1312.395630365884
1997-04-23,1321.1337671127844
1997-04-24,1320.7626586481726
1997-04-25,1311.3672921787088
1997-04-28,1309.5537072770414
1997-04-29,1321.5119015835126
1997-04-30,1331.219493919171
1997-05-01,1341.6449480547767
1997-05-02,1347.0272835355129
1997-05-05,1353.7005138509871
1997-05-06,1378.2329001262028
1997-05-07,1379.5829254847465
1997-05-08,1384.4893980338059
1997-05-09,1396.6815090068574
1997-05-12,1414.3487100186724
1997-05-13,1419.3526230103464
1997-05-14,1426.0755812250122
1997-05-15,1428.934515774344
1997-05-16,1438.4829418238357
1997-05-19,1432.055802603577
1997-05-20,1439.389657557856
1997-05-21,1443.7839041362158
1997-05-22,1433.6652562002844
1997-05-23,1443.4164214429557
1997-05-26,1445.8025379280955
1997-05-27,1437.5842472646627
1997-05-28,1439.2939546094126
1997-05-29,1435.3746574745578
1997-05-30,1415.6672565799984
1997-06-02,1422.7796043631165
1997-06-03,1428.8902553067187
1997-06-04,1431.3896024450496
1997-06-05,1437.3070305264487
1997-06-06,1442.7744019896245
1997-06-09,1457.5984782618216
1997-06-10,1459.5429841391367
1997-06-11,1464.260991427248
1997-06-12,1464.8117914704897
1997-06-13,1468.2645980293162
1997-06-16,1477.8626033644962
1997-06-17,1467.469549998158
1997-06-18,1468.7836693448676
1997-06-19,1474.4131310469372
1997-06-20,1473.8912862634563
1997-06-23,1475.2321224273412
1997-06-24,1478.375429491534
1997-06-25,1499.0747353635188
1997-06-26,1501.337084652079
1997-06-27,1490.649939169777
1997-06-30,1486.7998131820248
1997-07-01,1494.3084210227296
1997-07-02,1498.29603288404
1997-07-03,1517.830360839546
1997-07-04,1512.399222746739
1997-07-07,1517.5379912152612
1997-07-08,1513.9491073604754
1997-07-09,1513.8381338893191
1997-07-10,1512.3671845187905
1997-07-11,1514.578745988098
1997-07-14,1517.9628796078116
1997-07-15,1508.0122604357673
1997-07-16,1524.2061267153222
1997-07-17,1527.3835856848755
1997-07-18,1512.6006323460356
1997-07-21,1499.6064263835042
1997-07-22,1507.8010945554524
1997-07-23,1521.485667048006
1997-07-24,1514.9459455948959
1997-07-25,1511.7841279032607
1997-07-28,1507.4788159344366
1997-07-29,1507.9918650352404
1997-07-30,1510.9051213041312
1997-07-31,1515.1255724668877
1997-08-01,1497.9774126787008
1997-08-04,1481.4317050972593
1997-08-05,1474.0312436352754
1997-08-06,1488.3264395343137
1997-08-07,1496.0354042119639
1997-08-08,1499.6780409199423
1997-08-11,1485.0355037373795
1997-08-12,1488.3914580131334
1997-08-13,1482.9857862243666
1997-08-14,1472.3557143976948
1997-08-15,1472.7581336059104
1997-08-18,1456.3628898734723
1997-08-19,1461.5400241237471
1997-08-20,1470.7067980324352
1997-08-21,1472.9890848351117
1997-08-22,1455.9008313386057
1997-08-25,1452.183432546036
1997-08-26,1451.6422810025563
1997-08-27,1443.786747752238
1997-08-28,1431.300231019379
1997-08-29,1412.7950952842773
1997-09-01,1404.6975957751174
1997-09-02,1415.6510723712038
1997-09-03,1434.795229105934
1997-09-04,1432.4551546222833
1997-09-05,1443.337089538267
1997-09-08,1443.3392799552066
1997-09-09,1450.812707946426
1997-09-10,1440.2016571309298
1997-09-11,1420.7255193960157
1997-09-12,1420.4154337217074
1997-09-15,1433.0286377629645
1997-09-16,1437.9375960788325
1997-09-17,1444.9687075269292
1997-09-18,1450.9386031047322
1997-09-19,1452.6025991330594
1997-09-22,1459.0769180834654
1997-09-23,1459.7334222336647
1997-09-24,1481.935424747524
1997-09-25,1483.2489531110155
1997-09-26,1483.6442626210926
1997-09-29,1487.2479137025953
1997-09-30,1494.186184709927
1997-10-01,1498.7136320517384
1997-10-02,1498.7925728887728
1997-10-03,1506.8006252931425
1997-10-06,1506.7602104153073
1997-10-07,1506.6965888500747
1997-10-08,1506.7783643670177
1997-10-09,1488.3828451704085
1997-10-10,1484.369635053049
1997-10-13,1491.3371805181632
1997-10-14,1488.3466917069939
1997-10-15,1486.3307537117405
1997-10-16,1495.7586950731804
