Date,WORLD ex EUROPE VALUE WEIGHTED
1997-05-28,1584.8871416068123
1997-05-29,1579.1076595367767
1997-05-30,1579.3804236917674
1997-06-02,1585.1804756119955
1997-06-03,1588.3434328466008
1997-06-04,1585.2444132735172
1997-06-05,1590.1426307580884
1997-06-06,1604.4568646757598
1997-06-09,1614.9952415166933
1997-06-10,1621.1107901092657
1997-06-11,1629.4768538954152
1997-06-12,1640.4201010013767
1997-06-13,1650.4310659139276
1997-06-16,1659.8033566652714
1997-06-17,1657.952593184492
1997-06-18,1652.5066664849912
1997-06-19,1661.5068664763317
1997-06-20,1661.678900878851
1997-06-23,1635.6695891524741
1997-06-24,1656.6876025819893
1997-06-25,1657.5476875302663
1997-06-26,1653.3946990590628
1997-06-27,1651.00633465517
1997-06-30,1652.424607626137
1997-07-01,1654.3911813293917
1997-07-02,1672.3293165763073
1997-07-03,1687.5912188232194
1997-07-04,1682.2399736634402
1997-07-07,1674.7822360836922
1997-07-08,1683.4402659810644
1997-07-09,1667.23820366577
1997-07-10,1674.7768518364435
1997-07-11,1679.5585247527831
1997-07-14,1681.7095410333673
1997-07-15,1682.992020245436
1997-07-16,1697.307798821547
1997-07-17,1692.8259994351513
1997-07-18,1673.4260574885957
1997-07-21,1669.1030035457081
1997-07-22,1692.115326872756
1997-07-23,1696.056807917675
1997-07-24,1703.270231863509
1997-07-25,1700.4802586924038
1997-07-28,1700.7953123238988
1997-07-29,1709.4274136586073
1997-07-30,1720.0120179825358
1997-07-31,1726.2182062780187
1997-08-01,1711.3332809532976
1997-08-04,1708.940865588058
1997-08-05,1704.5060651301644
1997-08-06,1721.3264621541273
1997-08-07,1708.7741650252954
1997-08-08,1695.0051291856691
1997-08-11,1689.1543401399072
1997-08-12,1679.1117858447667
1997-08-13,1676.3118387182667
1997-08-14,1675.7533167016013
1997-08-15,1651.4973246930379
1997-08-18,1658.200940298187
1997-08-19,1666.9149660079265
1997-08-20,1688.128736218486
1997-08-21,1672.2893161988163
1997-08-22,1661.7413389619817
1997-08-25,1657.0863682718004
1997-08-26,1650.7268457893922
1997-08-27,1645.4032461481318
1997-08-28,1629.128215967241
1997-08-29,1613.0009902483757
1997-09-01,1600.6291898229238
1997-09-02,1633.3598021644477
1997-09-03,1648.14881790419
1997-09-04,1648.1849980425588
1997-09-05,1650.0721379949584
1997-09-08,1657.5868417213953
1997-09-09,1669.7404204624743
1997-09-10,1652.2289226950454
1997-09-11,1633.1807172142421
1997-09-12,1640.1099649128394
1997-09-15,1640.7530661034184
1997-09-16,1665.8804975960343
1997-09-17,1661.3213603751542
1997-09-18,1665.9218927451002
1997-09-19,1669.8216930521621
1997-09-22,1675.9901227113157
1997-09-23,1673.0930733835082
1997-09-24,1674.468867114858
1997-09-25,1664.6979684337891
1997-09-26,1667.7137427376854
1997-09-29,1676.3165675304542
1997-09-30,1673.0647116831644
1997-10-01,1680.6927924931354
1997-10-02,1681.1436869864242
1997-10-03,1685.9695535224505
1997-10-06,1698.8825839447725
1997-10-07,1705.4051597484756
1997-10-08,1698.8562189537047
1997-10-09,1689.6105723399428
1997-10-10,1687.8178273248238
1997-10-13,1682.508630352129
1997-10-14,1682.2208036155505
1997-10-15,1677.8010623208868
1997-10-16,1676.0840014345633
1997-10-17,1661.0924724647334
1997-10-20,1663.5391531650046
1997-10-21,1683.7835347325426
1997-10-22,1680.6673319515025
1997-10-23,1641.8594675348595
1997-10-24,1632.7329245316428
1997-10-27,1544.6666202232436
1997-10-28,1575.5599175865843
1997-10-29,1595.0151861447282
1997-10-30,1567.9877762007402
1997-10-31,1583.4779487015674
1997-11-03,1616.824459037483
1997-11-04,1615.221797000029
1997-11-05,1613.9761532651346
1997-11-06,1607.8748001869571
1997-11-07,1579.6121197740117
1997-11-10,1568.5236456043058
1997-11-11,1572.0742457484275
1997-11-12,1541.5095762786902
1997-11-13,1552.5749263562136
1997-11-14,1557.691416559986
1997-11-17,1600.8739203229666
1997-11-18,1598.020056834613
1997-11-19,1586.5226039317045
1997-11-20,1606.2991625604227
1997-11-21,1626.0240516768733
1997-11-24,1605.9945157233933
1997-11-25,1592.1012427268631
1997-11-26,1593.0460220855948
1997-11-27,1600.2388640126933
1997-11-28,1607.1454665025171
1997-12-01,1634.1923237807994
1997-12-02,1636.070268733763
1997-12-03,1636.7785782242397
1997-12-04,1627.2201808179884
1997-12-05,1639.8013774949222
1997-12-08,1638.5176214171192
1997-12-09,1638.386024256646
1997-12-10,1627.8453576837355
1997-12-11,1594.0597899306617
1997-12-12,1586.6927989867972
1997-12-15,1594.9545945779557
1997-12-16,1596.1889769336676
1997-12-17,1615.8604601264556
1997-12-18,1599.6907491379825
1997-12-19,1572.4488827812133
1997-12-22,1564.8827697655167
1997-12-23,1552.7802235396161
1997-12-24,1547.6854191090088
1997-12-25,1547.7393301077016
1997-12-26,1552.838676345821
1997-12-29,1574.0072358558118
1997-12-30,1603.7408005703467
1997-12-31,1604.6437149758933
1998-01-01,1604.6437149758933
1998-01-02,1601.3490583665357
1998-01-05,1592.4903549809721
1998-01-06,1575.1219868864712
1998-01-07,1572.6158758724448
1998-01-08,1554.4428839756977
1998-01-09,1517.3747891272446
1998-01-12,1508.9533400534071
1998-01-13,1531.7003833440162
1998-01-14,1553.0596198857083
1998-01-15,1542.7506259127051
1998-01-16,1575.3351173175524
1998-01-19,1593.051220146014
1998-01-20,1608.265625808809
1998-01-21,1604.7443243570224
1998-01-22,1590.3841486314875
1998-01-23,1590.6811321095643
1998-01-26,1607.70862643955
1998-01-27,1624.6401123236442
1998-01-28,1635.3077974758128
1998-01-29,1640.5917987842597
1998-01-30,1625.6208810237122
1998-02-02,1659.2975632619216
1998-02-03,1677.5185413373629
1998-02-04,1680.0190277340494
1998-02-05,1686.3239404703547
1998-02-06,1698.6617616731917
1998-02-09,1705.6474488523058
1998-02-10,1722.0091139568892
1998-02-11,1723.616781244805
1998-02-12,1723.1456785514251
1998-02-13,1702.7872817827192
1998-02-16,1692.8986346134072
1998-02-17,1698.2293301355655
1998-02-18,1709.0839334921
1998-02-19,1705.8251833760096
1998-02-20,1709.3010046121492
1998-02-23,1707.5172150606732
1998-02-24,1695.4729801882984
1998-02-25,1708.8432493716634
1998-02-26,1724.017774351159
1998-02-27,1739.9770054131823
1998-03-02,1749.8903093885147
1998-03-03,1751.484695092634
1998-03-04,1741.1666383061217
1998-03-05,1716.1478053647552
1998-03-06,1741.1998379996314
1998-03-09,1737.701114338496
1998-03-10,1752.3616578283052
1998-03-11,1752.3084123008787
1998-03-12,1749.403959145417
1998-03-13,1760.6750408246037
1998-03-16,1765.9272694162153
1998-03-17,1771.0011599504671
1998-03-18,1769.8751748876468
1998-03-19,1776.3644709160221
1998-03-20,1789.8535720240359
1998-03-23,1784.1368361500113
1998-03-24,1789.9516214802627
1998-03-25,1790.1249970644942
1998-03-26,1796.7540139160524
1998-03-27,1786.968088240126
1998-03-30,1768.6391482616725
1998-03-31,1777.0725005673894
1998-04-01,1773.2829604853814
1998-04-02,1770.6962120972207
1998-04-03,1767.462152402225
1998-04-06,1775.7666267883435
1998-04-07,1769.087190140181
1998-04-08,1772.1414372246281
1998-04-09,1795.0144538850989
1998-04-10,1793.6243660936723
1998-04-13,1793.5327949039681
1998-04-14,1803.468685141848
1998-04-15,1807.6393324623864
1998-04-16,1781.5036614112626
1998-04-17,1794.792129597604
1998-04-20,1791.6374324690325
1998-04-21,1796.7141502888364
1998-04-22,1799.3556947378306
1998-04-23,1790.670981174077
1998-04-24,1779.5632312035218
1998-04-27,1741.705882301675
1998-04-28,1736.8386529632187
1998-04-29,1745.190362197074
1998-04-30,1770.6751347989054
1998-05-01,1779.0050312477633
1998-05-04,1779.4382464772136
1998-05-05,1772.0234489735853
1998-05-06,1750.9164088621178
1998-05-07,1736.9491054030977
1998-05-08,1751.4312585685786
1998-05-11,1756.112595191939
1998-05-12,1759.6448080600182
1998-05-13,1758.703065627575
1998-05-14,1756.7682410461869
1998-05-15,1748.6674897219664
1998-05-18,1738.0389156033993
1998-05-19,1742.6645521451285
1998-05-20,1756.1289701277624
1998-05-21,1760.2842799472462
1998-05-22,1754.5754184907862
1998-05-25,1749.6910159886206
1998-05-26,1729.0248199664193
1998-05-27,1716.8691188201228
1998-05-28,1721.397494818944
1998-05-29,1713.2382278689433
1998-06-01,1698.0668965008047
1998-06-02,1706.0909850538808
1998-06-03,1697.5621803234146
1998-06-04,1705.7907400860563
1998-06-05,1718.2033196666764
1998-06-08,1716.047694536584
1998-06-09,1719.0002086323382
1998-06-10,1699.1474405907422
1998-06-11,1670.9145589960908
1998-06-12,1669.9534306641772
1998-06-15,1630.7658195882543
1998-06-16,1641.2482864370725
1998-06-17,1683.00821550607
1998-06-18,1701.0027875687615
1998-06-19,1700.3817071113813
1998-06-22,1686.974118761481
1998-06-23,1694.384212507129
1998-06-24,1704.339899546756
1998-06-25,1702.7030921509904
1998-06-26,1702.94116265747
1998-06-29,1713.104111590796
1998-06-30,1726.7064865521013
1998-07-01,1757.5671272976883
1998-07-02,1753.7719699523457
1998-07-03,1755.3882612693155
1998-07-06,1758.338356212808
1998-07-07,1762.0075646115133
1998-07-08,1771.9496904134583
1998-07-09,1754.24645658141
1998-07-10,1748.6482310807858
1998-07-13,1748.8517464428526
1998-07-14,1770.7278556601302
1998-07-15,1769.3302866509698
1998-07-16,1782.819017948344
1998-07-17,1784.8787832319883
1998-07-20,1781.359275665297
1998-07-21,1758.8601245750408
1998-07-22,1748.0296391806667
1998-07-23,1719.2544113710596
1998-07-24,1721.1367405492563
1998-07-27,1713.527895694546
1998-07-28,1700.0631494880618
1998-07-29,1691.5682061163504
1998-07-30,1709.905735322802
1998-07-31,1690.764515839534
1998-08-03,1669.2646039991637
1998-08-04,1626.4085575789743
1998-08-05,1636.1934044183924
1998-08-06,1635.7182531191881
1998-08-07,1632.1625695519017
1998-08-10,1618.7237053031752
1998-08-11,1590.8451755858625
1998-08-12,1610.7146830631948
1998-08-13,1597.6725633835256
1998-08-14,1586.8891641690927
1998-08-17,1601.8094744123175
1998-08-18,1625.4532798769794
1998-08-19,1631.5675382235236
1998-08-20,1627.022628376584
1998-08-21,1604.4545603607921
1998-08-24,1607.0106644674825
1998-08-25,1610.1124417302156
1998-08-26,1594.2690318942593
1998-08-27,1541.686944545888
1998-08-28,1518.0113462746012
1998-08-31,1461.244485523043
1998-09-01,1503.3913586349436
1998-09-02,1503.8084304137642
1998-09-03,1502.3403699287178
1998-09-04,1495.2699667629456
1998-09-07,1525.3902327325243
1998-09-08,1568.419341442363
1998-09-09,1536.041043042675
1998-09-10,1515.7556671453324
1998-09-11,1535.5288629223114
1998-09-14,1560.4832102978673
1998-09-15,1573.8710611745335
1998-09-16,1580.3942935290863
1998-09-17,1551.1547834708274
1998-09-18,1551.3032926672895
1998-09-21,1542.5141678790226
1998-09-22,1546.9460102884932
1998-09-23,1582.3797884288433
1998-09-24,1572.304368849894
1998-09-25,1565.6261258969275
1998-09-28,1575.5050534219179
1998-09-29,1580.647984689103
1998-09-30,1531.395647610337
1998-10-01,1495.16278177777
1998-10-02,1516.2588198486021
1998-10-05,1494.9616746096467
1998-10-06,1497.8681536924873
1998-10-07,1531.2064534391125
1998-10-08,1520.4246539561173
1998-10-09,1546.0064728553432
1998-10-12,1572.2744351124973
1998-10-13,1560.5940642329376
1998-10-14,1564.4586554698308
1998-10-15,1612.257854300353
1998-10-16,1647.9422418540075
1998-10-19,1661.1688325841162
1998-10-20,1667.4554852963638
1998-10-21,1679.5191339297526
1998-10-22,1682.6775653645063
1998-10-23,1671.0964257091032
1998-10-26,1663.8409898351597
1998-10-27,1658.213468661826
1998-10-28,1658.004094938873
1998-10-29,1684.1490492062644
1998-10-30,1703.0528357431976
1998-11-02,1736.2013219561702
1998-11-03,1738.1317163980102
1998-11-04,1763.2369377637935
1998-11-05,1776.2055536020835
1998-11-06,1769.4977623000168
1998-11-09,1741.5076859405697
1998-11-10,1728.0560175669375
1998-11-11,1736.0645476802863
1998-11-12,1720.6651210941445
1998-11-13,1741.4283319059832
1998-11-16,1766.1854635486322
1998-11-17,1765.0005296101747
1998-11-18,1771.5267770731562
1998-11-19,1786.31207164122
1998-11-20,1804.0965929943438
1998-11-23,1831.5087668712074
1998-11-24,1841.5961033469139
1998-11-25,1838.1566387799837
1998-11-26,1841.221000081499
1998-11-27,1839.2146177054763
1998-11-30,1800.4194296936594
1998-12-01,1805.4648914445372
1998-12-02,1810.1270193206487
1998-12-03,1786.893134056006
1998-12-04,1807.3788697651419
1998-12-07,1816.081697390237
1998-12-08,1812.7597442186338
1998-12-09,1822.0514072594597
1998-12-10,1805.1508978767497
1998-12-11,1791.1266509861907
1998-12-14,1765.3984862842083
1998-12-15,1775.1400112950182
1998-12-16,1777.8858411709925
1998-12-17,1798.71339015163
1998-12-18,1810.2200728908383
1998-12-21,1819.4309407942603
1998-12-22,1807.3272715088804
1998-12-23,1830.3946352290372
1998-12-24,1828.1749945450424
1998-12-25,1831.8637012191311
1998-12-28,1827.7382346481531
1998-12-29,1849.7595332923656
1998-12-30,1842.4149613912264
1998-12-31,1848.3421950844624
1999-01-01,1848.3421950844624
1999-01-04,1840.7474126015452
1999-01-05,1853.8642442046405
1999-01-06,1890.9619007132046
1999-01-07,1905.9291058368146
1999-01-08,1911.1408855096518
1999-01-11,1908.0149672708274
1999-01-12,1874.8479732072688
1999-01-13,1854.3631428835092
1999-01-14,1834.8018275055313
1999-01-15,1863.0826811989741
1999-01-18,1866.5776834285414
1999-01-19,1868.8698368400003
1999-01-20,1875.3346684736978
1999-01-21,1861.8181221846244
1999-01-22,1841.3322796595585
1999-01-25,1847.0808544619222
1999-01-26,1863.933952941898
1999-01-27,1849.4348294268852
1999-01-28,1858.2491632700069
1999-01-29,1880.1407597210527
1999-02-01,1875.9001088556513
1999-02-02,1869.2202073578337
1999-02-03,1874.5504653050689
1999-02-04,1857.0453914601599
1999-02-05,1845.259399120945
1999-02-08,1846.5221193734917
1999-02-09,1817.2756867972073
1999-02-10,1818.4020465198985
1999-02-11,1844.6427161684564
1999-02-12,1830.1690055343113
1999-02-15,1828.2413875424531
1999-02-16,1829.2433882343034
1999-02-17,1813.2727511014991
1999-02-18,1823.460111569039
1999-02-19,1822.6375964182616
1999-02-22,1859.150379015487
1999-02-23,1856.734078888728
1999-02-24,1839.398948506104
1999-02-25,1839.0287996279549
1999-02-26,1836.6499676817193
1999-03-01,1831.560088092051
1999-03-02,1815.512047490813
1999-03-03,1814.189588881502
1999-03-04,1827.8568320787197
1999-03-05,1878.406728504281
1999-03-08,1885.0882866862496
1999-03-09,1890.7331473892682
1999-03-10,1918.9001428980596
1999-03-11,1930.5876112072021
1999-03-12,1933.594803805911
1999-03-15,1957.2824680438518
1999-03-16,1965.1173658215805
1999-03-17,1963.8772551788798
1999-03-18,1969.8904324808707
1999-03-19,1972.9159536043994
1999-03-22,1968.8206782296372
1999-03-23,1934.3707409515594
1999-03-24,1925.4494501178062
1999-03-25,1951.501050028873
1999-03-26,1945.2659612249242
1999-03-29,1965.362539590014
1999-03-30,1952.3155243989963
1999-03-31,1949.0150157450896
1999-04-01,1964.3276574523593
1999-04-02,1961.5403578449561
1999-04-05,1983.1046721861373
1999-04-06,1989.6361265298924
1999-04-07,2004.4871918221259
1999-04-08,2031.1422174199572
1999-04-09,2033.3027041115856
1999-04-12,2041.680794306774
1999-04-13,2045.0672620687649
1999-04-14,2048.3671819818733
1999-04-15,2049.478146724751
1999-04-16,2068.325070265695
1999-04-19,2063.1670836878043
1999-04-20,2063.8947263525533
1999-04-21,2075.542544443441
1999-04-22,2093.6487631950686
1999-04-23,2098.7815447320622
1999-04-26,2100.0498865595205
1999-04-27,2109.7643030882223
1999-04-28,2113.3747009331737
1999-04-29,2113.9130742880716
1999-04-30,2097.430111238609
1999-05-03,2123.030159896015
1999-05-04,2103.7035813443254
1999-05-05,2118.313095535002
1999-05-06,2128.854832424568
1999-05-07,2127.9287931048866
1999-05-10,2126.1738968910595
1999-05-11,2126.619361507822
1999-05-12,2131.314224710522
1999-05-13,2131.9765750684646
1999-05-14,2096.6166778362863
1999-05-17,2077.722233055088
1999-05-18,2073.0050754427466
1999-05-19,2067.258184515877
1999-05-20,2066.1734745589038
1999-05-21,2065.4216467616757
1999-05-24,2048.534482455394
1999-05-25,2024.4877193517445
1999-05-26,2044.943065815615
1999-05-27,2016.7301231028996
1999-05-28,2034.2086238602797
1999-05-31,2031.2043358639796
1999-06-01,2038.8774150959614
1999-06-02,2043.399022779599
1999-06-03,2043.1489257527176
1999-06-04,2065.4136442797676
1999-06-07,2083.2424211050156
1999-06-08,2077.0429882252706
1999-06-09,2080.0442653408604
1999-06-10,2078.4800415445648
1999-06-11,2080.2221875370424
1999-06-14,2076.283330732035
1999-06-15,2082.8804987261774
1999-06-16,2106.477430172135
1999-06-17,2122.9405976726107
1999-06-18,2118.1266908443904
1999-06-21,2119.83576713661
1999-06-22,2113.9189409784367
1999-06-23,2099.3399509131227
1999-06-24,2080.19048339425
1999-06-25,2082.7170191282084
1999-06-28,2102.290069624185
1999-06-29,2122.994386461096
1999-06-30,2132.066846013404
1999-07-01,2154.3404932788867
1999-07-02,2173.8838367117655
1999-07-05,2180.1415583105672
1999-07-06,2173.0561075763035
1999-07-07,2172.918338713906
1999-07-08,2166.1437634763015
1999-07-09,2173.085009887575
1999-07-12,2173.6433200970323
1999-07-13,2168.451796977028
1999-07-14,2176.643193166909
1999-07-15,2192.8745501096837
1999-07-16,2193.7758012804984
1999-07-19,2195.86999612571
1999-07-20,2172.191501238282
1999-07-21,2166.7607238564283
1999-07-22,2144.671917686578
1999-07-23,2133.0248058400434
1999-07-26,2125.25311172087
1999-07-27,2137.593359251767
1999-07-28,2146.7122659749807
1999-07-29,2134.9639542911677
1999-07-30,2129.364164303835
1999-08-02,2127.1869056887654
1999-08-03,2126.5168575797334
1999-08-04,2107.1659347320797
1999-08-05,2105.362258461246
1999-08-06,2081.2522742454935
1999-08-09,2075.2849057076364
1999-08-10,2058.528396247966
1999-08-11,2070.6372927842126
1999-08-12,2074.7104888398007
1999-08-13,2100.722121965351
1999-08-16,2120.608953398321
1999-08-17,2135.2426566625677
1999-08-18,2133.900135517498
1999-08-19,2128.7492929196596
1999-08-20,2153.883360928721
1999-08-23,2183.422778817781
1999-08-24,2179.8155596978686
1999-08-25,2184.0812555954744
1999-08-26,2154.961315110755
1999-08-27,2138.4628870895604
1999-08-30,2122.5969261288633
1999-08-31,2098.92439989289
1999-09-01,2130.8465138961215
1999-09-02,2119.8384393858355
1999-09-03,2150.583168762199
1999-09-06,2159.6536433445626
1999-09-07,2142.2149013590433
1999-09-08,2135.6862498614723
1999-09-09,2156.3761908875335
1999-09-10,2157.2877867497928
1999-09-13,2168.762545980126
1999-09-14,2158.047706507277
1999-09-15,2144.4777146474735
1999-09-16,2127.0920158017243
1999-09-17,2135.1742452875365
1999-09-20,2136.070600753572
1999-09-21,2125.6894310976486
1999-09-22,2105.4314860503714
1999-09-23,2080.437370532797
1999-09-24,2057.495784026112
1999-09-27,2049.89757692804
1999-09-28,2062.024287518709
1999-09-29,2044.3118521995882
1999-09-30,2072.3149833720436
1999-10-01,2077.0534697929475
1999-10-04,2093.2604640275563
1999-10-05,2085.00355401291
1999-10-06,2106.668966637279
1999-10-07,2102.6137522393724
1999-10-08,2119.9506350980687
1999-10-11,2119.383841707464
1999-10-12,2102.514986166375
1999-10-13,2063.4342504119286
1999-10-14,2071.997635235005
1999-10-15,2030.4898837118149
1999-10-18,2024.5867773997563
1999-10-19,2030.8816355952765
1999-10-20,2062.045428959329
1999-10-21,2055.7998399266726
1999-10-22,2086.0609739812658
1999-10-25,2086.6968209325723
1999-10-26,2078.4127619778224
1999-10-27,2091.9735831132557
1999-10-28,2135.6611815748474
1999-10-29,2177.654071145935
1999-11-01,2165.7783060709266
1999-11-02,2164.2995259368254
1999-11-03,2163.5706508056996
1999-11-04,2180.5038276294804
1999-11-05,2176.737424438459
1999-11-08,2177.456001876322
1999-11-09,2167.3315237420375
1999-11-10,2181.0939885306316
1999-11-11,2176.9549683626374
1999-11-12,2196.1849520978767
1999-11-15,2193.959893295415
1999-11-16,2211.885518652663
1999-11-17,2215.8395420305305
1999-11-18,2232.945811423819
1999-11-19,2234.6887955945754
1999-11-22,2240.63451224333
1999-11-23,2228.856925824168
1999-11-24,2227.3850641620675
1999-11-25,2220.7208254311113
1999-11-26,2237.839972022191
1999-11-29,2227.5226141402304
1999-11-30,2202.270419493612
1999-12-01,2210.0971346558713
1999-12-02,2219.2019079329934
1999-12-03,2243.737110197707
1999-12-06,2227.4933871892244
1999-12-07,2215.018865334588
1999-12-08,2197.6403213158696
1999-12-09,2202.2770730336842
1999-12-10,2212.967719599524
1999-12-13,2198.1526861408756
1999-12-14,2185.248777578183
1999-12-15,2192.6633104164266
1999-12-16,2191.697747383738
1999-12-17,2196.3724036363446
1999-12-20,2195.09241043416
1999-12-21,2200.4716855090523
1999-12-22,2214.5794999415416
1999-12-23,2236.4975698925496
1999-12-24,2235.3216040778416
1999-12-27,2224.7250463294677
1999-12-28,2239.744449061374
1999-12-29,2244.3677910016527
1999-12-30,2250.2389640166193
1999-12-31,2252.400572882453
2000-01-03,2238.993132076055
2000-01-04,2184.908570198567
2000-01-05,2175.818799891321
2000-01-06,2166.2539649973533
2000-01-07,2208.231391629166
2000-01-10,2212.599647975548
2000-01-11,2212.9779886687893
2000-01-12,2207.217575550448
2000-01-13,2225.479562296847
2000-01-14,2241.853903562083
2000-01-17,2258.732198332095
2000-01-18,2236.74169813661
2000-01-19,2220.7749356355157
2000-01-20,2207.940257083756
2000-01-21,2200.3021057788187
2000-01-24,2169.2137006103303
2000-01-25,2155.8138721587434
2000-01-26,2170.2155697064554
2000-01-27,2181.8264693385318
2000-01-28,2145.35137028777
2000-01-31,2168.0322432307016
2000-02-01,2167.8123552208995
2000-02-02,2169.0793631297515
2000-02-03,2179.8621612566026
2000-02-04,2181.3489342740345
2000-02-07,2171.2796431475035
2000-02-08,2163.116900758259
2000-02-09,2140.77471041637
2000-02-10,2129.096579899828
2000-02-11,2106.6015675012886
2000-02-14,2100.9799056207103
2000-02-15,2100.599806317417
2000-02-16,2088.8602067738125
2000-02-17,2085.243087833679
2000-02-18,2044.2093743563587
2000-02-21,2027.0079562032786
2000-02-22,2030.4517716543019
2000-02-23,2027.057849719099
2000-02-24,2014.4655088914587
2000-02-25,2008.677816807347
2000-02-28,2029.4543478691073
2000-02-29,2037.0206940073351
2000-03-01,2063.6990689356903
2000-03-02,2065.581734762353
2000-03-03,2080.921830877456
2000-03-06,2057.6163028857395
2000-03-07,2038.1561908021197
2000-03-08,2036.9585486941146
2000-03-09,2058.2655789808973
2000-03-10,2058.9441048975077
2000-03-13,2050.90441078055
2000-03-14,2033.098866881674
2000-03-15,2071.373589517669
2000-03-16,2151.3885723049975
2000-03-17,2149.9299157597693
2000-03-20,2143.7897633136404
2000-03-21,2169.8269620078227
2000-03-22,2164.653875753102
2000-03-23,2192.4748177006863
2000-03-24,2198.2413393916822
2000-03-27,2208.2577412469464
2000-03-28,2214.0428328433154
2000-03-29,2237.250267283809
2000-03-30,2221.967781095461
2000-03-31,2247.3079291276267
2000-04-03,2280.1575424958096
2000-04-04,2263.407720516935
2000-04-05,2260.876260614082
2000-04-06,2263.141255746277
2000-04-07,2253.9393100319726
2000-04-10,2265.007205990423
