Date,FAR EAST VALUE WEIGHTED
1997-06-10,1045.1674907138486
1997-06-11,1052.0750731541666
1997-06-12,1036.4670740428212
1997-06-13,1033.296433931875
1997-06-16,1052.5541345534002
1997-06-17,1048.727563429368
1997-06-18,1046.9030368037056
1997-06-19,1046.1089801550504
1997-06-20,1045.5833607652257
1997-06-23,1040.5210715316512
1997-06-24,1043.663247759949
1997-06-25,1064.3648765988505
1997-06-26,1067.2784048814297
1997-06-27,1054.9731661005283
1997-06-30,1062.3230716426158
1997-07-01,1046.3570481848724
1997-07-02,1050.4362135839167
1997-07-03,1051.0682955846191
1997-07-04,1040.261803953415
1997-07-07,1039.1594105689983
1997-07-08,1042.1279245781636
1997-07-09,1035.296145809312
1997-07-10,1035.154370877058
1997-07-11,1036.4944985646202
1997-07-14,1044.269846449201
1997-07-15,1032.5398932455766
1997-07-16,1036.3403194221007
1997-07-17,1040.6390847484954
1997-07-18,1034.2605945956268
1997-07-21,1033.7932366235912
1997-07-22,1030.8278267361138
1997-07-23,1031.7127373338387
1997-07-24,1036.9382669540896
1997-07-25,1034.4190083809433
1997-07-28,1034.0817577448274
1997-07-29,1031.5978648428982
1997-07-30,1023.3159676471734
1997-07-31,1029.8063324058278
1997-08-01,1016.6483226264717
1997-08-04,1006.003317538694
1997-08-05,992.3296000146989
1997-08-06,1006.4269686143665
1997-08-07,1001.3263581850903
1997-08-08,1021.718210989715
1997-08-11,994.4289869603895
1997-08-12,999.2525171863691
1997-08-13,1004.0818718895483
1997-08-14,995.6105329729452
1997-08-15,998.9647605266964
1997-08-18,987.1664882806351
1997-08-19,974.5624857523164
1997-08-20,988.1838169736834
1997-08-21,987.552221298552
1997-08-22,969.3674350130727
1997-08-25,962.3264936355932
1997-08-26,967.2939856696325
1997-08-27,952.7821205850709
1997-08-28,941.4239949488181
1997-08-29,919.6403977239042
1997-09-01,892.1147764407954
1997-09-02,896.6410274493651
1997-09-03,923.4009149719019
1997-09-04,918.056264921912
1997-09-05,925.3408713560164
1997-09-08,928.1778528343359
1997-09-09,946.0286889301166
1997-09-10,940.8400548963361
1997-09-11,918.0541047123554
1997-09-12,904.7065432788879
1997-09-15,908.9823728717416
1997-09-16,901.3721721139899
1997-09-17,894.1575809170072
1997-09-18,888.5096366028394
1997-09-19,891.946556883373
1997-09-22,891.9581995984596
1997-09-23,896.7981013109053
1997-09-24,917.9390834619475
1997-09-25,915.0728519307647
1997-09-26,901.3304279677476
1997-09-29,900.8285950945202
1997-09-30,906.2366883803764
1997-10-01,902.2830041647812
1997-10-02,891.3414954057349
1997-10-03,889.6621305019727
1997-10-06,895.6385843902726
1997-10-07,886.2714880922318
1997-10-08,894.6676158629198
1997-10-09,883.5512303339149
1997-10-10,891.1704800978636
1997-10-13,874.3995350285912
1997-10-14,868.4855325498619
1997-10-15,870.8175933870178
1997-10-16,890.0829039185447
1997-10-17,884.2546000303964
1997-10-20,861.3151145796475
1997-10-21,857.9794049922526
1997-10-22,858.5633706987334
1997-10-23,824.5445277630134
1997-10-24,828.5360083689937
1997-10-27,812.158931647004
1997-10-28,784.0453081193635
1997-10-29,813.742919885725
1997-10-30,796.2644106401043
1997-10-31,799.5571867925194
1997-11-03,808.074655599162
1997-11-04,801.3353230914664
1997-11-05,791.9084262869009
1997-11-06,788.5136324012469
1997-11-07,759.8005281593537
1997-11-10,745.7003325964934
1997-11-11,748.3979299101777
1997-11-12,727.5650283103728
1997-11-13,726.8492803453211
1997-11-14,712.9427176164927
1997-11-17,759.8233842161357
1997-11-18,768.3971348460921
1997-11-19,729.9206065315872
1997-11-20,735.6518620372686
1997-11-21,762.9058097396468
1997-11-24,759.6271369632383
1997-11-25,720.7196243164464
1997-11-26,723.145686457916
1997-11-27,740.9481000341245
1997-11-28,742.1026616070717
1997-12-01,748.4066497231125
1997-12-02,754.2149331257583
1997-12-03,745.9845786730696
1997-12-04,735.1107618706404
1997-12-05,736.4802541794091
1997-12-08,733.6067682059655
1997-12-09,744.2931117229537
1997-12-10,739.5109868538103
1997-12-11,711.9044802382545
1997-12-12,703.0176972765096
1997-12-15,697.7205410433812
1997-12-16,693.9203190585541
1997-12-17,727.2785961834537
1997-12-18,718.7111295180932
1997-12-19,690.5518284564868
1997-12-22,664.7183129584882
1997-12-23,667.329317118352
1997-12-24,668.9190179974885
1997-12-25,669.0112375889108
1997-12-26,671.5726913184261
1997-12-29,676.8870516044409
1997-12-30,696.2524736257138
1997-12-31,696.4838061483864
1998-01-01,696.4838061483864
1998-01-02,684.3126302356358
1998-01-05,667.6128787618273
1998-01-06,659.2042111924497
1998-01-07,659.4551439552497
1998-01-08,647.6938836986744
1998-01-09,639.3785179484971
1998-01-12,610.0136780569165
1998-01-13,623.58315331832
1998-01-14,646.5348046340924
1998-01-15,643.6086190189508
1998-01-16,677.8433395928538
1998-01-19,704.8591872056162
1998-01-20,703.6318748165528
1998-01-21,714.8411313646341
1998-01-22,707.9638324157385
1998-01-23,717.5372564029853
1998-01-26,741.6725510184166
1998-01-27,750.217477596624
1998-01-28,753.1665627199349
1998-01-29,746.6771890661197
1998-01-30,731.2212584082904
1998-02-02,748.9830564750118
1998-02-03,769.2008961336328
1998-02-04,773.0861740149732
1998-02-05,785.24515479646
1998-02-06,790.3001119213483
1998-02-09,801.5319074669076
1998-02-10,815.573035550907
1998-02-11,815.028310905774
1998-02-12,805.660892085544
1998-02-13,779.3882052256158
1998-02-16,764.8535492840203
1998-02-17,764.8603673349373
1998-02-18,767.4643603675852
1998-02-19,769.7839285003301
1998-02-20,766.0290941495113
1998-02-23,759.5921429276976
1998-02-24,751.3053915406248
1998-02-25,750.7054519307225
1998-02-26,763.3003026119857
1998-02-27,786.6561184350713
1998-03-02,803.9745613969786
1998-03-03,796.5686435804272
1998-03-04,787.3781658213012
1998-03-05,766.7610147452715
1998-03-06,773.400785070606
1998-03-09,767.3345300814444
1998-03-10,769.9135949276659
1998-03-11,756.6609134171077
1998-03-12,748.0845136948494
1998-03-13,769.4560381505777
1998-03-16,757.7608063489256
1998-03-17,760.6613361002215
1998-03-18,750.0626701418108
1998-03-19,754.2749245456976
1998-03-20,757.5566268664041
1998-03-23,757.9537163466684
1998-03-24,748.9689214918899
1998-03-25,756.9959593220123
1998-03-26,772.0167665027676
1998-03-27,763.7483406900743
1998-03-30,741.879261987046
1998-03-31,741.3819318278528
1998-04-01,726.1434423857088
1998-04-02,702.5064222152985
1998-04-03,692.4506616214919
1998-04-06,701.3662729377265
1998-04-07,711.8359017181368
1998-04-08,732.3309456736996
1998-04-09,753.2195740452021
1998-04-10,750.8470184304748
1998-04-13,748.4084829407177
1998-04-14,746.5703691132159
1998-04-15,744.2672877779852
1998-04-16,717.9690603632787
1998-04-17,714.948707795753
1998-04-20,713.8853299032668
1998-04-21,719.4597939419722
1998-04-22,719.0639870806577
1998-04-23,724.1468814598384
1998-04-24,729.2947109932904
1998-04-27,708.2164054090001
1998-04-28,703.300183277341
1998-04-29,702.8305883362533
1998-04-30,712.4884800858035
1998-05-01,707.1762185223141
1998-05-04,705.2290270384227
1998-05-05,706.6934624786562
1998-05-06,689.0044285608642
1998-05-07,681.270906226734
1998-05-08,682.7487663890485
1998-05-11,690.5428190142746
1998-05-12,682.6915201087041
1998-05-13,677.0403377662906
1998-05-14,679.2905379105649
1998-05-15,680.0784950522623
1998-05-18,670.5817611097772
1998-05-19,675.446400923517
1998-05-20,679.9707153805613
1998-05-21,691.0387519234584
1998-05-22,686.9734998613486
1998-05-25,678.4353864767762
1998-05-26,676.0342373578642
1998-05-27,665.8565997829187
1998-05-28,660.3948184594535
1998-05-29,656.0690367734907
1998-06-01,634.5818281014504
1998-06-02,645.282270384562
1998-06-03,647.91388679219
1998-06-04,643.7358893773762
1998-06-05,635.439645122191
1998-06-08,627.9898688418524
1998-06-09,631.0269695296322
1998-06-10,615.6439398614733
1998-06-11,601.6016802483183
1998-06-12,595.5579436171175
1998-06-15,575.3677454620627
1998-06-16,578.6221431841387
1998-06-17,609.6744609678909
1998-06-18,640.0644749815962
1998-06-19,649.0148533272502
1998-06-22,627.314411611677
1998-06-23,618.0677717345364
1998-06-24,615.5195110545774
1998-06-25,617.2080915409015
1998-06-26,612.3373581959792
1998-06-29,619.0906756120905
1998-06-30,644.7474730878412
1998-07-01,665.5627279049955
1998-07-02,660.4701929217483
1998-07-03,662.0270394592043
1998-07-06,650.9706207611981
1998-07-07,657.72194939498
1998-07-08,655.9438291409243
1998-07-09,644.5830433810069
1998-07-10,632.3392366753659
1998-07-13,637.4504075362814
1998-07-14,647.5989079879986
1998-07-15,652.9941950555185
1998-07-16,659.6862158268701
1998-07-17,660.0444539949262
1998-07-20,661.1804568450237
1998-07-21,656.2590342925016
1998-07-22,641.1032474194383
1998-07-23,634.3405722086387
1998-07-24,639.9351088970485
1998-07-27,620.4496245489339
1998-07-28,624.6116162791238
1998-07-29,618.1623238306423
1998-07-30,622.7064639113474
1998-07-31,623.8688813990398
1998-08-03,606.6700503602148
1998-08-04,605.1396221406097
1998-08-05,607.57604556119
1998-08-06,598.6782749471494
1998-08-07,590.2464121246819
1998-08-10,580.859062078274
1998-08-11,566.0162536136495
1998-08-12,566.9651145357551
1998-08-13,565.0329666373424
1998-08-14,563.9302923090994
1998-08-17,555.9247733997822
1998-08-18,564.8038368523712
1998-08-19,581.159862879082
1998-08-20,587.5155015648459
1998-08-21,572.5790808783887
1998-08-24,569.4936410408685
1998-08-25,570.6063756089701
1998-08-26,565.5826031231209
1998-08-27,557.8279651198968
1998-08-28,541.1502696280576
1998-08-31,549.1250226545433
1998-09-01,563.895367488177
1998-09-02,568.2358033947843
1998-09-03,577.5060535217156
1998-09-04,574.8715622994191
1998-09-07,617.8522779801771
1998-09-08,610.7491508686755
1998-09-09,585.4724020026555
1998-09-10,591.4060102573424
1998-09-11,580.3019219026938
1998-09-14,582.861461904119
1998-09-15,585.3293066046982
1998-09-16,581.464402212086
1998-09-17,578.5648019948834
1998-09-18,575.6078270043452
1998-09-21,557.5280541774915
1998-09-22,556.1567491778706
1998-09-23,553.2318191956705
1998-09-24,573.4520851840767
1998-09-25,562.9830104073354
1998-09-28,569.2465760465603
1998-09-29,575.2149297386579
1998-09-30,551.4337228616134
1998-10-01,541.1867801416229
1998-10-02,544.2484926888225
1998-10-05,533.4734712376112
1998-10-06,543.5847346322073
1998-10-07,603.6802831924691
1998-10-08,604.9939975033144
1998-10-09,612.6803407448942
1998-10-12,635.9158663162779
1998-10-13,618.4594510508467
1998-10-14,610.1198688313501
1998-10-15,616.6615068605357
1998-10-16,653.345715621455
1998-10-19,665.2572965321373
1998-10-20,663.6428425040639
1998-10-21,682.7618665500889
1998-10-22,681.2851953457944
1998-10-23,676.3996008317322
1998-10-26,664.2456065082474
1998-10-27,664.7641181400547
1998-10-28,658.8445092109758
1998-10-29,670.8340924848872
1998-10-30,676.9954272983605
1998-11-02,704.30217761628
1998-11-03,703.528035148817
1998-11-04,725.1146034430022
1998-11-05,717.0701126220407
1998-11-06,698.7006487479658
1998-11-09,676.2956539826001
1998-11-10,664.5996412818062
1998-11-11,687.4510957552878
1998-11-12,666.2446251294667
1998-11-13,679.9108574772774
1998-11-16,701.6929403838834
1998-11-17,696.0770666555304
1998-11-18,700.4089968930673
1998-11-19,710.311313246181
1998-11-20,718.5734120925084
1998-11-23,718.6398125423209
1998-11-24,741.0944182627484
1998-11-25,730.7556186992899
1998-11-26,733.1132084752502
1998-11-27,725.8847508081549
1998-11-30,710.171900555014
1998-12-01,709.9340654166934
1998-12-02,721.2571218424322
1998-12-03,720.8337755447934
1998-12-04,716.815864250102
1998-12-07,717.5407633925291
1998-12-08,721.6084806862976
1998-12-09,737.2497192619034
1998-12-10,739.930654179704
1998-12-11,724.7180213514312
1998-12-14,720.2908112978743
1998-12-15,709.8772752644678
1998-12-16,714.5347731218285
1998-12-17,714.8328703902864
1998-12-18,724.7555704591163
1998-12-21,722.2472189327426
1998-12-22,706.9142369814533
1998-12-23,709.939080106121
1998-12-24,706.3420805408506
1998-12-25,711.8495438488198
1998-12-28,710.9026762610279
1998-12-29,719.8199575914902
1998-12-30,719.806465528694
1998-12-31,729.0421362189413
1999-01-01,729.0421362189413
1999-01-04,714.5801714385101
1999-01-05,710.7283588335343
1999-01-06,716.3749807971571
1999-01-07,736.2988178199198
1999-01-08,728.195861893038
1999-01-11,738.2672071013192
1999-01-12,724.7841011771797
1999-01-13,711.2996427363961
1999-01-14,718.5669720383381
1999-01-15,717.3416461399138
1999-01-18,720.9229856522892
1999-01-19,719.582385643386
1999-01-20,729.5670372813721
1999-01-21,734.7687943633812
1999-01-22,720.5226064872836
1999-01-25,718.968169961808
1999-01-26,725.8164854170055
1999-01-27,725.2293042590879
1999-01-28,713.7770374954918
1999-01-29,724.3147501082713
1999-02-01,726.3783299419922
1999-02-02,735.9271415911865
1999-02-03,725.9305706062437
1999-02-04,722.6509312111332
1999-02-05,712.2318126797
1999-02-08,710.9653742745709
1999-02-09,703.8398260652808
1999-02-10,699.5196382693008
1999-02-11,703.0051302089693
1999-02-12,710.4424944850759
1999-02-15,707.9752852829847
1999-02-16,698.3520707864424
1999-02-17,692.5766792178792
1999-02-18,686.4408585296508
1999-02-19,680.4746275986678
1999-02-22,690.0710667291779
1999-02-23,691.7619344385724
1999-02-24,691.6129975959637
1999-02-25,703.0849094269207
1999-02-26,709.9675811892099
1999-03-01,703.5341615019046
1999-03-02,688.9857336704927
1999-03-03,688.0117681822081
1999-03-04,681.0266592959033
1999-03-05,711.2591695023166
1999-03-08,714.4623795757244
1999-03-09,728.7645783905733
1999-03-10,755.0068746756405
1999-03-11,756.9823610653269
1999-03-12,764.7411727355889
1999-03-15,783.4552277586066
1999-03-16,799.9664726099304
1999-03-17,807.9165424891588
1999-03-18,790.0048012424695
1999-03-19,817.2474888947656
1999-03-22,813.5715985487665
1999-03-23,809.8176962947416
1999-03-24,789.1897209803865
1999-03-25,801.2328230513388
1999-03-26,800.8683535887949
1999-03-29,799.8084447291218
1999-03-30,798.8101557076905
1999-03-31,812.2212585774445
1999-04-01,826.2609950882979
1999-04-02,822.0094813487931
1999-04-05,816.9714722979716
1999-04-06,833.774417718107
1999-04-07,839.0713053789548
1999-04-08,851.0806865675355
1999-04-09,850.0913191167307
1999-04-12,839.1435717509611
1999-04-13,849.6775905047066
1999-04-14,865.4537953244211
1999-04-15,860.1999599351503
1999-04-16,878.826443910219
1999-04-19,881.9480464547835
1999-04-20,872.700057206666
1999-04-21,855.1769936281113
1999-04-22,861.2698781623449
1999-04-23,871.5823927790503
1999-04-26,879.426068915748
1999-04-27,881.1457932558135
1999-04-28,882.8632035996827
1999-04-29,882.2961812391592
1999-04-30,876.6481517784637
1999-05-03,873.2930927447303
1999-05-04,871.9380806642786
1999-05-05,874.0468529758108
1999-05-06,903.0108895801039
1999-05-07,889.1693472710308
1999-05-10,891.0311934419706
1999-05-11,876.4363134043177
1999-05-12,879.5636553081854
1999-05-13,869.1153272883442
1999-05-14,860.7372447055589
1999-05-17,836.6911555461259
1999-05-18,838.4237793876439
1999-05-19,813.9293568394166
1999-05-20,816.2864548518678
1999-05-21,820.5287819125041
1999-05-24,825.0579277926616
1999-05-25,823.7887123818498
1999-05-26,828.462034464292
1999-05-27,827.663825587478
1999-05-28,828.3418075405309
1999-05-31,824.2766877025721
1999-06-01,844.4056478128246
1999-06-02,848.6780123963109
1999-06-03,836.4892994399651
1999-06-04,834.7121899474735
1999-06-07,848.6044442790051
1999-06-08,862.8788380681384
1999-06-09,871.1855817946932
1999-06-10,886.1606101567334
1999-06-11,901.367681494399
1999-06-14,886.3333392361645
1999-06-15,888.292120569389
1999-06-16,889.406838001452
1999-06-17,903.7845548101333
1999-06-18,894.8499777648667
1999-06-21,900.5642194159096
1999-06-22,907.8140297043103
1999-06-23,896.2684393453312
1999-06-24,895.3491911426311
1999-06-25,894.5736479270254
1999-06-28,901.9412351719541
1999-06-29,909.0542128217024
1999-06-30,900.9061378657888
1999-07-01,917.2153139409297
1999-07-02,925.7412542773689
1999-07-05,930.8260070809292
1999-07-06,925.2611584258217
1999-07-07,923.3975365619846
1999-07-08,918.5254222179708
1999-07-09,920.2853359150274
1999-07-12,927.5556349883532
1999-07-13,931.1286511932143
1999-07-14,939.9843461462125
1999-07-15,949.9432809000729
1999-07-16,940.5679841571697
1999-07-19,956.1311001482565
1999-07-20,956.4760709365421
1999-07-21,952.407604852408
1999-07-22,935.1966457275037
1999-07-23,924.3707224204625
1999-07-26,921.8787688590631
1999-07-27,922.6529122234659
1999-07-28,936.9751478054069
1999-07-29,954.3372290056169
1999-07-30,966.1603761071167
1999-08-02,960.6699209979324
1999-08-03,964.6915423357003
1999-08-04,956.9853293149421
1999-08-05,943.9997989611538
1999-08-06,930.6270773994007
1999-08-09,923.2775721454158
1999-08-10,923.9963087520006
1999-08-11,913.2818598658475
1999-08-12,925.7894793383679
1999-08-13,922.5800024598484
1999-08-16,947.5109977717684
1999-08-17,951.6103586797963
1999-08-18,966.4713947757042
1999-08-19,972.2890574562225
1999-08-20,990.582023609313
1999-08-23,1000.456419935507
1999-08-24,993.4622535712281
1999-08-25,984.8836032545735
1999-08-26,971.0078547032633
1999-08-27,965.1963999042831
1999-08-30,983.1937176659699
1999-08-31,960.4837379545856
1999-09-01,991.4559629536261
1999-09-02,995.1847109715113
1999-09-03,984.32821579096
1999-09-06,997.0774834003063
1999-09-07,982.0547206687434
1999-09-08,978.4145000527924
1999-09-09,1005.6592818128203
1999-09-10,1005.3656513648558
1999-09-13,1032.2094830929923
1999-09-14,1033.417000991917
1999-09-15,1038.5597755704912
1999-09-16,1018.5249724617825
1999-09-17,1008.0787451301085
1999-09-20,1016.3651248153219
1999-09-21,1043.5121952875827
1999-09-22,1014.9632016117262
1999-09-23,1013.6554621671694
1999-09-24,987.0839884543568
1999-09-27,969.5337987376023
1999-09-28,992.3022715547073
1999-09-29,983.4397990332304
1999-09-30,1008.5173328780764
1999-10-01,1021.0536435166838
1999-10-04,1012.2470526983888
1999-10-05,1005.7584857922012
1999-10-06,1007.0551433544266
1999-10-07,1012.5852089741066
1999-10-08,1018.2699992184464
1999-10-11,1022.6166207037681
1999-10-12,1028.0498518548818
1999-10-13,1006.625835528505
1999-10-14,1017.8084051021102
1999-10-15,1012.9784003848943
1999-10-18,990.9508212871436
1999-10-19,990.0613018731839
1999-10-20,1006.6567132903865
1999-10-21,1003.9370014295681
1999-10-22,1012.4064263049146
1999-10-25,1026.869975180374
1999-10-26,1031.1506744600674
1999-10-27,1024.391410307201
1999-10-28,1018.2840786548269
1999-10-29,1050.7473958162477
1999-11-01,1048.7742787039826
1999-11-02,1053.8470164428027
1999-11-03,1045.8070986213875
1999-11-04,1065.0115604897167
1999-11-05,1048.7591499518694
1999-11-08,1043.040216361152
1999-11-09,1045.679073971803
1999-11-10,1061.77471402085
1999-11-11,1048.7716992750102
1999-11-12,1049.576941377235
1999-11-15,1043.8345978481664
1999-11-16,1039.734514362761
1999-11-17,1058.7743029641817
1999-11-18,1071.9327974906232
1999-11-19,1081.056211723317
1999-11-22,1096.2218712086976
1999-11-23,1101.1675814129685
1999-11-24,1090.386725775851
1999-11-25,1077.4069521646097
1999-11-26,1106.4911022785054
1999-11-29,1107.336174365893
1999-11-30,1084.4256034394336
1999-12-01,1089.3859475875452
1999-12-02,1096.5822386047132
1999-12-03,1095.204727533089
1999-12-06,1090.6732401316356
1999-12-07,1098.83896466764
1999-12-08,1083.2158788195532
1999-12-09,1086.9016909430795
1999-12-10,1096.4919094263362
1999-12-13,1082.79547776706
1999-12-14,1075.533617484584
1999-12-15,1074.1849550082106
1999-12-16,1072.6632468282357
1999-12-17,1080.3985714115813
1999-12-20,1084.2187808348342
1999-12-21,1083.3477166903888
1999-12-22,1099.2450356233567
1999-12-23,1097.3208926019274
1999-12-24,1093.5068003933084
1999-12-27,1088.4821041871746
1999-12-28,1100.923027904988
1999-12-29,1100.0697815049002
1999-12-30,1103.9073054726086
1999-12-31,1103.9073054726086
2000-01-03,1115.198905367308
2000-01-04,1098.5294306853275
2000-01-05,1069.5386913032405
2000-01-06,1033.8283785253516
2000-01-07,1040.7730864697496
2000-01-10,1043.1382850810821
2000-01-11,1065.7238438806799
2000-01-12,1057.0311274715475
2000-01-13,1063.7262458948173
2000-01-14,1074.601611809609
2000-01-17,1099.2717501315656
2000-01-18,1086.0765806807408
2000-01-19,1064.9682382423125
2000-01-20,1072.0384724686921
2000-01-21,1074.8649017163734
2000-01-24,1072.3666328707643
2000-01-25,1056.5922132495602
2000-01-26,1066.867902848525
2000-01-27,1078.4118424605417
2000-01-28,1079.8446155565873
2000-01-31,1073.7650874821043
2000-02-01,1057.472491916817
2000-02-02,1063.4323982634526
2000-02-03,1069.9064708405917
2000-02-04,1080.439923129449
2000-02-07,1075.6552208254002
2000-02-08,1054.5696180416555
2000-02-09,1060.918384459033
2000-02-10,1054.9298942859257
2000-02-11,1054.0760585304197
2000-02-14,1041.5203268517944
2000-02-15,1016.6748423786446
2000-02-16,1016.5228910129805
2000-02-17,1022.6896610999852
2000-02-18,1014.2789303658551
2000-02-21,987.7661644465466
2000-02-22,981.5246330057611
2000-02-23,992.5687083946736
2000-02-24,1001.0827160045151
2000-02-25,1014.1402421502869
2000-02-28,1018.9793758371836
2000-02-29,1012.8282790853355
2000-03-01,1037.6113520199294
2000-03-02,1033.4165683654553
2000-03-03,1028.807642439098
2000-03-06,1025.6607514692002
2000-03-07,1042.9162585370304
2000-03-08,1034.9572556743033
2000-03-09,1039.1642404987551
2000-03-10,1048.7982553597703
2000-03-13,1034.372889180095
2000-03-14,1033.6033531337616
2000-03-15,1021.4702548636174
2000-03-16,1037.5786321006333
2000-03-17,1049.9485752638186
2000-03-20,1044.4416434639033
2000-03-21,1036.891222306328
2000-03-22,1029.9301611837755
2000-03-23,1033.3396376442324
2000-03-24,1043.253877746598
2000-03-27,1066.816648897476
2000-03-28,1089.247832868601
2000-03-29,1116.8639804326267
2000-03-30,1098.7752463036945
2000-03-31,1127.6345042418948
2000-04-03,1126.7441186238057
2000-04-04,1118.7064742727573
2000-04-05,1122.145784588187
2000-04-06,1109.5286722517749
2000-04-07,1106.733547809937
2000-04-10,1107.4373305517238
2000-04-11,1099.82090916222
2000-04-12,1123.7213445874106
2000-04-13,1111.6166426986283
2000-04-14,1119.0599042492845
2000-04-17,1067.4827685740033
2000-04-18,1090.300844982885
2000-04-19,1093.2824317694133
2000-04-20,1088.7402816227907
2000-04-21,1072.2633638840132
2000-04-24,1100.9130146067216
2000-04-25,1100.18364281235
2000-04-26,1087.0063016628867
2000-04-27,1078.60482112718
2000-04-28,1063.7413978964673
2000-05-01,1079.3276973981044
2000-05-02,1084.162924456548
2000-05-03,1081.9240166614265
2000-05-04,1089.7079634762617
2000-05-05,1084.652294984638
2000-05-08,1082.3632691914027
2000-05-09,1067.6246235918709
2000-05-10,1066.747359243628
2000-05-11,1050.158208300925
2000-05-12,1068.8251468737785
2000-05-15,1063.3986890532144
2000-05-16,1063.6877631743457
2000-05-17,1057.9997504926566
2000-05-18,1055.7594612849903
2000-05-19,1067.4411006824907
2000-05-22,1042.862049178894
2000-05-23,1050.8671878068023
2000-05-24,1043.2749390296742
2000-05-25,1043.0739511637657
2000-05-26,1038.1951049987301
2000-05-29,1040.5566416524734
