Date,PACIFIC ex JP VALUE WEIGHTED
1997-03-14,375.2842001
1997-03-17,375.5303414
1997-03-18,370.5657379
1997-03-19,369.1078749
1997-03-20,366.1134951
1997-03-21,364.8844848
1997-03-24,369.3686303
1997-03-25,369.8721457
1997-03-26,369.4705806
1997-03-27,367.7546659
1997-03-28,367.6976472
1997-03-31,366.402519
1997-04-01,358.4141906
1997-04-02,358.5590472
1997-04-03,355.7258795
1997-04-04,356.5362228
1997-04-07,356.7250088
1997-04-08,360.6500407
1997-04-09,361.7165205
1997-04-10,359.9277908
1997-04-11,359.9921783
1997-04-14,353.6013258
1997-04-15,352.8327511
1997-04-16,356.334125
1997-04-17,356.9043156
1997-04-18,359.546082
1997-04-21,362.0718497
1997-04-22,361.5868325
1997-04-23,363.214449
1997-04-24,361.4116202
1997-04-25,360.7417974
1997-04-28,358.2707279
1997-04-29,358.4469327
1997-04-30,363.4996295
1997-05-01,365.7405915
1997-05-02,367.9975887
1997-05-05,370.7219828
1997-05-06,373.5841626
1997-05-07,375.3297462
1997-05-08,375.6773788
1997-05-09,378.313846
1997-05-12,379.3120349
1997-05-13,378.4522022
1997-05-14,379.3873819
1997-05-15,376.1479642
1997-05-16,377.0073573
1997-05-19,376.744867
1997-05-20,378.8864725
1997-05-21,380.8688858
1997-05-22,381.0288032
1997-05-23,380.4653449
1997-05-26,384.3490148
1997-05-27,382.6347441
1997-05-28,383.228304
1997-05-29,382.0995299
1997-05-30,385.6069702
1997-06-02,390.8443241
1997-06-03,388.7591304
1997-06-04,388.9272616
1997-06-05,388.7864025
1997-06-06,386.8144945
1997-06-09,387.0842869
1997-06-10,385.0032248
1997-06-11,383.8259094
1997-06-12,378.6646143
1997-06-13,379.208549
1997-06-16,381.6835761
1997-06-17,382.0455827
1997-06-18,381.801742
1997-06-19,386.8679617
1997-06-20,394.5030773
1997-06-23,393.7591292
1997-06-24,390.4588775
1997-06-25,392.5100777
1997-06-26,392.9740645
1997-06-27,391.8987375
1997-06-30,395.0816967
1997-07-01,396.1747275
1997-07-02,397.9050963
1997-07-03,395.291532
1997-07-04,390.1842573
1997-07-07,388.023547
1997-07-08,388.0459155
1997-07-09,385.1759286
1997-07-10,385.0422571
1997-07-11,389.0037874
1997-07-14,384.9888066
1997-07-15,382.1623613
1997-07-16,379.2113147
1997-07-17,381.4966612
1997-07-18,381.962239
1997-07-21,382.7526102
1997-07-22,381.2645358
1997-07-23,385.6862815
1997-07-24,385.9784638
1997-07-25,386.4578766
1997-07-28,387.8989996
1997-07-29,391.3233948
1997-07-30,391.8972066
1997-07-31,395.3737396
1997-08-01,393.301055
1997-08-04,390.6643011
1997-08-05,388.1010013
1997-08-06,390.9832711
1997-08-07,389.2423465
1997-08-08,385.374099
1997-08-11,378.784704
1997-08-12,375.19183
1997-08-13,375.8686482
1997-08-14,375.1236189
1997-08-15,372.2760947
1997-08-18,368.2772175
1997-08-19,363.5018039
1997-08-20,372.4728266
1997-08-21,371.4802919
1997-08-22,367.4699269
1997-08-25,369.2634415
1997-08-26,366.6556545
1997-08-27,364.5762026
1997-08-28,350.9140227
1997-08-29,341.011939
1997-09-01,331.8657179
1997-09-02,333.1930555
1997-09-03,341.1524262
1997-09-04,336.3033251
1997-09-05,347.9542251
1997-09-08,356.4490717
1997-09-09,361.6652094
1997-09-10,357.2167773
1997-09-11,349.0553296
1997-09-12,350.4430725
1997-09-15,352.7236259
1997-09-16,348.4410725
1997-09-17,348.5951481
1997-09-18,348.2133972
1997-09-19,349.6316045
1997-09-22,345.6128133
1997-09-23,347.6705493
1997-09-24,347.6767288
1997-09-25,352.5736358
1997-09-26,352.0546773
1997-09-29,350.642145
1997-09-30,352.2726441
1997-10-01,350.6151879
1997-10-02,351.2777846
1997-10-03,349.1486645
1997-10-06,345.2027401
1997-10-07,346.074687
1997-10-08,350.7919683
1997-10-09,346.8317433
1997-10-10,347.4720959
1997-10-13,343.2081354
1997-10-14,340.6674948
1997-10-15,333.3488949
1997-10-16,334.3110715
1997-10-17,332.2724356
1997-10-20,322.0686584
1997-10-21,314.5828583
1997-10-22,301.8810897
1997-10-23,285.4186731
1997-10-24,287.5879501
1997-10-27,277.2431387
1997-10-28,252.104806
1997-10-29,276.0347618
1997-10-30,271.6604648
1997-10-31,278.1601957
1997-11-03,293.9840318
1997-11-04,290.12
1997-11-05,288.3893101
1997-11-06,286.9846145
1997-11-07,278.1502796
1997-11-10,276.2499265
1997-11-11,276.6764574
1997-11-12,271.3324901
1997-11-13,271.57733
1997-11-14,272.7034089
1997-11-17,277.2571839
1997-11-18,272.1339796
1997-11-19,265.6162219
1997-11-20,260.69146
1997-11-21,272.0355743
1997-11-24,272.3413804
1997-11-25,265.4518492
1997-11-26,267.793516
1997-11-27,268.9664383
1997-11-28,269.5321941
1997-12-01,271.2438165
1997-12-02,277.3568122
1997-12-03,277.5384138
1997-12-04,280.5608282
1997-12-05,283.0543757
1997-12-08,292.6803845
1997-12-09,286.5446159
1997-12-10,280.8075389
1997-12-11,267.212843
1997-12-12,264.9671584
1997-12-15,259.2813466
1997-12-16,254.9716779
1997-12-17,262.4967676
1997-12-18,266.263349
1997-12-19,259.5639187
1997-12-22,255.4987216
1997-12-23,258.6987721
1997-12-24,257.0326158
1997-12-25,257.0326158
1997-12-26,257.4012617
1997-12-29,259.4555626
1997-12-30,264.12572
1997-12-31,265.9807085
1998-01-01,265.9807085
1998-01-02,262.4179221
1998-01-05,255.5138174
1998-01-06,248.8140002
1998-01-07,240.3417929
1998-01-08,231.6985451
1998-01-09,224.5826614
1998-01-12,209.0897596
1998-01-13,219.8000777
1998-01-14,230.6005768
1998-01-15,222.5472144
1998-01-16,229.3619756
1998-01-19,243.7096542
1998-01-20,241.7828879
1998-01-21,238.3191158
1998-01-22,230.0623009
1998-01-23,228.853412
1998-01-26,231.4511775
1998-01-27,235.0569065
1998-01-28,236.7537247
1998-01-29,237.0302413
1998-01-30,239.7550687
1998-02-02,260.7672589
1998-02-03,268.3041611
1998-02-04,264.9738081
1998-02-05,269.695222
1998-02-06,272.7030706
1998-02-09,279.4143022
1998-02-10,286.2348699
1998-02-11,286.7960153
1998-02-12,277.9811311
1998-02-13,268.2871621
1998-02-16,258.8603337
1998-02-17,265.5799247
1998-02-18,273.872266
1998-02-19,276.2740727
1998-02-20,274.7928126
1998-02-23,273.4345253
1998-02-24,275.391716
1998-02-25,276.0234714
1998-02-26,282.8907342
1998-02-27,289.0944368
1998-03-02,288.4693713
1998-03-03,284.6472685
1998-03-04,281.3598829
1998-03-05,269.3789897
1998-03-06,270.3535328
1998-03-09,269.182155
1998-03-10,272.9546801
1998-03-11,274.3890914
1998-03-12,273.5797887
1998-03-13,278.5032804
1998-03-16,277.4445393
1998-03-17,279.6844461
1998-03-18,281.0927952
1998-03-19,287.787681
1998-03-20,289.4174841
1998-03-23,291.6487819
1998-03-24,290.69116
1998-03-25,293.1789024
1998-03-26,291.6687878
1998-03-27,291.3875073
1998-03-30,284.7243178
1998-03-31,284.3769475
1998-04-01,279.8514023
1998-04-02,275.2426572
1998-04-03,272.521365
1998-04-06,274.0986006
1998-04-07,273.5721854
1998-04-08,276.5162242
1998-04-09,279.4846064
1998-04-10,279.1692253
1998-04-13,278.2864366
1998-04-14,276.8059004
1998-04-15,275.4464606
1998-04-16,272.1035566
1998-04-17,270.5256801
1998-04-20,271.7895011
1998-04-21,270.3777024
1998-04-22,269.4493814
1998-04-23,270.6212516
1998-04-24,269.3339836
1998-04-27,262.8090723
1998-04-28,262.9356085
1998-04-29,260.4736862
1998-04-30,260.3271964
1998-05-01,263.8572603
1998-05-04,261.3334606
1998-05-05,255.8025627
1998-05-06,249.4914439
1998-05-07,247.6298049
1998-05-08,248.4039143
1998-05-11,248.3614379
1998-05-12,244.3893992
1998-05-13,236.6402158
1998-05-14,238.5011836
1998-05-15,239.771095
1998-05-18,234.5568483
1998-05-19,234.8467841
1998-05-20,236.6349065
1998-05-21,242.4809508
1998-05-22,240.312518
1998-05-25,238.1956408
1998-05-26,236.5059216
1998-05-27,228.1101364
1998-05-28,226.1593058
1998-05-29,226.1797422
1998-06-01,217.5140466
1998-06-02,217.3198333
1998-06-03,220.3331893
1998-06-04,214.9072162
1998-06-05,211.3641169
1998-06-08,208.0279029
1998-06-09,205.3746171
1998-06-10,196.1417402
1998-06-11,194.2958489
1998-06-12,195.2070652
1998-06-15,187.1500786
1998-06-16,187.1322897
1998-06-17,199.2370621
1998-06-18,208.5842522
1998-06-19,211.1850252
1998-06-22,202.8283315
1998-06-23,202.8422283
1998-06-24,203.0360495
1998-06-25,205.4270405
1998-06-26,204.9045501
1998-06-29,202.7715404
1998-06-30,206.4880312
1998-07-01,209.3457496
1998-07-02,214.6861788
1998-07-03,212.4793358
1998-07-06,210.1027102
1998-07-07,209.5639701
1998-07-08,210.4919539
1998-07-09,207.5126717
1998-07-10,202.843762
1998-07-13,200.3389386
1998-07-14,203.5677899
1998-07-15,208.0204159
1998-07-16,212.046113
1998-07-17,213.1148381
1998-07-20,211.4070372
1998-07-21,210.0820695
1998-07-22,205.3742775
1998-07-23,202.3717776
1998-07-24,203.2830674
1998-07-27,197.8922248
1998-07-28,197.076323
1998-07-29,193.1643982
1998-07-30,195.1646116
1998-07-31,194.4614599
1998-08-03,188.4312405
1998-08-04,190.2029239
1998-08-05,188.6168981
1998-08-06,183.6587589
1998-08-07,179.9871352
1998-08-10,179.3620837
1998-08-11,172.8382174
1998-08-12,173.1597788
1998-08-13,168.8877727
1998-08-14,175.4125651
1998-08-17,172.8834895
1998-08-18,174.3171398
1998-08-19,182.7289472
1998-08-20,184.1719846
1998-08-21,179.5917963
1998-08-24,179.3866096
1998-08-25,181.8867407
1998-08-26,181.1410795
1998-08-27,178.0602545
1998-08-28,174.9483315
1998-08-31,167.1405403
1998-09-01,164.5439985
1998-09-02,170.5124788
1998-09-03,170.882083
1998-09-04,176.7148474
1998-09-07,194.3835543
1998-09-08,189.5137228
1998-09-09,188.0342714
1998-09-10,186.7505473
1998-09-11,181.3845081
1998-09-14,185.1847235
1998-09-15,188.0093766
1998-09-16,190.5427133
1998-09-17,187.1016683
1998-09-18,183.9814456
1998-09-21,178.0692378
1998-09-22,180.5620363
1998-09-23,181.6773567
1998-09-24,189.1953105
1998-09-25,187.2016974
1998-09-28,190.7870486
1998-09-29,191.6601814
1998-09-30,184.7409254
1998-10-01,184.1255286
1998-10-02,182.3379626
1998-10-05,178.6705871
1998-10-06,177.2873645
1998-10-07,185.9247194
1998-10-08,189.8689962
1998-10-09,197.3955351
1998-10-12,206.2561379
1998-10-13,207.3458701
1998-10-14,204.1246449
1998-10-15,206.8388715
1998-10-16,225.1197566
1998-10-19,223.2907331
1998-10-20,223.5796504
1998-10-21,226.7728196
1998-10-22,224.7238195
1998-10-23,225.8026158
1998-10-26,225.4474137
1998-10-27,230.2309107
1998-10-28,232.4362853
1998-10-29,235.7383738
1998-10-30,242.0605298
1998-11-02,245.2492612
1998-11-03,246.7207058
1998-11-04,250.4681102
1998-11-05,246.5295664
1998-11-06,244.9704825
1998-11-09,237.6865912
1998-11-10,232.9229074
1998-11-11,244.729824
1998-11-12,240.0129584
1998-11-13,241.6328648
1998-11-16,247.9893709
1998-11-17,245.3170816
1998-11-18,249.4733171
1998-11-19,254.089982
1998-11-20,252.9227474
1998-11-23,257.4463017
1998-11-24,264.8159975
1998-11-25,262.7842032
1998-11-26,262.415691
1998-11-27,261.2388677
1998-11-30,255.4849268
1998-12-01,247.0572431
1998-12-02,250.8533287
1998-12-03,248.5638914
1998-12-04,246.4516573
1998-12-07,253.4005209
1998-12-08,252.1299967
1998-12-09,251.8333927
1998-12-10,253.8934015
1998-12-11,247.706943
1998-12-14,243.2286497
1998-12-15,246.1751328
1998-12-16,246.0510858
1998-12-17,250.0665927
1998-12-18,253.2013119
1998-12-21,253.9737676
1998-12-22,254.6848254
1998-12-23,251.7601847
1998-12-24,253.489116
1998-12-25,253.489116
1998-12-28,251.2131541
1998-12-29,251.9309937
1998-12-30,252.3111169
1998-12-31,252.0133165
1999-01-01,252.0133165
1999-01-04,250.9883657
1999-01-05,250.9622689
1999-01-06,259.0967571
1999-01-07,268.5045195
1999-01-08,267.166952
1999-01-11,267.9328371
1999-01-12,267.8792919
1999-01-13,259.1883069
1999-01-14,255.6424905
1999-01-15,257.5431394
1999-01-18,261.9153344
1999-01-19,261.6889796
1999-01-20,262.6755261
1999-01-21,256.729669
1999-01-22,249.4830296
1999-01-25,243.1286722
1999-01-26,244.1565629
1999-01-27,248.3521307
1999-01-28,243.5838519
1999-01-29,245.768243
1999-02-01,248.8480285
1999-02-02,247.6572598
1999-02-03,245.8903595
1999-02-04,247.3632291
1999-02-05,244.078484
1999-02-08,241.9104609
1999-02-09,241.3895252
1999-02-10,236.0162558
1999-02-11,240.1286484
1999-02-12,244.0635311
1999-02-15,243.4173779
1999-02-16,241.6250654
1999-02-17,241.935844
1999-02-18,240.8514025
1999-02-19,240.844236
1999-02-22,242.0309424
1999-02-23,243.3599197
1999-02-24,245.6402264
1999-02-25,243.6083413
1999-02-26,244.0808927
1999-03-01,247.4863675
1999-03-02,245.6201648
1999-03-03,245.5685026
1999-03-04,245.3951252
1999-03-05,249.6543106
1999-03-08,252.0606275
1999-03-09,255.3623619
1999-03-10,258.7170246
1999-03-11,258.421068
1999-03-12,261.8592393
1999-03-15,263.5001839
1999-03-16,263.5438399
1999-03-17,262.444094
1999-03-18,259.1652266
1999-03-19,264.6163768
1999-03-22,266.4489496
1999-03-23,267.243412
1999-03-24,262.7545566
1999-03-25,264.6816663
1999-03-26,263.2799396
1999-03-29,260.6758236
1999-03-30,264.416138
1999-03-31,265.0439346
1999-04-01,268.3003391
1999-04-02,267.6877102
1999-04-05,268.35578
1999-04-06,270.7351305
1999-04-07,277.0030776
1999-04-08,278.1851873
1999-04-09,283.2211991
1999-04-12,282.3896702
1999-04-13,286.83847
1999-04-14,287.7902716
1999-04-15,289.6366563
1999-04-16,300.9488845
1999-04-19,308.673019
1999-04-20,300.3492033
1999-04-21,302.0621535
1999-04-22,310.2560938
1999-04-23,309.4813082
1999-04-26,311.5129999
1999-04-27,316.9088059
1999-04-28,313.3215749
1999-04-29,313.2821593
1999-04-30,317.7740274
1999-05-03,318.2636986
1999-05-04,323.0487831
1999-05-05,324.7006268
1999-05-06,327.5795278
1999-05-07,316.294975
1999-05-10,315.8034714
1999-05-11,314.3087152
1999-05-12,316.9347002
1999-05-13,317.1690796
1999-05-14,315.4724871
1999-05-17,309.5575117
1999-05-18,310.1989121
1999-05-19,304.4771499
1999-05-20,302.4709768
1999-05-21,300.8571377
1999-05-24,302.0875421
1999-05-25,297.9399112
1999-05-26,298.0567164
1999-05-27,297.3960571
1999-05-28,294.8267364
1999-05-31,293.7365439
1999-06-01,296.135619
1999-06-02,297.5628801
1999-06-03,299.7517086
1999-06-04,300.0634592
1999-06-07,306.0363148
1999-06-08,307.8869595
1999-06-09,309.4102444
1999-06-10,309.3817138
1999-06-11,310.3148642
1999-06-14,309.5644617
1999-06-15,306.946744
1999-06-16,308.9202443
1999-06-17,312.6686315
1999-06-18,311.8435988
1999-06-21,317.9128141
1999-06-22,320.3557932
1999-06-23,320.6210708
1999-06-24,317.8143291
1999-06-25,319.2400279
1999-06-28,320.5071064
1999-06-29,319.7982742
1999-06-30,316.3812697
1999-07-01,319.7575628
1999-07-02,328.1829396
1999-07-05,332.443374
1999-07-06,330.7750538
1999-07-07,327.2557526
1999-07-08,327.8324385
1999-07-09,326.30154
1999-07-12,324.3375289
1999-07-13,322.2776972
1999-07-14,317.987939
1999-07-15,320.8900448
1999-07-16,316.5995641
1999-07-19,315.3598566
1999-07-20,318.5020642
1999-07-21,315.6362701
1999-07-22,313.0628559
1999-07-23,308.4734597
1999-07-26,303.9542766
1999-07-27,305.7096821
1999-07-28,309.2992026
1999-07-29,311.3649773
1999-07-30,310.900618
1999-08-02,311.2812239
1999-08-03,314.7707804
1999-08-04,314.115121
1999-08-05,309.7971149
1999-08-06,308.3273562
1999-08-09,305.3626307
1999-08-10,299.2091612
1999-08-11,294.3824904
1999-08-12,298.5011
1999-08-13,296.9503554
1999-08-16,302.5700319
1999-08-17,297.7318232
1999-08-18,304.153321
1999-08-19,306.6504451
1999-08-20,308.6943308
1999-08-23,310.2844048
1999-08-24,310.2872119
1999-08-25,307.1177877
1999-08-26,308.6670721
1999-08-27,305.3537351
1999-08-30,306.7299064
1999-08-31,302.2006856
1999-09-01,305.8659172
1999-09-02,305.775637
1999-09-03,302.2704345
1999-09-06,306.3382649
1999-09-07,306.9734827
1999-09-08,306.4398407
1999-09-09,314.092323
1999-09-10,313.996097
1999-09-13,314.8057514
1999-09-14,313.9577169
1999-09-15,306.4353649
1999-09-16,304.1298821
1999-09-17,306.361582
1999-09-20,304.6413335
1999-09-21,303.7328377
1999-09-22,301.1762488
1999-09-23,301.927817
1999-09-24,298.4750297
1999-09-27,296.5360164
1999-09-28,298.1728677
1999-09-29,296.8583493
1999-09-30,295.1006782
1999-10-01,297.889935
1999-10-04,298.3559104
1999-10-05,302.4057405
1999-10-06,302.4473801
1999-10-07,303.3265268
1999-10-08,301.8147897
1999-10-11,301.0605184
1999-10-12,298.823146
1999-10-13,294.308238
1999-10-14,294.0827301
1999-10-15,289.2039181
1999-10-18,285.0500407
1999-10-19,282.9677074
1999-10-20,290.0270026
1999-10-21,290.7943418
1999-10-22,295.8332201
1999-10-25,298.151138
1999-10-26,294.6034027
1999-10-27,290.7655388
1999-10-28,293.9134583
1999-10-29,298.3698279
1999-11-01,299.8451374
1999-11-02,299.9123672
1999-11-03,301.1506994
1999-11-04,303.6320954
1999-11-05,301.9982691
1999-11-08,300.8212722
1999-11-09,300.0386826
1999-11-10,304.8092403
1999-11-11,308.0173338
1999-11-12,311.3198874
1999-11-15,314.6528175
1999-11-16,316.2666493
1999-11-17,317.0811914
1999-11-18,316.9650772
1999-11-19,322.8311027
1999-11-22,323.1030462
1999-11-23,321.8796777
1999-11-24,318.3123769
1999-11-25,315.9280314
1999-11-26,319.4427982
1999-11-29,320.8278007
1999-11-30,319.6617579
1999-12-01,321.4388437
1999-12-02,326.105107
1999-12-03,329.8350681
1999-12-06,335.8693525
1999-12-07,335.2524985
1999-12-08,337.2448619
1999-12-09,343.0870358
1999-12-10,340.4257468
1999-12-13,339.8363334
1999-12-14,337.7886794
1999-12-15,332.8682049
1999-12-16,333.1851974
1999-12-17,338.0467501
1999-12-20,339.9725526
1999-12-21,338.3038185
1999-12-22,339.8416502
1999-12-23,339.6765576
1999-12-24,344.224529
1999-12-27,344.0595526
1999-12-28,343.4817897
1999-12-29,342.6010298
1999-12-30,345.2241106
1999-12-31,345.2241106
2000-01-03,350.2400659
2000-01-04,345.4408852
2000-01-05,330.3006411
2000-01-06,322.0668926
2000-01-07,328.0083217
2000-01-10,333.3445474
2000-01-11,334.4868267
2000-01-12,331.9327017
2000-01-13,332.277512
2000-01-14,334.6006736
2000-01-17,333.2882021
2000-01-18,334.0627821
2000-01-19,326.6511601
2000-01-20,329.8281279
2000-01-21,324.8473986
2000-01-24,321.8420177
2000-01-25,319.3202483
2000-01-26,321.3529585
2000-01-27,325.4857548
2000-01-28,322.6240428
2000-01-31,316.9738861
2000-02-01,315.7743626
2000-02-02,319.1307366
2000-02-03,320.0922936
2000-02-04,317.7961028
2000-02-07,318.9985311
2000-02-08,315.3240542
2000-02-09,317.8394254
2000-02-10,318.2705068
2000-02-11,320.6093562
2000-02-14,316.1848847
2000-02-15,313.8803505
2000-02-16,316.9658697
2000-02-17,316.9574748
2000-02-18,311.435845
2000-02-21,307.649131
2000-02-22,304.1854751
2000-02-23,306.0783035
2000-02-24,307.4571885
2000-02-25,308.8385772
2000-02-28,302.9863047
2000-02-29,305.3471957
2000-03-01,303.1689176
2000-03-02,303.9725088
2000-03-03,305.6078987
2000-03-06,306.6218509
2000-03-07,309.8089205
2000-03-08,310.6715302
2000-03-09,309.9841118
2000-03-10,312.9008728
2000-03-13,309.2131956
2000-03-14,307.1263197
2000-03-15,304.5541181
2000-03-16,303.0972452
2000-03-17,309.274005
2000-03-20,308.9241636
2000-03-21,310.1275151
2000-03-22,312.4555343
2000-03-23,312.5208733
2000-03-24,314.5021577
2000-03-27,317.8982181
2000-03-28,318.2038705
2000-03-29,316.5322185
2000-03-30,312.4990285
2000-03-31,308.8262989
2000-04-03,308.288675
2000-04-04,309.2092429
2000-04-05,309.0772153
2000-04-06,309.3992766
2000-04-07,309.343809
2000-04-10,309.5887434
2000-04-11,306.6582456
2000-04-12,308.5860261
2000-04-13,305.2795322
2000-04-14,307.197184
2000-04-17,287.1303155
2000-04-18,294.2569685
2000-04-19,298.9323644
2000-04-20,298.659505
2000-04-21,298.659505
2000-04-24,298.3916133
2000-04-25,299.5636143
2000-04-26,300.4267462
2000-04-27,300.6372357
2000-04-28,301.2717418
2000-05-01,299.5708909
2000-05-02,301.6238261
2000-05-03,301.164845
2000-05-04,297.2139733
2000-05-05,300.2995224
2000-05-08,295.6490742
2000-05-09,292.1062175
2000-05-10,287.8868285
2000-05-11,284.8655081
2000-05-12,290.667407
2000-05-15,287.8492265
2000-05-16,292.3301585
2000-05-17,287.7942312
2000-05-18,283.4574325
2000-05-19,284.3586425
2000-05-22,280.0877656
2000-05-23,281.5394156
2000-05-24,277.7974809
2000-05-25,276.511894
2000-05-26,271.9885792
2000-05-29,273.7859721
2000-05-30,274.0582907
2000-05-31,275.7961842
2000-06-01,279.9652145
2000-06-02,287.1065103
2000-06-05,294.5606258
2000-06-06,297.7246963
2000-06-07,300.0387099
2000-06-08,299.4477998
2000-06-09,300.6754002
2000-06-12,301.3876777
2000-06-13,298.2210789
2000-06-14,301.1971341
2000-06-15,303.2788117
2000-06-16,309.1750938
2000-06-19,305.6367776
2000-06-20,304.289559
2000-06-21,305.4986395
2000-06-22,303.5034709
2000-06-23,303.1750482
2000-06-26,304.3645371
2000-06-27,306.5766907
2000-06-28,308.2103023
2000-06-29,307.2800616
2000-06-30,309.3881655
2000-07-03,310.7270825
2000-07-04,311.2917178
2000-07-05,311.4445111
2000-07-06,311.9307238
2000-07-07,314.9289178
2000-07-10,321.2482095
2000-07-11,322.943891
2000-07-12,325.4532577
2000-07-13,319.9907425
2000-07-14,320.514714
2000-07-17,321.8397714
2000-07-18,319.3027624
2000-07-19,321.874785
2000-07-20,323.5872831
2000-07-21,327.619036
2000-07-24,324.2673971
2000-07-25,320.5808345
2000-07-26,322.7006416
2000-07-27,320.152522
2000-07-28,317.6968114
2000-07-31,313.0898521
2000-08-01,314.0692485
2000-08-02,318.0451351
2000-08-03,317.980482
2000-08-04,320.6576339
2000-08-07,324.6148528
2000-08-08,321.6012328
2000-08-09,320.1096092
2000-08-10,323.9732413
2000-08-11,323.8861037
2000-08-14,326.4678836
2000-08-15,331.1491014
2000-08-16,335.0719971
2000-08-17,336.7660991
2000-08-18,333.7235464
2000-08-21,334.5148689
2000-08-22,336.5650558
2000-08-23,333.1836183
2000-08-24,332.0705068
2000-08-25,330.6669501
2000-08-28,328.7966936
2000-08-29,329.2860579
2000-08-30,327.7770088
2000-08-31,326.2656385
2000-09-01,330.7977539
2000-09-04,335.4758856
2000-09-05,332.5490401
2000-09-06,329.7909121
2000-09-07,325.531064
2000-09-08,324.7384756
2000-09-11,322.7184003
2000-09-12,319.3082353
2000-09-13,318.3531226
2000-09-14,315.1180802
2000-09-15,310.7163711
2000-09-18,302.1006948
2000-09-19,303.0176428
2000-09-20,301.8615558
2000-09-21,298.8046469
2000-09-22,293.8657318
2000-09-25,300.8332088
2000-09-26,301.2999695
2000-09-27,303.1337883
2000-09-28,304.2789655
2000-09-29,307.3050713
2000-10-02,307.9400544
2000-10-03,310.1442317
2000-10-04,309.6601061
2000-10-05,309.6058852
2000-10-06,308.5459669
2000-10-09,302.2582054
2000-10-10,300.7665962
2000-10-11,298.3928939
2000-10-12,296.1259925
2000-10-13,292.0760675
2000-10-16,294.8143499
2000-10-17,289.0081639
2000-10-18,285.715929
2000-10-19,287.0111097
2000-10-20,295.1731964
2000-10-23,296.1636931
2000-10-24,295.5814215
2000-10-25,294.9035441
2000-10-26,294.7458731
2000-10-27,294.2681957
2000-10-30,294.6036392
2000-10-31,295.0176972
2000-11-01,302.9226969
2000-11-02,303.0856966
2000-11-03,306.011178
2000-11-06,305.8020642
2000-11-07,308.4803089
2000-11-08,306.4494463
2000-11-09,305.6592364
2000-11-10,301.991547
2000-11-13,295.9339439
2000-11-14,299.5887399
2000-11-15,300.3726998
2000-11-16,299.962568
2000-11-17,299.8380839
2000-11-20,300.0096007
2000-11-21,297.1774379
2000-11-22,297.1629579
2000-11-23,299.4328115
2000-11-24,300.8133569
2000-11-27,304.2899159
2000-11-28,303.5810574
2000-11-29,299.1946717
2000-11-30,296.7348472
2000-12-01,302.918062
2000-12-04,304.744547
2000-12-05,304.6778189
2000-12-06,311.7947605
2000-12-07,311.8423743
2000-12-08,312.4772611
2000-12-11,316.2838061
2000-12-12,314.9371167
2000-12-13,317.0214919
2000-12-14,316.0943302
2000-12-15,310.1727278
2000-12-18,311.7753052
2000-12-19,314.9114283
2000-12-20,314.2874001
2000-12-21,312.9267497
2000-12-22,314.1710184
2000-12-25,314.1710184
2000-12-26,314.7159151
2000-12-27,316.3120765
2000-12-28,315.9314712
2000-12-29,318.3816025
2001-01-01,318.3816025
2001-01-02,318.8464774
2001-01-03,315.5353564
2001-01-04,327.1633673
2001-01-05,332.8643166
2001-01-08,329.5203292
2001-01-09,327.8959466
