Date,KOKUSAI VALUE WEIGHTED
1997-04-21,453.7960842
1997-04-22,457.1678742
1997-04-23,457.8848615
1997-04-24,457.066241
1997-04-25,453.4777429
1997-04-28,455.740466
1997-04-29,464.4055116
1997-04-30,467.1712384
1997-05-01,468.0255697
1997-05-02,472.5481696
1997-05-05,478.415819
1997-05-06,481.4777971
1997-05-07,478.365177
1997-05-08,480.4534178
1997-05-09,484.2985712
1997-05-12,489.4702581
1997-05-13,489.5852321
1997-05-14,491.6528163
1997-05-15,492.6638929
1997-05-16,491.0435001
1997-05-19,490.3997033
1997-05-20,492.7414721
1997-05-21,494.6936031
1997-05-22,493.0327885
1997-05-23,496.9865206
1997-05-26,497.7650228
1997-05-27,496.6758623
1997-05-28,494.7973164
1997-05-29,493.508859
1997-05-30,492.0424414
1997-06-02,491.3419854
1997-06-03,492.4232812
1997-06-04,491.39373
1997-06-05,493.4330172
1997-06-06,498.6470412
1997-06-09,501.5599776
1997-06-10,502.6121343
1997-06-11,504.3320847
1997-06-12,509.6672702
1997-06-13,513.4606742
1997-06-16,514.1035037
1997-06-17,512.0432923
1997-06-18,511.4622655
1997-06-19,515.520464
1997-06-20,515.9964985
1997-06-23,511.0924309
1997-06-24,516.0750943
1997-06-25,516.5217403
1997-06-26,515.4608015
1997-06-27,515.2377498
1997-06-30,512.937221
1997-07-01,518.6622316
1997-07-02,522.6347745
1997-07-03,530.2482069
1997-07-04,529.8192444
1997-07-07,529.7110903
1997-07-08,530.3076368
1997-07-09,527.4287583
1997-07-10,528.9747922
1997-07-11,530.6655605
1997-07-14,530.3300895
1997-07-15,531.122007
1997-07-16,536.9861664
1997-07-17,535.7554553
1997-07-18,528.8961755
1997-07-21,525.5080373
1997-07-22,533.5843628
1997-07-23,537.6517052
1997-07-24,536.8270567
1997-07-25,535.8784385
1997-07-28,534.9235693
1997-07-29,537.6273552
1997-07-30,542.6744464
1997-07-31,544.0689445
1997-08-01,539.5097529
1997-08-04,537.3980715
1997-08-05,537.2556309
1997-08-06,541.8025599
1997-08-07,541.4829522
1997-08-08,534.5151313
1997-08-11,535.5602875
1997-08-12,532.6619121
1997-08-13,529.8579438
1997-08-14,529.0715789
1997-08-15,521.8705138
1997-08-18,522.547785
1997-08-19,528.0475125
1997-08-20,533.0132496
1997-08-21,529.4790378
1997-08-22,526.8556412
1997-08-25,526.3520255
1997-08-26,523.5365675
1997-08-27,523.6391539
1997-08-28,517.9883039
1997-08-29,514.0169004
1997-09-01,514.3372066
1997-09-02,524.084419
1997-09-03,526.6640393
1997-09-04,526.7782183
1997-09-05,529.1178435
1997-09-08,530.8752024
1997-09-09,531.9600399
1997-09-10,526.1622605
1997-09-11,521.5816424
1997-09-12,526.5308548
1997-09-15,528.561684
1997-09-16,537.0292895
1997-09-17,538.7002686
1997-09-18,542.1096442
1997-09-19,542.3088746
1997-09-22,544.519827
1997-09-23,542.9439158
1997-09-24,543.8061412
1997-09-25,542.6061141
1997-09-26,546.5527227
1997-09-29,549.6045513
1997-09-30,549.3083216
1997-10-01,552.5911073
1997-10-02,555.0413067
1997-10-03,558.3074174
1997-10-06,559.6109315
1997-10-07,563.3525541
1997-10-08,560.1813331
1997-10-09,556.0694737
1997-10-10,553.4373631
1997-10-13,557.2308646
1997-10-14,557.3982205
1997-10-15,554.9835151
1997-10-16,552.5612101
1997-10-17,545.6741248
1997-10-20,547.6646547
1997-10-21,553.7599346
1997-10-22,550.4314311
1997-10-23,537.3784764
1997-10-24,535.4206102
1997-10-27,511.0120759
1997-10-28,515.1416113
1997-10-29,524.8569553
1997-10-30,517.4259135
1997-10-31,522.9491166
1997-11-03,534.4001545
1997-11-04,534.3638378
1997-11-05,535.7219767
1997-11-06,533.546395
1997-11-07,526.1142406
1997-11-10,525.0017
1997-11-11,526.0136233
1997-11-12,517.290531
1997-11-13,520.2755055
1997-11-14,523.4206476
1997-11-17,533.2156733
1997-11-18,532.1431737
1997-11-19,532.0108895
1997-11-20,539.2360056
1997-11-21,542.7612823
1997-11-24,535.7928098
1997-11-25,534.6114562
1997-11-26,534.7853043
1997-11-27,535.1900691
1997-11-28,536.7917578
1997-12-01,545.9668289
1997-12-02,547.4666988
1997-12-03,549.1739504
1997-12-04,551.0451098
1997-12-05,553.7788658
1997-12-08,555.866314
1997-12-09,552.6212919
1997-12-10,549.0872762
1997-12-11,539.4761685
1997-12-12,539.4185966
1997-12-15,541.5759616
1997-12-16,543.9403268
1997-12-17,547.0356104
1997-12-18,544.1340078
1997-12-19,536.5684705
1997-12-22,537.6379598
1997-12-23,535.6304345
1997-12-24,533.787683
1997-12-25,533.787683
1997-12-26,534.7285481
1997-12-29,543.0124809
1997-12-30,548.7459115
1997-12-31,548.6278235
1998-01-01,548.6278235
1998-01-02,550.9305934
1998-01-05,552.4380648
1998-01-06,546.9498633
1998-01-07,543.8743982
1998-01-08,538.513671
1998-01-09,525.8167144
1998-01-12,521.960474
1998-01-13,529.9890966
1998-01-14,534.3839241
1998-01-15,531.2905059
1998-01-16,538.2549682
1998-01-19,541.0673644
1998-01-20,545.2796464
1998-01-21,543.0539267
1998-01-22,541.0994242
1998-01-23,540.4040626
1998-01-26,541.7773673
1998-01-27,547.1108435
1998-01-28,550.6617073
1998-01-29,552.7093857
1998-01-30,552.4669818
1998-02-02,565.0092617
1998-02-03,568.841813
1998-02-04,569.0925966
1998-02-05,572.6247472
1998-02-06,575.7240487
1998-02-09,574.1584866
1998-02-10,577.3900688
1998-02-11,578.3755953
1998-02-12,577.574704
1998-02-13,574.0151092
1998-02-16,574.77083
1998-02-17,579.4019289
1998-02-18,584.6826202
1998-02-19,582.1449329
1998-02-20,584.5730276
1998-02-23,587.7616812
1998-02-24,585.4813427
1998-02-25,591.5768985
1998-02-26,595.5870411
1998-02-27,597.7589065
1998-03-02,601.3093592
1998-03-03,602.3105004
1998-03-04,597.104735
1998-03-05,589.9567389
1998-03-06,599.3499876
1998-03-09,601.6290668
1998-03-10,606.3650031
1998-03-11,609.3331387
1998-03-12,610.849634
1998-03-13,614.4942709
1998-03-16,618.1172746
1998-03-17,622.087157
1998-03-18,622.5735071
1998-03-19,626.5843794
1998-03-20,630.6336725
1998-03-23,631.5054245
1998-03-24,636.3549809
1998-03-25,638.5387012
1998-03-26,635.8280923
1998-03-27,635.7331723
1998-03-30,631.0164004
1998-03-31,633.7635899
1998-04-01,637.0526691
1998-04-02,640.8031699
1998-04-03,642.1283575
1998-04-06,646.5557752
1998-04-07,642.3723974
1998-04-08,638.9228371
1998-04-09,644.1819175
1998-04-10,644.4963333
1998-04-13,643.9900706
1998-04-14,650.4716727
1998-04-15,652.4637704
1998-04-16,645.4441128
1998-04-17,647.5339402
1998-04-20,650.1767448
1998-04-21,651.2525056
1998-04-22,650.3125943
1998-04-23,643.0328576
1998-04-24,637.229498
1998-04-27,623.3129479
1998-04-28,626.7047177
1998-04-29,628.746111
1998-04-30,638.0743993
1998-05-01,644.8748575
1998-05-04,649.7013743
1998-05-05,644.9443063
1998-05-06,642.8754246
1998-05-07,636.8598125
1998-05-08,641.2313357
1998-05-11,644.5382785
1998-05-12,643.9446038
1998-05-13,643.6758426
1998-05-14,641.9402767
1998-05-15,639.2372723
1998-05-18,632.4217854
1998-05-19,636.6344575
1998-05-20,643.847261
1998-05-21,645.970239
1998-05-22,645.9651514
1998-05-25,646.720258
1998-05-26,642.474307
1998-05-27,633.0235065
1998-05-28,634.0106029
1998-05-29,632.7007388
1998-06-01,630.9159045
1998-06-02,632.1204562
1998-06-03,632.400405
1998-06-04,634.1803354
1998-06-05,641.0730998
1998-06-08,643.5138704
1998-06-09,642.0346923
1998-06-10,635.3177767
1998-06-11,625.8372208
1998-06-12,622.4071442
1998-06-15,609.5724147
1998-06-16,615.3738323
1998-06-17,628.6700281
1998-06-18,628.7539131
1998-06-19,626.2223268
1998-06-22,622.6060128
1998-06-23,627.8686946
1998-06-24,631.9732308
1998-06-25,635.7715631
1998-06-26,634.9690917
1998-06-29,637.3660705
1998-06-30,636.1674199
1998-07-01,643.4949969
1998-07-02,644.8953303
1998-07-03,645.8790706
1998-07-06,649.5107345
1998-07-07,649.1599991
1998-07-08,652.9656343
1998-07-09,647.3175988
1998-07-10,646.8030296
1998-07-13,648.7241361
1998-07-14,656.382925
1998-07-15,656.9445129
1998-07-16,660.4080178
1998-07-17,664.1746663
1998-07-20,664.9920062
1998-07-21,656.8278618
1998-07-22,651.344232
1998-07-23,642.6456415
1998-07-24,642.4236549
1998-07-27,639.3086123
1998-07-28,634.8305437
1998-07-29,632.1982123
1998-07-30,638.707347
1998-07-31,630.5110897
1998-08-03,622.7736618
1998-08-04,610.8584374
1998-08-05,609.4735879
1998-08-06,607.3768064
1998-08-07,610.2649397
1998-08-10,603.3155631
1998-08-11,590.3473549
1998-08-12,598.96774
1998-08-13,592.2008067
1998-08-14,591.7037695
1998-08-17,596.9349214
1998-08-18,608.245214
1998-08-19,609.2023584
1998-08-20,604.7465881
1998-08-21,591.5443843
1998-08-24,594.5653673
1998-08-25,599.5977953
1998-08-26,589.805204
1998-08-27,568.70214
1998-08-28,564.4627323
1998-08-31,545.7272423
1998-09-01,552.7844415
1998-09-02,557.3217385
1998-09-03,552.7967991
1998-09-04,552.570899
1998-09-07,561.2204618
1998-09-08,576.3342954
1998-09-09,569.4301611
1998-09-10,556.1573835
1998-09-11,562.2788787
1998-09-14,574.1841227
1998-09-15,577.6328248
1998-09-16,582.2132402
1998-09-17,567.5205214
1998-09-18,563.6928072
1998-09-21,557.8325192
1998-09-22,564.0807175
1998-09-23,579.13188
1998-09-24,572.729667
1998-09-25,570.4815322
1998-09-28,574.641567
1998-09-29,574.476106
1998-09-30,559.694128
1998-10-01,544.5497441
1998-10-02,545.475445
1998-10-05,538.0293663
1998-10-06,544.7641567
1998-10-07,544.5149462
1998-10-08,536.7614172
1998-10-09,546.4309117
1998-10-12,558.2525973
1998-10-13,560.1803306
1998-10-14,565.3310259
1998-10-15,580.7828791
1998-10-16,590.5429573
1998-10-19,590.0079779
1998-10-20,597.5658808
1998-10-21,594.1687039
1998-10-22,594.8003069
1998-10-23,592.6710263
1998-10-26,593.5779052
1998-10-27,595.6342523
1998-10-28,593.4009195
1998-10-29,600.4556527
1998-10-30,608.2971717
1998-11-02,618.0162624
1998-11-03,616.8918546
1998-11-04,624.8429913
1998-11-05,626.0572153
1998-11-06,627.1207935
1998-11-09,618.0330627
1998-11-10,614.086224
1998-11-11,616.1042141
1998-11-12,612.0258482
1998-11-13,616.6197726
1998-11-16,626.379827
1998-11-17,625.1370283
1998-11-18,626.4976671
1998-11-19,632.6938156
1998-11-20,639.3302442
1998-11-23,650.9557662
1998-11-24,649.2594929
1998-11-25,648.9110471
1998-11-26,653.1636865
1998-11-27,654.5078701
1998-11-30,641.7685709
1998-12-01,634.173218
1998-12-02,632.2667114
1998-12-03,629.1895585
1998-12-04,635.8090364
1998-12-07,637.9210576
1998-12-08,637.3239603
1998-12-09,638.9623036
1998-12-10,634.2347549
1998-12-11,629.6942806
1998-12-14,622.7004893
1998-12-15,627.7348449
1998-12-16,629.9998895
1998-12-17,638.1366633
1998-12-18,639.905872
1998-12-21,648.204169
1998-12-22,647.4780307
1998-12-23,657.2198245
1998-12-24,656.3239119
1998-12-25,656.3239119
1998-12-28,657.1596105
1998-12-29,663.1658007
1998-12-30,659.4530599
1998-12-31,659.3671256
1999-01-01,659.3672988
1999-01-04,668.4799814
1999-01-05,675.5032652
1999-01-06,690.7042245
1999-01-07,687.3179102
1999-01-08,688.7862389
1999-01-11,681.8233553
1999-01-12,671.8966098
1999-01-13,660.4949528
1999-01-14,653.7641366
1999-01-15,663.1512711
1999-01-18,669.8147442
1999-01-19,669.5181299
1999-01-20,671.0972665
1999-01-21,663.1592194
1999-01-22,652.3890167
1999-01-25,653.7934453
1999-01-26,657.2593043
1999-01-27,653.9802768
1999-01-28,659.0140294
1999-01-29,663.3499283
1999-02-01,665.2365653
1999-02-02,662.0462535
1999-02-03,661.9973988
1999-02-04,657.289116
1999-02-05,655.0987073
1999-02-08,653.3170272
1999-02-09,642.8029719
1999-02-10,641.9780883
1999-02-11,651.7386324
1999-02-12,649.0840928
1999-02-15,649.3870872
1999-02-16,651.8355165
1999-02-17,647.3495506
1999-02-18,650.9709923
1999-02-19,649.6665839
1999-02-22,658.983443
1999-02-23,660.0617525
1999-02-24,657.6391379
1999-02-25,654.0303968
1999-02-26,650.6623178
1999-03-01,646.8532876
1999-03-02,646.3517755
1999-03-03,644.4407306
1999-03-04,649.8631289
1999-03-05,664.0997627
1999-03-08,664.5077148
1999-03-09,664.6396322
1999-03-10,669.8451833
1999-03-11,674.3309191
1999-03-12,677.2927462
1999-03-15,678.9419187
1999-03-16,678.7452673
1999-03-17,677.440292
1999-03-18,680.4940561
1999-03-19,679.0435986
1999-03-22,676.9284099
1999-03-23,663.7952721
1999-03-24,663.1740126
1999-03-25,671.0160075
1999-03-26,665.4593684
1999-03-29,674.0576951
1999-03-30,671.3738314
1999-03-31,671.0272253
1999-04-01,672.6690304
1999-04-02,672.1961743
1999-04-05,677.5320264
1999-04-06,680.1426705
1999-04-07,686.9101805
1999-04-08,693.593791
1999-04-09,695.5231094
1999-04-12,700.3817952
1999-04-13,701.7657796
1999-04-14,700.149039
1999-04-15,699.7583659
1999-04-16,702.7331753
1999-04-19,704.4668013
1999-04-20,699.9943347
1999-04-21,705.9538446
1999-04-22,712.6859013
1999-04-23,713.0421284
1999-04-26,713.4176762
1999-04-27,722.0410285
1999-04-28,721.1769668
1999-04-29,719.2503256
1999-04-30,717.9471777
1999-05-03,726.598244
1999-05-04,723.9101541
1999-05-05,725.1363629
1999-05-06,724.6794892
1999-05-07,724.374535
1999-05-10,723.565149
1999-05-11,724.7451766
1999-05-12,722.866424
1999-05-13,726.0221274
1999-05-14,714.5464656
1999-05-17,707.7282656
1999-05-18,707.9610463
1999-05-19,713.271261
1999-05-20,714.0995384
1999-05-21,710.8709679
1999-05-24,705.3237451
1999-05-25,696.8057736
1999-05-26,698.9068905
1999-05-27,688.550426
1999-05-28,693.3783192
1999-05-31,694.0441398
1999-06-01,694.0484593
1999-06-02,694.3920597
1999-06-03,698.2329634
1999-06-04,704.8975797
1999-06-07,709.9398845
1999-06-08,708.850719
1999-06-09,709.170628
1999-06-10,705.0010567
1999-06-11,706.5187415
1999-06-14,705.2466913
1999-06-15,706.5664595
1999-06-16,712.932828
1999-06-17,715.9522482
1999-06-18,718.839406
1999-06-21,720.6069025
1999-06-22,716.3646327
1999-06-23,711.6625576
1999-06-24,705.1673769
1999-06-25,707.6168277
1999-06-28,709.7181801
1999-06-29,712.9055132
1999-06-30,715.2975643
1999-07-01,722.2439956
1999-07-02,727.2215891
1999-07-05,733.1150838
1999-07-06,732.01558
1999-07-07,729.7638277
1999-07-08,727.356385
1999-07-09,729.9167447
1999-07-12,727.8098951
1999-07-13,722.3941694
1999-07-14,724.5638444
1999-07-15,731.2609383
1999-07-16,730.8631163
1999-07-19,726.8600717
1999-07-20,721.6607873
1999-07-21,719.579967
1999-07-22,714.5970883
1999-07-23,708.9688156
1999-07-26,708.5309363
1999-07-27,713.3601015
1999-07-28,714.119989
1999-07-29,705.7473584
1999-07-30,707.0732998
1999-08-02,707.0360824
1999-08-03,705.713513
1999-08-04,704.4268061
1999-08-05,700.8891399
1999-08-06,696.6840615
1999-08-09,696.5737848
1999-08-10,688.1321311
1999-08-11,692.8595403
1999-08-12,697.3638114
1999-08-13,706.5572303
1999-08-16,708.9576581
1999-08-17,710.2247024
1999-08-18,708.8880959
1999-08-19,706.8920057
1999-08-20,714.0642415
1999-08-23,722.2659884
1999-08-24,720.9885631
1999-08-25,724.4154299
1999-08-26,718.8385919
1999-08-27,716.224156
1999-08-30,708.9329873
1999-08-31,703.7581137
1999-09-01,709.6577457
1999-09-02,704.6752683
1999-09-03,717.5245479
1999-09-06,719.5635299
1999-09-07,716.7046985
1999-09-08,715.3634521
1999-09-09,718.5365528
1999-09-10,716.6922249
1999-09-13,710.9193821
1999-09-14,706.6566982
1999-09-15,699.7232997
1999-09-16,697.0753225
1999-09-17,701.1363905
1999-09-20,701.2430381
1999-09-21,691.9103453
1999-09-22,689.8198147
1999-09-23,683.8561567
1999-09-24,679.3303016
1999-09-27,683.6201674
1999-09-28,680.996092
1999-09-29,678.6850585
1999-09-30,683.2255024
1999-10-01,682.5193672
1999-10-04,691.800168
1999-10-05,692.078892
1999-10-06,698.837047
1999-10-07,699.7129409
1999-10-08,700.3659291
1999-10-11,699.5355716
1999-10-12,692.9083084
1999-10-13,684.098841
1999-10-14,683.2690948
1999-10-15,670.5178123
1999-10-18,669.0535509
1999-10-19,675.3415208
1999-10-20,681.0056883
1999-10-21,679.0091921
1999-10-22,688.0891669
1999-10-25,684.1296958
1999-10-26,681.9036151
1999-10-27,683.5100773
1999-10-28,700.047138
1999-10-29,710.5555407
1999-11-01,707.7338263
1999-11-02,706.7352847
1999-11-03,708.784108
1999-11-04,711.9655147
1999-11-05,712.132004
1999-11-08,711.9028761
1999-11-09,710.8647379
1999-11-10,714.5102283
1999-11-11,718.1606611
1999-11-12,720.6069449
1999-11-15,723.4704017
1999-11-16,731.2297679
1999-11-17,731.1079685
1999-11-18,733.0652979
1999-11-19,731.437734
1999-11-22,728.2304479
1999-11-23,725.4393774
1999-11-24,723.4662041
1999-11-25,728.1233621
1999-11-26,726.4884429
1999-11-29,722.2279439
1999-11-30,715.8863293
1999-12-01,719.7970463
1999-12-02,721.08795
1999-12-03,731.7892171
1999-12-06,732.5769575
1999-12-07,727.9416538
1999-12-08,724.8978898
1999-12-09,725.0720127
1999-12-10,726.2535341
1999-12-13,724.9108313
1999-12-14,722.0389588
1999-12-15,722.2054301
1999-12-16,727.7561694
1999-12-17,727.4992541
1999-12-20,726.8453103
1999-12-21,727.8354344
1999-12-22,731.2054893
1999-12-23,743.951955
1999-12-24,746.0981063
1999-12-27,743.6341923
1999-12-28,744.8116459
1999-12-29,746.6400371
1999-12-30,750.3722126
1999-12-31,750.9494324
2000-01-03,747.4399883
2000-01-04,729.7958347
2000-01-05,727.4198506
2000-01-06,730.3440096
2000-01-07,744.5089224
2000-01-10,747.6989131
2000-01-11,742.2672467
2000-01-12,740.4448552
2000-01-13,744.6185283
2000-01-14,747.3632963
2000-01-17,746.6833401
2000-01-18,738.1508949
2000-01-19,735.4166992
2000-01-20,729.3214
2000-01-21,724.8370034
2000-01-24,715.1967565
2000-01-25,709.8151222
2000-01-26,712.8805698
2000-01-27,714.4941927
2000-01-28,700.3873927
2000-01-31,701.0456895
2000-02-01,705.3063456
2000-02-02,706.7528459
2000-02-03,715.358752
2000-02-04,711.4798504
2000-02-07,706.7460824
2000-02-08,714.6928386
2000-02-09,707.9008979
2000-02-10,704.1575518
2000-02-11,697.5051262
2000-02-14,694.7998402
2000-02-15,695.9386985
2000-02-16,697.666033
2000-02-17,699.1706196
2000-02-18,687.3128391
2000-02-21,684.8614919
2000-02-22,690.6200017
2000-02-23,690.3336804
2000-02-24,682.4524863
2000-02-25,677.7533461
2000-02-28,676.6277795
2000-02-29,681.8496354
2000-03-01,689.2248001
2000-03-02,693.8986073
2000-03-03,699.1061122
2000-03-06,694.7344949
2000-03-07,683.2159274
2000-03-08,682.1380296
2000-03-09,690.1451262
2000-03-10,688.1864861
2000-03-13,683.3388191
2000-03-14,678.629269
2000-03-15,688.771938
2000-03-16,716.7934427
2000-03-17,713.8076974
2000-03-20,714.4547715
2000-03-21,724.5340721
2000-03-22,722.5794094
2000-03-23,730.7686332
2000-03-24,736.7701879
2000-03-27,735.140975
2000-03-28,732.9445424
2000-03-29,730.1818027
2000-03-30,725.2622909
2000-03-31,729.2957037
2000-04-03,735.0239037
2000-04-04,735.3629548
2000-04-05,731.1358095
2000-04-06,734.6713831
2000-04-07,734.6071941
2000-04-10,737.8081903
2000-04-11,738.1272392
2000-04-12,736.5695579
2000-04-13,732.049744
2000-04-14,704.5774625
2000-04-17,704.417578
2000-04-18,712.60531
2000-04-19,709.9429844
2000-04-20,715.3912635
2000-04-21,715.3912635
2000-04-24,717.9275666
2000-04-25,728.8489123
2000-04-26,727.1269437
2000-04-27,717.9034813
2000-04-28,717.8648476
2000-05-01,720.3397701
2000-05-02,722.606572
2000-05-03,707.1937703
2000-05-04,705.8339179
2000-05-05,710.6107234
2000-05-08,710.9174046
2000-05-09,709.3182517
2000-05-10,704.1762821
2000-05-11,711.6202445
2000-05-12,719.087275
2000-05-15,727.4942231
2000-05-16,731.7736965
2000-05-17,718.7296286
2000-05-18,719.9095037
2000-05-19,708.8316799
2000-05-22,707.4318712
2000-05-23,706.7518045
2000-05-24,709.0299042
2000-05-25,705.5247087
2000-05-26,706.9414353
2000-05-29,709.8200569
2000-05-30,720.8084109
2000-05-31,719.6620499
2000-06-01,729.706246
2000-06-02,742.9972586
2000-06-05,740.7611978
2000-06-06,741.9953782
2000-06-07,743.1942454
2000-06-08,738.0435586
2000-06-09,735.1561473
2000-06-12,735.2773213
2000-06-13,739.2659711
2000-06-14,742.0894773
2000-06-15,737.2432543
2000-06-16,731.1323404
2000-06-19,733.5264027
2000-06-20,729.1359236
2000-06-21,723.850037
2000-06-22,717.7282199
2000-06-23,716.0055496
2000-06-26,718.8239763
2000-06-27,719.8180073
2000-06-28,722.1564224
2000-06-29,718.9616174
2000-06-30,719.6841112
2000-07-03,727.8700694
2000-07-04,728.0746933
2000-07-05,726.9543679
2000-07-06,728.7139302
2000-07-07,735.3625652
2000-07-10,737.0737031
2000-07-11,739.3305219
2000-07-12,740.9558322
2000-07-13,737.8653079
2000-07-14,740.3452309
2000-07-17,738.1767224
2000-07-18,733.8694767
2000-07-19,731.7179684
2000-07-20,736.4028216
2000-07-21,734.0885771
2000-07-24,732.0372914
2000-07-25,734.7491041
2000-07-26,729.025909
2000-07-27,728.1005325
2000-07-28,719.6043236
2000-07-31,721.6441825
2000-08-01,725.6645155
2000-08-02,726.1181038
2000-08-03,725.082944
2000-08-04,731.7426123
2000-08-07,738.6463489
2000-08-08,738.2735138
2000-08-09,737.1584402
2000-08-10,739.0786932
2000-08-11,742.7820608
2000-08-14,748.9657902
2000-08-15,749.4299772
2000-08-16,749.5608523
2000-08-17,750.6991648
2000-08-18,747.7158964
2000-08-21,748.0109278
2000-08-22,747.7087411
2000-08-23,745.7949451
2000-08-24,746.4792481
2000-08-25,746.9470258
2000-08-28,747.7435863
2000-08-29,743.5409084
2000-08-30,740.3849305
2000-08-31,741.5526439
2000-09-01,748.5175859
2000-09-04,750.7617542
2000-09-05,746.6389591
2000-09-06,743.884539
2000-09-07,740.618931
2000-09-08,737.0164496
2000-09-11,737.7347848
2000-09-12,734.4653379
2000-09-13,732.9992681
2000-09-14,730.9825329
2000-09-15,725.7588491
2000-09-18,714.506165
2000-09-19,714.3773887
2000-09-20,706.102813
2000-09-21,704.5990902
2000-09-22,716.521369
2000-09-25,715.5572655
2000-09-26,713.7768588
2000-09-27,716.4594767
2000-09-28,725.1445797
2000-09-29,723.4426126
2000-10-02,726.6592455
2000-10-03,726.1563752
2000-10-04,725.6837276
2000-10-05,726.7746258
2000-10-06,719.2449044
2000-10-09,712.4668516
2000-10-10,709.398383
2000-10-11,700.7399716
2000-10-12,688.0559561
2000-10-13,694.8464963
2000-10-16,693.9797102
2000-10-17,685.8311074
2000-10-18,682.4511297
2000-10-19,692.4902068
2000-10-20,695.0767163
2000-10-23,697.1895268
2000-10-24,705.6320332
2000-10-25,697.4632
2000-10-26,695.6049667
2000-10-27,707.1009481
2000-10-30,720.5230532
2000-10-31,729.829995
2000-11-01,732.4489415
2000-11-02,733.9056615
2000-11-03,734.0198886
2000-11-06,736.9771698
2000-11-07,736.0450324
2000-11-08,732.9493443
2000-11-09,730.7867348
2000-11-10,723.6749738
2000-11-13,716.7783315
2000-11-14,725.0439403
2000-11-15,726.1517566
2000-11-16,722.0305511
2000-11-17,718.703222
2000-11-20,709.205962
2000-11-21,710.3198538
2000-11-22,699.605033
2000-11-23,700.6184336
2000-11-24,705.9345168
2000-11-27,712.864959
2000-11-28,712.1190049
2000-11-29,715.6592982
2000-11-30,708.8146419
2000-12-01,714.7398526
2000-12-04,719.1725209
2000-12-05,734.7074314
2000-12-06,727.703711
2000-12-07,725.6873323
2000-12-08,733.6209007
2000-12-11,738.7749999
2000-12-12,739.1722723
2000-12-13,736.3947329
2000-12-14,730.359206
2000-12-15,720.7829421
2000-12-18,728.1299555
2000-12-19,727.5856492
2000-12-20,715.540115
2000-12-21,718.8373749
2000-12-22,728.6347681
2000-12-25,728.6347681
2000-12-26,733.4860845
2000-12-27,742.7985624
2000-12-28,744.7178678
2000-12-29,746.6921553
2001-01-01,746.6921553
2001-01-02,741.9031316
2001-01-03,755.768839
2001-01-04,762.0827134
2001-01-05,754.3657536
2001-01-08,752.6048261
2001-01-09,749.6449183
2001-01-10,751.0235366
2001-01-11,757.3662502
