Date,NORTH AMERICA VALUE WEIGHTED
2004-07-01,841.2112641
2004-07-02,839.6374382
2004-07-05,839.6321157
2004-07-06,834.5622044
2004-07-07,835.9355036
2004-07-08,829.644332
2004-07-09,832.3089365
2004-07-12,833.792248
2004-07-13,834.4986234
2004-07-14,833.0198216
2004-07-15,829.172555
2004-07-16,827.816352
2004-07-19,829.2008298
2004-07-20,833.2451937
2004-07-21,823.7058453
2004-07-22,824.4069177
2004-07-23,818.6286965
2004-07-26,816.5953462
2004-07-27,822.9650054
2004-07-28,824.9899485
2004-07-29,829.3889102
2004-07-30,829.9477233
2004-08-02,833.4394781
2004-08-03,830.0915233
2004-08-04,829.0083515
2004-08-05,816.1537378
2004-08-06,805.6904159
2004-08-09,806.571922
2004-08-10,816.1782964
2004-08-11,814.7470514
2004-08-12,805.904764
2004-08-13,807.515028
2004-08-16,818.6640696
2004-08-17,820.11105
2004-08-18,828.8322006
2004-08-19,826.7678884
2004-08-20,832.2645989
2004-08-23,829.1312283
2004-08-24,830.1747411
2004-08-25,836.1758782
2004-08-26,836.3664315
2004-08-27,838.0043624
2004-08-30,832.483541
2004-08-31,837.3187314
2004-09-01,838.8069612
2004-09-02,847.8877439
2004-09-03,845.6676551
2004-09-06,845.8001149
2004-09-07,852.6358034
2004-09-08,847.9498497
2004-09-09,848.9116763
2004-09-10,851.5821445
2004-09-13,853.1068346
2004-09-14,854.1522766
2004-09-15,848.7836856
2004-09-16,853.0726588
2004-09-17,855.8065214
2004-09-20,851.3152859
2004-09-21,857.9150605
2004-09-22,847.1897279
2004-09-23,842.5100229
2004-09-24,844.7983066
2004-09-27,840.4234914
2004-09-28,845.7818431
2004-09-29,848.1207998
2004-09-30,848.6604549
2004-10-01,860.8142298
2004-10-04,863.0668265
2004-10-05,862.9049408
2004-10-06,868.9612998
2004-10-07,861.7218895
2004-10-08,857.5483064
2004-10-11,858.5118929
2004-10-12,857.0401037
2004-10-13,849.8442532
2004-10-14,842.585575
2004-10-15,846.6026519
2004-10-18,849.1087092
2004-10-19,840.2202507
2004-10-20,840.7478714
2004-10-21,842.1267824
2004-10-22,836.5271178
2004-10-25,836.4708979
2004-10-26,849.1396704
2004-10-27,857.8703747
2004-10-28,859.5690538
2004-10-29,862.5894109
2004-11-01,863.3716031
2004-11-02,862.6637783
2004-11-03,872.1411193
2004-11-04,886.9795453
2004-11-05,890.00521
2004-11-08,889.239333
2004-11-09,888.7236526
2004-11-10,888.9249224
2004-11-11,896.5890071
2004-11-12,904.5548104
2004-11-15,903.3590307
2004-11-16,898.3224719
2004-11-17,903.2347311
2004-11-18,903.1042822
2004-11-19,895.2184367
2004-11-22,901.3291021
2004-11-23,901.4921639
2004-11-24,905.1040702
2004-11-25,905.5786812
2004-11-26,907.0677084
2004-11-29,903.0794155
2004-11-30,899.8301935
2004-12-01,912.0488752
2004-12-02,909.8071212
2004-12-03,910.0097295
2004-12-06,909.2579411
2004-12-07,899.6321241
2004-12-08,902.7332387
2004-12-09,907.0603917
2004-12-10,906.544534
2004-12-13,914.0793741
2004-12-14,917.6013049
2004-12-15,921.5702623
2004-12-16,919.1858756
2004-12-17,913.6827014
2004-12-20,915.3360407
2004-12-21,924.0185357
2004-12-22,927.2496571
2004-12-23,927.4390696
2004-12-24,928.1516088
2004-12-27,924.4974837
2004-12-28,930.585673
2004-12-29,930.6456066
2004-12-30,931.8524321
2004-12-31,931.2170687
2005-01-03,923.3577224
2005-01-04,913.0349843
2005-01-05,908.8672082
2005-01-06,912.4454142
2005-01-07,910.10033
2005-01-10,913.2056986
2005-01-11,908.5751772
2005-01-12,912.5778467
2005-01-13,905.6352194
2005-01-14,909.8155875
2005-01-17,909.9406396
2005-01-18,918.5375997
2005-01-19,910.6308251
2005-01-20,904.6516641
2005-01-21,899.5047863
2005-01-24,898.2864045
2005-01-25,900.0105187
2005-01-26,905.1519699
2005-01-27,904.6830878
2005-01-28,901.6159101
2005-01-31,909.5144019
2005-02-01,916.4024075
2005-02-02,919.5104653
2005-02-03,918.0464609
2005-02-04,927.7233137
2005-02-07,926.6619298
2005-02-08,926.8910921
2005-02-09,920.8815481
2005-02-10,925.0250711
2005-02-11,931.0577734
2005-02-14,932.24974
2005-02-15,934.6172022
2005-02-16,935.0468527
2005-02-17,928.5942675
2005-02-18,929.3512126
2005-02-21,929.3682714
2005-02-22,915.8346016
2005-02-23,920.9509119
2005-02-24,927.2587274
2005-02-25,937.1580132
2005-02-28,931.770837
2005-03-01,936.4262604
2005-03-02,936.4259309
2005-03-03,937.2680069
2005-03-04,947.2951139
2005-03-07,948.7723512
2005-03-08,945.9504066
2005-03-09,935.7988564
2005-03-10,936.943422
2005-03-11,931.7026664
2005-03-14,937.5762615
2005-03-15,931.0570125
2005-03-16,922.591449
2005-03-17,924.3200799
2005-03-18,923.3643371
2005-03-21,918.7039323
2005-03-22,909.9382545
2005-03-23,908.3402121
2005-03-24,908.0519974
2005-03-25,908.0519974
2005-03-28,909.140876
2005-03-29,903.5612203
2005-03-30,915.2397481
2005-03-31,917.0825485
2005-04-01,911.9639244
2005-04-04,913.6138785
2005-04-05,916.789713
2005-04-06,920.2311152
2005-04-07,924.6401957
2005-04-08,916.7030738
2005-04-11,916.9800088
2005-04-12,921.5231155
2005-04-13,911.1564298
2005-04-14,901.3067567
2005-04-15,886.3069255
2005-04-18,889.4838592
2005-04-19,895.2819717
2005-04-20,883.7511573
2005-04-21,898.7255839
2005-04-22,894.1159708
2005-04-25,901.5171765
2005-04-26,894.0885949
2005-04-27,897.3495495
2005-04-28,887.4358437
2005-04-29,897.8326492
2005-05-02,902.5450498
2005-05-03,901.336114
2005-05-04,914.7944352
2005-05-05,912.0251688
2005-05-06,910.9621393
2005-05-09,917.3454225
2005-05-10,907.9822843
2005-05-11,909.8754843
2005-05-12,899.7710941
2005-05-13,893.4531588
2005-05-16,902.4805485
2005-05-17,909.2482493
2005-05-18,919.0417858
2005-05-19,923.5336995
2005-05-20,922.1863496
2005-05-23,925.5199618
2005-05-24,925.24296
2005-05-25,921.9950421
2005-05-26,927.8025337
2005-05-27,929.6202365
2005-05-30,930.2068686
2005-05-31,924.2745254
2005-06-01,932.3643481
2005-06-02,933.6210199
2005-06-03,928.5209096
2005-06-06,929.5969353
2005-06-07,929.6970542
2005-06-08,929.352181
2005-06-09,932.8553863
2005-06-10,933.2318727
2005-06-13,935.5575773
2005-06-14,938.8955691
2005-06-15,942.6785242
2005-06-16,946.704196
2005-06-17,951.3156165
2005-06-20,951.2982653
2005-06-21,949.7648574
2005-06-22,950.0277039
2005-06-23,940.126204
2005-06-24,933.7440254
2005-06-27,933.2715947
2005-06-28,941.8654814
2005-06-29,941.4187423
2005-06-30,934.9930741
2005-07-01,937.1449813
2005-07-04,937.2922595
2005-07-05,945.3536837
2005-07-06,939.1044182
2005-07-07,941.2747564
2005-07-08,951.8120269
2005-07-11,957.6619613
2005-07-12,959.8489916
2005-07-13,960.5087106
2005-07-14,962.15474
2005-07-15,963.1727748
2005-07-18,958.1954215
2005-07-19,963.6954663
2005-07-20,967.9181019
2005-07-21,960.9355898
2005-07-22,966.8304503
2005-07-25,962.8958157
2005-07-26,964.356882
2005-07-27,967.9658058
2005-07-28,973.330584
2005-07-29,966.6855319
2005-08-01,967.6577214
2005-08-02,974.5781314
2005-08-03,974.673081
2005-08-04,968.8878708
2005-08-05,959.7128962
2005-08-08,957.7343839
2005-08-09,963.3261722
2005-08-10,963.2513159
2005-08-11,969.832591
2005-08-12,965.1945674
2005-08-15,967.1718475
2005-08-16,956.6819474
2005-08-17,956.6130377
2005-08-18,954.2976122
2005-08-19,955.9465871
2005-08-22,958.3729028
2005-08-23,955.5070631
2005-08-24,949.9701238
2005-08-25,952.6406866
2005-08-26,946.0965165
2005-08-29,951.4265724
2005-08-30,948.9627797
2005-08-31,958.7345794
2005-09-01,960.2998711
2005-09-02,957.6983131
2005-09-05,957.6177725
2005-09-06,968.0718998
2005-09-07,970.587048
2005-09-08,966.3128226
2005-09-09,974.859734
2005-09-12,973.7279612
2005-09-13,966.9947078
2005-09-14,965.8293655
2005-09-15,966.3479308
2005-09-16,974.9880453
2005-09-19,970.3263524
2005-09-20,962.8537375
2005-09-21,954.4533421
2005-09-22,956.9460836
2005-09-23,957.7178504
2005-09-26,958.8817859
2005-09-27,958.8214442
2005-09-28,959.0780217
2005-09-29,967.3256615
2005-09-30,968.5866235
2005-10-03,967.7941911
2005-10-04,956.5447038
2005-10-05,941.6273417
2005-10-06,937.1880793
2005-10-07,941.0421045
2005-10-10,933.3750196
2005-10-11,931.7190345
2005-10-12,925.6110246
2005-10-13,923.7063673
2005-10-14,931.1662294
2005-10-17,935.2188509
2005-10-18,924.1918978
2005-10-19,937.541931
2005-10-20,923.6851068
2005-10-21,925.7007813
2005-10-24,941.5023204
2005-10-25,939.6909865
2005-10-26,936.0384437
2005-10-27,926.9624874
2005-10-28,941.4980985
2005-10-31,947.8438401
2005-11-01,944.9288582
2005-11-02,955.125406
2005-11-03,958.4802623
2005-11-04,958.7580319
2005-11-07,960.271244
2005-11-08,956.3566885
2005-11-09,957.7757868
2005-11-10,964.3909629
2005-11-11,968.4154673
2005-11-14,968.032957
2005-11-15,963.159704
2005-11-16,964.4637213
2005-11-17,974.1398447
2005-11-18,979.1331226
2005-11-21,984.5682264
2005-11-22,990.578647
2005-11-23,995.4823605
2005-11-24,996.503116
2005-11-25,997.8922218
2005-11-28,990.0805691
2005-11-29,990.9927723
2005-11-30,983.0014242
2005-12-01,994.4496874
2005-12-02,994.9658174
2005-12-05,993.204451
2005-12-06,994.7077703
2005-12-07,990.3018548
2005-12-08,989.1014666
2005-12-09,992.1250176
2005-12-12,993.120127
2005-12-13,999.0168364
2005-12-14,1003.298918
2005-12-15,1000.76157
2005-12-16,999.3282636
2005-12-19,993.6772349
2005-12-20,992.4527845
2005-12-21,994.7523165
2005-12-22,998.7198044
2005-12-23,999.227112
2005-12-26,999.227112
2005-12-27,990.6544999
2005-12-28,992.092764
2005-12-29,990.3546514
2005-12-30,986.2015197
2006-01-02,986.2015197
2006-01-03,1001.567381
2006-01-04,1005.404917
2006-01-05,1006.298041
2006-01-06,1014.76886
2006-01-09,1018.573372
2006-01-10,1018.659039
2006-01-11,1022.486726
2006-01-12,1015.591666
2006-01-13,1016.411138
2006-01-16,1017.230425
2006-01-17,1012.380496
2006-01-18,1008.25709
2006-01-19,1013.163583
2006-01-20,996.367038
2006-01-23,1000.449544
2006-01-24,1003.003885
2006-01-25,1003.041168
2006-01-26,1010.940655
2006-01-27,1018.336737
2006-01-30,1020.102733
2006-01-31,1016.829903
2006-02-01,1018.347905
2006-02-02,1009.48058
2006-02-03,1004.362953
2006-02-06,1006.560887
2006-02-07,997.6673242
2006-02-08,1004.406173
2006-02-09,1004.267557
2006-02-10,1005.528148
2006-02-13,1002.214194
2006-02-14,1012.320816
2006-02-15,1015.601622
2006-02-16,1022.806204
2006-02-17,1022.489209
2006-02-20,1023.086906
2006-02-21,1019.96645
2006-02-22,1027.346886
2006-02-23,1023.674275
2006-02-24,1025.131628
2006-02-27,1028.56148
2006-02-28,1019.366349
2006-03-01,1026.934205
2006-03-02,1025.226606
2006-03-03,1023.754889
2006-03-06,1017.298218
2006-03-07,1015.679028
2006-03-08,1016.383473
2006-03-09,1012.397749
2006-03-10,1019.647497
2006-03-13,1021.905452
2006-03-14,1032.196461
2006-03-15,1036.917872
2006-03-16,1040.278072
2006-03-17,1040.087228
2006-03-20,1037.97759
2006-03-21,1033.328697
2006-03-22,1039.667206
2006-03-23,1037.448335
2006-03-24,1039.132067
2006-03-27,1037.826744
2006-03-28,1031.036867
2006-03-29,1037.768276
2006-03-30,1035.185704
2006-03-31,1030.881403
2006-04-03,1032.6671
2006-04-04,1039.091485
2006-04-05,1044.265419
2006-04-06,1042.105898
2006-04-07,1032.429746
2006-04-10,1033.286559
2006-04-11,1025.327015
2006-04-12,1026.473864
2006-04-13,1027.631321
2006-04-14,1027.631321
2006-04-17,1026.375599
2006-04-18,1044.135359
2006-04-19,1045.568837
2006-04-20,1046.82097
2006-04-21,1046.432347
2006-04-24,1043.636767
2006-04-25,1039.541413
2006-04-26,1044.356519
2006-04-27,1048.732372
2006-04-28,1051.627972
2006-05-01,1047.639867
2006-05-02,1054.79336
2006-05-03,1050.795556
2006-05-04,1053.325937
2006-05-05,1065.613831
2006-05-08,1064.634056
2006-05-09,1066.969807
2006-05-10,1066.465918
2006-05-11,1054.035829
2006-05-12,1042.250891
2006-05-15,1043.73787
2006-05-16,1042.142834
2006-05-17,1023.75949
2006-05-18,1016.520285
2006-05-19,1020.691047
2006-05-22,1017.758211
2006-05-23,1013.290141
2006-05-24,1013.699096
2006-05-25,1027.222218
2006-05-26,1033.692117
2006-05-29,1034.407658
2006-05-30,1018.360548
2006-05-31,1026.321207
2006-06-01,1038.719483
2006-06-02,1041.248426
2006-06-05,1022.98122
2006-06-06,1019.86083
2006-06-07,1014.208937
2006-06-08,1014.427574
2006-06-09,1011.82667
2006-06-12,1000.241301
2006-06-13,987.499595
2006-06-14,990.9427998
2006-06-15,1011.213089
2006-06-16,1007.13954
2006-06-19,998.1723471
2006-06-20,998.2583334
2006-06-21,1008.31504
2006-06-22,1003.583926
2006-06-23,1003.065156
2006-06-26,1009.444386
2006-06-27,1000.818944
2006-06-28,1006.100732
2006-06-29,1027.124622
2006-06-30,1026.977086
2006-07-03,1034.352002
2006-07-04,1035.383656
2006-07-05,1027.803471
2006-07-06,1030.464826
2006-07-07,1025.634576
2006-07-10,1027.404648
2006-07-11,1030.613025
2006-07-12,1019.877411
2006-07-13,1006.76742
2006-07-14,1002.098912
2006-07-17,999.80106
2006-07-18,1001.542953
2006-07-19,1020.968875
2006-07-20,1012.823094
2006-07-21,1006.456858
2006-07-24,1022.623684
2006-07-25,1030.456064
2006-07-26,1031.446307
2006-07-27,1026.654685
2006-07-28,1038.611454
2006-07-31,1036.557137
2006-08-01,1032.530267
2006-08-02,1039.53705
2006-08-03,1040.782941
2006-08-04,1040.925071
2006-08-07,1039.272705
2006-08-08,1036.727073
2006-08-09,1031.216416
2006-08-10,1035.374265
2006-08-11,1032.01916
2006-08-14,1032.666495
2006-08-15,1045.969003
2006-08-16,1053.73545
2006-08-17,1055.626047
2006-08-18,1058.280801
2006-08-21,1054.941299
2006-08-22,1056.361301
2006-08-23,1053.056804
2006-08-24,1055.336037
2006-08-25,1053.813509
2006-08-28,1059.613229
2006-08-29,1060.905498
2006-08-30,1060.784909
2006-08-31,1061.122599
2006-09-01,1067.187582
2006-09-04,1067.149818
2006-09-05,1068.782839
2006-09-06,1059.743385
2006-09-07,1054.819364
2006-09-08,1058.275782
2006-09-11,1057.419213
2006-09-12,1068.724516
2006-09-13,1073.121265
2006-09-14,1071.405475
2006-09-15,1071.786992
2006-09-18,1073.016666
2006-09-19,1070.906948
2006-09-20,1075.198193
2006-09-21,1069.591965
2006-09-22,1068.120134
2006-09-25,1077.392282
2006-09-26,1085.643591
2006-09-27,1085.960668
2006-09-28,1089.234875
2006-09-29,1086.057258
2006-10-02,1083.861989
2006-10-03,1085.237358
2006-10-04,1097.068627
2006-10-05,1099.308625
2006-10-06,1095.13023
2006-10-09,1096.998773
2006-10-10,1099.538216
2006-10-11,1096.605149
2006-10-12,1106.69649
2006-10-13,1109.446055
2006-10-16,1112.389829
2006-10-17,1108.420111
2006-10-18,1110.627982
2006-10-19,1111.131778
2006-10-20,1112.581364
2006-10-23,1119.457395
2006-10-24,1121.200102
2006-10-25,1125.303627
2006-10-26,1131.106965
2006-10-27,1122.713094
2006-10-30,1122.61715
2006-10-31,1122.920426
2006-11-01,1114.255659
2006-11-02,1114.572558
2006-11-03,1112.671403
2006-11-06,1125.086899
2006-11-07,1126.734469
2006-11-08,1130.099475
2006-11-09,1124.897754
2006-11-10,1127.119152
2006-11-13,1129.516018
2006-11-14,1135.853534
2006-11-15,1138.743062
2006-11-16,1140.736288
2006-11-17,1140.98841
2006-11-20,1139.645544
2006-11-21,1140.678481
2006-11-22,1142.622185
2006-11-23,1143.095555
2006-11-24,1139.539344
2006-11-27,1124.996352
2006-11-28,1128.184686
2006-11-29,1138.68408
2006-11-30,1139.640079
2006-12-01,1137.907669
2006-12-04,1147.157789
2006-12-05,1152.269135
2006-12-06,1150.927794
2006-12-07,1146.972668
2006-12-08,1148.350996
2006-12-11,1151.651646
2006-12-12,1150.289101
2006-12-13,1151.671638
2006-12-14,1161.403948
2006-12-15,1161.212047
2006-12-18,1157.758054
2006-12-19,1160.113871
2006-12-20,1160.036079
2006-12-21,1155.942095
2006-12-22,1150.741708
2006-12-25,1150.741708
2006-12-26,1155.733772
2006-12-27,1164.77079
2006-12-28,1163.143069
2006-12-29,1157.688977
2007-01-01,1157.688977
2007-01-02,1157.638949
2007-01-03,1155.126964
2007-01-04,1154.342566
2007-01-05,1146.907111
2007-01-08,1150.007375
2007-01-09,1148.16541
2007-01-10,1149.889075
2007-01-11,1156.738599
2007-01-12,1163.333022
2007-01-15,1163.925966
2007-01-16,1164.495114
2007-01-17,1164.206998
2007-01-18,1161.831222
2007-01-19,1166.293491
2007-01-22,1161.878327
2007-01-23,1166.841695
2007-01-24,1175.812394
2007-01-25,1163.90808
2007-01-26,1163.220153
2007-01-29,1162.146052
2007-01-30,1169.454571
2007-01-31,1176.89896
2007-02-01,1185.102915
2007-02-02,1186.819625
2007-02-05,1186.948498
2007-02-06,1188.656682
2007-02-07,1189.87509
2007-02-08,1188.240095
2007-02-09,1181.609203
2007-02-12,1178.325981
2007-02-13,1189.120575
2007-02-14,1197.629245
2007-02-15,1199.578588
2007-02-16,1199.371422
2007-02-19,1199.237098
2007-02-20,1202.758367
2007-02-21,1200.892003
2007-02-22,1199.433323
2007-02-23,1195.675077
2007-02-26,1194.599958
2007-02-27,1154.017659
2007-02-28,1158.971151
2007-03-01,1155.787407
2007-03-02,1142.366065
2007-03-05,1130.153527
2007-03-06,1147.594343
2007-03-07,1146.153456
2007-03-08,1154.342307
2007-03-09,1155.69637
2007-03-12,1158.17788
2007-03-13,1134.263606
2007-03-14,1139.994256
2007-03-15,1145.473786
2007-03-16,1140.631384
2007-03-19,1153.746271
2007-03-20,1162.16994
2007-03-21,1182.019322
2007-03-22,1181.324506
2007-03-23,1183.733157
2007-03-26,1184.658633
2007-03-27,1177.900691
2007-03-28,1168.863421
2007-03-29,1173.439814
2007-03-30,1171.586349
2007-04-02,1175.101064
2007-04-03,1185.710307
2007-04-04,1186.397657
2007-04-05,1190.302514
2007-04-06,1190.302514
2007-04-09,1191.835221
2007-04-10,1194.638484
2007-04-11,1187.341881
2007-04-12,1194.448772
2007-04-13,1198.115778
2007-04-16,1211.992423
2007-04-17,1213.399963
2007-04-18,1216.437621
2007-04-19,1213.804894
2007-04-20,1224.977674
2007-04-23,1221.854017
2007-04-24,1221.47011
2007-04-25,1234.220659
2007-04-26,1233.22981
2007-04-27,1232.298598
2007-04-30,1222.685438
2007-05-01,1225.675987
2007-05-02,1234.549609
2007-05-03,1240.170702
2007-05-04,1243.037752
2007-05-07,1247.361439
2007-05-08,1246.682997
2007-05-09,1251.052762
2007-05-10,1235.004713
2007-05-11,1246.399335
2007-05-14,1245.186374
2007-05-15,1245.658115
2007-05-16,1255.84249
2007-05-17,1255.958445
2007-05-18,1263.896677
2007-05-21,1266.034845
2007-05-22,1265.456848
2007-05-23,1264.612461
2007-05-24,1252.120002
2007-05-25,1258.654599
2007-05-28,1258.890575
2007-05-29,1260.34112
2007-05-30,1269.84451
2007-05-31,1269.388328
2007-06-01,1275.776244
2007-06-04,1278.447439
2007-06-05,1271.309762
2007-06-06,1259.596556
2007-06-07,1237.624043
2007-06-08,1251.686578
2007-06-11,1253.831736
2007-06-12,1240.63769
2007-06-13,1258.717284
2007-06-14,1264.965297
2007-06-15,1273.687112
2007-06-18,1271.668399
2007-06-19,1274.236672
2007-06-20,1257.366418
2007-06-21,1264.655807
2007-06-22,1248.840835
2007-06-25,1243.807431
2007-06-26,1238.879506
2007-06-27,1249.385787
2007-06-28,1249.655732
2007-06-29,1248.118532
2007-07-02,1261.90402
2007-07-03,1266.271172
2007-07-04,1266.512105
2007-07-05,1265.058258
2007-07-06,1270.629603
2007-07-09,1271.264454
2007-07-10,1253.222016
2007-07-11,1258.875483
2007-07-12,1282.845714
2007-07-13,1287.338078
2007-07-16,1284.010377
2007-07-17,1283.921711
2007-07-18,1282.092328
2007-07-19,1285.871756
2007-07-20,1270.123961
2007-07-23,1273.547707
2007-07-24,1246.552378
2007-07-25,1250.647568
2007-07-26,1219.832275
2007-07-27,1201.264519
2007-07-30,1212.854652
2007-07-31,1198.960848
2007-08-01,1204.818432
2007-08-02,1210.982856
2007-08-03,1177.275267
2007-08-06,1205.185512
2007-08-07,1212.80101
2007-08-08,1231.4388
2007-08-09,1194.075714
2007-08-10,1196.37121
2007-08-13,1194.991647
2007-08-14,1172.149127
2007-08-15,1154.905075
2007-08-16,1160.438609
2007-08-17,1190.650145
2007-08-20,1190.376726
2007-08-21,1192.658299
2007-08-22,1206.043234
2007-08-23,1205.144357
2007-08-24,1217.793389
2007-08-27,1207.02593
2007-08-28,1177.602543
2007-08-29,1202.796838
2007-08-30,1197.047177
2007-08-31,1211.487189
2007-09-03,1211.960325
2007-09-04,1224.02743
2007-09-05,1209.885915
2007-09-06,1213.883879
2007-09-07,1194.244471
2007-09-10,1190.984877
2007-09-11,1207.115679
2007-09-12,1207.58866
2007-09-13,1219.902734
2007-09-14,1220.463256
2007-09-17,1215.802106
2007-09-18,1251.864603
2007-09-19,1258.37361
2007-09-20,1249.149587
2007-09-21,1254.310898
2007-09-24,1246.429055
2007-09-25,1244.438206
2007-09-26,1251.325595
2007-09-27,1256.89129
2007-09-28,1253.646183
2007-10-01,1269.791425
2007-10-02,1270.563893
2007-10-03,1265.713065
2007-10-04,1268.612985
2007-10-05,1282.220803
2007-10-08,1276.527065
2007-10-09,1285.788933
2007-10-10,1283.028982
2007-10-11,1279.854032
2007-10-12,1285.051244
2007-10-15,1274.04156
2007-10-16,1262.646669
2007-10-17,1263.776052
2007-10-18,1261.400207
2007-10-19,1229.926289
2007-10-22,1234.04144
2007-10-23,1242.331573
2007-10-24,1239.098664
2007-10-25,1238.28243
2007-10-26,1256.911966
2007-10-29,1262.688973
2007-10-30,1253.60729
2007-10-31,1269.455097
2007-11-01,1233.603322
2007-11-02,1233.289123
2007-11-05,1225.637982
2007-11-06,1242.357172
2007-11-07,1205.561127
2007-11-08,1206.917417
2007-11-09,1190.101475
2007-11-12,1177.111945
2007-11-13,1210.556422
2007-11-14,1203.625734
2007-11-15,1182.360373
2007-11-16,1185.76161
2007-11-19,1162.612093
2007-11-20,1165.562792
2007-11-21,1146.615376
2007-11-22,1147.45173
2007-11-23,1166.686018
2007-11-26,1139.708679
2007-11-27,1154.734278
2007-11-28,1188.614716
2007-11-29,1188.546812
2007-11-30,1200.435432
2007-12-03,1193.466727
2007-12-04,1182.54342
2007-12-05,1199.802603
2007-12-06,1220.238972
2007-12-07,1218.787095
2007-12-10,1230.345016
2007-12-11,1194.428653
2007-12-12,1197.431542
2007-12-13,1196.372008
2007-12-14,1179.256648
2007-12-17,1165.118612
2007-12-18,1171.036674
2007-12-19,1169.427185
2007-12-20,1173.163387
2007-12-21,1192.16351
2007-12-24,1202.884048
2007-12-25,1202.884048
2007-12-26,1203.376884
2007-12-27,1187.295183
2007-12-28,1188.672839
2007-12-31,1182.634321
2008-01-01,1182.634321
2008-01-02,1165.089518
2008-01-03,1162.337487
2008-01-04,1133.851393
2008-01-07,1135.628716
2008-01-08,1112.812498
2008-01-09,1124.284317
2008-01-10,1136.746572
2008-01-11,1123.941259
2008-01-14,1134.909616
2008-01-15,1104.948543
2008-01-16,1102.214046
2008-01-17,1068.166813
2008-01-18,1060.17828
2008-01-21,1056.239498
2008-01-22,1056.058717
2008-01-23,1087.909327
2008-01-24,1099.387081
2008-01-25,1083.5554
2008-01-28,1106.251097
2008-01-29,1117.92073
2008-01-30,1112.195254
2008-01-31,1132.61565
2008-02-01,1150.155009
2008-02-04,1135.387159
2008-02-05,1096.609076
2008-02-06,1088.587668
2008-02-07,1097.388036
2008-02-08,1091.167214
2008-02-11,1094.989232
2008-02-12,1102.658475
2008-02-13,1116.438575
2008-02-14,1101.613292
2008-02-15,1102.701637
2008-02-18,1102.255607
2008-02-19,1102.608556
2008-02-20,1112.192346
2008-02-21,1098.089105
2008-02-22,1107.962728
2008-02-25,1124.210403
2008-02-26,1133.808226
2008-02-27,1133.79641
2008-02-28,1120.972082
2008-02-29,1087.693246
2008-03-03,1085.005268
2008-03-04,1079.646092
2008-03-05,1083.657434
2008-03-06,1057.520603
2008-03-07,1049.499774
2008-03-10,1029.87602
2008-03-11,1070.277036
2008-03-12,1059.672864
2008-03-13,1065.278934
2008-03-14,1040.591917
2008-03-17,1026.246478
2008-03-18,1073.2457
2008-03-19,1047.804581
2008-03-20,1076.083948
2008-03-21,1076.083948
2008-03-24,1092.87202
2008-03-25,1095.38584
2008-03-26,1082.807227
2008-03-27,1071.140847
2008-03-28,1059.231367
2008-03-31,1066.986245
2008-04-01,1107.950466
2008-04-02,1108.55079
2008-04-03,1110.815314
2008-04-04,1109.072894
2008-04-07,1112.957531
2008-04-08,1106.27673
2008-04-09,1095.540633
2008-04-10,1099.709672
2008-04-11,1078.208396
2008-04-14,1072.581683
2008-04-15,1079.441544
2008-04-16,1106.231954
2008-04-17,1109.02742
2008-04-18,1127.256016
2008-04-21,1123.936612
2008-04-22,1114.61005
2008-04-23,1112.335687
2008-04-24,1123.613124
2008-04-25,1133.987954
2008-04-28,1133.45621
2008-04-29,1128.151209
2008-04-30,1124.975798
2008-05-01,1144.206047
2008-05-02,1149.144862
2008-05-05,1142.954343
2008-05-06,1152.91453
2008-05-07,1132.375277
2008-05-08,1134.311634
2008-05-09,1127.517907
2008-05-12,1140.625716
2008-05-13,1138.474561
2008-05-14,1144.68895
2008-05-15,1157.45254
2008-05-16,1158.706461
2008-05-19,1159.464366
2008-05-20,1148.610806
2008-05-21,1130.430694
2008-05-22,1133.392338
2008-05-23,1116.607901
2008-05-26,1116.681547
2008-05-27,1120.12735
2008-05-28,1125.035222
2008-05-29,1130.792846
2008-05-30,1130.782588
2008-06-02,1119.918332
2008-06-03,1112.459665
2008-06-04,1108.822505
2008-06-05,1128.533567
2008-06-06,1093.438707
2008-06-09,1089.300452
2008-06-10,1086.841424
2008-06-11,1067.872516
2008-06-12,1071.374297
2008-06-13,1087.094776
2008-06-16,1089.001813
2008-06-17,1080.138441
2008-06-18,1067.925159
2008-06-19,1069.598617
2008-06-20,1048.552041
2008-06-23,1044.179721
2008-06-24,1043.296836
2008-06-25,1049.843635
2008-06-26,1018.593814
2008-06-27,1013.199029
2008-06-30,1012.865141
2008-07-01,1015.316806
2008-07-02,996.6062584
2008-07-03,996.8311858
2008-07-04,996.2598431
2008-07-07,984.1962364
2008-07-08,1004.95636
2008-07-09,980.5354849
2008-07-10,983.0950979
2008-07-11,969.6683868
2008-07-14,955.975325
2008-07-15,942.1392595
2008-07-16,974.5203765
2008-07-17,995.3706046
2008-07-18,998.6469863
2008-07-21,999.3627811
2008-07-22,1019.823323
2008-07-23,1026.491535
2008-07-24,994.8948763
2008-07-25,994.9909743
2008-07-28,974.2021552
2008-07-29,1001.663399
2008-07-30,1020.354325
2008-07-31,1008.035038
2008-08-01,1004.804831
2008-08-04,996.2594454
2008-08-05,1024.211396
2008-08-06,1025.15722
2008-08-07,1002.654983
2008-08-08,1026.439298
2008-08-11,1035.663191
2008-08-12,1018.116499
2008-08-13,1011.241329
2008-08-14,1019.888282
2008-08-15,1024.423344
2008-08-18,1006.688797
