Date,EMU VALUE WEIGHTED
1994-05-31,1000.0
1994-06-30,980.8197535682658
1994-07-29,1048.4338625667085
1994-08-31,1066.1445018291433
1994-09-30,1011.8863533226927
1994-10-31,1047.0983047031639
1994-11-30,1005.0155679731216
1994-12-30,1005.8344617882051
1995-01-31,1004.6132194344912
1995-02-28,1027.6691075877181
1995-03-31,1055.6270745479808
1995-04-28,1097.6104094971856
1995-05-31,1117.6487239293601
1995-06-30,1126.830614317993
1995-07-31,1189.8407518436647
1995-08-31,1122.9354771409885
1995-09-29,1130.7252319054119
1995-10-31,1116.8020196658022
1995-11-30,1129.622881661525
1995-12-29,1175.3181185959963
1996-01-31,1212.2731212110511
1996-02-29,1229.7841918970257
1996-03-29,1232.3289746227508
1996-04-30,1257.6522095641967
1996-05-31,1277.8007060544614
1996-06-28,1291.5183282626012
1996-07-31,1263.9533105785192
1996-08-30,1275.0212509897474
1996-09-30,1311.5608811907412
1996-10-31,1327.1068829039405
1996-11-29,1400.111286979611
1996-12-31,1423.5164510924815
1997-01-01,1423.5164510924815
1997-01-02,1402.4698596184335
1997-01-03,1402.6127281718389
1997-01-06,1403.4199419390413
1997-01-07,1404.9227506814627
1997-01-08,1412.195980233113
1997-01-09,1419.2999556674158
1997-01-10,1424.7616162990867
1997-01-13,1440.098778095613
1997-01-14,1450.1180691098539
1997-01-15,1454.9003798494623
1997-01-16,1464.167846412862
1997-01-17,1456.5718760805078
1997-01-20,1449.7569833890504
1997-01-21,1441.0530131590474
1997-01-22,1444.3675752593572
1997-01-23,1453.512380025794
1997-01-24,1447.727620777532
1997-01-27,1437.399398803267
1997-01-28,1433.7506869421752
1997-01-29,1426.7735999559616
1997-01-30,1439.815875910432
1997-01-31,1453.03461980152
1997-02-03,1444.9659227044644
1997-02-04,1450.2022969178552
1997-02-05,1466.5336630311997
1997-02-06,1468.3397835013104
1997-02-07,1467.1110200820397
1997-02-10,1483.426584922548
1997-02-11,1464.9434306511625
1997-02-12,1461.0984500616548
1997-02-13,1467.3155855178688
1997-02-14,1470.9067596556788
1997-02-17,1460.099126798877
1997-02-18,1465.7970611189799
1997-02-19,1455.7202473982034
1997-02-20,1455.636719552672
1997-02-21,1455.2678373363801
1997-02-24,1466.6251295082036
1997-02-25,1479.8607587558447
1997-02-26,1462.4099124412792
1997-02-27,1465.6813968178542
1997-02-28,1454.4556258361883
1997-03-03,1452.7959056635143
1997-03-04,1465.0062614002252
1997-03-05,1469.3808164683032
1997-03-06,1481.698766510719
1997-03-07,1482.4936617199055
1997-03-10,1504.7999856795093
1997-03-11,1505.6320131784641
1997-03-12,1487.7379371236932
1997-03-13,1480.1102189531282
1997-03-14,1486.7505777971955
1997-03-17,1473.4847978673727
1997-03-18,1464.6838386254567
1997-03-19,1469.9846398171705
1997-03-20,1442.0383235833037
1997-03-21,1461.4286757786285
1997-03-24,1452.2724951295136
1997-03-25,1469.6789654574086
1997-03-26,1487.5186032388654
1997-03-27,1506.5799581457195
1997-03-28,1504.6377922731253
1997-03-31,1508.0961396552118
1997-04-01,1465.9303343552572
1997-04-02,1459.34965114425
1997-04-03,1445.811268014815
1997-04-04,1447.49066854036
1997-04-07,1448.9702973681026
1997-04-08,1450.188653079545
1997-04-09,1458.39112982665
1997-04-10,1453.553609342675
1997-04-11,1442.3158247031286
1997-04-14,1433.5897479683267
1997-04-15,1450.8114407416322
1997-04-16,1456.2385827070693
1997-04-17,1465.128224567972
1997-04-18,1460.4231583523008
1997-04-21,1469.8423829821118
1997-04-22,1462.8287663289789
1997-04-23,1475.8891894794924
1997-04-24,1471.697155768511
1997-04-25,1458.6955496215605
1997-04-28,1453.7527084076244
1997-04-29,1474.2408708690689
1997-04-30,1483.426307499761
1997-05-01,1496.4333308236696
1997-05-02,1495.425803008205
1997-05-05,1507.7301943849702
1997-05-06,1519.8811865205605
1997-05-07,1518.874079638482
1997-05-08,1528.6110079406974
1997-05-09,1546.143213723583
1997-05-12,1557.981923040636
1997-05-13,1568.9167901094208
1997-05-14,1576.6642180474914
1997-05-15,1578.7174430538746
1997-05-16,1587.9771151115162
1997-05-19,1575.733423583182
1997-05-20,1576.9231292682798
1997-05-21,1600.4781854393318
1997-05-22,1590.8735455581998
1997-05-23,1600.326804563397
1997-05-26,1594.7793795918737
1997-05-27,1590.707087227078
1997-05-28,1570.246987211874
1997-05-29,1566.086162305255
1997-05-30,1536.8726039124554
1997-06-02,1537.0945692021207
1997-06-03,1547.385528527414
1997-06-04,1554.445330889227
1997-06-05,1566.7872940287905
1997-06-06,1576.9254614706467
1997-06-09,1587.1328016350474
1997-06-10,1576.4817328366823
1997-06-11,1586.9942160328521
1997-06-12,1603.4159623802423
1997-06-13,1610.3145400583446
1997-06-16,1619.9173217360726
1997-06-17,1605.0131703624015
1997-06-18,1616.074559926384
1997-06-19,1625.8642285153826
1997-06-20,1629.9249873955655
1997-06-23,1641.054873822016
1997-06-24,1642.117804189935
1997-06-25,1668.7651430522103
1997-06-26,1665.9986024508144
1997-06-27,1657.2358124842353
1997-06-30,1637.6414102627268
1997-07-01,1668.9782711919875
1997-07-02,1668.4678256671525
1997-07-03,1690.276012981409
1997-07-04,1692.955461138649
1997-07-07,1715.303146475066
1997-07-08,1699.7905552721375
1997-07-09,1711.9450003123911
1997-07-10,1704.7327736118662
1997-07-11,1703.338286944419
1997-07-14,1698.0864145728374
1997-07-15,1686.168062043873
1997-07-16,1715.5803375161313
1997-07-17,1721.6703810732688
1997-07-18,1696.8482582510615
1997-07-21,1676.8676763802916
1997-07-22,1700.7928380667156
1997-07-23,1729.3197506645515
1997-07-24,1708.7117230858187
1997-07-25,1712.491968803147
1997-07-28,1714.0608583226115
1997-07-29,1715.1286064718965
1997-07-30,1726.840179222997
1997-07-31,1731.761665318423
1997-08-01,1700.357573499295
1997-08-04,1670.1643734899344
1997-08-05,1655.026325874439
1997-08-06,1681.2382584306456
1997-08-07,1702.0817695097362
1997-08-08,1695.5174310407797
1997-08-11,1680.3982260453467
1997-08-12,1686.9991171641875
1997-08-13,1676.8839023869173
1997-08-14,1658.1297208896997
1997-08-15,1660.8958934935765
1997-08-18,1638.4401859878021
1997-08-19,1661.981956598929
1997-08-20,1665.514956196253
1997-08-21,1672.6522976854228
1997-08-22,1650.8413159470247
1997-08-25,1649.6527965637774
1997-08-26,1641.3118207938535
1997-08-27,1636.5438573017204
1997-08-28,1627.8257372028966
1997-08-29,1607.3613980168313
1997-09-01,1621.3359184598635
1997-09-02,1643.956076224598
1997-09-03,1664.834028786307
1997-09-04,1659.8730955745543
1997-09-05,1678.746107885718
1997-09-08,1672.9760964249176
1997-09-09,1667.1430059535994
1997-09-10,1656.785019708666
1997-09-11,1643.4377171957074
1997-09-12,1651.805525785525
1997-09-15,1674.632001997982
1997-09-16,1692.8017053672497
1997-09-17,1707.8251389019406
1997-09-18,1714.7488019412376
1997-09-19,1719.5867529446657
1997-09-22,1728.8381715392063
1997-09-23,1723.2786555501455
1997-09-24,1752.4041198243178
1997-09-25,1756.9512572956655
1997-09-26,1757.908566855232
1997-09-29,1762.8940497577428
1997-09-30,1774.6882786833894
1997-10-01,1779.4564114043155
1997-10-02,1792.4907872097403
1997-10-03,1815.7561055890067
1997-10-06,1809.8134048544575
1997-10-07,1815.0831195113096
1997-10-08,1810.1070257381236
1997-10-09,1779.496008109277
1997-10-10,1760.4358545541384
1997-10-13,1792.539628273233
1997-10-14,1790.873137280127
1997-10-15,1787.3983873055374
1997-10-16,1781.6128452248215
1997-10-17,1735.9262357736586
1997-10-20,1731.9874652029007
1997-10-21,1749.3848147808997
1997-10-22,1747.9661668588117
1997-10-23,1699.5059168596538
1997-10-24,1701.8224984907245
1997-10-27,1660.3944078549573
1997-10-28,1600.1404530085042
1997-10-29,1676.0739939344012
1997-10-30,1659.3405287071332
1997-10-31,1665.0656496092295
1997-11-03,1690.1216635128706
1997-11-04,1690.2876925429314
1997-11-05,1704.3527476564134
1997-11-06,1689.447788618606
1997-11-07,1661.3674655645868
1997-11-10,1664.714470184372
1997-11-11,1660.2360659282967
1997-11-12,1632.4745893525755
1997-11-13,1644.2704048056098
1997-11-14,1640.9080581288354
1997-11-17,1674.5257812434716
1997-11-18,1690.7815748106445
