Date,WORLD ex EMU VALUE WEIGHTED
1994-05-31,1000.0
1994-06-30,997.5390842108789
1994-07-29,1015.8186987906035
1994-08-31,1051.1193731426097
1994-09-30,1026.1341929669147
1994-10-31,1054.6833711424852
1994-11-30,1011.1347900488047
1994-12-30,1022.2559752316394
1995-01-31,1012.2944263495131
1995-02-28,1032.043443275724
1995-03-31,1081.7773407887669
1995-04-28,1115.0645029948514
1995-05-31,1136.3242134240572
1995-06-30,1136.3708134624605
1995-07-31,1188.180888945288
1995-08-31,1174.0269724447737
1995-09-29,1216.1469121721354
1995-10-31,1196.3210215917275
1995-11-30,1241.8139729517245
1995-12-29,1279.291516037414
1996-01-31,1302.4566663609312
1996-02-29,1308.4971627491154
1996-03-29,1334.1362942499266
1996-04-30,1364.8561372898912
1996-05-31,1367.366076917585
1996-06-28,1373.582538555411
1996-07-31,1326.672736001749
1996-08-30,1351.7730874512456
1996-09-30,1402.7837589647809
1996-10-31,1427.3743331006988
1996-11-29,1514.9177748861384
1996-12-31,1495.2350341919555
1997-01-01,1495.2345765242762
1997-01-02,1485.9624708209553
1997-01-03,1496.423203594974
1997-01-06,1500.3763909557686
1997-01-07,1502.4873076365734
1997-01-08,1495.3266408758773
1997-01-09,1494.9916651978447
1997-01-10,1485.83560247289
1997-01-13,1494.371702226348
1997-01-14,1506.8889723712728
1997-01-15,1509.0621168057753
1997-01-16,1514.801913609747
1997-01-17,1518.003407950335
1997-01-20,1509.6604096198394
1997-01-21,1512.380555491952
1997-01-22,1519.6937147056317
1997-01-23,1507.593355246897
1997-01-24,1496.168631569003
1997-01-27,1485.010322860172
1997-01-28,1483.4793810212698
1997-01-29,1492.4840044983573
1997-01-30,1499.8069330482945
1997-01-31,1509.4391525871831
1997-02-03,1509.7972738290991
1997-02-04,1514.4789713752482
1997-02-05,1502.6632352738459
1997-02-06,1502.8018706385476
1997-02-07,1509.8309878632701
1997-02-10,1515.2260381336164
1997-02-11,1519.81460247933
1997-02-12,1532.21638482428
1997-02-13,1541.5841757832163
1997-02-14,1541.5523703651832
1997-02-17,1541.285074652924
1997-02-18,1544.83365627893
1997-02-19,1543.3487917393797
1997-02-20,1540.6036966866002
1997-02-21,1542.801371633514
1997-02-24,1553.933002000406
1997-02-25,1559.9031262300434
1997-02-26,1548.985807450663
1997-02-27,1540.2905162973932
1997-02-28,1530.9383966773462
1997-03-03,1531.385326464385
1997-03-04,1529.249086420394
1997-03-05,1536.304526003246
1997-03-06,1534.539615278992
1997-03-07,1543.2455235014759
1997-03-10,1553.4924435818057
1997-03-11,1553.1563487788192
1997-03-12,1541.6553181511806
1997-03-13,1520.010519515592
1997-03-14,1524.8945480156278
1997-03-17,1521.834606959163
1997-03-18,1518.2025226212588
1997-03-19,1515.2549075294255
1997-03-20,1502.3240327772944
1997-03-21,1509.6858200372733
1997-03-24,1516.0701816744277
1997-03-25,1520.192915981289
1997-03-26,1524.0327736851896
1997-03-27,1507.3869492818924
1997-03-28,1507.3078373436028
1997-03-31,1491.6523350767768
1997-04-01,1485.169204976064
1997-04-02,1477.6655530550252
1997-04-03,1474.4540925902643
1997-04-04,1476.881024584784
1997-04-07,1478.376811233771
1997-04-08,1484.5911006632314
1997-04-09,1476.8765100779463
1997-04-10,1473.5148484654749
1997-04-11,1453.004789879275
1997-04-14,1452.422752264455
1997-04-15,1469.1240099880338
1997-04-16,1481.8353467564375
1997-04-17,1483.2590644380618
1997-04-18,1492.0842997571265
1997-04-21,1493.0593386371847
1997-04-22,1505.5205790262512
1997-04-23,1507.943593217487
1997-04-24,1506.3294650438718
1997-04-25,1495.885587400455
1997-04-28,1504.3887143933355
1997-04-29,1529.8802613921307
1997-04-30,1542.1054436649727
1997-05-01,1544.931274437685
1997-05-02,1562.9864800785356
1997-05-05,1580.8054305327264
1997-05-06,1599.189032009154
1997-05-07,1587.8978753584706
1997-05-08,1593.9779376224903
1997-05-09,1604.6114138879502
1997-05-12,1628.457291352125
1997-05-13,1625.9663564230095
1997-05-14,1633.2191907727513
1997-05-15,1638.6502183978191
1997-05-16,1634.3959056500266
1997-05-19,1635.1239029574674
1997-05-20,1648.0745641799037
1997-05-21,1642.8590965651324
1997-05-22,1634.5524686745036
1997-05-23,1650.463718589955
1997-05-26,1653.7314388854993
1997-05-27,1648.3369166341217
1997-05-28,1653.0035327738872
1997-05-29,1647.988280830123
1997-05-30,1643.5938166656551
1997-06-02,1646.4744472028515
1997-06-03,1650.0038841842136
