Date,WORLD ex ISRAEL VALUE WEIGHTED
2011-07-11,1261.6143542573056
2011-07-12,1254.848893292286
2011-07-13,1268.5501481730312
2011-07-14,1259.4901796947156
2011-07-15,1259.704135618703
2011-07-18,1242.1176817580738
2011-07-19,1259.7161502164556
2011-07-20,1270.5870242183732
2011-07-21,1293.309624720409
2011-07-22,1298.2377576833403
2011-07-25,1288.0558903239273
2011-07-26,1291.0829874725223
2011-07-27,1268.25134559472
2011-07-28,1261.5480847785766
2011-07-29,1255.7022205581034
2011-08-01,1246.0521122797354
2011-08-02,1220.2217157298105
2011-08-03,1211.170070316733
2011-08-04,1159.820185263211
2011-08-05,1144.9089248414568
2011-08-08,1089.8583036731877
2011-08-09,1114.1393876005675
2011-08-10,1081.560529259701
2011-08-11,1113.6923704738022
2011-08-12,1128.0880415114518
2011-08-15,1151.6068399260557
2011-08-16,1144.6218106422393
2011-08-17,1148.6855746023446
2011-08-18,1099.6622071696643
2011-08-19,1083.5548514679135
2011-08-22,1081.3252865339311
2011-08-23,1102.6791532647917
2011-08-24,1112.5571445046282
2011-08-25,1100.3789945945857
2011-08-26,1105.9584478168806
2011-08-29,1132.4624816202972
2011-08-30,1137.327158220566
2011-08-31,1153.0746477088549
2011-09-01,1145.987564303521
2011-09-02,1117.972678255917
2011-09-05,1093.0524223514865
2011-09-06,1079.4201018392048
2011-09-07,1109.8885575470001
2011-09-08,1107.7881346404265
2011-09-09,1073.0035213186318
2011-09-12,1058.4908043523612
2011-09-13,1071.4797926035142
2011-09-14,1080.7825395348002
2011-09-15,1106.6635205261941
2011-09-16,1112.9649577433263
2011-09-19,1093.0731953746526
2011-09-20,1097.7162195446074
2011-09-21,1075.4994720195427
2011-09-22,1030.248076726102
2011-09-23,1036.7057554854268
2011-09-26,1048.7039551188127
2011-09-27,1081.7904681680682
2011-09-28,1069.3940255367477
2011-09-29,1078.8257123478788
2011-09-30,1055.2094365825133
2011-10-03,1027.1949075797622
2011-10-04,1022.6297397358343
2011-10-05,1042.873123948076
2011-10-06,1070.3960518200552
2011-10-07,1073.8893454016809
2011-10-10,1101.706922119801
2011-10-11,1104.8190489415642
2011-10-12,1121.6674146535556
2011-10-13,1113.24805937322
2011-10-14,1126.8829324561877
2011-10-17,1115.58718242112
2011-10-18,1118.0617888219685
2011-10-19,1120.103667301845
2011-10-20,1110.4057385945705
2011-10-21,1137.5419584706
2011-10-24,1153.5917733788847
2011-10-25,1139.691652913082
2011-10-26,1143.5630484404137
2011-10-27,1195.4811786222965
2011-10-28,1197.5686284845413
2011-10-31,1158.4174151854331
2011-11-01,1114.5870385777068
2011-11-02,1127.3339713146424
2011-11-03,1142.9654363882055
2011-11-04,1139.1153245547353
2011-11-07,1141.2904288598477
2011-11-08,1149.8498775968924
2011-11-09,1118.8239678404077
2011-11-10,1116.7649629115813
2011-11-11,1142.425533594838
2011-11-14,1132.2139362078526
2011-11-15,1125.6034333059904
2011-11-16,1115.2824971263774
2011-11-17,1101.7697048870114
2011-11-18,1096.764373840062
2011-11-21,1071.3432662375385
2011-11-22,1066.2849194125572
2011-11-23,1043.9153161342847
2011-11-24,1040.3686747573222
2011-11-25,1039.0978221595715
2011-11-28,1071.8293865708233
2011-11-29,1080.6979635861721
2011-11-30,1122.095204328538
2011-12-01,1121.9503793369308
2011-12-02,1128.988709710886
2011-12-05,1143.0710429768067
2011-12-06,1135.4309875088343
2011-12-07,1139.452869536281
2011-12-08,1114.3397266297611
2011-12-09,1127.711228684568
2011-12-12,1106.9590729348515
2011-12-13,1097.0560260162517
2011-12-14,1075.9439135380621
2011-12-15,1079.5672862008032
2011-12-16,1082.2371513488224
2011-12-19,1070.0695854398984
2011-12-20,1097.9166181803887
2011-12-21,1098.6739875880223
2011-12-22,1109.4753615034235
2011-12-23,1116.6719036882298
2011-12-26,1117.473942690164
2011-12-27,1117.0782923536842
2011-12-28,1100.6493646003953
2011-12-29,1110.2072233810513
2011-12-30,1117.810142714669
2012-01-02,1122.9300579602525
2012-01-03,1143.0068806134902
2012-01-04,1139.2224437813713
2012-01-05,1128.4449940720488
2012-01-06,1122.011314508122
2012-01-09,1121.2655856731164
2012-01-10,1138.5711066347433
2012-01-11,1136.610790638225
2012-01-12,1140.666488121148
2012-01-13,1134.704873144497
2012-01-16,1135.9212880957768
2012-01-17,1145.5136447475063
2012-01-18,1155.5270939857853
2012-01-19,1170.9990162316872
2012-01-20,1176.7556660227062
2012-01-23,1186.5739141298693
2012-01-24,1179.4108569455377
2012-01-25,1183.5143532798538
2012-01-26,1193.89417152186
2012-01-27,1188.3119718655034
2012-01-30,1178.2082488089613
2012-01-31,1180.7471905458044
2012-02-01,1200.870500342952
2012-02-02,1204.0187462623292
2012-02-03,1217.9511255621046
2012-02-06,1218.1479280003505
2012-02-07,1224.2208226358086
2012-02-08,1229.038457844563
2012-02-09,1231.3502096982068
2012-02-10,1213.5519828212025
2012-02-13,1222.4182070125676
2012-02-14,1214.6703814767202
2012-02-15,1218.2506328011032
2012-02-16,1222.3871518348521
2012-02-17,1233.945775544635
2012-02-20,1245.3475366686068
2012-02-21,1242.0536027585745
2012-02-22,1234.0823773139084
2012-02-23,1238.048207844304
2012-02-24,1246.0171411696167
2012-02-27,1243.2001646621059
2012-02-28,1247.3237588764428
2012-02-29,1242.7642725681123
2012-03-01,1249.1689811090032
2012-03-02,1243.745241577099
2012-03-05,1236.5947356875113
2012-03-06,1207.4664016229074
2012-03-07,1212.7734960729226
2012-03-08,1233.570836406685
2012-03-09,1233.4847465488115
2012-03-12,1229.9407634676938
2012-03-13,1248.9817992994865
2012-03-14,1248.006023291205
2012-03-15,1258.4587987828957
2012-03-16,1267.088729347723
2012-03-19,1271.5943614878554
2012-03-20,1261.6431876031336
2012-03-21,1255.106487213443
2012-03-22,1246.5368960720855
2012-03-23,1250.893520182008
2012-03-26,1263.2491128269376
2012-03-27,1262.6179637719308
2012-03-28,1253.8882653416174
2012-03-29,1243.7064010917748
2012-03-30,1250.3537903167257
2012-04-02,1260.7778212990693
2012-04-03,1250.2094711934817
2012-04-04,1222.2226103215332
2012-04-05,1219.3207469886079
2012-04-06,1217.6624061940097
2012-04-09,1209.7201605681803
2012-04-10,1188.1638385329325
2012-04-11,1195.4977482743236
2012-04-12,1212.5786414452696
2012-04-13,1194.7321428722857
2012-04-16,1193.0110153760702
2012-04-17,1213.4113404094433
2012-04-18,1208.336072016092
2012-04-19,1201.2407508343956
2012-04-20,1205.882374436221
2012-04-23,1187.76759393895
2012-04-24,1197.528615938829
2012-04-25,1209.2003077652546
2012-04-26,1216.0531375351768
2012-04-27,1221.9570047984685
2012-04-30,1217.5539268721632
2012-05-01,1219.3480089771506
2012-05-02,1210.9289706954917
2012-05-03,1204.0360421245427
2012-05-04,1187.6993836206595
2012-05-07,1183.9518429987727
2012-05-08,1173.487549249012
2012-05-09,1163.2409885118755
2012-05-10,1170.4503951921706
2012-05-11,1165.7124576812048
2012-05-14,1146.6741154538845
2012-05-15,1133.960922500419
2012-05-16,1124.2421260958004
2012-05-17,1113.7227532902937
2012-05-18,1101.3577655390404
2012-05-21,1111.2489989634296
2012-05-22,1122.3107819903698
2012-05-23,1106.179453103702
2012-05-24,1111.3896450600919
2012-05-25,1108.5052722414705
2012-05-28,1109.1434158604873
2012-05-29,1119.24251923955
2012-05-30,1099.4302516637977
2012-05-31,1096.46960597058
2012-06-01,1074.9042402797465
2012-06-04,1073.0820841611096
2012-06-05,1081.1187088985587
2012-06-06,1106.954552778912
2012-06-07,1115.1377397878725
2012-06-08,1110.615321046664
2012-06-11,1107.8607973554167
2012-06-12,1113.1608860005383
2012-06-13,1113.0531837506674
2012-06-14,1118.3777992534272
2012-06-15,1132.6667769685203
2012-06-18,1132.500800159276
2012-06-19,1149.0576206252092
2012-06-20,1155.4212122121412
2012-06-21,1134.990726975417
2012-06-22,1132.2497139944794
2012-06-25,1113.2094136829292
2012-06-26,1113.3733541189847
2012-06-27,1126.1630233262042
2012-06-28,1125.8081063396885
2012-06-29,1162.1190221940017
2012-07-02,1166.78813370462
2012-07-03,1177.3630012946487
2012-07-04,1175.1273523245857
2012-07-05,1164.215743149508
2012-07-06,1150.1811441108628
2012-07-09,1144.0420326259284
2012-07-10,1140.163756197241
2012-07-11,1141.9423980450538
2012-07-12,1128.6476732854371
2012-07-13,1145.2130627832742
2012-07-16,1145.0916609616336
2012-07-17,1146.262888998326
2012-07-18,1155.0169137794533
2012-07-19,1162.337504938058
2012-07-20,1142.5377148429532
2012-07-23,1121.9970671694227
2012-07-24,1112.2074399067278
2012-07-25,1110.8590460274156
2012-07-26,1138.7289920031017
2012-07-27,1161.3688507837128
2012-07-30,1167.287354391508
2012-07-31,1164.9210735111144
2012-08-01,1162.6374876335908
2012-08-02,1146.1755894389323
2012-08-03,1172.7367342793943
2012-08-06,1184.317150854291
2012-08-07,1195.3556302080754
2012-08-08,1196.8793363166337
2012-08-09,1198.9988469077255
2012-08-10,1199.5019543086466
2012-08-13,1197.5064881683327
2012-08-14,1198.3954028008518
2012-08-15,1197.017229089437
2012-08-16,1209.4823035204447
2012-08-17,1213.3404140009725
2012-08-20,1212.5186804644065
2012-08-21,1219.6828499283827
2012-08-22,1212.353891694109
2012-08-23,1210.5772981264454
2012-08-24,1208.1277372157924
2012-08-27,1209.5288971638224
2012-08-28,1206.1928030617253
2012-08-29,1204.7584031178098
2012-08-30,1193.5588901944939
2012-08-31,1201.681492022937
2012-09-03,1203.1197459486002
2012-09-04,1196.4081363775226
2012-09-05,1195.0619761002486
2012-09-06,1220.3164041672715
2012-09-07,1241.208071215899
2012-09-10,1237.6015005048014
2012-09-11,1245.5243471064816
2012-09-12,1253.1153463144549
2012-09-13,1262.9912568242785
2012-09-14,1286.5135394460478
2012-09-17,1279.409754250002
2012-09-18,1270.8788434564951
2012-09-19,1275.9639138488835
2012-09-20,1266.2161840282756
2012-09-21,1271.2946469765639
2012-09-24,1264.5909557214684
2012-09-25,1262.30410485649
2012-09-26,1241.0496014882224
2012-09-27,1250.6906162567748
2012-09-28,1239.9258094266647
2012-10-01,1249.2774961605917
2012-10-02,1249.9305570942586
2012-10-03,1247.4846225063332
2012-10-04,1258.420632819319
2012-10-05,1266.6818277298535
2012-10-08,1257.7291113989527
2012-10-09,1245.547436585658
2012-10-10,1237.1795999729222
2012-10-11,1244.226045588903
2012-10-12,1240.8902758763368
2012-10-15,1247.198783765009
2012-10-16,1266.0827599818028
2012-10-17,1280.6384080097123
2012-10-18,1283.392932991442
2012-10-19,1266.7106249750468
2012-10-22,1264.9330461014454
2012-10-23,1242.9138563241984
2012-10-24,1241.929462848938
2012-10-25,1245.3055941695268
2012-10-26,1241.7225968029227
2012-10-29,1236.777527772731
2012-10-30,1244.094189407543
2012-10-31,1244.8499678783248
2012-11-01,1256.061975280842
2012-11-02,1249.7518064969727
2012-11-05,1244.623534518463
2012-11-06,1253.5186126825895
2012-11-07,1231.636892794881
2012-11-08,1220.8005918118454
2012-11-09,1218.490694112986
2012-11-12,1216.3774349536404
2012-11-13,1214.852805681706
2012-11-14,1201.388802437157
2012-11-15,1200.4283889958895
2012-11-16,1196.6210367687008
2012-11-19,1225.415884624685
2012-11-20,1224.8765964354764
2012-11-21,1228.5807954300647
2012-11-22,1236.2543533545786
2012-11-23,1249.893955229786
2012-11-26,1246.7709965936622
2012-11-27,1243.6045994320932
2012-11-28,1246.015732096363
2012-11-29,1259.3742206162312
2012-11-30,1260.1634731843844
2012-12-03,1259.7874848188908
2012-12-04,1261.2861059477257
2012-12-05,1264.8845890713153
2012-12-06,1268.2383514198248
2012-12-07,1270.342742238015
2012-12-10,1270.4287331874966
2012-12-11,1278.4472564551559
2012-12-12,1283.1569303178276
2012-12-13,1281.2214660958293
2012-12-14,1281.0394324504023
2012-12-17,1291.176665690073
2012-12-18,1305.087690946618
2012-12-19,1310.3638711119775
2012-12-20,1313.3994885865347
2012-12-21,1302.4527048244074
2012-12-24,1299.4764767227116
2012-12-25,1300.3907364315553
2012-12-26,1299.6369265822605
2012-12-27,1300.6788460946836
2012-12-28,1292.107504770519
2012-12-31,1301.0139081959474
2013-01-01,1301.0139081959474
2013-01-02,1328.3971440647863
2013-01-03,1325.857306242831
2013-01-04,1333.9465411382907
2013-01-07,1330.975062211049
2013-01-08,1325.5794947085933
2013-01-09,1331.5267141775473
2013-01-10,1344.926726220749
2013-01-11,1349.3060602712048
2013-01-14,1349.1405849466705
2013-01-15,1352.660351515323
2013-01-16,1346.3382075834418
2013-01-17,1353.0733716493173
2013-01-18,1356.0989616878053
2013-01-21,1358.3422105236502
2013-01-22,1362.2459374395148
2013-01-23,1357.7960873739203
2013-01-24,1363.4649767891656
2013-01-25,1373.2838768497857
2013-01-28,1371.8598401493948
2013-01-29,1380.0804168014215
2013-01-30,1378.8767249334119
2013-01-31,1374.940251277055
2013-02-01,1383.7532110928582
2013-02-04,1366.7925409027725
2013-02-05,1369.8155588143711
2013-02-06,1374.7629985495337
2013-02-07,1368.3160215180935
2013-02-08,1376.0406730678317
2013-02-11,1371.7281323239613
2013-02-12,1383.017036517462
2013-02-13,1380.8421216544461
2013-02-14,1377.1707231721243
2013-02-15,1369.5153147681779
2013-02-18,1373.0331075970144
2013-02-19,1384.691455544147
2013-02-20,1375.210970036792
2013-02-21,1355.3499506074986
2013-02-22,1364.5530992065387
2013-02-25,1357.640843778227
2013-02-26,1348.8781335724982
2013-02-27,1361.7259435416104
2013-02-28,1368.144553127818
2013-03-01,1361.9923823351105
2013-03-04,1364.4774955908515
2013-03-05,1379.7153904169866
2013-03-06,1383.8031109790647
2013-03-07,1386.007415153465
2013-03-08,1391.1992626866252
2013-03-11,1398.8435369823428
2013-03-12,1397.9132978968576
2013-03-13,1393.54222991003
2013-03-14,1405.190685469311
2013-03-15,1411.8881490059605
2013-03-18,1395.9009024731217
2013-03-19,1391.4244332872465
2013-03-20,1398.8952097233735
2013-03-21,1393.0158190623354
2013-03-22,1396.4179871990314
2013-03-25,1389.0871914752656
2013-03-26,1392.621988501793
2013-03-27,1389.2365354986687
2013-03-28,1392.9015105935423
2013-03-29,1392.5692488742113
2013-04-01,1385.3680912169955
2013-04-02,1390.707595169741
2013-04-03,1381.6023581274205
2013-04-04,1377.8967916200943
2013-04-05,1377.6523000176785
2013-04-08,1384.9996009207005
2013-04-09,1393.877666967528
2013-04-10,1416.0468324002336
2013-04-11,1427.5218534913047
2013-04-12,1421.6604911968793
2013-04-15,1399.058941247485
2013-04-16,1402.7998781877413
2013-04-17,1386.5235741096126
2013-04-18,1378.0336534216378
2013-04-19,1385.1871491125976
2013-04-22,1391.7056633181205
2013-04-23,1409.2411515714007
2013-04-24,1420.525492106323
2013-04-25,1429.8106848305729
2013-04-26,1429.242949071822
2013-04-29,1440.0536134424563
2013-04-30,1448.1284508290053
2013-05-01,1439.0328286117735
2013-05-02,1440.0526890968802
2013-05-03,1452.6285466679772
2013-05-06,1451.825963044527
2013-05-07,1466.2052457842472
2013-05-08,1478.835424732377
2013-05-09,1470.1057247848664
2013-05-10,1468.6621304320809
2013-05-13,1471.906083424996
2013-05-14,1480.761796680459
2013-05-15,1487.362715571843
2013-05-16,1486.313510300584
2013-05-17,1491.3816529168535
2013-05-20,1501.7401073588974
2013-05-21,1505.0295798204247
2013-05-22,1499.070802372561
2013-05-23,1475.1711182234658
2013-05-24,1474.0235884598546
2013-05-27,1467.7303473122588
2013-05-28,1476.3942613792644
2013-05-29,1474.2385073014402
2013-05-30,1474.5435984969508
2013-05-31,1454.895058802443
2013-06-03,1455.403938514902
2013-06-04,1457.7205906078614
2013-06-05,1435.167005610652
2013-06-06,1436.8194760611786
2013-06-07,1451.749324282125
2013-06-10,1454.6019012843024
2013-06-11,1445.2358576122283
2013-06-12,1440.1229457971342
2013-06-13,1445.4361878502755
2013-06-14,1445.3307937958418
2013-06-17,1459.1999814507637
2013-06-18,1464.7670401955133
2013-06-19,1458.5088657799774
2013-06-20,1406.0686855301608
2013-06-21,1400.9259612789772
2013-06-24,1379.8697098309929
2013-06-25,1391.5970566352848
2013-06-26,1403.7252370909343
2013-06-27,1413.8579050538992
2013-06-28,1411.4771077222897
2013-07-01,1422.4812577606046
2013-07-02,1422.498031447486
2013-07-03,1416.528238771743
2013-07-04,1426.0761115626203
2013-07-05,1424.4954594544897
2013-07-08,1434.5354837495338
2013-07-09,1445.638195888132
2013-07-10,1450.1781279055344
2013-07-11,1473.1027201472948
2013-07-12,1474.3952569567662
2013-07-15,1477.9068447403527
2013-07-16,1478.5872453014458
2013-07-17,1482.0088184542444
2013-07-18,1492.8582755946434
2013-07-19,1496.003448283375
2013-07-22,1504.9834560182373
2013-07-23,1506.6175462484612
2013-07-24,1507.0240773184585
2013-07-25,1504.7963275663878
2013-07-26,1502.5676593003036
2013-07-29,1493.988339531434
2013-07-30,1495.2734084472943
2013-07-31,1493.0886123870225
2013-08-01,1510.5575220349767
2013-08-02,1519.5652573575558
2013-08-05,1515.579615018636
2013-08-06,1512.6956441198654
2013-08-07,1505.6685753253178
2013-08-08,1516.8132538741065
2013-08-09,1517.678503538389
2013-08-12,1515.1961786337245
2013-08-13,1518.7289346661141
2013-08-14,1521.244221261976
2013-08-15,1503.659321260295
2013-08-16,1506.6625197852602
2013-08-19,1496.7085267340615
2013-08-20,1494.0226386867719
2013-08-21,1482.4416175714437
2013-08-22,1490.9237927445204
2013-08-23,1503.06158578049
2013-08-26,1497.650731587406
2013-08-27,1477.0307629895885
2013-08-28,1473.5020217771678
2013-08-29,1473.45474115419
2013-08-30,1463.4652528250626
2013-09-02,1473.3328732791394
2013-09-03,1478.514810042983
2013-09-04,1489.1101291907712
2013-09-05,1491.5598382385904
2013-09-06,1497.3787515285856
2013-09-09,1510.9918530336658
2013-09-10,1525.7886380785803
2013-09-11,1533.3021962850353
2013-09-12,1531.2980984168216
2013-09-13,1531.2231265549538
2013-09-16,1544.8865930377374
2013-09-17,1544.3094979074876
2013-09-18,1556.509621215159
2013-09-19,1568.9082558553976
2013-09-20,1558.502584597546
2013-09-23,1553.2693196011555
2013-09-24,1552.3246265417015
2013-09-25,1552.3111979617322
2013-09-26,1554.3348351500335
2013-09-27,1552.8985818429255
2013-09-30,1540.0744649427363
2013-10-01,1550.5119732509913
2013-10-02,1549.7310862885865
2013-10-03,1542.2934106913992
2013-10-04,1547.8029888153908
2013-10-07,1537.2540479979775
2013-10-08,1526.2604426149192
2013-10-09,1524.933901909447
2013-10-10,1551.7204161786765
2013-10-11,1562.6087507235447
2013-10-14,1568.360749586427
2013-10-15,1565.6754517759755
