Date,WORLD ex USA IMI VALUE WEIGHTED
1998-04-24,1398.7873429057274
1998-04-27,1363.3559955475082
1998-04-28,1368.1702078690344
1998-04-29,1369.0846550015747
1998-04-30,1387.399440945715
1998-05-01,1395.7596805810128
1998-05-04,1408.1538451912838
1998-05-05,1404.851525454901
1998-05-06,1398.457327492503
1998-05-07,1384.2244305219965
1998-05-08,1388.7925867989463
1998-05-11,1401.8014631801
1998-05-12,1392.0324459760093
1998-05-13,1387.9131573068225
1998-05-14,1384.3817880129754
1998-05-15,1382.4253424356298
1998-05-18,1361.5291844800176
1998-05-19,1375.8016491160313
1998-05-20,1391.1302952978317
1998-05-21,1405.1564607494174
1998-05-22,1406.7157008517524
1998-05-25,1404.0290217097497
1998-05-26,1403.7477987081547
1998-05-27,1378.0204803105812
1998-05-28,1375.3520525904248
1998-05-29,1376.709820833517
1998-06-01,1360.2032621606538
1998-06-02,1369.450941327188
1998-06-03,1377.2094756019278
1998-06-04,1374.8376251382294
1998-06-05,1372.0384106125805
1998-06-08,1372.3215587118991
1998-06-09,1369.4572706619595
1998-06-10,1348.7924894881296
1998-06-11,1327.2834246618497
1998-06-12,1311.0756398300755
1998-06-15,1282.4155060546254
1998-06-16,1293.9261765646193
1998-06-17,1332.5829209601518
1998-06-18,1350.4843406497002
1998-06-19,1355.8001825226634
1998-06-22,1330.4035942443977
1998-06-23,1327.6619696327782
1998-06-24,1327.8729651988697
1998-06-25,1339.7811879758358
1998-06-26,1331.138026244895
1998-06-29,1339.8160780552707
1998-06-30,1358.2497112805306
1998-07-01,1377.3723104378755
1998-07-02,1376.4523934818135
1998-07-03,1383.481092056878
1998-07-06,1383.5104516163537
1998-07-07,1390.222553530717
1998-07-08,1388.4216958037055
1998-07-09,1373.9011625341436
1998-07-10,1364.9452225894559
1998-07-13,1376.0856169891974
1998-07-14,1393.7351204763213
1998-07-15,1399.063010353045
1998-07-16,1407.118189739963
1998-07-17,1415.6747855615747
1998-07-20,1423.2852514245103
1998-07-21,1410.8083475566104
1998-07-22,1386.7470121174272
1998-07-23,1375.0902883768756
1998-07-24,1379.8781840665642
1998-07-27,1354.5767476801543
1998-07-28,1357.728270086913
1998-07-29,1348.6478044699966
1998-07-30,1356.4298048844992
1998-07-31,1347.0582394581438
1998-08-03,1322.6497393796328
1998-08-04,1320.052906123308
1998-08-05,1311.142650056084
1998-08-06,1296.7896610232444
1998-08-07,1298.6317115589932
1998-08-10,1276.8805372125087
1998-08-11,1242.7948474842249
1998-08-12,1254.2974715946755
1998-08-13,1244.8798326571778
1998-08-14,1245.7705270653303
1998-08-17,1237.8732744662077
1998-08-18,1260.211511620377
1998-08-19,1275.1562074090784
1998-08-20,1272.8641347259218
1998-08-21,1235.8356910673942
1998-08-24,1235.325319252424
1998-08-25,1246.6443730389885
1998-08-26,1222.562929689815
1998-08-27,1189.3375812237464
1998-08-28,1176.4743274653663
1998-08-31,1182.3159389189775
1998-09-01,1188.5072964052247
1998-09-02,1205.3278907589877
1998-09-03,1205.9408058092781
1998-09-04,1205.2462375871844
1998-09-07,1248.0740942641814
1998-09-08,1252.0165297327874
1998-09-09,1227.8206711361236
1998-09-10,1217.9553415676385
1998-09-11,1209.9139226868715
1998-09-14,1222.7059580887972
1998-09-15,1225.523344876188
1998-09-16,1226.5683943800234
1998-09-17,1206.25933584815
1998-09-18,1192.8877527531731
1998-09-21,1163.5543028365225
1998-09-22,1172.3742171291237
1998-09-23,1183.2508379317496
1998-09-24,1195.004085933242
1998-09-25,1181.4761318405122
1998-09-28,1189.2065678688982
1998-09-29,1193.4558948788497
1998-09-30,1163.4077692298042
1998-10-01,1134.0853101738712
1998-10-02,1122.6551899688707
1998-10-05,1105.4106689904852
1998-10-06,1131.1078908013674
1998-10-07,1179.354652940079
1998-10-08,1165.2384577280186
1998-10-09,1175.155915025981
1998-10-12,1208.2215024084653
1998-10-13,1201.3551140698567
1998-10-14,1205.314374100575
1998-10-15,1222.1540551079934
1998-10-16,1255.185696272675
1998-10-19,1259.8823296350959
1998-10-20,1272.187648284402
1998-10-21,1275.5869916877994
1998-10-22,1274.8692682658827
1998-10-23,1271.454277928055
1998-10-26,1266.7645381059247
1998-10-27,1274.5210140343038
1998-10-28,1263.8645452971793
1998-10-29,1277.4801110658473
1998-10-30,1290.6461862699564
1998-11-02,1323.6666980285547
1998-11-03,1318.2697870520947
1998-11-04,1341.4250664350666
1998-11-05,1332.102274829618
1998-11-06,1322.240247468001
1998-11-09,1294.586414938805
1998-11-10,1279.0280954588152
1998-11-11,1299.5411631329634
1998-11-12,1277.7515598747627
1998-11-13,1290.0687100600924
1998-11-16,1321.7491191550696
1998-11-17,1312.618880613167
1998-11-18,1315.8899758867212
1998-11-19,1331.677666087508
1998-11-20,1345.4902399629445
1998-11-23,1354.5630699319051
1998-11-24,1364.0917993840687
1998-11-25,1355.2527643683854
1998-11-26,1369.2682171503077
1998-11-27,1366.8806982047358
1998-11-30,1351.023363557415
1998-12-01,1330.4216026948288
1998-12-02,1334.37277587622
1998-12-03,1336.5268896198359
1998-12-04,1335.9587219341925
1998-12-07,1334.0857198196347
1998-12-08,1338.1033207613618
1998-12-09,1351.7267437368248
1998-12-10,1354.1951074417755
1998-12-11,1338.8465095496206
1998-12-14,1334.074238836297
1998-12-15,1328.2470767121574
1998-12-16,1337.3434389977367
1998-12-17,1343.3327445675811
1998-12-18,1349.7811636198785
1998-12-21,1360.0185822177
1998-12-22,1350.5773460981916
1998-12-23,1364.9866574993227
1998-12-24,1359.7256763813086
1998-12-25,1363.3451885806107
1998-12-28,1368.642265258057
1998-12-29,1378.9510847318406
1998-12-30,1377.1371512644682
1998-12-31,1385.586567842337
1999-01-01,1385.6545522991853
1999-01-04,1402.3116358831694
1999-01-05,1407.5593993156851
1999-01-06,1427.3944840460285
1999-01-07,1427.682951653435
1999-01-08,1419.111984821807
1999-01-11,1417.4380374855414
1999-01-12,1397.0152349110883
1999-01-13,1367.5149409713363
1999-01-14,1372.2599560715719
1999-01-15,1375.0927309948568
1999-01-18,1392.5890355957724
1999-01-19,1392.5708966720479
1999-01-20,1400.6844622575315
1999-01-21,1396.7790282144304
1999-01-22,1370.7444846019814
1999-01-25,1370.5653044278463
1999-01-26,1375.7894552227465
1999-01-27,1374.4920879070019
1999-01-28,1370.822829130412
1999-01-29,1378.8423674401104
1999-02-01,1391.439769429686
1999-02-02,1398.619299536392
1999-02-03,1387.0088770061386
1999-02-04,1385.200263238281
1999-02-05,1379.1137881442232
1999-02-08,1372.5144320683414
1999-02-09,1356.137147837482
1999-02-10,1348.9576079326068
1999-02-11,1359.2146717253308
1999-02-12,1366.791434611561
1999-02-15,1365.5791424705815
1999-02-16,1358.4938589109158
1999-02-17,1350.6789274746657
1999-02-18,1346.6096483136387
1999-02-19,1339.6152660317018
1999-02-22,1349.373533498115
1999-02-23,1352.8573505476522
1999-02-24,1354.3033688732028
1999-02-25,1357.7299030744166
1999-02-26,1356.4620791329478
1999-03-01,1341.5599635000674
1999-03-02,1335.0363784984745
1999-03-03,1329.9089515882226
1999-03-04,1326.60290659919
1999-03-05,1361.52353002052
1999-03-08,1363.5131304534132
1999-03-09,1373.162501082105
1999-03-10,1393.8072285792562
1999-03-11,1399.373121350756
1999-03-12,1412.3584473642625
1999-03-15,1420.0342161178407
1999-03-16,1432.3472348712908
1999-03-17,1438.9586159530763
1999-03-18,1428.7183336430767
1999-03-19,1450.2387849513245
1999-03-22,1444.2466144824384
1999-03-23,1431.7417023206797
1999-03-24,1417.9699501379994
1999-03-25,1432.592880549354
1999-03-26,1420.5387993086752
1999-03-29,1428.6551721293506
1999-03-30,1426.5894144882602
1999-03-31,1441.6130713057996
1999-04-01,1449.3405151204945
1999-04-02,1446.2640223949072
1999-04-05,1441.8492973662949
1999-04-06,1459.6572983732415
1999-04-07,1471.7055238440446
1999-04-08,1486.6556104220065
1999-04-09,1489.9029062995303
1999-04-12,1489.6199705621543
1999-04-13,1500.7438536696084
1999-04-14,1512.2153794826986
1999-04-15,1506.7481255371645
1999-04-16,1519.7012901350226
1999-04-19,1525.4439303252202
1999-04-20,1506.0567258740025
1999-04-21,1493.0324317907503
1999-04-22,1504.4014112524326
1999-04-23,1516.2075369488182
1999-04-26,1524.1522370987489
1999-04-27,1537.4156874438718
1999-04-28,1538.6575792084354
1999-04-29,1534.6155120641308
1999-04-30,1537.2355600935039
1999-05-03,1538.1663297216714
1999-05-04,1542.2604740305533
1999-05-05,1536.5422564534372
1999-05-06,1559.7806503535141
1999-05-07,1548.9504345210685
1999-05-10,1552.4588083503713
1999-05-11,1541.4148835652386
1999-05-12,1536.499543281868
1999-05-13,1533.4584368997096
1999-05-14,1521.2870181847477
1999-05-17,1490.648009857661
1999-05-18,1495.7449621981057
1999-05-19,1487.447043355101
1999-05-20,1491.111094765623
1999-05-21,1487.9811954358477
1999-05-24,1489.9986887183165
1999-05-25,1482.064147054138
1999-05-26,1475.1132635721983
1999-05-27,1466.1963008179257
1999-05-28,1468.3042436473208
1999-05-31,1467.9089479747872
1999-06-01,1480.884339436593
1999-06-02,1481.6063207411773
1999-06-03,1482.0079202194306
1999-06-04,1484.8163664130298
1999-06-07,1499.3827894346023
1999-06-08,1514.1997815947961
1999-06-09,1522.7464505113599
1999-06-10,1530.205162348888
1999-06-11,1545.219642070905
1999-06-14,1530.518983810332
1999-06-15,1528.2705468032577
1999-06-16,1530.6432316159687
1999-06-17,1542.0784400999448
1999-06-18,1546.110111284544
1999-06-21,1551.4907126839503
1999-06-22,1552.0908830134438
1999-06-23,1540.934601172523
1999-06-24,1534.8954773786022
1999-06-25,1541.843654852811
1999-06-28,1539.4892566150586
1999-06-29,1540.005794616384
1999-06-30,1535.754695724752
1999-07-01,1556.0689353156654
1999-07-02,1564.1104073221286
1999-07-05,1581.6959826437346
1999-07-06,1579.8064904487892
1999-07-07,1572.4060230091077
1999-07-08,1565.0203677245095
1999-07-09,1569.2834071266404
1999-07-12,1571.5856508348656
1999-07-13,1566.083884299854
1999-07-14,1578.3000257588672
1999-07-15,1594.4403660306732
1999-07-16,1584.3285127724444
1999-07-19,1587.1907642255605
1999-07-20,1591.2669767171851
1999-07-21,1585.8432542396647
1999-07-22,1570.6970865586077
1999-07-23,1555.773339183509
1999-07-26,1558.6050109754606
1999-07-27,1560.7054324948945
1999-07-28,1569.7981469789092
1999-07-29,1573.5038763491225
1999-07-30,1590.1881655388836
1999-08-02,1583.7891096986311
1999-08-03,1584.5499526523338
1999-08-04,1589.1383280435919
1999-08-05,1567.807693077528
1999-08-06,1559.9676844587823
1999-08-09,1555.5320393920244
1999-08-10,1547.4747312160048
1999-08-11,1543.1264112707393
1999-08-12,1562.9909102825063
1999-08-13,1568.02854120537
1999-08-16,1586.2303366696297
1999-08-17,1582.9156283711454
1999-08-18,1597.673528838599
1999-08-19,1600.3898634054165
1999-08-20,1617.3993620518452
1999-08-23,1628.88084840062
1999-08-24,1620.9516810261532
1999-08-25,1621.8628816888026
1999-08-26,1612.943521817498
1999-08-27,1614.053074971616
1999-08-30,1620.4938141412126
1999-08-31,1610.7608760275934
1999-09-01,1631.7855651800676
1999-09-02,1629.4346112497196
1999-09-03,1632.086672770928
1999-09-06,1643.4366768184907
1999-09-07,1634.9309016123507
1999-09-08,1632.7847368403839
1999-09-09,1653.6910033188462
1999-09-10,1648.575658389774
1999-09-13,1654.1443081605082
1999-09-14,1651.2807919713075
1999-09-15,1647.503020204938
1999-09-16,1630.1261036571
1999-09-17,1624.1775931870973
1999-09-20,1630.3207438297989
1999-09-21,1637.8573756193457
1999-09-22,1619.992962378442
1999-09-23,1618.0331268171014
1999-09-24,1594.363569014606
1999-09-27,1593.971566062593
1999-09-28,1602.6233305944627
1999-09-29,1598.87040275463
1999-09-30,1619.71136297417
1999-10-01,1630.0331118604722
1999-10-04,1634.3554449268504
1999-10-05,1632.471317157673
1999-10-06,1634.28324997867
1999-10-07,1644.681204439775
1999-10-08,1638.5690530159916
1999-10-11,1642.4095977173401
1999-10-12,1644.4855008167824
1999-10-13,1625.3639017113564
1999-10-14,1626.413179639458
1999-10-15,1616.0079718982704
1999-10-18,1588.9958100990548
1999-10-19,1599.6409157402513
1999-10-20,1611.3105750592097
1999-10-21,1607.8373635792616
1999-10-22,1616.6793456850796
1999-10-25,1621.0047180324475
1999-10-26,1622.4385671013388
1999-10-27,1611.6173765399715
1999-10-28,1619.1444878173336
1999-10-29,1646.7552027239635
1999-11-01,1644.7933150976617
1999-11-02,1650.5776909247982
1999-11-03,1648.9929800885811
1999-11-04,1662.7620649022804
1999-11-05,1649.5955345081848
1999-11-08,1641.3858519716123
1999-11-09,1650.13965602445
1999-11-10,1665.0824431539822
1999-11-11,1664.7351523438376
1999-11-12,1657.0727980404463
1999-11-15,1657.546139624694
1999-11-16,1657.8530002600246
1999-11-17,1675.2668272167275
1999-11-18,1683.7778829566773
1999-11-19,1685.1551026652605
1999-11-22,1688.8494337878747
1999-11-23,1693.157053149811
1999-11-24,1679.719481648866
1999-11-25,1685.5191843282132
1999-11-26,1696.469076045764
1999-11-29,1692.3105990694269
1999-11-30,1671.8660523695307
1999-12-01,1679.5890988758495
1999-12-02,1679.8446257109492
1999-12-03,1692.226349236924
1999-12-06,1705.2155211542597
1999-12-07,1708.727385097592
1999-12-08,1698.03613619161
1999-12-09,1696.896446387457
1999-12-10,1702.540002035493
1999-12-13,1695.465261644217
1999-12-14,1688.695187113025
1999-12-15,1682.23070133768
1999-12-16,1702.2572763747926
1999-12-17,1700.3983914870587
1999-12-20,1700.3946567441685
1999-12-21,1698.9990327507787
1999-12-22,1714.5448756927801
1999-12-23,1733.697706776674
1999-12-24,1739.23177485774
1999-12-27,1737.2807267240808
1999-12-28,1739.9112273682433
1999-12-29,1742.929043147989
1999-12-30,1752.5378927588845
1999-12-31,1752.4278767741139
2000-01-03,1766.7812868886156
2000-01-04,1740.0093188976741
2000-01-05,1713.9991919965223
2000-01-06,1699.7504954442338
2000-01-07,1715.0134667051796
2000-01-10,1725.4919349483978
2000-01-11,1732.0318567485133
2000-01-12,1720.8218597242676
2000-01-13,1726.4915912409201
2000-01-14,1728.9405744949604
2000-01-17,1743.569698752119
2000-01-18,1725.2994295311141
2000-01-19,1709.2885148598975
2000-01-20,1709.5161058353756
2000-01-21,1703.1373315083815
2000-01-24,1696.2871191230922
2000-01-25,1677.7755402500272
2000-01-26,1685.1914478781432
2000-01-27,1690.6497067120883
2000-01-28,1673.661239671601
2000-01-31,1650.6246233062802
2000-02-01,1645.2638697705336
2000-02-02,1653.6009253642687
2000-02-03,1677.1169359802855
2000-02-04,1673.8889679082474
2000-02-07,1665.2273899300003
2000-02-08,1676.074636931994
2000-02-09,1678.1215295395496
2000-02-10,1670.520636029
2000-02-11,1667.4194561729244
2000-02-14,1652.580696435516
2000-02-15,1634.8187285482218
2000-02-16,1646.587668447107
2000-02-17,1658.361054287049
2000-02-18,1650.3148544440505
2000-02-21,1631.362388702419
2000-02-22,1638.5657397372725
2000-02-23,1649.8236229506908
2000-02-24,1644.4222608737496
2000-02-25,1647.8173663629216
2000-02-28,1636.9279658818339
2000-02-29,1639.0238973983799
2000-03-01,1669.1105232283383
2000-03-02,1676.895159039305
2000-03-03,1673.5167886587765
2000-03-06,1673.4651611287807
2000-03-07,1670.1831566585304
2000-03-08,1658.5764226946442
2000-03-09,1673.2179897235342
2000-03-10,1676.7336657259125
2000-03-13,1654.6595474109192
2000-03-14,1654.4440175537366
2000-03-15,1646.1930772595942
2000-03-16,1682.7653854604519
2000-03-17,1686.522764535347
2000-03-20,1688.8944613459598
2000-03-21,1689.331911162083
2000-03-22,1680.3054815229707
2000-03-23,1684.0324470977482
2000-03-24,1706.1159925434965
2000-03-27,1717.342902526525
2000-03-28,1726.451618671708
2000-03-29,1725.8353728523136
2000-03-30,1704.3779786100085
2000-03-31,1724.4696358085966
2000-04-03,1714.0402111828696
2000-04-04,1714.5846211414841
2000-04-05,1707.4177751526083
2000-04-06,1705.9545925484563
2000-04-07,1710.5017486276276
2000-04-10,1713.480801602085
2000-04-11,1702.6393839144325
2000-04-12,1711.7839526396717
2000-04-13,1704.3022274987925
2000-04-14,1686.3615939423325
