Date,WORLD ex USA IMI VALUE WEIGHTED
1994-11-30,1000.0
1994-12-30,1007.9708546504764
1995-01-31,975.3521374865616
1995-02-28,971.6042432719642
1995-03-31,1024.2090299815166
1995-04-28,1055.9789157233888
1995-05-31,1052.5957541203452
1995-06-30,1041.6713996042765
1995-07-31,1098.8335154183253
1995-08-31,1062.8783059927298
1995-09-29,1080.8859377297538
1995-10-31,1055.3973405965976
1995-11-30,1077.039790307726
1995-12-29,1116.8693372817004
1996-01-31,1129.9455893409704
1996-02-29,1140.4067521800496
1996-03-29,1158.7370657402687
1996-04-30,1202.2096970097211
1996-05-31,1194.0230798903415
1996-06-28,1199.6582826496178
1996-07-31,1166.8574191933335
1996-08-30,1175.8907105943076
1996-09-30,1200.9763341007285
1996-10-31,1199.1916088514433
1996-11-29,1247.021393420285
1996-12-31,1236.0039306053577
1997-01-01,1236.019594490608
1997-01-02,1226.3145249297675
1997-01-03,1226.4553411309246
1997-01-06,1232.3933167713046
1997-01-07,1231.192726652385
1997-01-08,1227.3178063862415
1997-01-09,1219.7450607897351
1997-01-10,1205.716039680598
1997-01-13,1218.5057625590737
1997-01-14,1223.3291568228158
1997-01-15,1227.578592216648
1997-01-16,1236.606260175301
1997-01-17,1232.0019959179408
1997-01-20,1221.013042408106
1997-01-21,1215.4469155559648
1997-01-22,1218.6773394012193
1997-01-23,1215.8357864965633
1997-01-24,1210.5125648816784
1997-01-27,1199.6998787407895
1997-01-28,1196.67132611586
1997-01-29,1196.445187646363
1997-01-30,1196.6820214272539
1997-01-31,1207.607298235651
1997-02-03,1205.550654265669
1997-02-04,1208.9463299358215
1997-02-05,1207.6049473643839
1997-02-06,1205.5715566202773
1997-02-07,1200.8073673225108
1997-02-10,1214.436113452429
1997-02-11,1210.2120754938408
1997-02-12,1209.7265404795382
1997-02-13,1212.1261878882926
1997-02-14,1215.3026237259612
1997-02-17,1212.47632215946
1997-02-18,1209.9754250013905
1997-02-19,1210.214334681471
1997-02-20,1219.221532702209
1997-02-21,1223.0277235409808
1997-02-24,1230.0612983024698
1997-02-25,1235.6687728546337
1997-02-26,1227.2929555393955
1997-02-27,1228.8683284460842
1997-02-28,1221.0732843414007
1997-03-03,1216.6245685937074
1997-03-04,1219.646664436619
1997-03-05,1218.5699188557808
1997-03-06,1220.5211464678878
1997-03-07,1221.3165809618642
1997-03-10,1229.3770478340148
1997-03-11,1231.4909435772588
1997-03-12,1221.2191857899036
1997-03-13,1213.544344825459
1997-03-14,1213.2502136081644
1997-03-17,1207.5250132072847
1997-03-18,1208.9759031253384
1997-03-19,1208.5988550747022
1997-03-20,1193.479666440284
1997-03-21,1204.5537700519185
1997-03-24,1199.659391415118
1997-03-25,1207.887759460478
1997-03-26,1215.9676577061869
1997-03-27,1219.8801016182672
1997-03-28,1219.2255505387454
1997-03-31,1219.818719081848
1997-04-01,1200.754020355419
1997-04-02,1201.801739265182
1997-04-03,1196.273488210977
1997-04-04,1191.7408778612833
1997-04-07,1183.854512264362
1997-04-08,1185.1952481611497
1997-04-09,1183.3770580604737
1997-04-10,1179.0776402615732
1997-04-11,1175.9711224300113
1997-04-14,1168.0373533296465
1997-04-15,1176.6965021253545
1997-04-16,1183.1827571267927
1997-04-17,1189.005367526924
1997-04-18,1195.4182190008003
1997-04-21,1206.1126948571327
1997-04-22,1203.595813969481
1997-04-23,1210.9046806434947
1997-04-24,1210.7612161066302
1997-04-25,1202.7630216756295
1997-04-28,1200.1861262064526
1997-04-29,1208.4837130412725
1997-04-30,1217.0183476903903
1997-05-01,1227.7537364206055
1997-05-02,1231.802019833802
1997-05-05,1236.639948559149
1997-05-06,1258.6547831855664
1997-05-07,1260.383172490109
1997-05-08,1265.1645761976629
1997-05-09,1276.172266695049
1997-05-12,1292.8105172714481
1997-05-13,1297.4304944690773
1997-05-14,1303.7311298228906
1997-05-15,1308.1144567481128
1997-05-16,1318.8075361641472
1997-05-19,1313.140713442648
1997-05-20,1322.3218194969993
1997-05-21,1324.0597224562603
1997-05-22,1315.6942478008348
1997-05-23,1323.8243133447877
1997-05-26,1323.9987284570389
1997-05-27,1317.448828732558
1997-05-28,1321.3382508526606
1997-05-29,1317.600924864875
1997-05-30,1304.5349637305012
1997-06-02,1307.4100015596568
1997-06-03,1312.7718926196267
1997-06-04,1314.4020299291008
1997-06-05,1319.535515356325
1997-06-06,1323.7389700182976
1997-06-09,1339.0251946479298
1997-06-10,1340.6214179555197
1997-06-11,1345.7121154018605
1997-06-12,1343.0890629852802
1997-06-13,1344.7282017579878
1997-06-16,1354.2340668508698
1997-06-17,1347.1306178037821
1997-06-18,1348.271112563486
1997-06-19,1351.2147656070465
1997-06-20,1349.8461076602428
1997-06-23,1350.5417197235577
1997-06-24,1353.009192336401
1997-06-25,1370.4530062139265
1997-06-26,1371.7738296142936
1997-06-27,1362.3777027769822
1997-06-30,1360.2934844476129
1997-07-01,1363.9830561826745
1997-07-02,1367.3677616189782
1997-07-03,1382.379294690449
1997-07-04,1377.9331741938001
1997-07-07,1383.0016379443057
1997-07-08,1378.8137666555479
1997-07-09,1376.7913946096069
1997-07-10,1375.8716418765705
1997-07-11,1377.111421561264
1997-07-14,1378.2149133759092
1997-07-15,1367.3438383828086
1997-07-16,1379.164691544537
1997-07-17,1382.1490942744563
1997-07-18,1372.3840239790256
1997-07-21,1362.987902196201
1997-07-22,1367.8860971112733
1997-07-23,1376.5094995927607
1997-07-24,1371.2684718471562
1997-07-25,1368.2898177830482
1997-07-28,1364.0038033321725
1997-07-29,1363.6414860980258
1997-07-30,1364.2213080850838
1997-07-31,1367.1822637383166
1997-08-01,1353.0117691970836
1997-08-04,1339.7087133526115
1997-08-05,1331.402702374855
1997-08-06,1341.2578159373113
1997-08-07,1345.350077146436
1997-08-08,1351.3849387237772
1997-08-11,1337.5119131001986
1997-08-12,1340.5347097948497
1997-08-13,1338.6848092443358
1997-08-14,1328.3514102274821
1997-08-15,1331.8457259840407
1997-08-18,1316.8998240330561
1997-08-19,1320.4413161815573
1997-08-20,1327.2054356827498
1997-08-21,1330.103059987428
1997-08-22,1317.4374028164575
1997-08-25,1313.7621194760727
1997-08-26,1314.2567848546103
1997-08-27,1305.8224822873033
1997-08-28,1296.091434128933
1997-08-29,1279.0469868412122
1997-09-01,1271.2236639372725
1997-09-02,1277.6619667386967
1997-09-03,1294.1689774417177
1997-09-04,1292.4426628204858
1997-09-05,1301.24473289648
1997-09-08,1301.9801967170508
1997-09-09,1309.4307770943662
1997-09-10,1302.6050107266715
1997-09-11,1286.581998700125
1997-09-12,1285.3545022538783
1997-09-15,1295.1076361118708
1997-09-16,1296.3809824322555
1997-09-17,1300.6986349837168
1997-09-18,1302.9534982101536
1997-09-19,1304.1238173398503
1997-09-22,1307.249223464307
1997-09-23,1308.945692199283
1997-09-24,1327.4283294063775
1997-09-25,1326.5861466693616
1997-09-26,1324.7723294986154
1997-09-29,1324.503809408622
1997-09-30,1328.9510208898766
1997-10-01,1329.828384804275
1997-10-02,1329.5012019580447
1997-10-03,1334.7895089049302
1997-10-06,1336.3737405041154
1997-10-07,1336.7975965185813
1997-10-08,1338.8818270818256
1997-10-09,1325.1548307945275
1997-10-10,1322.5228134626216
1997-10-13,1325.4688203349035
1997-10-14,1322.7719301285858
1997-10-15,1320.5284257470187
1997-10-16,1330.2110496864248
1997-10-17,1313.5332277877874
1997-10-20,1305.1382356867425
1997-10-21,1308.7734872734802
1997-10-22,1306.2090128164355
1997-10-23,1270.8594403798968
1997-10-24,1272.4372147950592
1997-10-27,1247.834335662815
1997-10-28,1215.297879923142
1997-10-29,1255.4691917381447
1997-10-30,1239.7716566209724
1997-10-31,1249.2257193139853
1997-11-03,1263.3391208885494
1997-11-04,1261.7896816924745
1997-11-05,1259.2461272131084
1997-11-06,1254.319012779219
1997-11-07,1228.9968093128107
1997-11-10,1223.8039374707546
1997-11-11,1225.2284790526842
1997-11-12,1203.9492768428504
1997-11-13,1203.7806146523917
1997-11-14,1196.3505443111935
1997-11-17,1229.9391824273803
1997-11-18,1236.295119894057
1997-11-19,1213.0905500258332
1997-11-20,1226.1759418944246
1997-11-21,1241.4879358153428
1997-11-24,1230.669655014754
1997-11-25,1205.1469872162252
1997-11-26,1203.0259158263407
1997-11-27,1209.9524392025019
1997-11-28,1213.093627701925
1997-12-01,1224.7337099610127
1997-12-02,1231.8763891880517
1997-12-03,1229.0463884017513
1997-12-04,1226.741875524223
1997-12-05,1224.6579151917663
1997-12-08,1225.7457146530476
1997-12-09,1229.2037680717738
1997-12-10,1226.0630541452397
1997-12-11,1200.4980828245723
1997-12-12,1196.4807157825333
1997-12-15,1190.7821414479529
1997-12-16,1193.0046506968606
1997-12-17,1220.179994893079
1997-12-18,1212.2669833170596
1997-12-19,1183.2052929109846
1997-12-22,1165.297754204635
1997-12-23,1170.9212926691027
1997-12-24,1169.4374581889895
1997-12-25,1170.3101333114896
1997-12-26,1172.2353778105512
1997-12-29,1184.2988418558107
1997-12-30,1195.7707724848206
1997-12-31,1194.4262500220811
1998-01-01,1194.4446818266777
1998-01-02,1192.7524627227936
1998-01-05,1191.544838623144
1998-01-06,1181.8175944388302
1998-01-07,1178.422741578359
1998-01-08,1169.080726204044
1998-01-09,1155.1850752028922
1998-01-12,1124.258301473274
1998-01-13,1140.7391960164516
1998-01-14,1156.166602358221
1998-01-15,1155.1734192992944
1998-01-16,1186.0791288206215
1998-01-19,1203.510710110832
1998-01-20,1204.5137930429887
1998-01-21,1214.8153925770268
1998-01-22,1216.5455702627344
1998-01-23,1230.1566797142095
1998-01-26,1248.5248925267315
1998-01-27,1261.5170366198788
1998-01-28,1270.5824521361342
1998-01-29,1263.5925227657694
1998-01-30,1254.97084256095
1998-02-02,1272.2226872160254
1998-02-03,1287.6320505403596
1998-02-04,1294.8142410841706
1998-02-05,1313.2194337392095
1998-02-06,1318.8678996395925
1998-02-09,1318.1762980159253
1998-02-10,1329.943553877914
1998-02-11,1331.577436985387
1998-02-12,1326.652184677242
1998-02-13,1306.4664229316893
1998-02-16,1301.8422908243756
1998-02-17,1308.7762588094135
1998-02-18,1315.0627311473252
1998-02-19,1312.639587973311
1998-02-20,1312.4591462784417
1998-02-23,1318.5979352372758
1998-02-24,1313.2901571637672
1998-02-25,1319.5096013334828
1998-02-26,1333.7153862861012
1998-02-27,1351.7014829729703
1998-03-02,1373.4432599243917
1998-03-03,1370.366687056373
1998-03-04,1355.4073119745274
1998-03-05,1334.1176295220444
1998-03-06,1348.8750929550924
1998-03-09,1353.3807626816713
1998-03-10,1359.516855831037
1998-03-11,1355.051236426728
1998-03-12,1355.8626937592037
1998-03-13,1381.1771743460738
1998-03-16,1374.7422518399867
1998-03-17,1385.9106741822893
1998-03-18,1375.4450480877538
1998-03-19,1381.898912368223
1998-03-20,1386.92142118186
1998-03-23,1394.4334292693097
1998-03-24,1396.2326561016584
1998-03-25,1410.405887428547
1998-03-26,1414.0053457144431
1998-03-27,1411.9114417163253
1998-03-30,1389.4306432923997
1998-03-31,1387.6556217459947
1998-04-01,1385.5850820459261
1998-04-02,1373.5532208859759
1998-04-03,1372.7909118949494
1998-04-06,1388.728870645485
1998-04-07,1392.4901045553722
1998-04-08,1401.2033322132988
1998-04-09,1419.557244957332
1998-04-10,1419.5076145026667
1998-04-13,1415.9810450826476
1998-04-14,1429.4766921929438
1998-04-15,1433.40368557115
1998-04-16,1407.7602125493502
1998-04-17,1402.865213247778
1998-04-20,1410.6083224058584
1998-04-21,1416.919271036367
1998-04-22,1413.6642591765517
1998-04-23,1403.8154823382536
